"Id","concept:name_1","lifecycle:transition_1","org:resource_1","Activity_1","Resource_1","Work_Order_Qty_1","Part_Desc__1","Worker_ID_1","Report_Type_1","Qty_Completed_1","Qty_Rejected_1","Qty_for_MRB_1","concept:name_2","lifecycle:transition_2","org:resource_2","Activity_2","Resource_2","Work_Order_Qty_2","Part_Desc__2","Worker_ID_2","Report_Type_2","Qty_Completed_2","Qty_Rejected_2","Qty_for_MRB_2","concept:name_3","lifecycle:transition_3","org:resource_3","Activity_3","Resource_3","Work_Order_Qty_3","Part_Desc__3","Worker_ID_3","Report_Type_3","Qty_Completed_3","Qty_Rejected_3","Qty_for_MRB_3","concept:name_4","lifecycle:transition_4","org:resource_4","Activity_4","Resource_4","Work_Order_Qty_4","Part_Desc__4","Worker_ID_4","Report_Type_4","Qty_Completed_4","Qty_Rejected_4","Qty_for_MRB_4","concept:name_5","lifecycle:transition_5","org:resource_5","Activity_5","Resource_5","Work_Order_Qty_5","Part_Desc__5","Worker_ID_5","Report_Type_5","Qty_Completed_5","Qty_Rejected_5","Qty_for_MRB_5","concept:name_6","lifecycle:transition_6","org:resource_6","Activity_6","Resource_6","Work_Order_Qty_6","Part_Desc__6","Worker_ID_6","Report_Type_6","Qty_Completed_6","Qty_Rejected_6","Qty_for_MRB_6","concept:name_7","lifecycle:transition_7","org:resource_7","Activity_7","Resource_7","Work_Order_Qty_7","Part_Desc__7","Worker_ID_7","Report_Type_7","Qty_Completed_7","Qty_Rejected_7","Qty_for_MRB_7","concept:name_8","lifecycle:transition_8","org:resource_8","Activity_8","Resource_8","Work_Order_Qty_8","Part_Desc__8","Worker_ID_8","Report_Type_8","Qty_Completed_8","Qty_Rejected_8","Qty_for_MRB_8","concept:name_9","lifecycle:transition_9","org:resource_9","Activity_9","Resource_9","Work_Order_Qty_9","Part_Desc__9","Worker_ID_9","Report_Type_9","Qty_Completed_9","Qty_Rejected_9","Qty_for_MRB_9","concept:name_10","lifecycle:transition_10","org:resource_10","Activity_10","Resource_10","Work_Order_Qty_10","Part_Desc__10","Worker_ID_10","Report_Type_10","Qty_Completed_10","Qty_Rejected_10","Qty_for_MRB_10","concept:name_11","lifecycle:transition_11","org:resource_11","Activity_11","Resource_11","Work_Order_Qty_11","Part_Desc__11","Worker_ID_11","Report_Type_11","Qty_Completed_11","Qty_Rejected_11","Qty_for_MRB_11","concept:name_12","lifecycle:transition_12","org:resource_12","Activity_12","Resource_12","Work_Order_Qty_12","Part_Desc__12","Worker_ID_12","Report_Type_12","Qty_Completed_12","Qty_Rejected_12","Qty_for_MRB_12","concept:name_13","lifecycle:transition_13","org:resource_13","Activity_13","Resource_13","Work_Order_Qty_13","Part_Desc__13","Worker_ID_13","Report_Type_13","Qty_Completed_13","Qty_Rejected_13","Qty_for_MRB_13","concept:name_14","lifecycle:transition_14","org:resource_14","Activity_14","Resource_14","Work_Order_Qty_14","Part_Desc__14","Worker_ID_14","Report_Type_14","Qty_Completed_14","Qty_Rejected_14","Qty_for_MRB_14","concept:name_15","lifecycle:transition_15","org:resource_15","Activity_15","Resource_15","Work_Order_Qty_15","Part_Desc__15","Worker_ID_15","Report_Type_15","Qty_Completed_15","Qty_Rejected_15","Qty_for_MRB_15","concept:name_16","lifecycle:transition_16","org:resource_16","Activity_16","Resource_16","Work_Order_Qty_16","Part_Desc__16","Worker_ID_16","Report_Type_16","Qty_Completed_16","Qty_Rejected_16","Qty_for_MRB_16","remainingTime"
"138","9","10","14","9","11","102","5","14","12","7","7","7","9","1","14","9","11","102","5","14","12","7","7","7","9","10","8","9","11","102","5","8","12","13","7","7","9","1","8","9","11","102","5","8","12","13","7","7","9","10","8","9","11","102","5","8","6","70","7","7","9","1","8","9","11","102","5","8","6","70","7","7","9","10","14","9","11","102","5","14","6","36","7","7","9","1","14","9","11","102","5","14","6","36","7","7","110","10","86","110","111","102","5","86","6","109","7","7","110","1","86","110","111","102","5","86","6","109","7","7","17","10","16","17","18","102","5","16","6","7","13","7","17","1","16","17","18","102","5","16","6","7","13","7","17","10","16","17","18","102","5","16","6","7","67","7","17","1","16","17","18","102","5","16","6","7","67","7","17","10","16","17","18","102","5","16","6","81","13","7","17","1","16","17","18","102","5","16","6","81","13","7","10680.0"
"140","110","10","86","110","111","109","5","86","12","67","7","7","110","1","86","110","111","109","5","86","12","67","7","7","110","10","14","110","111","109","5","14","6","28","7","7","110","1","14","110","111","109","5","14","6","28","7","7","17","10","88","17","18","109","5","88","6","28","67","7","17","1","88","17","18","109","5","88","6","28","67","7","21","10","2","21","22","109","5","2","6","28","7","7","21","1","2","21","22","109","5","2","6","28","7","7","0","10","20","0","3","109","5","20","6","28","7","7","0","1","20","0","3","109","5","20","6","28","7","7","124","10","125","124","126","109","5","125","12","13","7","7","124","1","125","124","126","109","5","125","12","13","7","7","124","10","125","124","126","109","5","125","6","67","7","7","124","1","125","124","126","109","5","125","6","67","7","7","124","10","125","124","126","109","5","125","6","7","7","7","124","1","125","124","126","109","5","125","6","7","7","7","228000.0"
"145","128","10","38","128","40","121","127","38","12","67","7","7","128","1","38","128","40","121","127","38","12","67","7","7","128","10","46","128","40","121","127","46","6","47","7","7","128","1","46","128","40","121","127","46","6","47","7","7","128","10","38","128","40","121","127","38","6","7","7","7","128","1","38","128","40","121","127","38","6","7","7","7","128","10","38","128","40","121","127","38","6","104","7","7","128","1","38","128","40","121","127","38","6","104","7","7","31","10","30","31","18","121","127","30","6","121","7","7","31","1","30","31","18","121","127","30","6","121","7","7","44","10","20","44","45","121","127","20","6","121","7","7","44","1","20","44","45","121","127","20","6","121","7","7","0","10","20","0","3","121","127","20","6","121","7","7","0","1","20","0","3","121","127","20","6","121","7","7","56","10","30","56","18","121","127","30","6","7","7","7","56","1","30","56","18","121","127","30","6","7","7","7","598980.0"
"147","128","10","38","128","40","129","130","38","12","13","7","7","128","1","38","128","40","129","130","38","12","13","7","7","128","10","46","128","40","129","130","46","12","7","7","7","128","1","46","128","40","129","130","46","12","7","7","7","128","10","46","128","40","129","130","46","6","94","7","7","128","1","46","128","40","129","130","46","6","94","7","7","128","10","38","128","40","129","130","38","6","69","7","7","59","10","58","59","59","129","130","58","6","131","7","7","59","1","58","59","59","129","130","58","6","131","7","7","128","1","38","128","40","129","130","38","6","69","7","7","31","10","52","31","18","129","130","52","6","131","7","7","31","1","52","31","18","129","130","52","6","131","7","7","114","10","132","114","115","129","130","132","6","131","7","7","56","10","52","56","18","129","130","52","6","131","7","7","114","1","132","114","115","129","130","132","6","131","7","7","56","1","52","56","18","129","130","52","6","131","7","7","0.0"
"155","128","10","46","128","134","92","37","46","12","7","7","7","128","1","46","128","134","92","37","46","12","7","7","7","39","10","46","39","40","92","37","46","6","7","7","7","39","1","46","39","40","92","37","46","6","7","7","7","39","10","46","39","40","92","37","46","6","63","7","7","39","1","46","39","40","92","37","46","6","63","7","7","39","10","46","39","40","92","37","46","6","121","7","7","17","10","30","17","18","92","37","30","6","7","7","7","17","1","30","17","18","92","37","30","6","7","7","7","39","1","46","39","40","92","37","46","6","121","7","7","17","10","30","17","18","92","37","30","6","92","7","7","17","1","30","17","18","92","37","30","6","92","7","7","21","10","2","21","22","92","37","2","6","135","7","7","21","1","2","21","22","92","37","2","6","135","7","7","21","10","20","21","22","92","37","20","6","133","7","7","21","1","20","21","22","92","37","20","6","133","7","7","229800.0"
"156","23","10","72","23","25","136","137","72","12","7","7","7","23","1","72","23","25","136","137","72","12","7","7","7","23","10","72","23","25","136","137","72","6","102","7","7","23","1","72","23","25","136","137","72","6","102","7","7","23","10","72","23","25","136","137","72","12","13","7","7","23","1","72","23","25","136","137","72","12","13","7","7","23","10","72","23","25","136","137","72","6","35","7","7","23","1","72","23","25","136","137","72","6","35","7","7","23","10","72","23","25","136","137","72","6","7","7","7","23","1","72","23","25","136","137","72","6","7","7","7","17","10","30","17","18","136","137","30","6","7","7","7","17","1","30","17","18","136","137","30","6","7","7","7","56","10","30","56","18","136","137","30","6","7","7","7","56","1","30","56","18","136","137","30","6","7","7","7","17","10","30","17","18","136","137","30","6","90","7","7","17","1","30","17","18","136","137","30","6","90","7","7","754440.0"
"163","59","10","139","59","59","138","98","139","6","129","7","7","59","1","139","59","59","138","98","139","6","129","7","7","56","10","52","56","18","138","98","52","6","129","7","7","56","1","52","56","18","138","98","52","6","129","7","7","31","10","52","31","18","138","98","52","6","4","7","7","31","1","52","31","18","138","98","52","6","4","7","7","31","10","52","31","18","138","98","52","6","104","7","7","31","1","52","31","18","138","98","52","6","104","7","7","128","10","29","128","134","138","98","29","50","7","7","7","128","1","29","128","134","138","98","29","50","7","7","7","56","10","52","56","18","138","98","52","6","7","13","7","56","10","52","56","18","138","98","52","6","67","7","7","59","10","139","59","59","138","98","139","6","15","7","7","59","1","139","59","59","138","98","139","6","15","7","7","56","1","52","56","18","138","98","52","6","7","13","7","56","1","52","56","18","138","98","52","6","67","7","7","5060940.0"
"17","128","10","38","128","134","74","98","38","12","7","7","7","128","1","38","128","134","74","98","38","12","7","7","7","128","10","38","128","134","74","98","38","12","7","7","7","128","1","38","128","134","74","98","38","12","7","7","7","128","10","38","128","134","74","98","38","50","7","7","7","128","1","38","128","134","74","98","38","50","7","7","7","128","10","38","128","134","74","98","38","6","7","7","7","128","10","140","128","134","74","98","140","6","141","7","7","128","1","38","128","134","74","98","38","6","7","7","7","128","10","38","128","134","74","98","38","6","109","7","7","128","1","38","128","134","74","98","38","6","109","7","7","128","1","140","128","134","74","98","140","6","141","7","7","128","10","142","128","134","74","98","142","6","51","7","7","128","1","142","128","134","74","98","142","6","51","7","7","128","10","38","128","134","74","98","38","6","13","7","7","128","1","38","128","134","74","98","38","6","13","7","7","2674620.0"
"174","76","10","42","76","77","84","37","42","12","7","7","7","76","1","42","76","77","84","37","42","12","7","7","7","76","10","33","76","77","84","37","33","12","13","7","7","17","10","52","17","18","84","37","52","12","7","7","7","76","1","33","76","77","84","37","33","12","13","7","7","76","10","33","76","77","84","37","33","6","41","7","7","17","1","52","17","18","84","37","52","12","7","7","7","76","1","33","76","77","84","37","33","6","41","7","7","76","10","118","76","77","84","37","118","6","35","7","7","76","1","118","76","77","84","37","118","6","35","7","7","76","10","46","76","77","84","37","46","6","61","7","7","76","1","46","76","77","84","37","46","6","61","7","7","76","10","42","76","77","84","37","42","6","61","7","7","76","1","42","76","77","84","37","42","6","61","7","7","76","10","33","76","77","84","37","33","6","63","7","7","76","1","33","76","77","84","37","33","6","63","7","7","852480.0"
"177","0","10","20","0","3","143","5","20","6","41","7","7","0","1","20","0","3","143","5","20","6","41","7","7","124","10","144","124","126","143","5","144","12","7","7","7","124","1","144","124","126","143","5","144","12","7","7","7","124","10","144","124","126","143","5","144","6","67","7","7","124","1","144","124","126","143","5","144","6","67","7","7","124","10","125","124","126","143","5","125","6","93","7","7","124","1","125","124","126","143","5","125","6","93","7","7","56","10","16","56","18","143","5","16","6","7","7","7","56","1","16","56","18","143","5","16","6","7","7","7","56","10","16","56","18","143","5","16","6","7","7","7","56","1","16","56","18","143","5","16","6","7","7","7","56","10","16","56","18","143","5","16","6","7","35","7","56","1","16","56","18","143","5","16","6","7","35","7","56","10","16","56","18","143","5","16","6","7","35","7","56","1","16","56","18","143","5","16","6","7","35","7","6194100.0"
"178","148","10","147","148","149","146","5","147","6","69","7","7","148","1","147","148","149","146","5","147","6","69","7","7","124","10","125","124","126","146","5","125","12","7","7","7","124","1","125","124","126","146","5","125","12","7","7","7","150","10","100","150","96","146","5","100","6","7","7","7","150","1","100","150","96","146","5","100","6","7","7","7","150","10","100","150","96","146","5","100","6","7","7","7","0","10","2","0","3","146","5","2","6","7","7","7","0","10","20","0","3","146","5","20","6","7","7","7","150","1","100","150","96","146","5","100","6","7","7","7","0","1","2","0","3","146","5","2","6","7","7","7","0","1","20","0","3","146","5","20","6","7","7","7","150","10","100","150","96","146","5","100","6","7","7","7","145","10","125","145","126","146","5","125","6","135","7","7","150","1","100","150","96","146","5","100","6","7","7","7","145","1","125","145","126","146","5","125","6","135","7","7","4959120.0"
"18","110","10","8","110","111","151","5","8","12","67","7","7","110","1","8","110","111","151","5","8","12","67","7","7","110","10","8","110","111","151","5","8","6","15","7","7","110","1","8","110","111","151","5","8","6","15","7","7","110","10","86","110","111","151","5","86","50","7","7","7","110","1","86","110","111","151","5","86","50","7","7","7","110","10","8","110","111","151","5","8","12","7","7","7","110","1","8","110","111","151","5","8","12","7","7","7","110","10","8","110","111","151","5","8","6","116","7","7","9","10","8","9","11","151","5","8","12","7","7","7","9","1","8","9","11","151","5","8","12","7","7","7","110","1","8","110","111","151","5","8","6","116","7","7","110","10","86","110","111","151","5","86","6","15","7","7","9","10","14","9","11","151","5","14","12","67","7","7","110","1","86","110","111","151","5","86","6","15","7","7","110","10","86","110","111","151","5","86","6","70","7","7","6107400.0"
"182","17","10","30","17","18","152","37","30","6","7","7","7","17","1","30","17","18","152","37","30","6","7","7","7","153","10","64","153","108","152","37","64","6","7","7","7","153","1","64","153","108","152","37","64","6","7","7","7","56","10","30","56","18","152","37","30","6","109","13","7","56","1","30","56","18","152","37","30","6","109","13","7","17","10","30","17","18","152","37","30","6","7","28","7","17","1","30","17","18","152","37","30","6","7","28","7","59","10","58","59","59","152","37","58","6","109","7","7","59","1","58","59","59","152","37","58","6","109","7","7","17","10","30","17","18","152","37","30","6","67","7","7","17","1","30","17","18","152","37","30","6","67","7","7","76","10","113","76","77","152","37","113","6","109","7","7","76","1","113","76","77","152","37","113","6","109","7","7","21","10","20","21","22","152","37","20","6","67","7","7","21","1","20","21","22","152","37","20","6","67","7","7","261240.0"
"185","71","10","24","71","73","32","5","24","6","67","7","7","71","1","24","71","73","32","5","24","6","67","7","7","150","10","64","150","96","32","5","64","6","7","7","7","150","1","64","150","96","32","5","64","6","7","7","7","59","10","58","59","59","32","5","58","6","109","7","7","59","10","58","59","59","32","5","58","6","7","7","7","59","1","58","59","59","32","5","58","6","109","7","7","59","1","58","59","59","32","5","58","6","7","7","7","56","10","52","56","18","32","5","52","6","109","7","7","56","1","52","56","18","32","5","52","6","109","7","7","17","10","52","17","18","32","5","52","6","7","7","7","17","1","52","17","18","32","5","52","6","7","7","7","17","10","52","17","18","32","5","52","6","41","7","7","17","1","52","17","18","32","5","52","6","41","7","7","21","10","20","21","22","32","5","20","6","41","7","7","21","1","20","21","22","32","5","20","6","41","7","7","7066980.0"
"187","0","10","2","0","3","154","5","2","6","7","7","7","0","1","2","0","3","154","5","2","6","7","7","7","148","10","144","148","149","154","5","144","12","7","7","7","148","1","144","148","149","154","5","144","12","7","7","7","148","10","125","148","149","154","5","125","12","67","7","7","148","1","125","148","149","154","5","125","12","67","7","7","148","10","147","148","149","154","5","147","6","155","7","7","148","1","147","148","149","154","5","147","6","155","7","7","148","10","144","148","149","154","5","144","6","99","7","7","148","1","144","148","149","154","5","144","6","99","7","7","148","10","125","148","149","154","5","125","6","4","7","7","148","1","125","148","149","154","5","125","6","4","7","7","148","10","147","148","149","154","5","147","6","34","7","7","148","1","147","148","149","154","5","147","6","34","7","7","148","10","144","148","149","154","5","144","6","79","7","7","148","1","144","148","149","154","5","144","6","79","7","7","3921840.0"
"188","21","10","20","21","22","156","157","20","6","158","7","7","0","10","2","0","3","156","157","2","6","7","7","7","0","1","2","0","3","156","157","2","6","7","7","7","0","10","2","0","3","156","157","2","6","7","7","7","21","1","20","21","22","156","157","20","6","158","7","7","0","1","2","0","3","156","157","2","6","7","7","7","0","10","20","0","3","156","157","20","6","158","7","7","0","1","20","0","3","156","157","20","6","158","7","7","17","10","30","17","18","156","157","30","6","47","7","7","17","1","30","17","18","156","157","30","6","47","7","7","160","10","159","160","160","156","157","159","6","47","7","7","160","1","159","160","160","156","157","159","6","47","7","7","148","10","147","148","149","156","157","147","12","7","7","7","148","1","147","148","149","156","157","147","12","7","7","7","148","10","147","148","149","156","157","147","6","135","7","7","148","1","147","148","149","156","157","147","6","135","7","7","507840.0"
"19","110","10","14","110","111","155","5","14","12","13","7","7","110","1","14","110","111","155","5","14","12","13","7","7","17","10","16","17","18","155","5","16","12","7","7","7","17","1","16","17","18","155","5","16","12","7","7","7","9","10","8","9","11","155","5","8","6","117","7","7","9","1","8","9","11","155","5","8","6","117","7","7","17","10","16","17","18","155","5","16","6","155","7","7","17","1","16","17","18","155","5","16","6","155","7","7","21","10","20","21","22","155","5","20","6","155","7","7","21","1","20","21","22","155","5","20","6","155","7","7","0","10","2","0","3","155","5","2","6","7","7","7","0","1","2","0","3","155","5","2","6","7","7","7","0","10","2","0","3","155","5","2","6","69","7","7","0","1","2","0","3","155","5","2","6","69","7","7","148","10","144","148","149","155","5","144","12","7","7","7","148","1","144","148","149","155","5","144","12","7","7","7","165120.0"
"192","162","10","161","162","163","154","130","161","6","7","7","7","162","1","161","162","163","154","130","161","6","7","7","7","17","10","52","17","18","154","130","52","6","7","7","7","17","1","52","17","18","154","130","52","6","7","7","7","23","10","24","23","25","154","130","24","12","13","7","7","23","1","24","23","25","154","130","24","12","13","7","7","17","10","52","17","18","154","130","52","6","7","7","7","23","10","24","23","25","154","130","24","12","7","7","7","17","1","52","17","18","154","130","52","6","7","7","7","23","1","24","23","25","154","130","24","12","7","7","7","23","10","24","23","25","154","130","24","6","41","7","7","23","1","24","23","25","154","130","24","6","41","7","7","23","10","72","23","25","154","130","72","6","7","7","7","23","1","72","23","25","154","130","72","6","7","7","7","17","10","52","17","18","154","130","52","6","7","7","7","23","10","24","23","25","154","130","24","6","28","7","7","1493520.0"
"194","71","10","24","71","73","102","164","24","12","7","7","7","71","1","24","71","73","102","164","24","12","7","7","7","71","10","24","71","73","102","164","24","12","7","7","7","17","10","52","17","18","102","164","52","12","7","7","7","71","1","24","71","73","102","164","24","12","7","7","7","17","1","52","17","18","102","164","52","12","7","7","7","71","10","24","71","73","102","164","24","12","28","7","7","17","10","52","17","18","102","164","52","6","7","7","7","17","1","52","17","18","102","164","52","6","7","7","7","71","1","24","71","73","102","164","24","12","28","7","7","71","10","72","71","73","102","164","72","6","15","7","7","71","1","72","71","73","102","164","72","6","15","7","7","71","10","29","71","73","102","164","29","6","41","7","7","17","10","52","17","18","102","164","52","6","34","7","7","17","1","52","17","18","102","164","52","6","34","7","7","71","1","29","71","73","102","164","29","6","41","7","7","2117520.0"
"195","17","10","52","17","18","116","165","52","6","116","7","7","17","1","52","17","18","116","165","52","6","116","7","7","44","10","2","44","45","116","165","2","6","7","7","7","44","1","2","44","45","116","165","2","6","7","7","7","0","10","20","0","3","116","165","20","6","102","7","7","0","1","20","0","3","116","165","20","6","102","7","7","0","10","20","0","3","116","165","20","6","102","7","7","44","10","2","44","45","116","165","2","6","106","7","7","0","1","20","0","3","116","165","20","6","102","7","7","44","1","2","44","45","116","165","2","6","106","7","7","44","10","2","44","45","116","165","2","6","43","7","7","44","1","2","44","45","116","165","2","6","43","7","7","124","10","125","124","126","116","165","125","12","7","7","7","124","1","125","124","126","116","165","125","12","7","7","7","124","10","144","124","126","116","165","144","12","7","7","7","124","1","144","124","126","116","165","144","12","7","7","7","447180.0"
"198","110","10","86","110","111","74","5","86","12","7","7","7","110","1","86","110","111","74","5","86","12","7","7","7","110","10","42","110","111","74","5","42","12","13","7","7","110","1","42","110","111","74","5","42","12","13","7","7","110","10","42","110","111","74","5","42","6","133","7","7","110","1","42","110","111","74","5","42","6","133","7","7","17","10","52","17","18","74","5","52","6","7","13","7","110","10","86","110","111","74","5","86","12","13","7","7","110","1","86","110","111","74","5","86","12","13","7","7","17","1","52","17","18","74","5","52","6","7","13","7","110","10","8","110","111","74","5","8","6","43","7","7","110","1","8","110","111","74","5","8","6","43","7","7","110","10","86","110","111","74","5","86","6","67","7","7","110","1","86","110","111","74","5","86","6","67","7","7","110","10","118","110","111","74","5","118","6","133","7","7","110","1","118","110","111","74","5","118","6","133","7","7","6012240.0"
"199","0","10","2","0","3","166","5","2","6","7","7","7","0","1","2","0","3","166","5","2","6","7","7","7","0","10","20","0","3","166","5","20","6","81","7","7","0","10","2","0","3","166","5","2","6","7","7","7","0","1","2","0","3","166","5","2","6","7","7","7","0","10","2","0","3","166","5","2","6","7","7","7","0","1","20","0","3","166","5","20","6","81","7","7","0","10","20","0","3","166","5","20","6","7","7","7","0","1","20","0","3","166","5","20","6","7","7","7","124","10","147","124","126","166","5","147","12","7","7","7","0","1","2","0","3","166","5","2","6","7","7","7","124","1","147","124","126","166","5","147","12","7","7","7","124","10","147","124","126","166","5","147","12","7","7","7","124","1","147","124","126","166","5","147","12","7","7","7","124","10","147","124","126","166","5","147","6","19","7","7","124","1","147","124","126","166","5","147","6","19","7","7","7475880.0"
"20","9","10","14","9","11","167","168","14","12","13","7","7","9","1","14","9","11","167","168","14","12","13","7","7","17","10","30","17","18","167","168","30","6","7","7","7","9","10","14","9","11","167","168","14","6","15","7","7","9","1","14","9","11","167","168","14","6","15","7","7","17","1","30","17","18","167","168","30","6","7","7","7","9","10","33","9","11","167","168","33","6","141","7","7","9","1","33","9","11","167","168","33","6","141","7","7","9","10","33","9","11","167","168","33","12","67","7","7","9","1","33","9","11","167","168","33","12","67","7","7","9","10","33","9","11","167","168","33","6","135","7","7","9","1","33","9","11","167","168","33","6","135","7","7","9","10","86","9","11","167","168","86","6","57","7","7","9","1","86","9","11","167","168","86","6","57","7","7","9","10","42","9","11","167","168","42","6","41","7","7","9","1","42","9","11","167","168","42","6","41","7","7","3136080.0"
"201","170","10","88","170","18","141","169","88","6","63","7","7","17","10","88","17","18","141","169","88","6","63","7","7","170","1","88","170","18","141","169","88","6","63","7","7","17","1","88","17","18","141","169","88","6","63","7","7","128","10","38","128","134","141","169","38","6","7","7","7","128","1","38","128","134","141","169","38","6","7","7","7","128","10","38","128","134","141","169","38","12","13","7","7","128","1","38","128","134","141","169","38","12","13","7","7","128","10","38","128","134","141","169","38","6","67","7","7","128","1","38","128","134","141","169","38","6","67","7","7","128","10","38","128","134","141","169","38","12","7","7","7","128","1","38","128","134","141","169","38","12","7","7","7","128","10","38","128","134","141","169","38","6","13","7","7","128","1","38","128","134","141","169","38","6","13","7","7","128","10","38","128","134","141","169","38","50","7","7","7","128","1","38","128","134","141","169","38","50","7","7","7","3933300.0"
"206","17","10","30","17","18","79","172","30","6","7","7","7","17","1","30","17","18","79","172","30","6","7","7","7","21","10","20","21","22","79","172","20","6","79","7","7","21","1","20","21","22","79","172","20","6","79","7","7","0","10","20","0","3","79","172","20","6","79","7","7","0","1","20","0","3","79","172","20","6","79","7","7","95","10","100","95","96","79","172","100","12","7","7","7","95","1","100","95","96","79","172","100","12","7","7","7","95","10","100","95","96","79","172","100","6","4","7","7","95","1","100","95","96","79","172","100","6","4","7","7","56","10","30","56","18","79","172","30","6","7","7","7","56","1","30","56","18","79","172","30","6","7","7","7","56","10","30","56","18","79","172","30","6","4","7","7","56","1","30","56","18","79","172","30","6","4","7","7","59","10","171","59","59","79","172","171","6","4","7","7","59","1","171","59","59","79","172","171","6","4","7","7","950400.0"
"207","76","10","86","76","77","173","174","86","12","7","7","7","76","10","42","76","77","173","174","42","12","13","7","7","76","1","86","76","77","173","174","86","12","7","7","7","76","1","42","76","77","173","174","42","12","13","7","7","76","10","86","76","77","173","174","86","12","7","7","7","76","10","42","76","77","173","174","42","6","35","7","7","76","1","86","76","77","173","174","86","12","7","7","7","76","1","42","76","77","173","174","42","6","35","7","7","76","10","42","76","77","173","174","42","6","43","7","7","76","1","42","76","77","173","174","42","6","43","7","7","76","10","33","76","77","173","174","33","12","13","7","7","76","1","33","76","77","173","174","33","12","13","7","7","76","10","42","76","77","173","174","42","12","7","7","7","76","10","86","76","77","173","174","86","12","7","7","7","76","10","86","76","77","173","174","86","12","7","7","7","76","1","42","76","77","173","174","42","12","7","7","7","1641600.0"
"208","71","10","72","71","73","63","5","72","12","7","7","7","71","1","72","71","73","63","5","72","12","7","7","7","71","10","29","71","73","63","5","29","12","7","7","7","71","1","29","71","73","63","5","29","12","7","7","7","71","10","72","71","73","63","5","72","12","7","7","7","71","1","72","71","73","63","5","72","12","7","7","7","71","10","72","71","73","63","5","72","6","67","7","7","71","1","72","71","73","63","5","72","6","67","7","7","71","10","24","71","73","63","5","24","12","67","7","7","71","1","24","71","73","63","5","24","12","67","7","7","71","10","29","71","73","63","5","29","6","13","7","7","71","1","29","71","73","63","5","29","6","13","7","7","71","10","72","71","73","63","5","72","6","104","7","7","71","1","72","71","73","63","5","72","6","104","7","7","71","10","24","71","73","63","5","24","6","67","7","7","71","1","24","71","73","63","5","24","6","67","7","7","3193140.0"
"209","76","10","33","76","77","175","37","33","12","7","7","7","76","1","33","76","77","175","37","33","12","7","7","7","76","10","46","76","77","175","37","46","12","7","7","7","76","1","46","76","77","175","37","46","12","7","7","7","76","10","46","76","77","175","37","46","6","176","7","7","76","1","46","76","77","175","37","46","6","176","7","7","76","10","86","76","77","175","37","86","50","7","7","7","76","1","86","76","77","175","37","86","50","7","7","7","76","10","33","76","77","175","37","33","6","116","7","7","76","1","33","76","77","175","37","33","6","116","7","7","76","10","42","76","77","175","37","42","6","121","7","7","76","1","42","76","77","175","37","42","6","121","7","7","17","10","30","17","18","175","37","30","6","175","7","7","17","1","30","17","18","175","37","30","6","175","7","7","21","10","20","21","22","175","37","20","6","175","7","7","0","10","20","0","3","175","37","20","6","175","7","7","221760.0"
"21","9","10","14","9","11","143","168","14","12","7","7","7","9","1","14","9","11","143","168","14","12","7","7","7","9","10","42","9","11","143","168","42","6","177","7","7","9","1","42","9","11","143","168","42","6","177","7","7","17","10","30","17","18","143","168","30","6","7","7","7","9","10","8","9","11","143","168","8","6","7","7","7","9","10","8","9","11","143","168","8","6","99","7","7","9","1","8","9","11","143","168","8","6","7","7","7","9","1","8","9","11","143","168","8","6","99","7","7","17","1","30","17","18","143","168","30","6","7","7","7","9","10","8","9","11","143","168","8","6","121","7","7","9","10","33","9","11","143","168","33","6","99","7","7","9","1","33","9","11","143","168","33","6","99","7","7","9","10","33","9","11","143","168","33","6","61","7","7","17","10","42","17","18","143","168","42","6","7","7","7","17","1","42","17","18","143","168","42","6","7","7","7","3282300.0"
"210","76","10","42","76","77","178","27","42","6","13","7","7","76","1","42","76","77","178","27","42","6","13","7","7","76","10","33","76","77","178","27","33","12","13","7","7","76","1","33","76","77","178","27","33","12","13","7","7","76","10","33","76","77","178","27","33","6","141","7","7","76","1","33","76","77","178","27","33","6","141","7","7","76","10","42","76","77","178","27","42","6","61","7","7","76","1","42","76","77","178","27","42","6","61","7","7","76","10","33","76","77","178","27","33","6","36","7","7","76","1","33","76","77","178","27","33","6","36","7","7","17","10","30","17","18","178","27","30","6","7","7","7","17","1","30","17","18","178","27","30","6","7","7","7","76","10","42","76","77","178","27","42","6","135","7","7","76","1","42","76","77","178","27","42","6","135","7","7","76","10","33","76","77","178","27","33","6","15","7","7","76","1","33","76","77","178","27","33","6","15","7","7","867600.0"
"211","17","10","30","17","18","179","27","30","6","7","7","7","17","1","30","17","18","179","27","30","6","7","7","7","21","10","125","21","22","179","27","125","6","99","7","7","21","1","125","21","22","179","27","125","6","99","7","7","21","10","147","21","22","179","27","147","6","181","7","7","21","1","147","21","22","179","27","147","6","181","7","7","0","10","2","0","3","179","27","2","6","7","7","7","0","1","2","0","3","179","27","2","6","7","7","7","0","10","20","0","3","179","27","20","6","182","7","7","0","1","20","0","3","179","27","20","6","182","7","7","56","10","30","56","18","179","27","30","6","7","7","7","56","1","30","56","18","179","27","30","6","7","7","7","56","10","30","56","18","179","27","30","6","183","7","7","56","1","30","56","18","179","27","30","6","183","7","7","59","10","58","59","59","179","27","58","6","93","7","7","59","10","58","59","59","179","27","58","6","180","7","7","3600.0"
