"Id","concept:name_1","lifecycle:transition_1","org:resource_1","Activity_1","Resource_1","Work_Order_Qty_1","Part_Desc__1","Worker_ID_1","Report_Type_1","Qty_Completed_1","Qty_Rejected_1","Qty_for_MRB_1","concept:name_2","lifecycle:transition_2","org:resource_2","Activity_2","Resource_2","Work_Order_Qty_2","Part_Desc__2","Worker_ID_2","Report_Type_2","Qty_Completed_2","Qty_Rejected_2","Qty_for_MRB_2","concept:name_3","lifecycle:transition_3","org:resource_3","Activity_3","Resource_3","Work_Order_Qty_3","Part_Desc__3","Worker_ID_3","Report_Type_3","Qty_Completed_3","Qty_Rejected_3","Qty_for_MRB_3","concept:name_4","lifecycle:transition_4","org:resource_4","Activity_4","Resource_4","Work_Order_Qty_4","Part_Desc__4","Worker_ID_4","Report_Type_4","Qty_Completed_4","Qty_Rejected_4","Qty_for_MRB_4","concept:name_5","lifecycle:transition_5","org:resource_5","Activity_5","Resource_5","Work_Order_Qty_5","Part_Desc__5","Worker_ID_5","Report_Type_5","Qty_Completed_5","Qty_Rejected_5","Qty_for_MRB_5","concept:name_6","lifecycle:transition_6","org:resource_6","Activity_6","Resource_6","Work_Order_Qty_6","Part_Desc__6","Worker_ID_6","Report_Type_6","Qty_Completed_6","Qty_Rejected_6","Qty_for_MRB_6","concept:name_7","lifecycle:transition_7","org:resource_7","Activity_7","Resource_7","Work_Order_Qty_7","Part_Desc__7","Worker_ID_7","Report_Type_7","Qty_Completed_7","Qty_Rejected_7","Qty_for_MRB_7","remainingTime"
"206","46","1","20","46","22","174","175","20","6","8","8","8","46","12","20","46","22","174","175","20","6","8","8","8","47","1","48","47","49","174","175","48","6","174","8","8","47","12","48","47","49","174","175","48","6","174","8","8","148","1","48","148","149","174","175","48","6","174","8","8","148","12","48","148","149","174","175","48","6","174","8","8","86","1","89","86","87","174","175","89","10","8","8","8","1274520.0"
"207","63","1","40","63","64","176","177","40","10","8","8","8","63","1","29","63","64","176","177","29","10","11","8","8","63","12","40","63","64","176","177","40","10","8","8","8","63","12","29","63","64","176","177","29","10","11","8","8","63","1","40","63","64","176","177","40","10","8","8","8","63","1","29","63","64","176","177","29","6","96","8","8","63","12","40","63","64","176","177","40","10","8","8","8","1727100.0"
"208","60","1","62","60","61","43","5","62","10","8","8","8","60","12","62","60","61","43","5","62","10","8","8","8","60","1","19","60","61","43","5","19","10","8","8","8","60","12","19","60","61","43","5","19","10","8","8","8","60","1","62","60","61","43","5","62","10","8","8","8","60","12","62","60","61","43","5","62","10","8","8","8","60","1","62","60","61","43","5","62","6","57","8","8","3305340.0"
"209","63","1","53","63","64","178","27","53","10","8","8","8","63","12","53","63","64","178","27","53","10","8","8","8","63","1","35","63","64","178","27","35","10","8","8","8","63","12","35","63","64","178","27","35","10","8","8","8","63","1","35","63","64","178","27","35","6","179","8","8","63","12","35","63","64","178","27","35","6","179","8","8","63","1","40","63","64","178","27","40","34","8","8","8","712800.0"
"21","0","1","2","0","3","147","169","2","10","8","8","8","0","12","2","0","3","147","169","2","10","8","8","8","0","1","29","0","3","147","169","29","6","180","8","8","0","12","29","0","3","147","169","29","6","180","8","8","46","1","20","46","22","147","169","20","6","8","8","8","0","1","9","0","3","147","169","9","6","8","8","8","0","1","9","0","3","147","169","9","6","88","8","8","3432960.0"
"210","63","1","29","63","64","181","17","29","6","11","8","8","63","12","29","63","64","181","17","29","6","11","8","8","63","1","53","63","64","181","17","53","10","11","8","8","63","12","53","63","64","181","17","53","10","11","8","8","63","1","53","63","64","181","17","53","6","76","8","8","63","12","53","63","64","181","17","53","6","76","8","8","63","1","29","63","64","181","17","29","6","51","8","8","1011600.0"
"211","46","1","20","46","22","182","17","20","6","8","8","8","46","12","20","46","22","182","17","20","6","8","8","8","47","1","145","47","49","182","17","145","6","88","8","8","47","12","145","47","49","182","17","145","6","88","8","8","47","1","153","47","49","182","17","153","6","183","8","8","47","12","153","47","49","182","17","153","6","183","8","8","148","1","112","148","149","182","17","112","6","8","8","8","522000.0"
"212","63","1","53","63","64","184","27","53","10","8","8","8","63","12","53","63","64","184","27","53","10","8","8","8","63","1","53","63","64","184","27","53","10","57","8","8","63","12","53","63","64","184","27","53","10","57","8","8","63","1","53","63","64","184","27","53","6","7","8","8","46","1","20","46","22","184","27","20","6","8","8","8","63","12","53","63","64","184","27","53","6","7","8","8","1132500.0"
"214","63","1","53","63","64","142","27","53","10","57","8","8","63","12","53","63","64","142","27","53","10","57","8","8","63","1","53","63","64","142","27","53","6","90","8","8","63","12","53","63","64","142","27","53","6","90","8","8","63","1","2","63","64","142","27","2","6","57","8","8","63","1","29","63","64","142","27","29","6","185","8","8","63","12","2","63","64","142","27","2","6","57","8","8","1484640.0"
"215","23","1","35","23","25","186","27","35","10","8","8","8","23","12","35","23","25","186","27","35","10","8","8","8","23","1","35","23","25","186","27","35","6","120","8","8","23","12","35","23","25","186","27","35","6","120","8","8","23","1","153","23","25","186","27","153","6","187","8","8","23","12","153","23","25","186","27","153","6","187","8","8","46","1","20","46","22","186","27","20","6","8","8","8","949500.0"
"218","188","1","189","188","190","191","177","189","6","192","8","8","188","12","189","188","190","191","177","189","6","192","8","8","188","1","193","188","190","191","177","193","6","114","8","8","188","12","193","188","190","191","177","193","6","114","8","8","188","1","193","188","190","191","177","193","6","192","8","8","188","12","193","188","190","191","177","193","6","192","8","8","188","1","189","188","190","191","177","189","6","184","8","8","453000.0"
"219","148","1","48","148","149","187","5","48","6","51","8","8","148","12","48","148","149","187","5","48","6","51","8","8","148","1","48","148","149","187","5","48","6","51","8","8","148","12","48","148","149","187","5","48","6","51","8","8","144","1","145","144","146","187","5","145","10","8","8","8","144","12","145","144","146","187","5","145","10","8","8","8","144","1","150","144","146","187","5","150","10","8","8","8","726420.0"
"22","13","1","62","13","15","95","27","62","6","96","8","8","13","12","62","13","15","95","27","62","6","96","8","8","13","1","19","13","15","95","27","19","10","57","8","8","13","12","19","13","15","95","27","19","10","57","8","8","13","1","19","13","15","95","27","19","6","66","8","8","13","12","19","13","15","95","27","19","6","66","8","8","13","1","19","13","15","95","27","19","10","8","8","8","490200.0"
"223","23","1","35","23","25","187","27","35","10","11","8","8","46","1","54","46","22","187","27","54","10","8","8","8","23","12","35","23","25","187","27","35","10","11","8","8","23","1","35","23","25","187","27","35","10","8","8","8","23","12","35","23","25","187","27","35","10","8","8","8","23","1","35","23","25","187","27","35","6","7","8","8","46","12","54","46","22","187","27","54","10","8","8","8","2105340.0"
"225","151","1","89","151","87","194","5","89","6","8","8","8","151","12","89","151","87","194","5","89","6","8","8","8","47","1","89","47","49","194","5","89","6","195","8","8","47","12","89","47","49","194","5","89","6","195","8","8","196","1","89","196","146","194","5","89","6","8","8","8","196","12","89","196","146","194","5","89","6","8","8","8","151","1","89","151","87","194","5","89","6","8","8","8","6931740.0"
"228","23","1","35","23","25","4","27","35","6","4","8","8","23","12","35","23","25","4","27","35","6","4","8","8","23","1","35","23","25","4","27","35","10","8","8","8","23","12","35","23","25","4","27","35","10","8","8","8","23","1","35","23","25","4","27","35","6","90","8","8","23","12","35","23","25","4","27","35","6","90","8","8","46","1","20","46","22","4","27","20","6","90","11","8","469860.0"
"229","23","1","35","23","25","36","27","35","10","8","8","8","21","1","54","21","22","36","27","54","10","8","8","8","21","12","54","21","22","36","27","54","10","8","8","8","23","12","35","23","25","36","27","35","10","8","8","8","23","1","29","23","25","36","27","29","6","76","8","8","23","12","29","23","25","36","27","29","6","76","8","8","23","1","35","23","25","36","27","35","6","96","8","8","580920.0"
"23","197","1","40","197","41","43","97","40","10","8","8","8","197","12","40","197","41","43","97","40","10","8","8","8","197","1","2","197","41","43","97","2","6","43","8","8","197","12","2","197","41","43","97","2","6","43","8","8","39","1","29","39","41","43","97","29","10","8","8","8","39","12","29","39","41","43","97","29","10","8","8","8","21","1","45","21","22","43","97","45","6","43","8","8","3112800.0"
"230","63","1","53","63","64","198","17","53","34","8","8","8","63","1","53","63","64","198","17","53","10","8","8","8","63","12","53","63","64","198","17","53","34","8","8","8","63","12","53","63","64","198","17","53","10","8","8","8","63","1","53","63","64","198","17","53","10","11","8","8","63","12","53","63","64","198","17","53","10","11","8","8","63","1","53","63","64","198","17","53","6","109","8","8","4503540.0"
"231","148","1","48","148","149","76","5","48","6","44","8","8","148","12","48","148","149","76","5","48","6","44","8","8","144","1","145","144","146","76","5","145","10","11","8","8","144","12","145","144","146","76","5","145","10","11","8","8","144","1","145","144","146","76","5","145","6","57","8","8","144","12","145","144","146","76","5","145","6","57","8","8","144","1","150","144","146","76","5","150","6","4","8","8","661920.0"
"232","46","1","45","46","22","95","5","45","6","96","11","8","39","1","40","39","41","95","5","40","6","66","8","8","46","12","45","46","22","95","5","45","6","96","11","8","47","1","89","47","49","95","5","89","6","96","8","8","39","12","40","39","41","95","5","40","6","66","8","8","47","12","89","47","49","95","5","89","6","96","8","8","148","1","85","148","149","95","5","85","6","96","8","8","762000.0"
"233","199","1","62","199","15","36","27","62","6","8","8","8","199","1","19","199","15","36","27","19","10","57","8","8","199","12","62","199","15","36","27","62","6","8","8","8","199","12","19","199","15","36","27","19","10","57","8","8","199","1","19","199","15","36","27","19","6","28","8","8","199","12","19","199","15","36","27","19","6","28","8","8","199","1","9","199","15","36","27","9","6","90","8","8","976140.0"
"234","21","1","54","21","22","116","203","54","6","8","8","8","21","12","54","21","22","116","203","54","6","8","8","8","21","1","54","21","22","116","203","54","6","204","11","8","21","12","54","21","22","116","203","54","6","204","11","8","200","1","124","200","202","116","203","124","6","8","8","8","200","12","124","200","202","116","203","124","6","8","8","8","200","1","201","200","202","116","203","201","6","8","8","8","4813560.0"
"235","46","1","67","46","22","43","205","67","10","8","8","8","46","12","67","46","22","43","205","67","10","8","8","8","46","1","67","46","22","43","205","67","10","8","8","8","60","1","14","60","61","43","205","14","10","8","8","8","46","12","67","46","22","43","205","67","10","8","8","8","60","12","14","60","61","43","205","14","10","8","8","8","60","1","14","60","61","43","205","14","10","8","8","8","2997720.0"
"236","86","1","85","86","87","76","17","85","10","8","8","8","86","12","85","86","87","76","17","85","10","8","8","8","86","1","85","86","87","76","17","85","6","8","8","8","86","12","85","86","87","76","17","85","6","8","8","8","46","1","20","46","22","76","17","20","6","8","8","8","86","1","89","86","87","76","17","89","6","8","8","8","46","12","20","46","22","76","17","20","6","8","8","8","234960.0"
"237","46","1","20","46","22","206","207","20","6","208","8","8","46","12","20","46","22","206","207","20","6","208","8","8","0","1","2","0","3","206","207","2","6","118","8","8","0","12","2","0","3","206","207","2","6","118","8","8","46","1","20","46","22","206","207","20","6","209","8","8","46","12","20","46","22","206","207","20","6","209","8","8","46","1","20","46","22","206","207","20","6","8","66","8","5464260.0"
"238","0","1","53","0","3","210","56","53","10","8","8","8","0","12","53","0","3","210","56","53","10","8","8","8","0","1","29","0","3","210","56","29","10","8","8","8","0","12","29","0","3","210","56","29","10","8","8","8","0","1","29","0","3","210","56","29","6","4","8","8","0","12","29","0","3","210","56","29","6","4","8","8","0","1","53","0","3","210","56","53","6","37","8","8","3906000.0"
"239","63","1","53","63","64","111","27","53","10","11","8","8","63","12","53","63","64","111","27","53","10","11","8","8","63","1","40","63","64","111","27","40","10","11","8","8","63","1","29","63","64","111","27","29","10","57","8","8","63","12","40","63","64","111","27","40","10","11","8","8","46","1","20","46","22","111","27","20","6","8","8","8","46","12","20","46","22","111","27","20","6","8","8","8","1258260.0"
"24","39","1","9","39","41","43","97","9","10","11","8","8","39","12","9","39","41","43","97","9","10","11","8","8","39","1","9","39","41","43","97","9","6","79","8","8","39","12","9","39","41","43","97","9","6","79","8","8","46","1","45","46","22","43","97","45","6","79","11","8","46","12","45","46","22","43","97","45","6","79","11","8","47","1","112","47","49","43","97","112","6","79","8","8","3511680.0"
"240","63","1","53","63","64","211","212","53","10","8","8","8","63","12","53","63","64","211","212","53","10","8","8","8","63","1","29","63","64","211","212","29","10","11","8","8","63","12","29","63","64","211","212","29","10","11","8","8","63","1","40","63","64","211","212","40","6","111","8","8","63","12","40","63","64","211","212","40","6","111","8","8","63","1","53","63","64","211","212","53","6","37","8","8","1141440.0"
"241","63","1","40","63","64","111","27","40","10","8","8","8","63","12","40","63","64","111","27","40","10","8","8","8","63","1","40","63","64","111","27","40","10","8","8","8","63","12","40","63","64","111","27","40","10","8","8","8","63","1","2","63","64","111","27","2","10","11","8","8","63","12","2","63","64","111","27","2","10","11","8","8","46","1","54","46","22","111","27","54","6","8","11","8","324000.0"
"242","63","1","53","63","64","91","17","53","10","57","8","8","63","12","53","63","64","91","17","53","10","57","8","8","63","1","53","63","64","91","17","53","6","66","8","8","63","12","53","63","64","91","17","53","6","66","8","8","63","1","2","63","64","91","17","2","6","96","8","8","63","12","2","63","64","91","17","2","6","96","8","8","63","1","29","63","64","91","17","29","6","18","8","8","738840.0"
"243","63","1","53","63","64","4","17","53","10","8","8","8","63","12","53","63","64","4","17","53","10","8","8","8","63","1","29","63","64","4","17","29","10","11","8","8","46","1","54","46","22","4","17","54","6","8","8","8","63","12","29","63","64","4","17","29","10","11","8","8","63","1","29","63","64","4","17","29","6","90","8","8","46","12","54","46","22","4","17","54","6","8","8","8","1108140.0"
"244","148","1","85","148","149","95","5","85","6","57","8","8","148","12","85","148","149","95","5","85","6","57","8","8","148","1","85","148","149","95","5","85","6","66","8","8","148","12","85","148","149","95","5","85","6","66","8","8","213","1","85","213","155","95","5","85","10","8","8","8","213","12","85","213","155","95","5","85","10","8","8","8","213","1","85","213","155","95","5","85","6","8","8","8","400140.0"
"245","13","1","19","13","15","95","5","19","10","8","8","8","13","1","19","13","15","95","5","19","34","8","8","8","13","12","19","13","15","95","5","19","34","8","8","8","46","1","67","46","22","95","5","67","10","8","8","8","46","12","67","46","22","95","5","67","10","8","8","8","13","12","19","13","15","95","5","19","10","8","8","8","13","1","19","13","15","95","5","19","10","11","8","8","2648280.0"
"246","13","1","62","13","15","167","214","62","6","4","8","8","13","12","62","13","15","167","214","62","6","4","8","8","13","1","19","13","15","167","214","19","6","28","8","8","13","12","19","13","15","167","214","19","6","28","8","8","13","1","62","13","15","167","214","62","6","109","8","8","13","12","62","13","15","167","214","62","6","109","8","8","46","1","54","46","22","167","214","54","6","118","57","8","410400.0"
"248","13","1","19","13","15","36","32","19","10","11","8","8","13","12","19","13","15","36","32","19","10","11","8","8","13","1","19","13","15","36","32","19","6","28","8","8","13","12","19","13","15","36","32","19","6","28","8","8","13","1","62","13","15","36","32","62","6","111","8","8","13","12","62","13","15","36","32","62","6","111","8","8","148","1","112","148","149","36","32","112","6","8","8","8","721440.0"
"249","23","1","35","23","25","215","27","35","10","11","8","8","23","12","35","23","25","215","27","35","10","11","8","8","23","1","35","23","25","215","27","35","10","8","8","8","23","12","35","23","25","215","27","35","10","8","8","8","46","1","54","46","22","215","27","54","6","8","8","8","46","12","54","46","22","215","27","54","6","8","8","8","23","1","35","23","25","215","27","35","6","26","8","8","776220.0"
"25","39","1","40","39","41","43","97","40","10","96","8","8","39","12","40","39","41","43","97","40","10","96","8","8","39","1","40","39","41","43","97","40","6","90","8","8","39","12","40","39","41","43","97","40","6","90","8","8","39","1","40","39","41","43","97","40","10","8","8","8","39","12","40","39","41","43","97","40","10","8","8","8","39","1","29","39","41","43","97","29","10","11","8","8","3072120.0"
"250","218","1","217","218","219","100","216","217","10","8","8","8","218","12","217","218","219","100","216","217","10","8","8","8","218","1","217","218","219","100","216","217","10","8","8","8","218","12","217","218","219","100","216","217","10","8","8","8","127","1","67","127","22","100","216","67","6","8","8","8","218","1","217","218","219","100","216","217","6","7","8","8","127","12","67","127","22","100","216","67","6","8","8","8","562200.0"
"251","39","1","40","39","41","95","5","40","10","8","8","8","39","12","40","39","41","95","5","40","10","8","8","8","39","1","9","39","41","95","5","9","10","11","8","8","39","12","9","39","41","95","5","9","10","11","8","8","39","1","9","39","41","95","5","9","6","96","8","8","39","12","9","39","41","95","5","9","6","96","8","8","46","1","67","46","22","95","5","67","6","95","8","8","3825300.0"
"252","63","1","53","63","64","79","27","53","10","57","8","8","63","12","53","63","64","79","27","53","10","57","8","8","63","1","53","63","64","79","27","53","10","8","8","8","63","1","20","63","64","79","27","20","6","8","8","8","63","12","53","63","64","79","27","53","10","8","8","8","63","12","20","63","64","79","27","20","6","8","8","8","46","1","20","46","22","79","27","20","6","8","8","8","411000.0"
"253","13","1","62","13","15","111","220","62","10","11","8","8","13","12","62","13","15","111","220","62","10","11","8","8","13","1","62","13","15","111","220","62","6","57","8","8","13","12","62","13","15","111","220","62","6","57","8","8","46","1","20","46","22","111","220","20","6","8","8","8","13","1","19","13","15","111","220","19","6","43","8","8","46","12","20","46","22","111","220","20","6","8","8","8","579420.0"
"254","47","1","48","47","49","221","17","48","6","221","8","8","47","12","48","47","49","221","17","48","6","221","8","8","129","1","48","129","130","221","17","48","6","59","8","8","129","12","48","129","130","221","17","48","6","59","8","8","129","1","48","129","130","221","17","48","6","55","8","8","129","12","48","129","130","221","17","48","6","55","8","8","129","1","112","129","130","221","17","112","6","222","8","8","172620.0"
"255","113","1","35","113","139","91","52","35","6","91","8","8","113","12","35","113","139","91","52","35","6","91","8","8","21","1","20","21","22","91","52","20","6","91","8","8","21","12","20","21","22","91","52","20","6","91","8","8","47","1","48","47","49","91","52","48","6","91","8","8","47","12","48","47","49","91","52","48","6","91","8","8","127","1","20","127","22","91","52","20","6","91","8","8","398280.0"
"256","113","1","35","113","139","59","223","35","6","76","8","8","113","12","35","113","139","59","223","35","6","76","8","8","113","1","9","113","139","59","223","9","6","224","8","8","113","12","9","113","139","59","223","9","6","224","8","8","113","1","53","113","139","59","223","53","6","114","8","8","113","12","53","113","139","59","223","53","6","114","8","8","21","1","54","21","22","59","223","54","6","59","8","8","3018600.0"
"257","39","1","53","39","41","142","5","53","10","8","8","8","39","12","53","39","41","142","5","53","10","8","8","8","39","1","9","39","41","142","5","9","10","11","8","8","39","12","9","39","41","142","5","9","10","11","8","8","39","1","40","39","41","142","5","40","6","4","8","8","39","12","40","39","41","142","5","40","6","4","8","8","39","1","77","39","41","142","5","77","6","76","8","8","6791460.0"
"258","63","1","53","63","64","55","27","53","10","11","8","8","63","12","53","63","64","55","27","53","10","11","8","8","63","1","53","63","64","55","27","53","6","11","8","8","63","12","53","63","64","55","27","53","6","11","8","8","63","1","29","63","64","55","27","29","6","66","8","8","63","12","29","63","64","55","27","29","6","66","8","8","63","1","29","63","64","55","27","29","10","8","8","8","1532700.0"
"259","60","1","62","60","61","225","141","62","10","8","8","8","60","12","62","60","61","225","141","62","10","8","8","8","60","1","62","60","61","225","141","62","6","57","8","8","60","12","62","60","61","225","141","62","6","57","8","8","60","1","14","60","61","225","141","14","6","26","8","8","60","12","14","60","61","225","141","14","6","26","8","8","60","1","53","60","61","225","141","53","6","18","8","8","6138600.0"
"26","0","1","2","0","3","43","97","2","10","8","8","8","0","12","2","0","3","43","97","2","10","8","8","8","0","1","53","0","3","43","97","53","10","11","8","8","0","12","53","0","3","43","97","53","10","11","8","8","0","1","53","0","3","43","97","53","34","8","8","8","0","12","53","0","3","43","97","53","34","8","8","8","0","1","9","0","3","43","97","9","10","8","8","8","3559620.0"
"260","63","1","29","63","64","226","27","29","10","8","8","8","63","12","29","63","64","226","27","29","10","8","8","8","63","1","29","63","64","226","27","29","10","11","8","8","63","12","29","63","64","226","27","29","10","11","8","8","63","1","29","63","64","226","27","29","6","66","8","8","63","12","29","63","64","226","27","29","6","66","8","8","63","1","53","63","64","226","27","53","6","102","8","8","4727280.0"
"261","23","1","35","23","25","116","212","35","10","8","8","8","23","12","35","23","25","116","212","35","10","8","8","8","23","1","35","23","25","116","212","35","6","187","8","8","23","12","35","23","25","116","212","35","6","187","8","8","46","1","20","46","22","116","212","20","6","8","8","8","46","12","20","46","22","116","212","20","6","8","8","8","23","1","24","23","25","116","212","24","6","187","8","8","604500.0"
"262","63","1","2","63","64","167","17","2","10","57","8","8","63","12","2","63","64","167","17","2","10","57","8","8","63","1","29","63","64","167","17","29","10","8","8","8","63","12","29","63","64","167","17","29","10","8","8","8","63","1","29","63","64","167","17","29","6","70","8","8","63","12","29","63","64","167","17","29","6","70","8","8","46","1","20","46","22","167","17","20","6","8","8","8","198300.0"
"263","23","1","24","23","25","26","227","24","10","8","8","8","23","12","24","23","25","26","227","24","10","8","8","8","23","1","24","23","25","26","227","24","10","8","8","8","23","12","24","23","25","26","227","24","10","8","8","8","23","1","24","23","25","26","227","24","10","11","8","8","46","1","54","46","22","26","227","54","6","8","8","8","23","12","24","23","25","26","227","24","10","11","8","8","1611720.0"
"264","63","1","77","63","64","228","212","77","10","57","8","8","63","12","77","63","64","228","212","77","10","57","8","8","63","1","77","63","64","228","212","77","6","57","8","8","63","1","29","63","64","228","212","29","6","96","8","8","63","12","77","63","64","228","212","77","6","57","8","8","63","12","29","63","64","228","212","29","6","96","8","8","63","1","53","63","64","228","212","53","6","100","8","8","231720.0"
"265","113","1","35","113","139","90","173","35","10","8","8","8","113","12","35","113","139","90","173","35","10","8","8","8","113","1","35","113","139","90","173","35","6","90","8","8","113","12","35","113","139","90","173","35","6","90","8","8","23","1","35","23","25","90","173","35","10","8","8","8","23","1","35","23","25","90","173","35","10","8","8","8","23","1","35","23","25","90","173","35","6","90","8","8","869640.0"
"266","46","1","67","46","22","229","5","67","6","8","8","8","46","12","67","46","22","229","5","67","6","8","8","8","39","1","40","39","41","229","5","40","10","8","8","8","39","12","40","39","41","229","5","40","10","8","8","8","39","1","9","39","41","229","5","9","6","230","8","8","39","12","9","39","41","229","5","9","6","230","8","8","39","1","40","39","41","229","5","40","6","167","8","8","7322940.0"
"267","0","1","2","0","3","159","160","2","10","8","8","8","0","12","2","0","3","159","160","2","10","8","8","8","0","1","53","0","3","159","160","53","10","57","8","8","0","12","53","0","3","159","160","53","10","57","8","8","0","1","53","0","3","159","160","53","6","51","8","8","0","12","53","0","3","159","160","53","6","51","8","8","0","1","2","0","3","159","160","2","6","76","8","8","7233960.0"
"268","23","1","35","23","25","114","231","35","10","11","8","8","23","12","35","23","25","114","231","35","10","11","8","8","23","1","35","23","25","114","231","35","10","8","8","8","46","1","20","46","22","114","231","20","6","8","8","8","23","12","35","23","25","114","231","35","10","8","8","8","46","12","20","46","22","114","231","20","6","8","8","8","23","1","35","23","25","114","231","35","10","8","8","8","1813980.0"
"269","23","1","35","23","25","79","27","35","10","8","8","8","23","12","35","23","25","79","27","35","10","8","8","8","23","1","35","23","25","79","27","35","10","102","8","8","46","1","54","46","22","79","27","54","6","8","8","8","23","1","35","23","25","79","27","35","10","11","8","8","23","12","35","23","25","79","27","35","10","11","8","8","46","12","54","46","22","79","27","54","6","8","8","8","1708500.0"
"27","23","1","35","23","25","79","27","35","10","8","8","8","23","12","35","23","25","79","27","35","10","8","8","8","23","1","35","23","25","79","27","35","10","11","8","8","23","12","35","23","25","79","27","35","10","11","8","8","23","1","35","23","25","79","27","35","10","8","8","8","23","12","35","23","25","79","27","35","10","8","8","8","23","1","35","23","25","79","27","35","6","30","8","8","513960.0"
"271","39","1","9","39","41","142","5","9","10","8","8","8","39","1","9","39","41","142","5","9","10","8","8","8","39","12","9","39","41","142","5","9","10","8","8","8","39","12","9","39","41","142","5","9","10","8","8","8","39","1","9","39","41","142","5","9","6","74","8","8","39","12","9","39","41","142","5","9","6","74","8","8","39","1","40","39","41","142","5","40","34","8","8","8","6630900.0"
"272","13","1","19","13","15","76","17","19","10","8","8","8","13","12","19","13","15","76","17","19","10","8","8","8","13","1","62","13","15","76","17","62","10","11","8","8","13","12","62","13","15","76","17","62","10","11","8","8","13","1","62","13","15","76","17","62","6","111","8","8","13","12","62","13","15","76","17","62","6","111","8","8","13","1","19","13","15","76","17","19","6","66","8","8","1394100.0"
"273","13","1","19","13","15","79","17","19","10","11","8","8","13","12","19","13","15","79","17","19","10","11","8","8","13","1","19","13","15","79","17","19","6","66","8","8","13","1","14","13","15","79","17","14","6","7","8","8","13","12","14","13","15","79","17","14","6","7","8","8","46","1","20","46","22","79","17","20","6","79","8","8","13","12","19","13","15","79","17","19","6","66","8","8","1853580.0"
"274","23","1","24","23","25","66","17","24","10","11","8","8","23","12","24","23","25","66","17","24","10","11","8","8","23","1","24","23","25","66","17","24","34","8","8","8","46","1","54","46","22","66","17","54","6","8","8","8","46","12","54","46","22","66","17","54","6","8","8","8","23","12","24","23","25","66","17","24","34","8","8","8","23","1","24","23","25","66","17","24","6","57","8","8","139620.0"
"277","218","1","217","218","219","66","5","217","6","66","8","8","218","12","217","218","219","66","5","217","6","66","8","8","46","1","45","46","22","66","5","45","6","66","8","8","46","12","45","46","22","66","5","45","6","66","8","8","148","1","85","148","149","66","5","85","6","66","8","8","148","12","85","148","149","66","5","85","6","66","8","8","86","1","85","86","87","66","5","85","10","8","8","8","332940.0"
"28","63","1","53","63","64","152","27","53","10","8","8","8","63","12","53","63","64","152","27","53","10","8","8","8","63","1","53","63","64","152","27","53","10","66","8","8","63","12","53","63","64","152","27","53","10","66","8","8","63","1","2","63","64","152","27","2","10","57","8","8","46","1","20","46","22","152","27","20","6","8","8","8","46","12","20","46","22","152","27","20","6","8","8","8","3513240.0"
"29","60","1","14","60","61","180","5","14","10","8","8","8","60","12","14","60","61","180","5","14","10","8","8","8","60","1","62","60","61","180","5","62","10","8","8","8","60","12","62","60","61","180","5","62","10","8","8","8","60","1","19","60","61","180","5","19","10","8","8","8","60","12","19","60","61","180","5","19","10","8","8","8","60","1","62","60","61","180","5","62","6","36","8","8","3541740.0"
"3","39","1","2","39","41","4","5","2","10","57","8","8","46","1","67","46","22","4","5","67","10","8","8","8","39","12","2","39","41","4","5","2","10","57","8","8","46","12","67","46","22","4","5","67","10","8","8","8","0","1","9","0","3","4","5","9","6","7","8","8","0","12","9","0","3","4","5","9","6","7","8","8","46","1","67","46","22","4","5","67","6","4","8","8","1533600.0"
"30","39","1","29","39","41","55","5","29","10","7","8","8","46","1","67","46","22","55","5","67","6","8","8","8","46","12","67","46","22","55","5","67","6","8","8","8","39","12","29","39","41","55","5","29","10","7","8","8","39","1","77","39","41","55","5","77","6","8","8","8","39","12","77","39","41","55","5","77","6","8","8","8","39","1","40","39","41","55","5","40","6","232","8","8","81240.0"
"31","0","1","9","0","3","187","5","9","10","8","8","8","0","12","9","0","3","187","5","9","10","8","8","8","0","1","9","0","3","187","5","9","10","11","8","8","0","12","9","0","3","187","5","9","10","11","8","8","0","1","9","0","3","187","5","9","6","66","8","8","0","12","9","0","3","187","5","9","6","66","8","8","0","1","29","0","3","187","5","29","6","135","8","8","3177360.0"
"32","39","1","53","39","41","157","32","53","10","8","8","8","39","12","53","39","41","157","32","53","10","8","8","8","39","1","40","39","41","157","32","40","10","8","8","8","39","12","40","39","41","157","32","40","10","8","8","8","39","1","29","39","41","157","32","29","10","8","8","8","39","12","29","39","41","157","32","29","10","8","8","8","39","1","40","39","41","157","32","40","10","66","8","8","2482560.0"
"33","63","1","53","63","64","187","27","53","10","11","8","8","63","12","53","63","64","187","27","53","10","11","8","8","46","1","20","46","22","187","27","20","6","8","8","8","63","1","53","63","64","187","27","53","10","11","8","8","46","12","20","46","22","187","27","20","6","8","8","8","63","12","53","63","64","187","27","53","10","11","8","8","63","1","53","63","64","187","27","53","6","57","8","8","1969020.0"
"34","60","1","14","60","61","76","32","14","10","11","8","8","60","12","14","60","61","76","32","14","10","11","8","8","60","1","19","60","61","76","32","19","10","11","8","8","60","12","19","60","61","76","32","19","10","11","8","8","60","1","19","60","61","76","32","19","6","102","8","8","60","12","19","60","61","76","32","19","6","102","8","8","60","1","9","60","61","76","32","9","6","4","8","8","1991640.0"
