"Id","concept:name_1","lifecycle:transition_1","org:resource_1","Activity_1","Resource_1","Work_Order_Qty_1","Part_Desc__1","Worker_ID_1","Report_Type_1","Qty_Completed_1","Qty_Rejected_1","Qty_for_MRB_1","concept:name_2","lifecycle:transition_2","org:resource_2","Activity_2","Resource_2","Work_Order_Qty_2","Part_Desc__2","Worker_ID_2","Report_Type_2","Qty_Completed_2","Qty_Rejected_2","Qty_for_MRB_2","concept:name_3","lifecycle:transition_3","org:resource_3","Activity_3","Resource_3","Work_Order_Qty_3","Part_Desc__3","Worker_ID_3","Report_Type_3","Qty_Completed_3","Qty_Rejected_3","Qty_for_MRB_3","concept:name_4","lifecycle:transition_4","org:resource_4","Activity_4","Resource_4","Work_Order_Qty_4","Part_Desc__4","Worker_ID_4","Report_Type_4","Qty_Completed_4","Qty_Rejected_4","Qty_for_MRB_4","concept:name_5","lifecycle:transition_5","org:resource_5","Activity_5","Resource_5","Work_Order_Qty_5","Part_Desc__5","Worker_ID_5","Report_Type_5","Qty_Completed_5","Qty_Rejected_5","Qty_for_MRB_5","concept:name_6","lifecycle:transition_6","org:resource_6","Activity_6","Resource_6","Work_Order_Qty_6","Part_Desc__6","Worker_ID_6","Report_Type_6","Qty_Completed_6","Qty_Rejected_6","Qty_for_MRB_6","concept:name_7","lifecycle:transition_7","org:resource_7","Activity_7","Resource_7","Work_Order_Qty_7","Part_Desc__7","Worker_ID_7","Report_Type_7","Qty_Completed_7","Qty_Rejected_7","Qty_for_MRB_7","concept:name_8","lifecycle:transition_8","org:resource_8","Activity_8","Resource_8","Work_Order_Qty_8","Part_Desc__8","Worker_ID_8","Report_Type_8","Qty_Completed_8","Qty_Rejected_8","Qty_for_MRB_8","concept:name_9","lifecycle:transition_9","org:resource_9","Activity_9","Resource_9","Work_Order_Qty_9","Part_Desc__9","Worker_ID_9","Report_Type_9","Qty_Completed_9","Qty_Rejected_9","Qty_for_MRB_9","concept:name_10","lifecycle:transition_10","org:resource_10","Activity_10","Resource_10","Work_Order_Qty_10","Part_Desc__10","Worker_ID_10","Report_Type_10","Qty_Completed_10","Qty_Rejected_10","Qty_for_MRB_10","concept:name_11","lifecycle:transition_11","org:resource_11","Activity_11","Resource_11","Work_Order_Qty_11","Part_Desc__11","Worker_ID_11","Report_Type_11","Qty_Completed_11","Qty_Rejected_11","Qty_for_MRB_11","concept:name_12","lifecycle:transition_12","org:resource_12","Activity_12","Resource_12","Work_Order_Qty_12","Part_Desc__12","Worker_ID_12","Report_Type_12","Qty_Completed_12","Qty_Rejected_12","Qty_for_MRB_12","remainingTime"
"174","76","11","38","76","77","82","33","38","13","8","8","8","76","1","38","76","77","82","33","38","13","8","8","8","76","11","30","76","77","82","33","30","13","14","8","8","18","11","47","18","19","82","33","47","13","8","8","8","76","1","30","76","77","82","33","30","13","14","8","8","76","11","30","76","77","82","33","30","6","37","8","8","18","1","47","18","19","82","33","47","13","8","8","8","76","1","30","76","77","82","33","30","6","37","8","8","76","11","51","76","77","82","33","51","6","25","8","8","76","1","51","76","77","82","33","51","6","25","8","8","76","11","40","76","77","82","33","40","6","64","8","8","76","1","40","76","77","82","33","40","6","64","8","8","902940.0"
"177","105","11","2","105","106","142","5","2","6","37","8","8","105","1","2","105","106","142","5","2","6","37","8","8","115","11","143","115","117","142","5","143","13","8","8","8","115","1","143","115","117","142","5","143","13","8","8","8","115","11","143","115","117","142","5","143","6","68","8","8","115","1","143","115","117","142","5","143","6","68","8","8","115","11","116","115","117","142","5","116","6","88","8","8","115","1","116","115","117","142","5","116","6","88","8","8","59","11","17","59","19","142","5","17","6","8","8","8","59","1","17","59","19","142","5","17","6","8","8","8","59","11","17","59","19","142","5","17","6","8","8","8","59","1","17","59","19","142","5","17","6","8","8","8","6265500.0"
"178","146","11","145","146","147","144","5","145","6","70","8","8","146","1","145","146","147","144","5","145","6","70","8","8","115","11","116","115","117","144","5","116","13","8","8","8","115","1","116","115","117","144","5","116","13","8","8","8","148","11","96","148","92","144","5","96","6","8","8","8","148","1","96","148","92","144","5","96","6","8","8","8","148","11","96","148","92","144","5","96","6","8","8","8","105","11","61","105","106","144","5","61","6","8","8","8","105","11","2","105","106","144","5","2","6","8","8","8","148","1","96","148","92","144","5","96","6","8","8","8","105","1","61","105","106","144","5","61","6","8","8","8","105","1","2","105","106","144","5","2","6","8","8","8","5039280.0"
"179","148","11","96","148","92","139","5","96","6","8","8","8","148","1","96","148","92","139","5","96","6","8","8","8","59","11","17","59","19","139","5","17","6","4","8","8","59","1","17","59","19","139","5","17","6","4","8","8","98","11","97","98","98","139","5","97","6","4","8","8","98","1","97","98","98","139","5","97","6","4","8","8","149","11","91","149","150","139","5","91","6","8","8","8","149","1","91","149","150","139","5","91","6","8","8","8","59","11","17","59","19","139","5","17","6","8","8","8","59","1","17","59","19","139","5","17","6","8","8","8","98","11","97","98","98","139","5","97","6","68","8","8","98","1","97","98","98","139","5","97","6","68","8","8","24000.0"
"18","53","11","9","53","54","151","5","9","13","68","8","8","53","1","9","53","54","151","5","9","13","68","8","8","53","11","9","53","54","151","5","9","6","16","8","8","53","1","9","53","54","151","5","9","6","16","8","8","53","11","56","53","54","151","5","56","45","8","8","8","53","1","56","53","54","151","5","56","45","8","8","8","53","11","9","53","54","151","5","9","13","8","8","8","53","1","9","53","54","151","5","9","13","8","8","8","53","11","9","53","54","151","5","9","6","110","8","8","10","11","9","10","12","151","5","9","13","8","8","8","10","1","9","10","12","151","5","9","13","8","8","8","53","1","9","53","54","151","5","9","6","110","8","8","6139560.0"
"182","18","11","26","18","19","152","33","26","6","8","8","8","18","1","26","18","19","152","33","26","6","8","8","8","149","11","91","149","150","152","33","91","6","8","8","8","149","1","91","149","150","152","33","91","6","8","8","8","59","11","26","59","19","152","33","26","6","107","14","8","59","1","26","59","19","152","33","26","6","107","14","8","18","11","26","18","19","152","33","26","6","8","43","8","18","1","26","18","19","152","33","26","6","8","43","8","98","11","97","98","98","152","33","97","6","107","8","8","98","1","97","98","98","152","33","97","6","107","8","8","18","11","26","18","19","152","33","26","6","68","8","8","18","1","26","18","19","152","33","26","6","68","8","8","1060320.0"
"185","72","11","28","72","73","29","5","28","6","68","8","8","72","1","28","72","73","29","5","28","6","68","8","8","148","11","91","148","92","29","5","91","6","8","8","8","148","1","91","148","92","29","5","91","6","8","8","8","98","11","97","98","98","29","5","97","6","107","8","8","98","11","97","98","98","29","5","97","6","8","8","8","98","1","97","98","98","29","5","97","6","107","8","8","98","1","97","98","98","29","5","97","6","8","8","8","59","11","47","59","19","29","5","47","6","107","8","8","59","1","47","59","19","29","5","47","6","107","8","8","18","11","47","18","19","29","5","47","6","8","8","8","18","1","47","18","19","29","5","47","6","8","8","8","7322400.0"
"187","105","11","61","105","106","153","5","61","6","8","8","8","105","1","61","105","106","153","5","61","6","8","8","8","146","11","143","146","147","153","5","143","13","8","8","8","146","1","143","146","147","153","5","143","13","8","8","8","146","11","116","146","147","153","5","116","13","68","8","8","146","1","116","146","147","153","5","116","13","68","8","8","146","11","145","146","147","153","5","145","6","52","8","8","146","1","145","146","147","153","5","145","6","52","8","8","146","11","143","146","147","153","5","143","6","95","8","8","146","1","143","146","147","153","5","143","6","95","8","8","146","11","116","146","147","153","5","116","6","4","8","8","146","1","116","146","147","153","5","116","6","4","8","8","3993360.0"
"188","0","11","2","0","3","155","156","2","6","157","8","8","105","11","61","105","106","155","156","61","6","8","8","8","105","1","61","105","106","155","156","61","6","8","8","8","105","11","61","105","106","155","156","61","6","8","8","8","0","1","2","0","3","155","156","2","6","157","8","8","105","1","61","105","106","155","156","61","6","8","8","8","105","11","2","105","106","155","156","2","6","157","8","8","105","1","2","105","106","155","156","2","6","157","8","8","18","11","26","18","19","155","156","26","6","41","8","8","18","1","26","18","19","155","156","26","6","41","8","8","154","11","128","154","154","155","156","128","6","41","8","8","154","1","128","154","154","155","156","128","6","41","8","8","784980.0"
"189","18","11","17","18","19","16","158","17","6","8","14","8","18","1","17","18","19","16","158","17","6","8","14","8","18","11","17","18","19","16","158","17","6","8","14","8","18","1","17","18","19","16","158","17","6","8","14","8","18","11","17","18","19","16","158","17","6","8","14","8","18","1","17","18","19","16","158","17","6","8","14","8","59","11","17","59","19","16","158","17","6","8","8","8","59","1","17","59","19","16","158","17","6","8","8","8","59","11","17","59","19","16","158","17","6","14","8","8","59","1","17","59","19","16","158","17","6","14","8","8","98","11","97","98","98","16","158","97","6","14","8","8","98","1","97","98","98","16","158","97","6","14","8","8","0.0"
"19","53","11","15","53","54","52","5","15","13","14","8","8","53","1","15","53","54","52","5","15","13","14","8","8","18","11","17","18","19","52","5","17","13","8","8","8","18","1","17","18","19","52","5","17","13","8","8","8","10","11","9","10","12","52","5","9","6","111","8","8","10","1","9","10","12","52","5","9","6","111","8","8","18","11","17","18","19","52","5","17","6","52","8","8","18","1","17","18","19","52","5","17","6","52","8","8","0","11","2","0","3","52","5","2","6","52","8","8","0","1","2","0","3","52","5","2","6","52","8","8","105","11","61","105","106","52","5","61","6","8","8","8","105","1","61","105","106","52","5","61","6","8","8","8","293820.0"
"192","126","11","125","126","127","153","122","125","6","8","8","8","126","1","125","126","127","153","122","125","6","8","8","8","18","11","47","18","19","153","122","47","6","8","8","8","18","1","47","18","19","153","122","47","6","8","8","8","20","11","28","20","22","153","122","28","13","14","8","8","20","1","28","20","22","153","122","28","13","14","8","8","18","11","47","18","19","153","122","47","6","8","8","8","20","11","28","20","22","153","122","28","13","8","8","8","18","1","47","18","19","153","122","47","6","8","8","8","20","1","28","20","22","153","122","28","13","8","8","8","20","11","28","20","22","153","122","28","6","37","8","8","20","1","28","20","22","153","122","28","6","37","8","8","1549080.0"
"194","72","11","28","72","73","100","159","28","13","8","8","8","72","1","28","72","73","100","159","28","13","8","8","8","72","11","28","72","73","100","159","28","13","8","8","8","18","11","47","18","19","100","159","47","13","8","8","8","72","1","28","72","73","100","159","28","13","8","8","8","18","1","47","18","19","100","159","47","13","8","8","8","72","11","28","72","73","100","159","28","13","43","8","8","18","11","47","18","19","100","159","47","6","8","8","8","18","1","47","18","19","100","159","47","6","8","8","8","72","1","28","72","73","100","159","28","13","43","8","8","72","11","75","72","73","100","159","75","6","16","8","8","72","1","75","72","73","100","159","75","6","16","8","8","2140320.0"
"195","18","11","47","18","19","110","160","47","6","110","8","8","18","1","47","18","19","110","160","47","6","110","8","8","62","11","61","62","63","110","160","61","6","8","8","8","62","1","61","62","63","110","160","61","6","8","8","8","105","11","2","105","106","110","160","2","6","100","8","8","105","1","2","105","106","110","160","2","6","100","8","8","105","11","2","105","106","110","160","2","6","100","8","8","62","11","61","62","63","110","160","61","6","104","8","8","105","1","2","105","106","110","160","2","6","100","8","8","62","1","61","62","63","110","160","61","6","104","8","8","62","11","61","62","63","110","160","61","6","39","8","8","62","1","61","62","63","110","160","61","6","39","8","8","797280.0"
"198","53","11","56","53","54","74","5","56","13","8","8","8","53","1","56","53","54","74","5","56","13","8","8","8","53","11","38","53","54","74","5","38","13","14","8","8","53","1","38","53","54","74","5","38","13","14","8","8","53","11","38","53","54","74","5","38","6","161","8","8","53","1","38","53","54","74","5","38","6","161","8","8","18","11","47","18","19","74","5","47","6","8","14","8","53","11","56","53","54","74","5","56","13","14","8","8","53","1","56","53","54","74","5","56","13","14","8","8","18","1","47","18","19","74","5","47","6","8","14","8","53","11","9","53","54","74","5","9","6","39","8","8","53","1","9","53","54","74","5","9","6","39","8","8","6039720.0"
"199","105","11","61","105","106","162","5","61","6","8","8","8","105","1","61","105","106","162","5","61","6","8","8","8","105","11","2","105","106","162","5","2","6","163","8","8","105","11","61","105","106","162","5","61","6","8","8","8","105","1","61","105","106","162","5","61","6","8","8","8","105","11","61","105","106","162","5","61","6","8","8","8","105","1","2","105","106","162","5","2","6","163","8","8","105","11","2","105","106","162","5","2","6","8","8","8","105","1","2","105","106","162","5","2","6","8","8","8","115","11","145","115","117","162","5","145","13","8","8","8","105","1","61","105","106","162","5","61","6","8","8","8","115","1","145","115","117","162","5","145","13","8","8","8","7498200.0"
"20","10","11","15","10","12","164","165","15","13","14","8","8","10","1","15","10","12","164","165","15","13","14","8","8","18","11","26","18","19","164","165","26","6","8","8","8","10","11","15","10","12","164","165","15","6","16","8","8","10","1","15","10","12","164","165","15","6","16","8","8","18","1","26","18","19","164","165","26","6","8","8","8","10","11","30","10","12","164","165","30","6","86","8","8","10","1","30","10","12","164","165","30","6","86","8","8","10","11","30","10","12","164","165","30","13","68","8","8","10","1","30","10","12","164","165","30","13","68","8","8","10","11","30","10","12","164","165","30","6","166","8","8","10","1","30","10","12","164","165","30","6","166","8","8","3183720.0"
"200","167","11","109","167","73","66","5","109","6","14","8","8","167","1","109","167","73","66","5","109","6","14","8","8","148","11","96","148","92","66","5","96","6","8","8","8","148","1","96","148","92","66","5","96","6","8","8","8","59","11","58","59","19","66","5","58","6","14","8","8","59","1","58","59","19","66","5","58","6","14","8","8","59","11","58","59","19","66","5","58","6","8","14","8","59","1","58","59","19","66","5","58","6","8","14","8","98","11","97","98","98","66","5","97","6","14","8","8","98","1","97","98","98","66","5","97","6","14","8","8","105","11","116","105","106","66","5","116","6","14","8","8","146","11","116","146","147","66","5","116","6","14","8","8","4500.0"
"201","169","11","58","169","19","86","168","58","6","57","8","8","18","11","58","18","19","86","168","58","6","57","8","8","169","1","58","169","19","86","168","58","6","57","8","8","18","1","58","18","19","86","168","58","6","57","8","8","120","11","34","120","136","86","168","34","6","8","8","8","120","1","34","120","136","86","168","34","6","8","8","8","120","11","34","120","136","86","168","34","13","14","8","8","120","1","34","120","136","86","168","34","13","14","8","8","120","11","34","120","136","86","168","34","6","68","8","8","120","1","34","120","136","86","168","34","6","68","8","8","120","11","34","120","136","86","168","34","13","8","8","8","120","1","34","120","136","86","168","34","13","8","8","8","4001580.0"
"203","18","11","26","18","19","107","170","26","6","107","8","8","18","1","26","18","19","107","170","26","6","107","8","8","0","11","2","0","3","107","170","2","6","107","8","8","0","1","2","0","3","107","170","2","6","107","8","8","105","11","61","105","106","107","170","61","6","8","8","8","105","1","61","105","106","107","170","61","6","8","8","8","62","11","2","62","63","107","170","2","6","107","8","8","62","1","2","62","63","107","170","2","6","107","8","8","105","11","61","105","106","107","170","61","6","107","8","8","105","1","61","105","106","107","170","61","6","107","8","8","98","11","97","98","98","107","170","97","6","107","8","8","98","1","97","98","98","107","170","97","6","107","8","8","21780.0"
"206","18","11","26","18","19","171","172","26","6","8","8","8","18","1","26","18","19","171","172","26","6","8","8","8","0","11","2","0","3","171","172","2","6","171","8","8","0","1","2","0","3","171","172","2","6","171","8","8","105","11","2","105","106","171","172","2","6","171","8","8","105","1","2","105","106","171","172","2","6","171","8","8","90","11","96","90","92","171","172","96","13","8","8","8","90","1","96","90","92","171","172","96","13","8","8","8","90","11","96","90","92","171","172","96","6","4","8","8","90","1","96","90","92","171","172","96","6","4","8","8","59","11","26","59","19","171","172","26","6","8","8","8","59","1","26","59","19","171","172","26","6","8","8","8","1167000.0"
"207","76","11","56","76","77","173","174","56","13","8","8","8","76","11","38","76","77","173","174","38","13","14","8","8","76","1","56","76","77","173","174","56","13","8","8","8","76","1","38","76","77","173","174","38","13","14","8","8","76","11","56","76","77","173","174","56","13","8","8","8","76","11","38","76","77","173","174","38","6","25","8","8","76","1","56","76","77","173","174","56","13","8","8","8","76","1","38","76","77","173","174","38","6","25","8","8","76","11","38","76","77","173","174","38","6","39","8","8","76","1","38","76","77","173","174","38","6","39","8","8","76","11","30","76","77","173","174","30","13","14","8","8","76","1","30","76","77","173","174","30","13","14","8","8","1674060.0"
"208","72","11","75","72","73","57","5","75","13","8","8","8","72","1","75","72","73","57","5","75","13","8","8","8","72","11","21","72","73","57","5","21","13","8","8","8","72","1","21","72","73","57","5","21","13","8","8","8","72","11","75","72","73","57","5","75","13","8","8","8","72","1","75","72","73","57","5","75","13","8","8","8","72","11","75","72","73","57","5","75","6","68","8","8","72","1","75","72","73","57","5","75","6","68","8","8","72","11","28","72","73","57","5","28","13","68","8","8","72","1","28","72","73","57","5","28","13","68","8","8","72","11","21","72","73","57","5","21","6","14","8","8","72","1","21","72","73","57","5","21","6","14","8","8","3249900.0"
"209","76","11","30","76","77","175","33","30","13","8","8","8","76","1","30","76","77","175","33","30","13","8","8","8","76","11","40","76","77","175","33","40","13","8","8","8","76","1","40","76","77","175","33","40","13","8","8","8","76","11","40","76","77","175","33","40","6","176","8","8","76","1","40","76","77","175","33","40","6","176","8","8","76","11","56","76","77","175","33","56","45","8","8","8","76","1","56","76","77","175","33","56","45","8","8","8","76","11","30","76","77","175","33","30","6","110","8","8","76","1","30","76","77","175","33","30","6","110","8","8","76","11","38","76","77","175","33","38","6","118","8","8","76","1","38","76","77","175","33","38","6","118","8","8","652680.0"
"21","10","11","15","10","12","142","165","15","13","8","8","8","10","1","15","10","12","142","165","15","13","8","8","8","10","11","38","10","12","142","165","38","6","177","8","8","10","1","38","10","12","142","165","38","6","177","8","8","18","11","26","18","19","142","165","26","6","8","8","8","10","11","9","10","12","142","165","9","6","8","8","8","10","11","9","10","12","142","165","9","6","95","8","8","10","1","9","10","12","142","165","9","6","8","8","8","10","1","9","10","12","142","165","9","6","95","8","8","18","1","26","18","19","142","165","26","6","8","8","8","10","11","9","10","12","142","165","9","6","118","8","8","10","11","30","10","12","142","165","30","6","95","8","8","3312000.0"
"210","76","11","38","76","77","178","24","38","6","14","8","8","76","1","38","76","77","178","24","38","6","14","8","8","76","11","30","76","77","178","24","30","13","14","8","8","76","1","30","76","77","178","24","30","13","14","8","8","76","11","30","76","77","178","24","30","6","86","8","8","76","1","30","76","77","178","24","30","6","86","8","8","76","11","38","76","77","178","24","38","6","64","8","8","76","1","38","76","77","178","24","38","6","64","8","8","76","11","30","76","77","178","24","30","6","32","8","8","76","1","30","76","77","178","24","30","6","32","8","8","18","11","26","18","19","178","24","26","6","8","8","8","18","1","26","18","19","178","24","26","6","8","8","8","926700.0"
"211","18","11","26","18","19","179","24","26","6","8","8","8","18","1","26","18","19","179","24","26","6","8","8","8","0","11","116","0","3","179","24","116","6","95","8","8","0","1","116","0","3","179","24","116","6","95","8","8","0","11","145","0","3","179","24","145","6","180","8","8","0","1","145","0","3","179","24","145","6","180","8","8","105","11","61","105","106","179","24","61","6","8","8","8","105","1","61","105","106","179","24","61","6","8","8","8","105","11","2","105","106","179","24","2","6","181","8","8","105","1","2","105","106","179","24","2","6","181","8","8","59","11","26","59","19","179","24","26","6","8","8","8","59","1","26","59","19","179","24","26","6","8","8","8","291360.0"
"212","76","11","30","76","77","182","33","30","13","8","8","8","76","1","30","76","77","182","33","30","13","8","8","8","76","11","30","76","77","182","33","30","13","68","8","8","76","1","30","76","77","182","33","30","13","68","8","8","76","11","30","76","77","182","33","30","6","16","8","8","18","11","26","18","19","182","33","26","6","8","8","8","76","1","30","76","77","182","33","30","6","16","8","8","18","1","26","18","19","182","33","26","6","8","8","8","76","11","38","76","77","182","33","38","6","111","8","8","76","1","38","76","77","182","33","38","6","111","8","8","76","11","30","76","77","182","33","30","6","46","8","8","76","1","30","76","77","182","33","30","6","46","8","8","1065420.0"
"214","76","11","30","76","77","139","33","30","13","68","8","8","76","1","30","76","77","139","33","30","13","68","8","8","76","11","30","76","77","139","33","30","6","7","8","8","76","1","30","76","77","139","33","30","6","7","8","8","76","11","15","76","77","139","33","15","6","68","8","8","76","11","38","76","77","139","33","38","6","183","8","8","76","1","15","76","77","139","33","15","6","68","8","8","76","1","38","76","77","139","33","38","6","183","8","8","18","11","26","18","19","139","33","26","6","8","68","8","18","1","26","18","19","139","33","26","6","8","68","8","76","11","30","76","77","139","33","30","13","14","8","8","76","1","30","76","77","139","33","30","13","14","8","8","1439520.0"
"215","35","11","40","35","36","184","33","40","13","8","8","8","35","1","40","35","36","184","33","40","13","8","8","8","35","11","40","35","36","184","33","40","6","124","8","8","35","1","40","35","36","184","33","40","6","124","8","8","35","11","145","35","36","184","33","145","6","79","8","8","35","1","145","35","36","184","33","145","6","79","8","8","18","11","26","18","19","184","33","26","6","8","8","8","18","1","26","18","19","184","33","26","6","8","8","8","18","11","26","18","19","184","33","26","6","184","8","8","18","1","26","18","19","184","33","26","6","184","8","8","0","11","2","0","3","184","33","2","6","74","8","8","0","1","2","0","3","184","33","2","6","74","8","8","760200.0"
"218","188","11","187","188","189","185","174","187","6","190","8","8","188","1","187","188","189","185","174","187","6","190","8","8","188","11","191","188","189","185","174","191","6","118","8","8","188","1","191","188","189","185","174","191","6","118","8","8","188","11","191","188","189","185","174","191","6","190","8","8","188","1","191","188","189","185","174","191","6","190","8","8","188","11","187","188","189","185","174","187","6","182","8","8","188","1","187","188","189","185","174","187","6","182","8","8","59","11","47","59","19","185","174","47","6","8","8","8","59","1","47","59","19","185","174","47","6","8","8","8","98","11","97","98","98","185","174","97","6","186","8","8","98","1","97","98","98","185","174","97","6","186","8","8","42600.0"
"219","105","11","2","105","106","79","5","2","6","64","8","8","105","1","2","105","106","79","5","2","6","64","8","8","105","11","2","105","106","79","5","2","6","64","8","8","105","1","2","105","106","79","5","2","6","64","8","8","115","11","116","115","117","79","5","116","13","8","8","8","115","1","116","115","117","79","5","116","13","8","8","8","115","11","143","115","117","79","5","143","13","8","8","8","115","1","143","115","117","79","5","143","13","8","8","8","115","11","116","115","117","79","5","116","13","14","8","8","115","1","116","115","117","79","5","116","13","14","8","8","115","11","116","115","117","79","5","116","6","64","8","8","115","1","116","115","117","79","5","116","6","64","8","8","695760.0"
"22","20","11","75","20","22","107","33","75","6","25","8","8","20","1","75","20","22","107","33","75","6","25","8","8","20","11","21","20","22","107","33","21","13","68","8","8","20","1","21","20","22","107","33","21","13","68","8","8","20","11","21","20","22","107","33","21","6","43","8","8","20","1","21","20","22","107","33","21","6","43","8","8","20","11","21","20","22","107","33","21","13","8","8","8","20","1","21","20","22","107","33","21","13","8","8","8","20","11","75","20","22","107","33","75","13","14","8","8","20","1","75","20","22","107","33","75","13","14","8","8","18","11","58","18","19","107","33","58","6","25","14","8","18","1","58","18","19","107","33","58","6","25","14","8","353520.0"
"223","35","11","40","35","36","79","33","40","13","14","8","8","18","11","47","18","19","79","33","47","13","8","8","8","35","1","40","35","36","79","33","40","13","14","8","8","35","11","40","35","36","79","33","40","13","8","8","8","35","1","40","35","36","79","33","40","13","8","8","8","35","11","40","35","36","79","33","40","6","16","8","8","18","1","47","18","19","79","33","47","13","8","8","8","35","1","40","35","36","79","33","40","6","16","8","8","35","11","38","35","36","79","33","38","6","102","8","8","35","1","38","35","36","79","33","38","6","102","8","8","35","11","40","35","36","79","33","40","6","64","8","8","35","1","40","35","36","79","33","40","6","64","8","8","2019360.0"
"225","148","11","96","148","92","192","5","96","6","8","8","8","148","1","96","148","92","192","5","96","6","8","8","8","0","11","96","0","3","192","5","96","6","193","8","8","0","1","96","0","3","192","5","96","6","193","8","8","194","11","96","194","117","192","5","96","6","8","8","8","194","1","96","194","117","192","5","96","6","8","8","8","148","11","96","148","92","192","5","96","6","8","8","8","148","1","96","148","92","192","5","96","6","8","8","8","0","11","96","0","3","192","5","96","6","195","8","8","0","1","96","0","3","192","5","96","6","195","8","8","105","11","61","105","106","192","5","61","6","8","8","8","105","1","61","105","106","192","5","61","6","8","8","8","6048000.0"
"228","35","11","40","35","36","4","33","40","6","4","8","8","35","1","40","35","36","4","33","40","6","4","8","8","35","11","40","35","36","4","33","40","13","8","8","8","35","1","40","35","36","4","33","40","13","8","8","8","35","11","40","35","36","4","33","40","6","7","8","8","35","1","40","35","36","4","33","40","6","7","8","8","18","11","26","18","19","4","33","26","6","7","14","8","18","1","26","18","19","4","33","26","6","7","14","8","18","11","26","18","19","4","33","26","6","8","8","8","18","1","26","18","19","4","33","26","6","8","8","8","18","11","26","18","19","4","33","26","6","7","8","8","18","1","26","18","19","4","33","26","6","7","8","8","311880.0"
"229","35","11","40","35","36","46","33","40","13","8","8","8","27","11","47","27","19","46","33","47","13","8","8","8","27","1","47","27","19","46","33","47","13","8","8","8","35","1","40","35","36","46","33","40","13","8","8","8","35","11","38","35","36","46","33","38","6","86","8","8","35","1","38","35","36","46","33","38","6","86","8","8","35","11","40","35","36","46","33","40","6","25","8","8","35","1","40","35","36","46","33","40","6","25","8","8","27","11","47","27","19","46","33","47","6","46","8","8","27","1","47","27","19","46","33","47","6","46","8","8","0","11","2","0","3","46","33","2","6","46","8","8","0","1","2","0","3","46","33","2","6","46","8","8","390120.0"
"23","196","11","56","196","54","57","108","56","13","8","8","8","196","1","56","196","54","57","108","56","13","8","8","8","196","11","15","196","54","57","108","15","6","57","8","8","196","1","15","196","54","57","108","15","6","57","8","8","53","11","38","53","54","57","108","38","13","8","8","8","53","1","38","53","54","57","108","38","13","8","8","8","27","11","58","27","19","57","108","58","6","57","8","8","18","11","58","18","19","57","108","58","6","88","14","8","53","11","56","53","54","57","108","56","6","57","8","8","18","1","58","18","19","57","108","58","6","88","14","8","27","1","58","27","19","57","108","58","6","57","8","8","53","1","56","53","54","57","108","56","6","57","8","8","3097020.0"
"230","76","11","30","76","77","197","24","30","45","8","8","8","76","11","30","76","77","197","24","30","13","8","8","8","76","1","30","76","77","197","24","30","45","8","8","8","76","1","30","76","77","197","24","30","13","8","8","8","76","11","30","76","77","197","24","30","13","14","8","8","76","1","30","76","77","197","24","30","13","14","8","8","76","11","30","76","77","197","24","30","6","50","8","8","18","11","26","18","19","197","24","26","6","107","8","8","18","1","26","18","19","197","24","26","6","107","8","8","76","1","30","76","77","197","24","30","6","50","8","8","76","11","38","76","77","197","24","38","6","118","8","8","76","1","38","76","77","197","24","38","6","118","8","8","4437540.0"
"231","105","11","2","105","106","86","5","2","6","55","8","8","105","1","2","105","106","86","5","2","6","55","8","8","115","11","116","115","117","86","5","116","13","14","8","8","115","1","116","115","117","86","5","116","13","14","8","8","115","11","116","115","117","86","5","116","6","68","8","8","115","1","116","115","117","86","5","116","6","68","8","8","115","11","143","115","117","86","5","143","6","4","8","8","115","11","91","115","117","86","5","91","6","102","8","8","115","1","143","115","117","86","5","143","6","4","8","8","115","1","91","115","117","86","5","91","6","102","8","8","169","11","17","169","19","86","5","17","6","8","8","8","169","1","17","169","19","86","5","17","6","8","8","8","415200.0"
"232","18","11","58","18","19","107","5","58","6","25","14","8","53","11","56","53","54","107","5","56","6","43","8","8","18","1","58","18","19","107","5","58","6","25","14","8","0","11","96","0","3","107","5","96","6","25","8","8","53","1","56","53","54","107","5","56","6","43","8","8","0","1","96","0","3","107","5","96","6","25","8","8","105","11","91","105","106","107","5","91","6","25","8","8","105","1","91","105","106","107","5","91","6","25","8","8","198","11","91","198","150","107","5","91","13","8","8","8","198","1","91","198","150","107","5","91","13","8","8","8","198","11","91","198","150","107","5","91","6","8","8","8","198","1","91","198","150","107","5","91","6","8","8","8","584760.0"
"233","199","11","75","199","22","46","33","75","6","8","8","8","199","11","21","199","22","46","33","21","13","68","8","8","199","1","75","199","22","46","33","75","6","8","8","8","199","1","21","199","22","46","33","21","13","68","8","8","199","11","21","199","22","46","33","21","6","37","8","8","199","1","21","199","22","46","33","21","6","37","8","8","199","11","9","199","22","46","33","9","6","7","8","8","199","1","9","199","22","46","33","9","6","7","8","8","18","11","47","18","19","46","33","47","6","64","68","8","18","1","47","18","19","46","33","47","6","64","68","8","0","11","2","0","3","46","33","2","6","64","8","8","0","1","2","0","3","46","33","2","6","64","8","8","847680.0"
