"Id","concept:name_1","lifecycle:transition_1","org:resource_1","Activity_1","Resource_1","Work_Order_Qty_1","Part_Desc__1","Worker_ID_1","Report_Type_1","Qty_Completed_1","Qty_Rejected_1","Qty_for_MRB_1","concept:name_2","lifecycle:transition_2","org:resource_2","Activity_2","Resource_2","Work_Order_Qty_2","Part_Desc__2","Worker_ID_2","Report_Type_2","Qty_Completed_2","Qty_Rejected_2","Qty_for_MRB_2","concept:name_3","lifecycle:transition_3","org:resource_3","Activity_3","Resource_3","Work_Order_Qty_3","Part_Desc__3","Worker_ID_3","Report_Type_3","Qty_Completed_3","Qty_Rejected_3","Qty_for_MRB_3","concept:name_4","lifecycle:transition_4","org:resource_4","Activity_4","Resource_4","Work_Order_Qty_4","Part_Desc__4","Worker_ID_4","Report_Type_4","Qty_Completed_4","Qty_Rejected_4","Qty_for_MRB_4","concept:name_5","lifecycle:transition_5","org:resource_5","Activity_5","Resource_5","Work_Order_Qty_5","Part_Desc__5","Worker_ID_5","Report_Type_5","Qty_Completed_5","Qty_Rejected_5","Qty_for_MRB_5","concept:name_6","lifecycle:transition_6","org:resource_6","Activity_6","Resource_6","Work_Order_Qty_6","Part_Desc__6","Worker_ID_6","Report_Type_6","Qty_Completed_6","Qty_Rejected_6","Qty_for_MRB_6","concept:name_7","lifecycle:transition_7","org:resource_7","Activity_7","Resource_7","Work_Order_Qty_7","Part_Desc__7","Worker_ID_7","Report_Type_7","Qty_Completed_7","Qty_Rejected_7","Qty_for_MRB_7","concept:name_8","lifecycle:transition_8","org:resource_8","Activity_8","Resource_8","Work_Order_Qty_8","Part_Desc__8","Worker_ID_8","Report_Type_8","Qty_Completed_8","Qty_Rejected_8","Qty_for_MRB_8","concept:name_9","lifecycle:transition_9","org:resource_9","Activity_9","Resource_9","Work_Order_Qty_9","Part_Desc__9","Worker_ID_9","Report_Type_9","Qty_Completed_9","Qty_Rejected_9","Qty_for_MRB_9","remainingTime"
"194","67","1","26","67","68","97","158","26","13","9","9","9","67","14","26","67","68","97","158","26","13","9","9","9","67","1","26","67","68","97","158","26","13","9","9","9","0","1","40","0","3","97","158","40","13","9","9","9","67","14","26","67","68","97","158","26","13","9","9","9","0","14","40","0","3","97","158","40","13","9","9","9","67","1","26","67","68","97","158","26","13","75","9","9","0","1","40","0","3","97","158","40","6","9","9","9","0","14","40","0","3","97","158","40","6","9","9","9","2192940.0"
"195","0","1","40","0","3","105","159","40","6","105","9","9","0","14","40","0","3","105","159","40","6","105","9","9","53","1","54","53","55","105","159","54","6","9","9","9","53","14","54","53","55","105","159","54","6","9","9","9","113","1","57","113","114","105","159","57","6","97","9","9","113","14","57","113","114","105","159","57","6","97","9","9","113","1","57","113","114","105","159","57","6","97","9","9","53","1","54","53","55","105","159","54","6","100","9","9","113","14","57","113","114","105","159","57","6","97","9","9","854820.0"
"198","48","1","51","48","49","69","5","51","13","9","9","9","48","14","51","48","49","69","5","51","13","9","9","9","48","1","34","48","49","69","5","34","13","8","9","9","48","14","34","48","49","69","5","34","13","8","9","9","48","1","34","48","49","69","5","34","6","160","9","9","48","14","34","48","49","69","5","34","6","160","9","9","0","1","40","0","3","69","5","40","6","9","8","9","48","1","51","48","49","69","5","51","13","8","9","9","48","14","51","48","49","69","5","51","13","8","9","9","6071400.0"
"199","113","1","54","113","114","161","5","54","6","9","9","9","113","14","54","113","114","161","5","54","6","9","9","9","113","1","57","113","114","161","5","57","6","162","9","9","113","1","54","113","114","161","5","54","6","9","9","9","113","14","54","113","114","161","5","54","6","9","9","9","113","1","54","113","114","161","5","54","6","9","9","9","113","14","57","113","114","161","5","57","6","162","9","9","113","1","57","113","114","161","5","57","6","9","9","9","113","14","57","113","114","161","5","57","6","9","9","9","7498740.0"
"20","11","1","15","11","12","163","164","15","13","8","9","9","11","14","15","11","12","163","164","15","13","8","9","9","0","1","24","0","3","163","164","24","6","9","9","9","11","1","15","11","12","163","164","15","6","16","9","9","11","14","15","11","12","163","164","15","6","16","9","9","0","14","24","0","3","163","164","24","6","9","9","9","11","1","18","11","12","163","164","18","6","82","9","9","11","14","18","11","12","163","164","18","6","82","9","9","11","1","18","11","12","163","164","18","13","65","9","9","3206100.0"
"200","165","1","104","165","68","62","5","104","6","8","9","9","165","14","104","165","68","62","5","104","6","8","9","9","147","1","93","147","89","62","5","93","6","9","9","9","147","14","93","147","89","62","5","93","6","9","9","9","121","1","46","121","3","62","5","46","6","8","9","9","121","14","46","121","3","62","5","46","6","8","9","9","121","1","46","121","3","62","5","46","6","9","8","9","121","14","46","121","3","62","5","46","6","9","8","9","95","1","94","95","95","62","5","94","6","8","9","9","1300500.0"
"201","167","1","46","167","3","82","166","46","6","52","9","9","0","1","46","0","3","82","166","46","6","52","9","9","167","14","46","167","3","82","166","46","6","52","9","9","0","14","46","0","3","82","166","46","6","52","9","9","117","1","30","117","132","82","166","30","6","9","9","9","117","14","30","117","132","82","166","30","6","9","9","9","117","1","30","117","132","82","166","30","13","8","9","9","117","14","30","117","132","82","166","30","13","8","9","9","117","1","30","117","132","82","166","30","6","65","9","9","4015320.0"
"203","0","1","24","0","3","101","168","24","6","101","9","9","0","14","24","0","3","101","168","24","6","101","9","9","58","1","57","58","59","101","168","57","6","101","9","9","58","14","57","58","59","101","168","57","6","101","9","9","113","1","54","113","114","101","168","54","6","9","9","9","113","14","54","113","114","101","168","54","6","9","9","9","53","1","57","53","55","101","168","57","6","101","9","9","53","14","57","53","55","101","168","57","6","101","9","9","113","1","54","113","114","101","168","54","6","101","9","9","82440.0"
"206","0","1","24","0","3","169","170","24","6","9","9","9","0","14","24","0","3","169","170","24","6","9","9","9","58","1","57","58","59","169","170","57","6","169","9","9","58","14","57","58","59","169","170","57","6","169","9","9","113","1","57","113","114","169","170","57","6","169","9","9","113","14","57","113","114","169","170","57","6","169","9","9","87","1","93","87","89","169","170","93","13","9","9","9","87","14","93","87","89","169","170","93","13","9","9","9","87","1","93","87","89","169","170","93","6","4","9","9","1268880.0"
"207","71","1","51","71","72","171","172","51","13","9","9","9","71","1","34","71","72","171","172","34","13","8","9","9","71","14","51","71","72","171","172","51","13","9","9","9","71","14","34","71","72","171","172","34","13","8","9","9","71","1","51","71","72","171","172","51","13","9","9","9","71","1","34","71","72","171","172","34","6","102","9","9","71","14","51","71","72","171","172","51","13","9","9","9","71","14","34","71","72","171","172","34","6","102","9","9","71","1","34","71","72","171","172","34","6","35","9","9","1720800.0"
"208","67","1","70","67","68","52","5","70","13","9","9","9","67","14","70","67","68","52","5","70","13","9","9","9","67","1","23","67","68","52","5","23","13","9","9","9","67","14","23","67","68","52","5","23","13","9","9","9","67","1","70","67","68","52","5","70","13","9","9","9","67","14","70","67","68","52","5","70","13","9","9","9","67","1","70","67","68","52","5","70","6","65","9","9","67","14","70","67","68","52","5","70","6","65","9","9","67","1","26","67","68","52","5","26","13","65","9","9","3288000.0"
"209","71","1","18","71","72","173","29","18","13","9","9","9","71","14","18","71","72","173","29","18","13","9","9","9","71","1","42","71","72","173","29","42","13","9","9","9","71","14","42","71","72","173","29","42","13","9","9","9","71","1","42","71","72","173","29","42","6","174","9","9","71","14","42","71","72","173","29","42","6","174","9","9","71","1","51","71","72","173","29","51","39","9","9","9","71","14","51","71","72","173","29","51","39","9","9","9","71","1","18","71","72","173","29","18","6","105","9","9","708840.0"
"21","11","1","15","11","12","138","164","15","13","9","9","9","11","14","15","11","12","138","164","15","13","9","9","9","11","1","34","11","12","138","164","34","6","175","9","9","11","14","34","11","12","138","164","34","6","175","9","9","0","1","24","0","3","138","164","24","6","9","9","9","11","1","10","11","12","138","164","10","6","9","9","9","11","1","10","11","12","138","164","10","6","92","9","9","11","14","10","11","12","138","164","10","6","9","9","9","11","14","10","11","12","138","164","10","6","92","9","9","3413400.0"
"210","71","1","34","71","72","176","21","34","6","8","9","9","71","14","34","71","72","176","21","34","6","8","9","9","71","1","18","71","72","176","21","18","13","8","9","9","71","14","18","71","72","176","21","18","13","8","9","9","71","1","18","71","72","176","21","18","6","82","9","9","71","14","18","71","72","176","21","18","6","82","9","9","71","1","34","71","72","176","21","34","6","60","9","9","71","14","34","71","72","176","21","34","6","60","9","9","71","1","18","71","72","176","21","18","6","28","9","9","967920.0"
"211","0","1","24","0","3","177","21","24","6","9","9","9","0","14","24","0","3","177","21","24","6","9","9","9","58","1","142","58","59","177","21","142","6","92","9","9","58","14","142","58","59","177","21","142","6","92","9","9","58","1","144","58","59","177","21","144","6","179","9","9","58","14","144","58","59","177","21","144","6","179","9","9","113","1","54","113","114","177","21","54","6","9","9","9","113","14","54","113","114","177","21","54","6","9","9","9","113","1","57","113","114","177","21","57","6","178","9","9","481560.0"
"212","71","1","18","71","72","180","29","18","13","9","9","9","71","14","18","71","72","180","29","18","13","9","9","9","71","1","18","71","72","180","29","18","13","65","9","9","71","14","18","71","72","180","29","18","13","65","9","9","71","1","18","71","72","180","29","18","6","16","9","9","0","1","24","0","3","180","29","24","6","9","9","9","71","14","18","71","72","180","29","18","6","16","9","9","0","14","24","0","3","180","29","24","6","9","9","9","71","1","34","71","72","180","29","34","6","106","9","9","1117500.0"
"214","71","1","18","71","72","135","29","18","13","65","9","9","71","14","18","71","72","135","29","18","13","65","9","9","71","1","18","71","72","135","29","18","6","7","9","9","71","14","18","71","72","135","29","18","6","7","9","9","71","1","15","71","72","135","29","15","6","65","9","9","71","1","34","71","72","135","29","34","6","181","9","9","71","14","15","71","72","135","29","15","6","65","9","9","71","14","34","71","72","135","29","34","6","181","9","9","0","1","24","0","3","135","29","24","6","9","65","9","1447800.0"
"215","31","1","42","31","32","182","29","42","13","9","9","9","31","14","42","31","32","182","29","42","13","9","9","9","31","1","42","31","32","182","29","42","6","122","9","9","31","14","42","31","32","182","29","42","6","122","9","9","31","1","144","31","32","182","29","144","6","74","9","9","31","14","144","31","32","182","29","144","6","74","9","9","0","1","24","0","3","182","29","24","6","9","9","9","0","14","24","0","3","182","29","24","6","9","9","9","0","1","24","0","3","182","29","24","6","182","9","9","949380.0"
"218","185","1","184","185","186","183","172","184","6","187","9","9","185","14","184","185","186","183","172","184","6","187","9","9","185","1","188","185","186","183","172","188","6","115","9","9","185","14","188","185","186","183","172","188","6","115","9","9","185","1","188","185","186","183","172","188","6","187","9","9","185","14","188","185","186","183","172","188","6","187","9","9","185","1","184","185","186","183","172","184","6","180","9","9","185","14","184","185","186","183","172","184","6","180","9","9","121","1","40","121","3","183","172","40","6","9","9","9","357600.0"
"219","113","1","57","113","114","74","5","57","6","60","9","9","113","14","57","113","114","74","5","57","6","60","9","9","113","1","57","113","114","74","5","57","6","60","9","9","113","14","57","113","114","74","5","57","6","60","9","9","140","1","142","140","141","74","5","142","13","9","9","9","140","14","142","140","141","74","5","142","13","9","9","9","140","1","139","140","141","74","5","139","13","9","9","9","140","14","139","140","141","74","5","139","13","9","9","9","140","1","142","140","141","74","5","142","13","8","9","9","723120.0"
"22","17","1","70","17","19","101","29","70","6","102","9","9","17","14","70","17","19","101","29","70","6","102","9","9","17","1","23","17","19","101","29","23","13","65","9","9","17","14","23","17","19","101","29","23","13","65","9","9","17","1","23","17","19","101","29","23","6","75","9","9","17","14","23","17","19","101","29","23","6","75","9","9","17","1","23","17","19","101","29","23","13","9","9","9","17","14","23","17","19","101","29","23","13","9","9","9","17","1","70","17","19","101","29","70","13","8","9","9","469680.0"
"223","31","1","42","31","32","74","29","42","13","8","9","9","0","1","40","0","3","74","29","40","13","9","9","9","31","14","42","31","32","74","29","42","13","8","9","9","31","1","42","31","32","74","29","42","13","9","9","9","31","14","42","31","32","74","29","42","13","9","9","9","31","1","42","31","32","74","29","42","6","16","9","9","0","14","40","0","3","74","29","40","13","9","9","9","31","14","42","31","32","74","29","42","6","16","9","9","31","1","34","31","32","74","29","34","6","108","9","9","2060580.0"
"225","147","1","93","147","89","189","5","93","6","9","9","9","147","14","93","147","89","189","5","93","6","9","9","9","58","1","93","58","59","189","5","93","6","191","9","9","58","14","93","58","59","189","5","93","6","191","9","9","192","1","93","192","141","189","5","93","6","9","9","9","192","14","93","192","141","189","5","93","6","9","9","9","147","1","93","147","89","189","5","93","6","9","9","9","147","14","93","147","89","189","5","93","6","9","9","9","58","1","93","58","59","189","5","93","6","190","9","9","6916500.0"
"228","31","1","42","31","32","4","29","42","6","4","9","9","31","14","42","31","32","4","29","42","6","4","9","9","31","1","42","31","32","4","29","42","13","9","9","9","31","14","42","31","32","4","29","42","13","9","9","9","31","1","42","31","32","4","29","42","6","7","9","9","31","14","42","31","32","4","29","42","6","7","9","9","0","1","24","0","3","4","29","24","6","7","8","9","0","14","24","0","3","4","29","24","6","7","8","9","0","1","24","0","3","4","29","24","6","9","9","9","380700.0"
"229","31","1","42","31","32","41","29","42","13","9","9","9","25","1","40","25","3","41","29","40","13","9","9","9","25","14","40","25","3","41","29","40","13","9","9","9","31","14","42","31","32","41","29","42","13","9","9","9","31","1","34","31","32","41","29","34","6","82","9","9","31","14","34","31","32","41","29","34","6","82","9","9","31","1","42","31","32","41","29","42","6","102","9","9","31","14","42","31","32","41","29","42","6","102","9","9","25","1","40","25","3","41","29","40","6","41","9","9","572520.0"
"23","193","1","51","193","49","52","103","51","13","9","9","9","193","14","51","193","49","52","103","51","13","9","9","9","193","1","15","193","49","52","103","15","6","52","9","9","193","14","15","193","49","52","103","15","6","52","9","9","48","1","34","48","49","52","103","34","13","9","9","9","48","14","34","48","49","52","103","34","13","9","9","9","25","1","46","25","3","52","103","46","6","52","9","9","0","1","46","0","3","52","103","46","6","86","8","9","48","1","51","48","49","52","103","51","6","52","9","9","3111600.0"
"230","71","1","18","71","72","194","21","18","39","9","9","9","71","1","18","71","72","194","21","18","13","9","9","9","71","14","18","71","72","194","21","18","39","9","9","9","71","14","18","71","72","194","21","18","13","9","9","9","71","1","18","71","72","194","21","18","13","8","9","9","71","14","18","71","72","194","21","18","13","8","9","9","71","1","18","71","72","194","21","18","6","45","9","9","0","1","24","0","3","194","21","24","6","101","9","9","0","14","24","0","3","194","21","24","6","101","9","9","4502460.0"
"231","113","1","57","113","114","82","5","57","6","50","9","9","113","14","57","113","114","82","5","57","6","50","9","9","140","1","142","140","141","82","5","142","13","8","9","9","140","14","142","140","141","82","5","142","13","8","9","9","140","1","142","140","141","82","5","142","6","65","9","9","140","14","142","140","141","82","5","142","6","65","9","9","140","1","139","140","141","82","5","139","6","4","9","9","140","1","88","140","141","82","5","88","6","108","9","9","140","14","139","140","141","82","5","139","6","4","9","9","635520.0"
"232","0","1","46","0","3","101","5","46","6","102","8","9","48","1","51","48","49","101","5","51","6","75","9","9","0","14","46","0","3","101","5","46","6","102","8","9","58","1","93","58","59","101","5","93","6","102","9","9","48","14","51","48","49","101","5","51","6","75","9","9","58","14","93","58","59","101","5","93","6","102","9","9","113","1","88","113","114","101","5","88","6","102","9","9","113","14","88","113","114","101","5","88","6","102","9","9","195","1","88","195","149","101","5","88","13","9","9","9","597840.0"
"233","196","1","70","196","19","41","29","70","6","9","9","9","196","1","23","196","19","41","29","23","13","65","9","9","196","14","70","196","19","41","29","70","6","9","9","9","196","14","23","196","19","41","29","23","13","65","9","9","196","1","23","196","19","41","29","23","6","33","9","9","196","14","23","196","19","41","29","23","6","33","9","9","196","1","10","196","19","41","29","10","6","7","9","9","196","14","10","196","19","41","29","10","6","7","9","9","0","1","40","0","3","41","29","40","6","60","65","9","924180.0"
"234","25","1","40","25","3","118","199","40","6","9","9","9","25","14","40","25","3","118","199","40","6","9","9","9","25","1","40","25","3","118","199","40","6","120","8","9","25","14","40","25","3","118","199","40","6","120","8","9","197","1","126","197","198","118","199","126","6","9","9","9","197","14","126","197","198","118","199","126","6","9","9","9","197","1","200","197","198","118","199","200","6","9","9","9","197","14","200","197","198","118","199","200","6","9","9","9","197","1","126","197","198","118","199","126","6","9","9","9","4755960.0"
"235","0","1","2","0","3","52","201","2","13","9","9","9","0","14","2","0","3","52","201","2","13","9","9","9","0","1","2","0","3","52","201","2","13","9","9","9","67","1","26","67","68","52","201","26","13","9","9","9","0","14","2","0","3","52","201","2","13","9","9","9","67","14","26","67","68","52","201","26","13","9","9","9","67","1","26","67","68","52","201","26","13","9","9","9","67","14","26","67","68","52","201","26","13","9","9","9","67","1","26","67","68","52","201","26","13","9","9","9","2612400.0"
"236","87","1","88","87","89","82","21","88","13","9","9","9","87","14","88","87","89","82","21","88","13","9","9","9","87","1","88","87","89","82","21","88","6","9","9","9","87","14","88","87","89","82","21","88","6","9","9","9","0","1","24","0","3","82","21","24","6","9","9","9","87","1","93","87","89","82","21","93","6","9","9","9","0","14","24","0","3","82","21","24","6","9","9","9","87","14","93","87","89","82","21","93","6","9","9","9","87","1","88","87","89","82","21","88","6","112","9","9","205200.0"
"237","0","1","24","0","3","202","203","24","6","204","9","9","0","14","24","0","3","202","203","24","6","204","9","9","11","1","15","11","12","202","203","15","6","66","9","9","11","14","15","11","12","202","203","15","6","66","9","9","0","1","24","0","3","202","203","24","6","205","9","9","0","14","24","0","3","202","203","24","6","205","9","9","0","1","24","0","3","202","203","24","6","9","75","9","0","14","24","0","3","202","203","24","6","9","75","9","58","1","57","58","59","202","203","57","6","4","9","9","4851720.0"
"238","11","1","18","11","12","206","63","18","13","9","9","9","11","14","18","11","12","206","63","18","13","9","9","9","11","1","34","11","12","206","63","34","13","9","9","9","11","14","34","11","12","206","63","34","13","9","9","9","11","1","34","11","12","206","63","34","6","4","9","9","11","14","34","11","12","206","63","34","6","4","9","9","11","1","18","11","12","206","63","18","6","43","9","9","11","14","18","11","12","206","63","18","6","43","9","9","11","1","15","11","12","206","63","15","13","8","9","9","3864360.0"
"239","71","1","18","71","72","112","29","18","13","8","9","9","71","14","18","71","72","112","29","18","13","8","9","9","71","1","51","71","72","112","29","51","13","8","9","9","71","1","34","71","72","112","29","34","13","65","9","9","71","14","51","71","72","112","29","51","13","8","9","9","0","1","24","0","3","112","29","24","6","9","9","9","0","14","24","0","3","112","29","24","6","9","9","9","71","14","34","71","72","112","29","34","13","65","9","9","71","1","18","71","72","112","29","18","6","86","9","9","1223100.0"
"24","48","1","10","48","49","52","103","10","13","8","9","9","48","14","10","48","49","52","103","10","13","8","9","9","48","1","10","48","49","52","103","10","6","86","9","9","48","14","10","48","49","52","103","10","6","86","9","9","0","1","46","0","3","52","103","46","6","86","8","9","0","14","46","0","3","52","103","46","6","86","8","9","58","1","54","58","59","52","103","54","6","86","9","9","58","14","54","58","59","52","103","54","6","86","9","9","207","1","208","207","209","52","103","208","6","86","9","9","3142800.0"
"240","71","1","18","71","72","210","211","18","13","9","9","9","71","14","18","71","72","210","211","18","13","9","9","9","71","1","34","71","72","210","211","34","13","8","9","9","71","14","34","71","72","210","211","34","13","8","9","9","71","1","51","71","72","210","211","51","6","112","9","9","71","14","51","71","72","210","211","51","6","112","9","9","71","1","18","71","72","210","211","18","6","43","9","9","71","14","18","71","72","210","211","18","6","43","9","9","71","1","34","71","72","210","211","34","6","97","9","9","1101600.0"
"241","71","1","51","71","72","112","29","51","13","9","9","9","71","14","51","71","72","112","29","51","13","9","9","9","71","1","51","71","72","112","29","51","13","9","9","9","71","14","51","71","72","112","29","51","13","9","9","9","71","1","15","71","72","112","29","15","13","8","9","9","71","14","15","71","72","112","29","15","13","8","9","9","0","1","40","0","3","112","29","40","6","9","8","9","71","1","18","71","72","112","29","18","13","8","9","9","0","14","40","0","3","112","29","40","6","9","8","9","313380.0"
"242","71","1","18","71","72","97","21","18","13","65","9","9","71","14","18","71","72","97","21","18","13","65","9","9","71","1","18","71","72","97","21","18","6","75","9","9","71","14","18","71","72","97","21","18","6","75","9","9","71","1","15","71","72","97","21","15","6","102","9","9","71","14","15","71","72","97","21","15","6","102","9","9","71","1","34","71","72","97","21","34","6","27","9","9","71","14","34","71","72","97","21","34","6","27","9","9","71","1","18","71","72","97","21","18","6","8","9","9","671880.0"
"243","71","1","18","71","72","4","21","18","13","9","9","9","71","14","18","71","72","4","21","18","13","9","9","9","71","1","34","71","72","4","21","34","13","8","9","9","0","1","40","0","3","4","21","40","6","9","9","9","71","14","34","71","72","4","21","34","13","8","9","9","71","1","34","71","72","4","21","34","6","7","9","9","0","14","40","0","3","4","21","40","6","9","9","9","71","14","34","71","72","4","21","34","6","7","9","9","0","1","24","0","3","4","21","24","6","7","8","9","1036740.0"
"244","113","1","88","113","114","101","5","88","6","65","9","9","113","14","88","113","114","101","5","88","6","65","9","9","113","1","88","113","114","101","5","88","6","75","9","9","113","14","88","113","114","101","5","88","6","75","9","9","195","1","88","195","149","101","5","88","13","9","9","9","195","14","88","195","149","101","5","88","13","9","9","9","195","1","88","195","149","101","5","88","6","9","9","9","195","14","88","195","149","101","5","88","6","9","9","9","195","1","88","195","149","101","5","88","6","8","9","9","324180.0"
"245","17","1","23","17","19","101","5","23","13","9","9","9","17","1","23","17","19","101","5","23","39","9","9","9","17","14","23","17","19","101","5","23","39","9","9","9","0","1","2","0","3","101","5","2","13","9","9","9","0","14","2","0","3","101","5","2","13","9","9","9","17","14","23","17","19","101","5","23","13","9","9","9","17","1","23","17","19","101","5","23","13","8","9","9","17","14","23","17","19","101","5","23","13","8","9","9","17","1","23","17","19","101","5","23","6","102","9","9","2642100.0"
"246","17","1","70","17","19","162","212","70","6","4","9","9","17","14","70","17","19","162","212","70","6","4","9","9","17","1","23","17","19","162","212","23","6","33","9","9","17","14","23","17","19","162","212","23","6","33","9","9","17","1","70","17","19","162","212","70","6","45","9","9","17","14","70","17","19","162","212","70","6","45","9","9","0","1","40","0","3","162","212","40","6","66","65","9","0","14","40","0","3","162","212","40","6","66","65","9","58","1","54","58","59","162","212","54","6","66","9","9","400860.0"
"248","17","1","23","17","19","41","37","23","13","8","9","9","17","14","23","17","19","41","37","23","13","8","9","9","17","1","23","17","19","41","37","23","6","33","9","9","17","14","23","17","19","41","37","23","6","33","9","9","17","1","70","17","19","41","37","70","6","112","9","9","17","14","70","17","19","41","37","70","6","112","9","9","113","1","54","113","114","41","37","54","6","9","9","9","113","14","54","113","114","41","37","54","6","9","9","9","0","1","46","0","3","41","37","46","6","41","9","9","695640.0"
"249","31","1","42","31","32","213","29","42","13","8","9","9","31","14","42","31","32","213","29","42","13","8","9","9","31","1","42","31","32","213","29","42","13","9","9","9","31","14","42","31","32","213","29","42","13","9","9","9","0","1","40","0","3","213","29","40","6","9","9","9","0","14","40","0","3","213","29","40","6","9","9","9","31","1","42","31","32","213","29","42","6","28","9","9","31","14","42","31","32","213","29","42","6","28","9","9","31","1","42","31","32","213","29","42","6","214","9","9","597180.0"
"25","48","1","51","48","49","52","103","51","13","102","9","9","48","14","51","48","49","52","103","51","13","102","9","9","48","1","51","48","49","52","103","51","6","7","9","9","48","14","51","48","49","52","103","51","6","7","9","9","48","1","51","48","49","52","103","51","13","9","9","9","48","14","51","48","49","52","103","51","13","9","9","9","48","1","34","48","49","52","103","34","13","8","9","9","48","14","34","48","49","52","103","34","13","8","9","9","48","1","34","48","49","52","103","34","6","33","9","9","3041040.0"
"250","215","1","216","215","217","106","218","216","13","9","9","9","215","14","216","215","217","106","218","216","13","9","9","9","215","1","216","215","217","106","218","216","13","9","9","9","215","14","216","215","217","106","218","216","13","9","9","9","121","1","2","121","3","106","218","2","6","9","9","9","215","1","216","215","217","106","218","216","6","16","9","9","121","14","2","121","3","106","218","2","6","9","9","9","215","14","216","215","217","106","218","216","6","16","9","9","215","1","216","215","217","106","218","216","6","33","9","9","496800.0"
"251","48","1","51","48","49","101","5","51","13","9","9","9","48","14","51","48","49","101","5","51","13","9","9","9","48","1","10","48","49","101","5","10","13","8","9","9","48","14","10","48","49","101","5","10","13","8","9","9","48","1","10","48","49","101","5","10","6","102","9","9","48","14","10","48","49","101","5","10","6","102","9","9","0","1","2","0","3","101","5","2","6","101","9","9","0","14","2","0","3","101","5","2","6","101","9","9","58","1","57","58","59","101","5","57","6","101","9","9","3817500.0"
"252","71","1","18","71","72","86","29","18","13","65","9","9","71","14","18","71","72","86","29","18","13","65","9","9","71","1","18","71","72","86","29","18","13","9","9","9","71","1","24","71","72","86","29","24","6","9","9","9","71","14","18","71","72","86","29","18","13","9","9","9","71","14","24","71","72","86","29","24","6","9","9","9","0","1","24","0","3","86","29","24","6","9","9","9","0","14","24","0","3","86","29","24","6","9","9","9","71","1","18","71","72","86","29","18","6","4","9","9","323880.0"
"253","17","1","70","17","19","112","219","70","13","8","9","9","17","14","70","17","19","112","219","70","13","8","9","9","17","1","70","17","19","112","219","70","6","65","9","9","17","14","70","17","19","112","219","70","6","65","9","9","0","1","24","0","3","112","219","24","6","9","9","9","17","1","23","17","19","112","219","23","6","52","9","9","0","14","24","0","3","112","219","24","6","9","9","9","0","1","24","0","3","112","219","24","6","60","8","9","17","14","23","17","19","112","219","23","6","52","9","9","573240.0"
"254","58","1","57","58","59","220","21","57","6","220","9","9","58","14","57","58","59","220","21","57","6","220","9","9","53","1","57","53","55","220","21","57","6","69","9","9","53","14","57","53","55","220","21","57","6","69","9","9","53","1","57","53","55","220","21","57","6","62","9","9","53","14","57","53","55","220","21","57","6","62","9","9","53","1","54","53","55","220","21","54","6","221","9","9","53","14","54","53","55","220","21","54","6","221","9","9","121","1","24","121","3","220","21","24","6","9","9","9","154740.0"
"255","117","1","42","117","132","97","61","42","6","97","9","9","117","14","42","117","132","97","61","42","6","97","9","9","25","1","24","25","3","97","61","24","6","97","9","9","25","14","24","25","3","97","61","24","6","97","9","9","58","1","57","58","59","97","61","57","6","97","9","9","58","14","57","58","59","97","61","57","6","97","9","9","121","1","24","121","3","97","61","24","6","97","9","9","121","14","24","121","3","97","61","24","6","97","9","9","95","1","94","95","95","97","61","94","6","97","9","9","3600.0"
"256","117","1","42","117","132","69","222","42","6","82","9","9","117","14","42","117","132","69","222","42","6","82","9","9","117","1","10","117","132","69","222","10","6","223","9","9","117","14","10","117","132","69","222","10","6","223","9","9","117","1","18","117","132","69","222","18","6","115","9","9","117","14","18","117","132","69","222","18","6","115","9","9","25","1","40","25","3","69","222","40","6","69","9","9","25","14","40","25","3","69","222","40","6","69","9","9","117","1","42","117","32","69","222","42","13","9","9","9","3009600.0"
"257","48","1","18","48","49","135","5","18","13","9","9","9","48","14","18","48","49","135","5","18","13","9","9","9","48","1","10","48","49","135","5","10","13","8","9","9","48","14","10","48","49","135","5","10","13","8","9","9","48","1","51","48","49","135","5","51","6","4","9","9","48","14","51","48","49","135","5","51","6","4","9","9","48","1","83","48","49","135","5","83","6","82","9","9","48","14","83","48","49","135","5","83","6","82","9","9","48","1","34","48","49","135","5","34","6","221","9","9","6780960.0"
"258","71","1","18","71","72","62","29","18","13","8","9","9","71","14","18","71","72","62","29","18","13","8","9","9","71","1","18","71","72","62","29","18","6","8","9","9","71","14","18","71","72","62","29","18","6","8","9","9","71","1","34","71","72","62","29","34","6","75","9","9","71","14","34","71","72","62","29","34","6","75","9","9","71","1","34","71","72","62","29","34","13","9","9","9","71","14","34","71","72","62","29","34","13","9","9","9","71","1","34","71","72","62","29","34","13","65","9","9","1520340.0"
"259","67","1","70","67","68","224","134","70","13","9","9","9","67","14","70","67","68","224","134","70","13","9","9","9","67","1","70","67","68","224","134","70","6","65","9","9","67","14","70","67","68","224","134","70","6","65","9","9","67","1","26","67","68","224","134","26","6","28","9","9","67","14","26","67","68","224","134","26","6","28","9","9","67","1","18","67","68","224","134","18","6","27","9","9","67","14","18","67","68","224","134","18","6","27","9","9","67","1","70","67","68","224","134","70","6","102","9","9","6112200.0"
