"Id","concept:name_1","lifecycle:transition_1","org:resource_1","Activity_1","Resource_1","Work_Order_Qty_1","Part_Desc__1","Worker_ID_1","Report_Type_1","Qty_Completed_1","Qty_Rejected_1","Qty_for_MRB_1","concept:name_2","lifecycle:transition_2","org:resource_2","Activity_2","Resource_2","Work_Order_Qty_2","Part_Desc__2","Worker_ID_2","Report_Type_2","Qty_Completed_2","Qty_Rejected_2","Qty_for_MRB_2","concept:name_3","lifecycle:transition_3","org:resource_3","Activity_3","Resource_3","Work_Order_Qty_3","Part_Desc__3","Worker_ID_3","Report_Type_3","Qty_Completed_3","Qty_Rejected_3","Qty_for_MRB_3","concept:name_4","lifecycle:transition_4","org:resource_4","Activity_4","Resource_4","Work_Order_Qty_4","Part_Desc__4","Worker_ID_4","Report_Type_4","Qty_Completed_4","Qty_Rejected_4","Qty_for_MRB_4","concept:name_5","lifecycle:transition_5","org:resource_5","Activity_5","Resource_5","Work_Order_Qty_5","Part_Desc__5","Worker_ID_5","Report_Type_5","Qty_Completed_5","Qty_Rejected_5","Qty_for_MRB_5","concept:name_6","lifecycle:transition_6","org:resource_6","Activity_6","Resource_6","Work_Order_Qty_6","Part_Desc__6","Worker_ID_6","Report_Type_6","Qty_Completed_6","Qty_Rejected_6","Qty_for_MRB_6","concept:name_7","lifecycle:transition_7","org:resource_7","Activity_7","Resource_7","Work_Order_Qty_7","Part_Desc__7","Worker_ID_7","Report_Type_7","Qty_Completed_7","Qty_Rejected_7","Qty_for_MRB_7","concept:name_8","lifecycle:transition_8","org:resource_8","Activity_8","Resource_8","Work_Order_Qty_8","Part_Desc__8","Worker_ID_8","Report_Type_8","Qty_Completed_8","Qty_Rejected_8","Qty_for_MRB_8","remainingTime"
"194","60","10","14","60","62","92","166","14","11","8","8","8","60","1","14","60","62","92","166","14","11","8","8","8","60","10","14","60","62","92","166","14","11","8","8","8","35","10","36","35","22","92","166","36","11","8","8","8","60","1","14","60","62","92","166","14","11","8","8","8","35","1","36","35","22","92","166","36","11","8","8","8","60","10","14","60","62","92","166","14","11","67","8","8","35","10","36","35","22","92","166","36","6","8","8","8","2204280.0"
"195","35","10","36","35","22","100","167","36","6","100","8","8","35","1","36","35","22","100","167","36","6","100","8","8","130","10","113","130","131","100","167","113","6","8","8","8","130","1","113","130","131","100","167","113","6","8","8","8","150","10","49","150","151","100","167","49","6","92","8","8","150","1","49","150","151","100","167","49","6","92","8","8","150","10","49","150","151","100","167","49","6","92","8","8","130","10","113","130","131","100","167","113","6","95","8","8","866820.0"
"196","35","10","68","35","22","92","5","68","6","8","8","8","35","1","68","35","22","92","5","68","6","8","8","8","155","10","86","155","88","92","5","86","6","8","8","8","155","1","86","155","88","92","5","86","6","8","8","8","128","10","41","128","22","92","5","41","6","67","12","8","128","1","41","128","22","92","5","41","6","67","12","8","81","10","82","81","81","92","5","82","6","67","8","8","81","1","82","81","81","92","5","82","6","67","8","8","0.0"
"198","43","10","46","43","44","63","5","46","11","8","8","8","43","1","46","43","44","63","5","46","11","8","8","8","43","10","29","43","44","63","5","29","11","12","8","8","43","1","29","43","44","63","5","29","11","12","8","8","43","10","29","43","44","63","5","29","6","136","8","8","43","1","29","43","44","63","5","29","6","136","8","8","35","10","36","35","22","63","5","36","6","8","12","8","43","10","46","43","44","63","5","46","11","12","8","8","6071460.0"
"199","150","10","113","150","151","168","5","113","6","8","8","8","150","1","113","150","151","168","5","113","6","8","8","8","150","10","49","150","151","168","5","49","6","169","8","8","150","10","113","150","151","168","5","113","6","8","8","8","150","1","113","150","151","168","5","113","6","8","8","8","150","10","113","150","151","168","5","113","6","8","8","8","150","1","49","150","151","168","5","49","6","169","8","8","150","10","49","150","151","168","5","49","6","8","8","8","7500000.0"
"20","0","10","2","0","3","170","171","2","11","12","8","8","0","1","2","0","3","170","171","2","11","12","8","8","35","10","20","35","22","170","171","20","6","8","8","8","0","10","2","0","3","170","171","2","6","7","8","8","0","1","2","0","3","170","171","2","6","7","8","8","35","1","20","35","22","170","171","20","6","8","8","8","0","10","54","0","3","170","171","54","6","77","8","8","0","1","54","0","3","170","171","54","6","77","8","8","3206160.0"
"200","172","10","99","172","62","55","5","99","6","12","8","8","172","1","99","172","62","55","5","99","6","12","8","8","155","10","90","155","88","55","5","90","6","8","8","8","155","1","90","155","88","55","5","90","6","8","8","8","128","10","41","128","22","55","5","41","6","12","8","8","128","1","41","128","22","55","5","41","6","12","8","8","128","10","41","128","22","55","5","41","6","8","12","8","128","1","41","128","22","55","5","41","6","8","12","8","1525200.0"
"201","135","10","41","135","22","77","173","41","6","47","8","8","35","10","41","35","22","77","173","41","6","47","8","8","135","1","41","135","22","77","173","41","6","47","8","8","35","1","41","35","22","77","173","41","6","47","8","8","114","10","24","114","140","77","173","24","6","8","8","8","114","1","24","114","140","77","173","24","6","8","8","8","114","10","24","114","140","77","173","24","11","12","8","8","114","1","24","114","140","77","173","24","11","12","8","8","4015380.0"
"203","35","10","20","35","22","96","174","20","6","96","8","8","35","1","20","35","22","96","174","20","6","96","8","8","48","10","49","48","50","96","174","49","6","96","8","8","48","1","49","48","50","96","174","49","6","96","8","8","150","10","113","150","151","96","174","113","6","8","8","8","150","1","113","150","151","96","174","113","6","8","8","8","130","10","49","130","131","96","174","49","6","96","8","8","130","1","49","130","131","96","174","49","6","96","8","8","155100.0"
"205","87","10","90","87","88","89","175","90","11","8","8","8","87","1","90","87","88","89","175","90","11","8","8","8","87","10","90","87","88","89","175","90","6","8","8","8","87","1","90","87","88","89","175","90","6","8","8","8","128","10","20","128","22","89","175","20","6","58","8","8","128","1","20","128","22","89","175","20","6","58","8","8","81","10","82","81","81","89","175","82","6","58","8","8","81","1","82","81","81","89","175","82","6","58","8","8","0.0"
"206","35","10","20","35","22","176","177","20","6","8","8","8","35","1","20","35","22","176","177","20","6","8","8","8","48","10","49","48","50","176","177","49","6","176","8","8","48","1","49","48","50","176","177","49","6","176","8","8","150","10","49","150","151","176","177","49","6","176","8","8","150","1","49","150","151","176","177","49","6","176","8","8","87","10","90","87","88","176","177","90","11","8","8","8","87","1","90","87","88","176","177","90","11","8","8","8","1268880.0"
"207","64","10","46","64","65","178","179","46","11","8","8","8","64","10","29","64","65","178","179","29","11","12","8","8","64","1","46","64","65","178","179","46","11","8","8","8","64","1","29","64","65","178","179","29","11","12","8","8","64","10","46","64","65","178","179","46","11","8","8","8","64","10","29","64","65","178","179","29","6","97","8","8","64","1","46","64","65","178","179","46","11","8","8","8","64","1","29","64","65","178","179","29","6","97","8","8","1720800.0"
"208","60","10","61","60","62","47","5","61","11","8","8","8","60","1","61","60","62","47","5","61","11","8","8","8","60","10","19","60","62","47","5","19","11","8","8","8","60","1","19","60","62","47","5","19","11","8","8","8","60","10","61","60","62","47","5","61","11","8","8","8","60","1","61","60","62","47","5","61","11","8","8","8","60","10","61","60","62","47","5","61","6","58","8","8","60","1","61","60","62","47","5","61","6","58","8","8","3288840.0"
"209","64","10","54","64","65","180","27","54","11","8","8","8","64","1","54","64","65","180","27","54","11","8","8","8","64","10","38","64","65","180","27","38","11","8","8","8","64","1","38","64","65","180","27","38","11","8","8","8","64","10","38","64","65","180","27","38","6","181","8","8","64","1","38","64","65","180","27","38","6","181","8","8","64","10","46","64","65","180","27","46","34","8","8","8","64","1","46","64","65","180","27","46","34","8","8","8","709620.0"
"21","0","10","2","0","3","149","171","2","11","8","8","8","0","1","2","0","3","149","171","2","11","8","8","8","0","10","29","0","3","149","171","29","6","182","8","8","0","1","29","0","3","149","171","29","6","182","8","8","35","10","20","35","22","149","171","20","6","8","8","8","0","10","9","0","3","149","171","9","6","8","8","8","0","10","9","0","3","149","171","9","6","89","8","8","0","1","9","0","3","149","171","9","6","8","8","8","3428520.0"
"210","64","10","29","64","65","183","17","29","6","12","8","8","64","1","29","64","65","183","17","29","6","12","8","8","64","10","54","64","65","183","17","54","11","12","8","8","64","1","54","64","65","183","17","54","11","12","8","8","64","10","54","64","65","183","17","54","6","77","8","8","64","1","54","64","65","183","17","54","6","77","8","8","64","10","29","64","65","183","17","29","6","52","8","8","64","1","29","64","65","183","17","29","6","52","8","8","984600.0"
"211","35","10","20","35","22","184","17","20","6","8","8","8","35","1","20","35","22","184","17","20","6","8","8","8","48","10","147","48","50","184","17","147","6","89","8","8","48","1","147","48","50","184","17","147","6","89","8","8","48","10","154","48","50","184","17","154","6","185","8","8","48","1","154","48","50","184","17","154","6","185","8","8","150","10","113","150","151","184","17","113","6","8","8","8","150","1","113","150","151","184","17","113","6","8","8","8","517500.0"
"212","64","10","54","64","65","186","27","54","11","8","8","8","64","1","54","64","65","186","27","54","11","8","8","8","64","10","54","64","65","186","27","54","11","58","8","8","64","1","54","64","65","186","27","54","11","58","8","8","64","10","54","64","65","186","27","54","6","7","8","8","35","10","20","35","22","186","27","20","6","8","8","8","64","1","54","64","65","186","27","54","6","7","8","8","35","1","20","35","22","186","27","20","6","8","8","8","1127640.0"
"214","64","10","54","64","65","143","27","54","11","58","8","8","64","1","54","64","65","143","27","54","11","58","8","8","64","10","54","64","65","143","27","54","6","91","8","8","64","1","54","64","65","143","27","54","6","91","8","8","64","10","2","64","65","143","27","2","6","58","8","8","64","10","29","64","65","143","27","29","6","187","8","8","64","1","2","64","65","143","27","2","6","58","8","8","64","1","29","64","65","143","27","29","6","187","8","8","1449240.0"
"215","23","10","38","23","25","188","27","38","11","8","8","8","23","1","38","23","25","188","27","38","11","8","8","8","23","10","38","23","25","188","27","38","6","121","8","8","23","1","38","23","25","188","27","38","6","121","8","8","23","10","154","23","25","188","27","154","6","189","8","8","23","1","154","23","25","188","27","154","6","189","8","8","35","10","20","35","22","188","27","20","6","8","8","8","35","1","20","35","22","188","27","20","6","8","8","8","949440.0"
"218","190","10","191","190","192","193","179","191","6","194","8","8","190","1","191","190","192","193","179","191","6","194","8","8","190","10","195","190","192","193","179","195","6","115","8","8","190","1","195","190","192","193","179","195","6","115","8","8","190","10","195","190","192","193","179","195","6","194","8","8","190","1","195","190","192","193","179","195","6","194","8","8","190","10","191","190","192","193","179","191","6","186","8","8","190","1","191","190","192","193","179","191","6","186","8","8","424200.0"
"219","150","10","49","150","151","189","5","49","6","52","8","8","150","1","49","150","151","189","5","49","6","52","8","8","150","10","49","150","151","189","5","49","6","52","8","8","150","1","49","150","151","189","5","49","6","52","8","8","146","10","147","146","148","189","5","147","11","8","8","8","146","1","147","146","148","189","5","147","11","8","8","8","146","10","152","146","148","189","5","152","11","8","8","8","146","1","152","146","148","189","5","152","11","8","8","8","723420.0"
"22","13","10","61","13","15","96","27","61","6","97","8","8","13","1","61","13","15","96","27","61","6","97","8","8","13","10","19","13","15","96","27","19","11","58","8","8","13","1","19","13","15","96","27","19","11","58","8","8","13","10","19","13","15","96","27","19","6","67","8","8","13","1","19","13","15","96","27","19","6","67","8","8","13","10","19","13","15","96","27","19","11","8","8","8","13","1","19","13","15","96","27","19","11","8","8","8","488580.0"
"223","23","10","38","23","25","189","27","38","11","12","8","8","35","10","36","35","22","189","27","36","11","8","8","8","23","1","38","23","25","189","27","38","11","12","8","8","23","10","38","23","25","189","27","38","11","8","8","8","23","1","38","23","25","189","27","38","11","8","8","8","23","10","38","23","25","189","27","38","6","7","8","8","35","1","36","35","22","189","27","36","11","8","8","8","23","1","38","23","25","189","27","38","6","7","8","8","2099520.0"
"225","155","10","90","155","88","196","5","90","6","8","8","8","155","1","90","155","88","196","5","90","6","8","8","8","48","10","90","48","50","196","5","90","6","197","8","8","48","1","90","48","50","196","5","90","6","197","8","8","198","10","90","198","148","196","5","90","6","8","8","8","198","1","90","198","148","196","5","90","6","8","8","8","155","10","90","155","88","196","5","90","6","8","8","8","155","1","90","155","88","196","5","90","6","8","8","8","6919740.0"
"228","23","10","38","23","25","4","27","38","6","4","8","8","23","1","38","23","25","4","27","38","6","4","8","8","23","10","38","23","25","4","27","38","11","8","8","8","23","1","38","23","25","4","27","38","11","8","8","8","23","10","38","23","25","4","27","38","6","91","8","8","23","1","38","23","25","4","27","38","6","91","8","8","35","10","20","35","22","4","27","20","6","91","12","8","35","1","20","35","22","4","27","20","6","91","12","8","465360.0"
"229","23","10","38","23","25","37","27","38","11","8","8","8","21","10","36","21","22","37","27","36","11","8","8","8","21","1","36","21","22","37","27","36","11","8","8","8","23","1","38","23","25","37","27","38","11","8","8","8","23","10","29","23","25","37","27","29","6","77","8","8","23","1","29","23","25","37","27","29","6","77","8","8","23","10","38","23","25","37","27","38","6","97","8","8","23","1","38","23","25","37","27","38","6","97","8","8","573360.0"
"23","199","10","46","199","44","47","98","46","11","8","8","8","199","1","46","199","44","47","98","46","11","8","8","8","199","10","2","199","44","47","98","2","6","47","8","8","199","1","2","199","44","47","98","2","6","47","8","8","43","10","29","43","44","47","98","29","11","8","8","8","43","1","29","43","44","47","98","29","11","8","8","8","21","10","41","21","22","47","98","41","6","47","8","8","35","10","41","35","22","47","98","41","6","80","12","8","3112800.0"
"230","64","10","54","64","65","200","17","54","34","8","8","8","64","10","54","64","65","200","17","54","11","8","8","8","64","1","54","64","65","200","17","54","34","8","8","8","64","1","54","64","65","200","17","54","11","8","8","8","64","10","54","64","65","200","17","54","11","12","8","8","64","1","54","64","65","200","17","54","11","12","8","8","64","10","54","64","65","200","17","54","6","110","8","8","35","10","20","35","22","200","17","20","6","96","8","8","4503120.0"
"231","150","10","49","150","151","77","5","49","6","45","8","8","150","1","49","150","151","77","5","49","6","45","8","8","146","10","147","146","148","77","5","147","11","12","8","8","146","1","147","146","148","77","5","147","11","12","8","8","146","10","147","146","148","77","5","147","6","58","8","8","146","1","147","146","148","77","5","147","6","58","8","8","146","10","152","146","148","77","5","152","6","4","8","8","146","10","86","146","148","77","5","86","6","103","8","8","635760.0"
"232","35","10","41","35","22","96","5","41","6","97","12","8","43","10","46","43","44","96","5","46","6","67","8","8","35","1","41","35","22","96","5","41","6","97","12","8","48","10","90","48","50","96","5","90","6","97","8","8","43","1","46","43","44","96","5","46","6","67","8","8","48","1","90","48","50","96","5","90","6","97","8","8","150","10","86","150","151","96","5","86","6","97","8","8","150","1","86","150","151","96","5","86","6","97","8","8","759300.0"
"233","201","10","61","201","15","37","27","61","6","8","8","8","201","10","19","201","15","37","27","19","11","58","8","8","201","1","61","201","15","37","27","61","6","8","8","8","201","1","19","201","15","37","27","19","11","58","8","8","201","10","19","201","15","37","27","19","6","28","8","8","201","1","19","201","15","37","27","19","6","28","8","8","201","10","9","201","15","37","27","9","6","91","8","8","201","1","9","201","15","37","27","9","6","91","8","8","959940.0"
"234","21","10","36","21","22","117","205","36","6","8","8","8","21","1","36","21","22","117","205","36","6","8","8","8","21","10","36","21","22","117","205","36","6","119","12","8","21","1","36","21","22","117","205","36","6","119","12","8","202","10","125","202","204","117","205","125","6","8","8","8","202","1","125","202","204","117","205","125","6","8","8","8","202","10","203","202","204","117","205","203","6","8","8","8","202","1","203","202","204","117","205","203","6","8","8","8","4799160.0"
"235","35","10","68","35","22","47","206","68","11","8","8","8","35","1","68","35","22","47","206","68","11","8","8","8","35","10","68","35","22","47","206","68","11","8","8","8","60","10","14","60","62","47","206","14","11","8","8","8","35","1","68","35","22","47","206","68","11","8","8","8","60","1","14","60","62","47","206","14","11","8","8","8","60","10","14","60","62","47","206","14","11","8","8","8","60","1","14","60","62","47","206","14","11","8","8","8","2985600.0"
"236","87","10","86","87","88","77","17","86","11","8","8","8","87","1","86","87","88","77","17","86","11","8","8","8","87","10","86","87","88","77","17","86","6","8","8","8","87","1","86","87","88","77","17","86","6","8","8","8","35","10","20","35","22","77","17","20","6","8","8","8","87","10","90","87","88","77","17","90","6","8","8","8","35","1","20","35","22","77","17","20","6","8","8","8","87","1","90","87","88","77","17","90","6","8","8","8","220200.0"
"237","35","10","20","35","22","207","208","20","6","209","8","8","35","1","20","35","22","207","208","20","6","209","8","8","0","10","2","0","3","207","208","2","6","57","8","8","0","1","2","0","3","207","208","2","6","57","8","8","35","10","20","35","22","207","208","20","6","210","8","8","35","1","20","35","22","207","208","20","6","210","8","8","35","10","20","35","22","207","208","20","6","8","67","8","35","1","20","35","22","207","208","20","6","8","67","8","5455560.0"
"238","0","10","54","0","3","211","56","54","11","8","8","8","0","1","54","0","3","211","56","54","11","8","8","8","0","10","29","0","3","211","56","29","11","8","8","8","0","1","29","0","3","211","56","29","11","8","8","8","0","10","29","0","3","211","56","29","6","4","8","8","0","1","29","0","3","211","56","29","6","4","8","8","0","10","54","0","3","211","56","54","6","39","8","8","0","1","54","0","3","211","56","54","6","39","8","8","3866400.0"
"239","64","10","54","64","65","112","27","54","11","12","8","8","64","1","54","64","65","112","27","54","11","12","8","8","64","10","46","64","65","112","27","46","11","12","8","8","64","10","29","64","65","112","27","29","11","58","8","8","64","1","46","64","65","112","27","46","11","12","8","8","35","10","20","35","22","112","27","20","6","8","8","8","35","1","20","35","22","112","27","20","6","8","8","8","64","1","29","64","65","112","27","29","11","58","8","8","1250460.0"
"24","43","10","9","43","44","47","98","9","11","12","8","8","43","1","9","43","44","47","98","9","11","12","8","8","43","10","9","43","44","47","98","9","6","80","8","8","43","1","9","43","44","47","98","9","6","80","8","8","35","10","41","35","22","47","98","41","6","80","12","8","35","1","41","35","22","47","98","41","6","80","12","8","48","10","113","48","50","47","98","113","6","80","8","8","48","1","113","48","50","47","98","113","6","80","8","8","3507180.0"
"240","64","10","54","64","65","212","213","54","11","8","8","8","64","1","54","64","65","212","213","54","11","8","8","8","64","10","29","64","65","212","213","29","11","12","8","8","64","1","29","64","65","212","213","29","11","12","8","8","64","10","46","64","65","212","213","46","6","112","8","8","64","1","46","64","65","212","213","46","6","112","8","8","64","10","54","64","65","212","213","54","6","39","8","8","64","1","54","64","65","212","213","54","6","39","8","8","1102380.0"
"241","64","10","46","64","65","112","27","46","11","8","8","8","64","1","46","64","65","112","27","46","11","8","8","8","64","10","46","64","65","112","27","46","11","8","8","8","64","1","46","64","65","112","27","46","11","8","8","8","64","10","2","64","65","112","27","2","11","12","8","8","64","1","2","64","65","112","27","2","11","12","8","8","35","10","36","35","22","112","27","36","6","8","12","8","64","10","54","64","65","112","27","54","11","12","8","8","320940.0"
"242","64","10","54","64","65","92","17","54","11","58","8","8","64","1","54","64","65","92","17","54","11","58","8","8","64","10","54","64","65","92","17","54","6","67","8","8","64","1","54","64","65","92","17","54","6","67","8","8","64","10","2","64","65","92","17","2","6","97","8","8","64","1","2","64","65","92","17","2","6","97","8","8","64","10","29","64","65","92","17","29","6","18","8","8","64","1","29","64","65","92","17","29","6","18","8","8","715440.0"
"243","64","10","54","64","65","4","17","54","11","8","8","8","64","1","54","64","65","4","17","54","11","8","8","8","64","10","29","64","65","4","17","29","11","12","8","8","35","10","36","35","22","4","17","36","6","8","8","8","64","1","29","64","65","4","17","29","11","12","8","8","64","10","29","64","65","4","17","29","6","91","8","8","35","1","36","35","22","4","17","36","6","8","8","8","64","1","29","64","65","4","17","29","6","91","8","8","1094280.0"
"244","150","10","86","150","151","96","5","86","6","58","8","8","150","1","86","150","151","96","5","86","6","58","8","8","150","10","86","150","151","96","5","86","6","67","8","8","150","1","86","150","151","96","5","86","6","67","8","8","214","10","86","214","157","96","5","86","11","8","8","8","214","1","86","214","157","96","5","86","11","8","8","8","214","10","86","214","157","96","5","86","6","8","8","8","214","1","86","214","157","96","5","86","6","8","8","8","378300.0"
"245","13","10","19","13","15","96","5","19","11","8","8","8","13","10","19","13","15","96","5","19","34","8","8","8","13","1","19","13","15","96","5","19","34","8","8","8","35","10","68","35","22","96","5","68","11","8","8","8","35","1","68","35","22","96","5","68","11","8","8","8","13","1","19","13","15","96","5","19","11","8","8","8","13","10","19","13","15","96","5","19","11","12","8","8","13","1","19","13","15","96","5","19","11","12","8","8","2642160.0"
"246","13","10","61","13","15","169","215","61","6","4","8","8","13","1","61","13","15","169","215","61","6","4","8","8","13","10","19","13","15","169","215","19","6","28","8","8","13","1","19","13","15","169","215","19","6","28","8","8","13","10","61","13","15","169","215","61","6","110","8","8","13","1","61","13","15","169","215","61","6","110","8","8","35","10","36","35","22","169","215","36","6","57","58","8","35","1","36","35","22","169","215","36","6","57","58","8","404400.0"
"248","13","10","19","13","15","37","32","19","11","12","8","8","13","1","19","13","15","37","32","19","11","12","8","8","13","10","19","13","15","37","32","19","6","28","8","8","13","1","19","13","15","37","32","19","6","28","8","8","13","10","61","13","15","37","32","61","6","112","8","8","13","1","61","13","15","37","32","61","6","112","8","8","150","10","113","150","151","37","32","113","6","8","8","8","150","1","113","150","151","37","32","113","6","8","8","8","716940.0"
"249","23","10","38","23","25","216","27","38","11","12","8","8","23","1","38","23","25","216","27","38","11","12","8","8","23","10","38","23","25","216","27","38","11","8","8","8","23","1","38","23","25","216","27","38","11","8","8","8","35","10","36","35","22","216","27","36","6","8","8","8","35","1","36","35","22","216","27","36","6","8","8","8","23","10","38","23","25","216","27","38","6","26","8","8","23","1","38","23","25","216","27","38","6","26","8","8","758700.0"
"25","43","10","46","43","44","47","98","46","11","97","8","8","43","1","46","43","44","47","98","46","11","97","8","8","43","10","46","43","44","47","98","46","6","91","8","8","43","1","46","43","44","47","98","46","6","91","8","8","43","10","46","43","44","47","98","46","11","8","8","8","43","1","46","43","44","47","98","46","11","8","8","8","43","10","29","43","44","47","98","29","11","12","8","8","43","1","29","43","44","47","98","29","11","12","8","8","3041100.0"
"250","217","10","218","217","219","101","220","218","11","8","8","8","217","1","218","217","219","101","220","218","11","8","8","8","217","10","218","217","219","101","220","218","11","8","8","8","217","1","218","217","219","101","220","218","11","8","8","8","128","10","68","128","22","101","220","68","6","8","8","8","217","10","218","217","219","101","220","218","6","7","8","8","128","1","68","128","22","101","220","68","6","8","8","8","217","1","218","217","219","101","220","218","6","7","8","8","550800.0"
"251","43","10","46","43","44","96","5","46","11","8","8","8","43","1","46","43","44","96","5","46","11","8","8","8","43","10","9","43","44","96","5","9","11","12","8","8","43","1","9","43","44","96","5","9","11","12","8","8","43","10","9","43","44","96","5","9","6","97","8","8","43","1","9","43","44","96","5","9","6","97","8","8","35","10","68","35","22","96","5","68","6","96","8","8","35","1","68","35","22","96","5","68","6","96","8","8","3820440.0"
"252","64","10","54","64","65","80","27","54","11","58","8","8","64","1","54","64","65","80","27","54","11","58","8","8","64","10","54","64","65","80","27","54","11","8","8","8","64","10","20","64","65","80","27","20","6","8","8","8","64","1","54","64","65","80","27","54","11","8","8","8","64","1","20","64","65","80","27","20","6","8","8","8","35","10","20","35","22","80","27","20","6","8","8","8","35","1","20","35","22","80","27","20","6","8","8","8","409380.0"
"253","13","10","61","13","15","112","221","61","11","12","8","8","13","1","61","13","15","112","221","61","11","12","8","8","13","10","61","13","15","112","221","61","6","58","8","8","13","1","61","13","15","112","221","61","6","58","8","8","35","10","20","35","22","112","221","20","6","8","8","8","13","10","19","13","15","112","221","19","6","47","8","8","35","1","20","35","22","112","221","20","6","8","8","8","35","10","20","35","22","112","221","20","6","52","12","8","575700.0"
"254","48","10","49","48","50","222","17","49","6","222","8","8","48","1","49","48","50","222","17","49","6","222","8","8","130","10","49","130","131","222","17","49","6","63","8","8","130","1","49","130","131","222","17","49","6","63","8","8","130","10","49","130","131","222","17","49","6","55","8","8","130","1","49","130","131","222","17","49","6","55","8","8","130","10","113","130","131","222","17","113","6","223","8","8","130","1","113","130","131","222","17","113","6","223","8","8","167460.0"
"255","114","10","38","114","140","92","53","38","6","92","8","8","114","1","38","114","140","92","53","38","6","92","8","8","21","10","20","21","22","92","53","20","6","92","8","8","21","1","20","21","22","92","53","20","6","92","8","8","48","10","49","48","50","92","53","49","6","92","8","8","48","1","49","48","50","92","53","49","6","92","8","8","128","10","20","128","22","92","53","20","6","92","8","8","128","1","20","128","22","92","53","20","6","92","8","8","394680.0"
"256","114","10","38","114","140","63","224","38","6","77","8","8","114","1","38","114","140","63","224","38","6","77","8","8","114","10","9","114","140","63","224","9","6","225","8","8","114","1","9","114","140","63","224","9","6","225","8","8","114","10","54","114","140","63","224","54","6","115","8","8","114","1","54","114","140","63","224","54","6","115","8","8","21","10","36","21","22","63","224","36","6","63","8","8","21","1","36","21","22","63","224","36","6","63","8","8","3010200.0"
"257","43","10","54","43","44","143","5","54","11","8","8","8","43","1","54","43","44","143","5","54","11","8","8","8","43","10","9","43","44","143","5","9","11","12","8","8","43","1","9","43","44","143","5","9","11","12","8","8","43","10","46","43","44","143","5","46","6","4","8","8","43","1","46","43","44","143","5","46","6","4","8","8","43","10","78","43","44","143","5","78","6","77","8","8","43","1","78","43","44","143","5","78","6","77","8","8","6780960.0"
"258","64","10","54","64","65","55","27","54","11","12","8","8","64","1","54","64","65","55","27","54","11","12","8","8","64","10","54","64","65","55","27","54","6","12","8","8","64","1","54","64","65","55","27","54","6","12","8","8","64","10","29","64","65","55","27","29","6","67","8","8","64","1","29","64","65","55","27","29","6","67","8","8","64","10","29","64","65","55","27","29","11","8","8","8","64","1","29","64","65","55","27","29","11","8","8","8","1531140.0"
"259","60","10","61","60","62","226","142","61","11","8","8","8","60","1","61","60","62","226","142","61","11","8","8","8","60","10","61","60","62","226","142","61","6","58","8","8","60","1","61","60","62","226","142","61","6","58","8","8","60","10","14","60","62","226","142","14","6","26","8","8","60","1","14","60","62","226","142","14","6","26","8","8","60","10","54","60","62","226","142","54","6","18","8","8","60","1","54","60","62","226","142","54","6","18","8","8","6114180.0"
"26","0","10","2","0","3","47","98","2","11","8","8","8","0","1","2","0","3","47","98","2","11","8","8","8","0","10","54","0","3","47","98","54","11","12","8","8","0","1","54","0","3","47","98","54","11","12","8","8","0","10","54","0","3","47","98","54","34","8","8","8","0","1","54","0","3","47","98","54","34","8","8","8","0","10","9","0","3","47","98","9","11","8","8","8","0","1","9","0","3","47","98","9","11","8","8","8","3554760.0"
"260","64","10","29","64","65","227","27","29","11","8","8","8","64","1","29","64","65","227","27","29","11","8","8","8","64","10","29","64","65","227","27","29","11","12","8","8","64","1","29","64","65","227","27","29","11","12","8","8","64","10","29","64","65","227","27","29","6","67","8","8","64","1","29","64","65","227","27","29","6","67","8","8","64","10","54","64","65","227","27","54","6","103","8","8","64","1","54","64","65","227","27","54","6","103","8","8","4723380.0"
"261","23","10","38","23","25","117","213","38","11","8","8","8","23","1","38","23","25","117","213","38","11","8","8","8","23","10","38","23","25","117","213","38","6","189","8","8","23","1","38","23","25","117","213","38","6","189","8","8","35","10","20","35","22","117","213","20","6","8","8","8","35","1","20","35","22","117","213","20","6","8","8","8","23","10","24","23","25","117","213","24","6","189","8","8","23","1","24","23","25","117","213","24","6","189","8","8","588720.0"
"262","64","10","2","64","65","169","17","2","11","58","8","8","64","1","2","64","65","169","17","2","11","58","8","8","64","10","29","64","65","169","17","29","11","8","8","8","64","1","29","64","65","169","17","29","11","8","8","8","64","10","29","64","65","169","17","29","6","71","8","8","64","1","29","64","65","169","17","29","6","71","8","8","35","10","20","35","22","169","17","20","6","8","8","8","35","1","20","35","22","169","17","20","6","8","8","8","193860.0"
"263","23","10","24","23","25","26","228","24","11","8","8","8","23","1","24","23","25","26","228","24","11","8","8","8","23","10","24","23","25","26","228","24","11","8","8","8","23","1","24","23","25","26","228","24","11","8","8","8","23","10","24","23","25","26","228","24","11","12","8","8","35","10","36","35","22","26","228","36","6","8","8","8","23","1","24","23","25","26","228","24","11","12","8","8","23","10","24","23","25","26","228","24","34","8","8","8","1611540.0"
"264","64","10","78","64","65","229","213","78","11","58","8","8","64","1","78","64","65","229","213","78","11","58","8","8","64","10","78","64","65","229","213","78","6","58","8","8","64","10","29","64","65","229","213","29","6","97","8","8","64","1","78","64","65","229","213","78","6","58","8","8","64","1","29","64","65","229","213","29","6","97","8","8","64","10","54","64","65","229","213","54","6","101","8","8","64","1","54","64","65","229","213","54","6","101","8","8","194940.0"
