"Id","concept:name_1","lifecycle:transition_1","org:resource_1","Activity_1","Resource_1","Work_Order_Qty_1","Part_Desc__1","Worker_ID_1","Report_Type_1","Qty_Completed_1","Qty_Rejected_1","Qty_for_MRB_1","concept:name_2","lifecycle:transition_2","org:resource_2","Activity_2","Resource_2","Work_Order_Qty_2","Part_Desc__2","Worker_ID_2","Report_Type_2","Qty_Completed_2","Qty_Rejected_2","Qty_for_MRB_2","concept:name_3","lifecycle:transition_3","org:resource_3","Activity_3","Resource_3","Work_Order_Qty_3","Part_Desc__3","Worker_ID_3","Report_Type_3","Qty_Completed_3","Qty_Rejected_3","Qty_for_MRB_3","concept:name_4","lifecycle:transition_4","org:resource_4","Activity_4","Resource_4","Work_Order_Qty_4","Part_Desc__4","Worker_ID_4","Report_Type_4","Qty_Completed_4","Qty_Rejected_4","Qty_for_MRB_4","concept:name_5","lifecycle:transition_5","org:resource_5","Activity_5","Resource_5","Work_Order_Qty_5","Part_Desc__5","Worker_ID_5","Report_Type_5","Qty_Completed_5","Qty_Rejected_5","Qty_for_MRB_5","concept:name_6","lifecycle:transition_6","org:resource_6","Activity_6","Resource_6","Work_Order_Qty_6","Part_Desc__6","Worker_ID_6","Report_Type_6","Qty_Completed_6","Qty_Rejected_6","Qty_for_MRB_6","concept:name_7","lifecycle:transition_7","org:resource_7","Activity_7","Resource_7","Work_Order_Qty_7","Part_Desc__7","Worker_ID_7","Report_Type_7","Qty_Completed_7","Qty_Rejected_7","Qty_for_MRB_7","concept:name_8","lifecycle:transition_8","org:resource_8","Activity_8","Resource_8","Work_Order_Qty_8","Part_Desc__8","Worker_ID_8","Report_Type_8","Qty_Completed_8","Qty_Rejected_8","Qty_for_MRB_8","concept:name_9","lifecycle:transition_9","org:resource_9","Activity_9","Resource_9","Work_Order_Qty_9","Part_Desc__9","Worker_ID_9","Report_Type_9","Qty_Completed_9","Qty_Rejected_9","Qty_for_MRB_9","concept:name_10","lifecycle:transition_10","org:resource_10","Activity_10","Resource_10","Work_Order_Qty_10","Part_Desc__10","Worker_ID_10","Report_Type_10","Qty_Completed_10","Qty_Rejected_10","Qty_for_MRB_10","concept:name_11","lifecycle:transition_11","org:resource_11","Activity_11","Resource_11","Work_Order_Qty_11","Part_Desc__11","Worker_ID_11","Report_Type_11","Qty_Completed_11","Qty_Rejected_11","Qty_for_MRB_11","concept:name_12","lifecycle:transition_12","org:resource_12","Activity_12","Resource_12","Work_Order_Qty_12","Part_Desc__12","Worker_ID_12","Report_Type_12","Qty_Completed_12","Qty_Rejected_12","Qty_for_MRB_12","concept:name_13","lifecycle:transition_13","org:resource_13","Activity_13","Resource_13","Work_Order_Qty_13","Part_Desc__13","Worker_ID_13","Report_Type_13","Qty_Completed_13","Qty_Rejected_13","Qty_for_MRB_13","concept:name_14","lifecycle:transition_14","org:resource_14","Activity_14","Resource_14","Work_Order_Qty_14","Part_Desc__14","Worker_ID_14","Report_Type_14","Qty_Completed_14","Qty_Rejected_14","Qty_for_MRB_14","remainingTime"
"147","123","1","39","123","41","124","125","39","11","12","7","7","123","13","39","123","41","124","125","39","11","12","7","7","123","1","45","123","41","124","125","45","11","7","7","7","123","13","45","123","41","124","125","45","11","7","7","7","123","1","45","123","41","124","125","45","6","92","7","7","123","13","45","123","41","124","125","45","6","92","7","7","123","1","39","123","41","124","125","39","6","69","7","7","56","1","57","56","56","124","125","57","6","126","7","7","56","13","57","56","56","124","125","57","6","126","7","7","123","13","39","123","41","124","125","39","6","69","7","7","30","1","52","30","18","124","125","52","6","126","7","7","30","13","52","30","18","124","125","52","6","126","7","7","128","1","127","128","129","124","125","127","6","126","7","7","59","1","52","59","18","124","125","52","6","126","7","7","2580.0"
"148","134","1","133","134","135","132","125","133","6","7","7","7","134","13","133","134","135","132","125","133","6","7","7","7","137","1","136","137","138","132","125","136","6","12","7","7","137","13","136","137","138","132","125","136","6","12","7","7","59","1","52","59","18","132","125","52","6","12","7","7","139","1","52","139","18","132","125","52","6","12","7","7","56","1","140","56","56","132","125","140","6","12","7","7","56","13","140","56","56","132","125","140","6","12","7","7","59","13","52","59","18","132","125","52","6","12","7","7","139","13","52","139","18","132","125","52","6","12","7","7","130","1","52","130","131","132","125","52","6","12","7","7","59","1","52","59","18","132","125","52","6","7","7","7","59","13","52","59","18","132","125","52","6","7","7","7","130","13","52","130","131","132","125","52","6","12","7","7","0.0"
"155","123","1","45","123","143","141","38","45","11","7","7","7","123","13","45","123","143","141","38","45","11","7","7","7","40","1","45","40","41","141","38","45","6","7","7","7","40","13","45","40","41","141","38","45","6","7","7","7","40","1","45","40","41","141","38","45","6","63","7","7","40","13","45","40","41","141","38","45","6","63","7","7","40","1","45","40","41","141","38","45","6","117","7","7","17","1","29","17","18","141","38","29","6","7","7","7","17","13","29","17","18","141","38","29","6","7","7","7","40","13","45","40","41","141","38","45","6","117","7","7","17","1","29","17","18","141","38","29","6","141","7","7","17","13","29","17","18","141","38","29","6","141","7","7","21","1","2","21","22","141","38","2","6","142","7","7","21","13","2","21","22","141","38","2","6","142","7","7","233280.0"
"156","23","1","71","23","25","144","145","71","11","7","7","7","23","13","71","23","25","144","145","71","11","7","7","7","23","1","71","23","25","144","145","71","6","101","7","7","23","13","71","23","25","144","145","71","6","101","7","7","23","1","71","23","25","144","145","71","11","12","7","7","23","13","71","23","25","144","145","71","11","12","7","7","23","1","71","23","25","144","145","71","6","34","7","7","23","13","71","23","25","144","145","71","6","34","7","7","23","1","71","23","25","144","145","71","6","7","7","7","23","13","71","23","25","144","145","71","6","7","7","7","17","1","29","17","18","144","145","29","6","7","7","7","17","13","29","17","18","144","145","29","6","7","7","7","59","1","29","59","18","144","145","29","6","7","7","7","59","13","29","59","18","144","145","29","6","7","7","7","754560.0"
"163","56","1","146","56","56","147","97","146","6","124","7","7","56","13","146","56","56","147","97","146","6","124","7","7","59","1","52","59","18","147","97","52","6","124","7","7","59","13","52","59","18","147","97","52","6","124","7","7","30","1","52","30","18","147","97","52","6","4","7","7","30","13","52","30","18","147","97","52","6","4","7","7","30","1","52","30","18","147","97","52","6","103","7","7","30","13","52","30","18","147","97","52","6","103","7","7","123","1","28","123","143","147","97","28","49","7","7","7","123","13","28","123","143","147","97","28","49","7","7","7","59","1","52","59","18","147","97","52","6","7","12","7","59","1","52","59","18","147","97","52","6","67","7","7","56","1","146","56","56","147","97","146","6","15","7","7","56","13","146","56","56","147","97","146","6","15","7","7","5061840.0"
"17","123","1","39","123","143","73","97","39","11","7","7","7","123","13","39","123","143","73","97","39","11","7","7","7","123","1","39","123","143","73","97","39","11","7","7","7","123","13","39","123","143","73","97","39","11","7","7","7","123","1","39","123","143","73","97","39","49","7","7","7","123","13","39","123","143","73","97","39","49","7","7","7","123","1","39","123","143","73","97","39","6","7","7","7","123","1","149","123","143","73","97","149","6","89","7","7","123","13","39","123","143","73","97","39","6","7","7","7","123","1","39","123","143","73","97","39","6","108","7","7","123","13","39","123","143","73","97","39","6","108","7","7","123","13","149","123","143","73","97","149","6","89","7","7","123","1","148","123","143","73","97","148","6","51","7","7","123","13","148","123","143","73","97","148","6","51","7","7","2677680.0"
"174","75","1","43","75","76","84","38","43","11","7","7","7","75","13","43","75","76","84","38","43","11","7","7","7","75","1","32","75","76","84","38","32","11","12","7","7","17","1","52","17","18","84","38","52","11","7","7","7","75","13","32","75","76","84","38","32","11","12","7","7","75","1","32","75","76","84","38","32","6","42","7","7","17","13","52","17","18","84","38","52","11","7","7","7","75","13","32","75","76","84","38","32","6","42","7","7","75","1","90","75","76","84","38","90","6","34","7","7","75","13","90","75","76","84","38","90","6","34","7","7","75","1","45","75","76","84","38","45","6","61","7","7","75","13","45","75","76","84","38","45","6","61","7","7","75","1","43","75","76","84","38","43","6","61","7","7","75","13","43","75","76","84","38","43","6","61","7","7","877020.0"
"177","0","1","20","0","3","150","5","20","6","42","7","7","0","13","20","0","3","150","5","20","6","42","7","7","119","1","151","119","121","150","5","151","11","7","7","7","119","13","151","119","121","150","5","151","11","7","7","7","119","1","151","119","121","150","5","151","6","67","7","7","119","13","151","119","121","150","5","151","6","67","7","7","119","1","120","119","121","150","5","120","6","93","7","7","119","13","120","119","121","150","5","120","6","93","7","7","59","1","16","59","18","150","5","16","6","7","7","7","59","13","16","59","18","150","5","16","6","7","7","7","59","1","16","59","18","150","5","16","6","7","7","7","59","13","16","59","18","150","5","16","6","7","7","7","59","1","16","59","18","150","5","16","6","7","34","7","59","13","16","59","18","150","5","16","6","7","34","7","6196500.0"
"178","155","1","154","155","156","153","5","154","6","69","7","7","155","13","154","155","156","153","5","154","6","69","7","7","119","1","120","119","121","153","5","120","11","7","7","7","119","13","120","119","121","153","5","120","11","7","7","7","157","1","99","157","95","153","5","99","6","7","7","7","157","13","99","157","95","153","5","99","6","7","7","7","157","1","99","157","95","153","5","99","6","7","7","7","0","1","2","0","3","153","5","2","6","7","7","7","0","1","20","0","3","153","5","20","6","7","7","7","157","13","99","157","95","153","5","99","6","7","7","7","0","13","2","0","3","153","5","2","6","7","7","7","0","13","20","0","3","153","5","20","6","7","7","7","157","1","99","157","95","153","5","99","6","7","7","7","152","1","120","152","121","153","5","120","6","142","7","7","4978860.0"
"179","157","1","99","157","95","147","5","99","6","7","7","7","157","13","99","157","95","147","5","99","6","7","7","7","59","1","16","59","18","147","5","16","6","4","7","7","59","13","16","59","18","147","5","16","6","4","7","7","56","1","57","56","56","147","5","57","6","4","7","7","56","13","57","56","56","147","5","57","6","4","7","7","158","1","60","158","107","147","5","60","6","7","7","7","158","13","60","158","107","147","5","60","6","7","7","7","59","1","16","59","18","147","5","16","6","7","7","7","59","13","16","59","18","147","5","16","6","7","7","7","56","1","57","56","56","147","5","57","6","67","7","7","56","13","57","56","56","147","5","57","6","67","7","7","59","1","16","59","18","147","5","16","6","67","12","7","59","13","16","59","18","147","5","16","6","67","12","7","0.0"
"18","109","1","8","109","110","159","5","8","11","67","7","7","109","13","8","109","110","159","5","8","11","67","7","7","109","1","8","109","110","159","5","8","6","15","7","7","109","13","8","109","110","159","5","8","6","15","7","7","109","1","86","109","110","159","5","86","49","7","7","7","109","13","86","109","110","159","5","86","49","7","7","7","109","1","8","109","110","159","5","8","11","7","7","7","109","13","8","109","110","159","5","8","11","7","7","7","109","1","8","109","110","159","5","8","6","113","7","7","9","1","8","9","10","159","5","8","11","7","7","7","9","13","8","9","10","159","5","8","11","7","7","7","109","13","8","109","110","159","5","8","6","113","7","7","109","1","86","109","110","159","5","86","6","15","7","7","9","1","14","9","10","159","5","14","11","67","7","7","6135240.0"
"182","17","1","29","17","18","160","38","29","6","7","7","7","17","13","29","17","18","160","38","29","6","7","7","7","158","1","60","158","107","160","38","60","6","7","7","7","158","13","60","158","107","160","38","60","6","7","7","7","59","1","29","59","18","160","38","29","6","108","12","7","59","13","29","59","18","160","38","29","6","108","12","7","17","1","29","17","18","160","38","29","6","7","50","7","17","13","29","17","18","160","38","29","6","7","50","7","56","1","57","56","56","160","38","57","6","108","7","7","56","13","57","56","56","160","38","57","6","108","7","7","17","1","29","17","18","160","38","29","6","67","7","7","17","13","29","17","18","160","38","29","6","67","7","7","75","1","112","75","76","160","38","112","6","108","7","7","75","13","112","75","76","160","38","112","6","108","7","7","749940.0"
"185","70","1","24","70","72","31","5","24","6","67","7","7","70","13","24","70","72","31","5","24","6","67","7","7","157","1","60","157","95","31","5","60","6","7","7","7","157","13","60","157","95","31","5","60","6","7","7","7","56","1","57","56","56","31","5","57","6","108","7","7","56","1","57","56","56","31","5","57","6","7","7","7","56","13","57","56","56","31","5","57","6","108","7","7","56","13","57","56","56","31","5","57","6","7","7","7","59","1","52","59","18","31","5","52","6","108","7","7","59","13","52","59","18","31","5","52","6","108","7","7","17","1","52","17","18","31","5","52","6","7","7","7","17","13","52","17","18","31","5","52","6","7","7","7","17","1","52","17","18","31","5","52","6","42","7","7","17","13","52","17","18","31","5","52","6","42","7","7","7075560.0"
"187","0","1","2","0","3","161","5","2","6","7","7","7","0","13","2","0","3","161","5","2","6","7","7","7","155","1","151","155","156","161","5","151","11","7","7","7","155","13","151","155","156","161","5","151","11","7","7","7","155","1","120","155","156","161","5","120","11","67","7","7","155","13","120","155","156","161","5","120","11","67","7","7","155","1","154","155","156","161","5","154","6","162","7","7","155","13","154","155","156","161","5","154","6","162","7","7","155","1","151","155","156","161","5","151","6","98","7","7","155","13","151","155","156","161","5","151","6","98","7","7","155","1","120","155","156","161","5","120","6","4","7","7","155","13","120","155","156","161","5","120","6","4","7","7","155","1","154","155","156","161","5","154","6","33","7","7","155","13","154","155","156","161","5","154","6","33","7","7","3954660.0"
"188","21","1","20","21","22","163","164","20","6","165","7","7","0","1","2","0","3","163","164","2","6","7","7","7","0","13","2","0","3","163","164","2","6","7","7","7","0","1","2","0","3","163","164","2","6","7","7","7","21","13","20","21","22","163","164","20","6","165","7","7","0","13","2","0","3","163","164","2","6","7","7","7","0","1","20","0","3","163","164","20","6","165","7","7","0","13","20","0","3","163","164","20","6","165","7","7","17","1","29","17","18","163","164","29","6","46","7","7","17","13","29","17","18","163","164","29","6","46","7","7","166","1","136","166","166","163","164","136","6","46","7","7","166","13","136","166","166","163","164","136","6","46","7","7","155","1","154","155","156","163","164","154","11","7","7","7","155","13","154","155","156","163","164","154","11","7","7","7","520140.0"
"19","109","1","14","109","110","162","5","14","11","12","7","7","109","13","14","109","110","162","5","14","11","12","7","7","17","1","16","17","18","162","5","16","11","7","7","7","17","13","16","17","18","162","5","16","11","7","7","7","9","1","8","9","10","162","5","8","6","114","7","7","9","13","8","9","10","162","5","8","6","114","7","7","17","1","16","17","18","162","5","16","6","162","7","7","17","13","16","17","18","162","5","16","6","162","7","7","21","1","20","21","22","162","5","20","6","162","7","7","21","13","20","21","22","162","5","20","6","162","7","7","0","1","2","0","3","162","5","2","6","7","7","7","0","13","2","0","3","162","5","2","6","7","7","7","0","1","2","0","3","162","5","2","6","69","7","7","0","13","2","0","3","162","5","2","6","69","7","7","240780.0"
"192","134","1","133","134","135","161","125","133","6","7","7","7","134","13","133","134","135","161","125","133","6","7","7","7","17","1","52","17","18","161","125","52","6","7","7","7","17","13","52","17","18","161","125","52","6","7","7","7","23","1","24","23","25","161","125","24","11","12","7","7","23","13","24","23","25","161","125","24","11","12","7","7","17","1","52","17","18","161","125","52","6","7","7","7","23","1","24","23","25","161","125","24","11","7","7","7","17","13","52","17","18","161","125","52","6","7","7","7","23","13","24","23","25","161","125","24","11","7","7","7","23","1","24","23","25","161","125","24","6","42","7","7","23","13","24","23","25","161","125","24","6","42","7","7","23","1","71","23","25","161","125","71","6","7","7","7","23","13","71","23","25","161","125","71","6","7","7","7","1532820.0"
"194","70","1","24","70","72","101","167","24","11","7","7","7","70","13","24","70","72","101","167","24","11","7","7","7","70","1","24","70","72","101","167","24","11","7","7","7","17","1","52","17","18","101","167","52","11","7","7","7","70","13","24","70","72","101","167","24","11","7","7","7","17","13","52","17","18","101","167","52","11","7","7","7","70","1","24","70","72","101","167","24","11","50","7","7","17","1","52","17","18","101","167","52","6","7","7","7","17","13","52","17","18","101","167","52","6","7","7","7","70","13","24","70","72","101","167","24","11","50","7","7","70","1","71","70","72","101","167","71","6","15","7","7","70","13","71","70","72","101","167","71","6","15","7","7","70","1","28","70","72","101","167","28","6","42","7","7","17","1","52","17","18","101","167","52","6","33","7","7","2124000.0"
"195","17","1","52","17","18","113","168","52","6","113","7","7","17","13","52","17","18","113","168","52","6","113","7","7","35","1","2","35","36","113","168","2","6","7","7","7","35","13","2","35","36","113","168","2","6","7","7","7","0","1","20","0","3","113","168","20","6","101","7","7","0","13","20","0","3","113","168","20","6","101","7","7","0","1","20","0","3","113","168","20","6","101","7","7","35","1","2","35","36","113","168","2","6","105","7","7","0","13","20","0","3","113","168","20","6","101","7","7","35","13","2","35","36","113","168","2","6","105","7","7","35","1","2","35","36","113","168","2","6","44","7","7","35","13","2","35","36","113","168","2","6","44","7","7","119","1","120","119","121","113","168","120","11","7","7","7","119","13","120","119","121","113","168","120","11","7","7","7","483300.0"
"198","109","1","86","109","110","73","5","86","11","7","7","7","109","13","86","109","110","73","5","86","11","7","7","7","109","1","43","109","110","73","5","43","11","12","7","7","109","13","43","109","110","73","5","43","11","12","7","7","109","1","43","109","110","73","5","43","6","169","7","7","109","13","43","109","110","73","5","43","6","169","7","7","17","1","52","17","18","73","5","52","6","7","12","7","109","1","86","109","110","73","5","86","11","12","7","7","109","13","86","109","110","73","5","86","11","12","7","7","17","13","52","17","18","73","5","52","6","7","12","7","109","1","8","109","110","73","5","8","6","44","7","7","109","13","8","109","110","73","5","8","6","44","7","7","109","1","86","109","110","73","5","86","6","67","7","7","109","13","86","109","110","73","5","86","6","67","7","7","6035700.0"
"199","0","1","2","0","3","170","5","2","6","7","7","7","0","13","2","0","3","170","5","2","6","7","7","7","0","1","20","0","3","170","5","20","6","80","7","7","0","1","2","0","3","170","5","2","6","7","7","7","0","13","2","0","3","170","5","2","6","7","7","7","0","1","2","0","3","170","5","2","6","7","7","7","0","13","20","0","3","170","5","20","6","80","7","7","0","1","20","0","3","170","5","20","6","7","7","7","0","13","20","0","3","170","5","20","6","7","7","7","119","1","154","119","121","170","5","154","11","7","7","7","0","13","2","0","3","170","5","2","6","7","7","7","119","13","154","119","121","170","5","154","11","7","7","7","119","1","154","119","121","170","5","154","11","7","7","7","119","13","154","119","121","170","5","154","11","7","7","7","7487820.0"
"20","9","1","14","9","10","171","172","14","11","12","7","7","9","13","14","9","10","171","172","14","11","12","7","7","17","1","29","17","18","171","172","29","6","7","7","7","9","1","14","9","10","171","172","14","6","15","7","7","9","13","14","9","10","171","172","14","6","15","7","7","17","13","29","17","18","171","172","29","6","7","7","7","9","1","32","9","10","171","172","32","6","89","7","7","9","13","32","9","10","171","172","32","6","89","7","7","9","1","32","9","10","171","172","32","11","67","7","7","9","13","32","9","10","171","172","32","11","67","7","7","9","1","32","9","10","171","172","32","6","142","7","7","9","13","32","9","10","171","172","32","6","142","7","7","9","1","86","9","10","171","172","86","6","58","7","7","9","13","86","9","10","171","172","86","6","58","7","7","3141240.0"
"200","173","1","112","173","72","64","5","112","6","12","7","7","173","13","112","173","72","64","5","112","6","12","7","7","157","1","99","157","95","64","5","99","6","7","7","7","157","13","99","157","95","64","5","99","6","7","7","7","59","1","81","59","18","64","5","81","6","12","7","7","59","13","81","59","18","64","5","81","6","12","7","7","59","1","81","59","18","64","5","81","6","7","12","7","59","13","81","59","18","64","5","81","6","7","12","7","56","1","57","56","56","64","5","57","6","12","7","7","56","13","57","56","56","64","5","57","6","12","7","7","0","1","120","0","3","64","5","120","6","12","7","7","155","1","120","155","156","64","5","120","6","12","7","7","0","13","120","0","3","64","5","120","6","12","7","7","155","13","120","155","156","64","5","120","6","12","7","7","0.0"
"201","175","1","81","175","18","89","174","81","6","63","7","7","17","1","81","17","18","89","174","81","6","63","7","7","175","13","81","175","18","89","174","81","6","63","7","7","17","13","81","17","18","89","174","81","6","63","7","7","123","1","39","123","143","89","174","39","6","7","7","7","123","13","39","123","143","89","174","39","6","7","7","7","123","1","39","123","143","89","174","39","11","12","7","7","123","13","39","123","143","89","174","39","11","12","7","7","123","1","39","123","143","89","174","39","6","67","7","7","123","13","39","123","143","89","174","39","6","67","7","7","123","1","39","123","143","89","174","39","11","7","7","7","123","13","39","123","143","89","174","39","11","7","7","7","123","1","39","123","143","89","174","39","6","12","7","7","123","13","39","123","143","89","174","39","6","12","7","7","3950100.0"
"203","17","1","29","17","18","108","176","29","6","108","7","7","17","13","29","17","18","108","176","29","6","108","7","7","21","1","20","21","22","108","176","20","6","108","7","7","21","13","20","21","22","108","176","20","6","108","7","7","0","1","2","0","3","108","176","2","6","7","7","7","0","13","2","0","3","108","176","2","6","7","7","7","35","1","20","35","36","108","176","20","6","108","7","7","35","13","20","35","36","108","176","20","6","108","7","7","0","1","2","0","3","108","176","2","6","108","7","7","0","13","2","0","3","108","176","2","6","108","7","7","56","1","57","56","56","108","176","57","6","108","7","7","56","13","57","56","56","108","176","57","6","108","7","7","59","1","29","59","18","108","176","29","6","108","7","7","59","13","29","59","18","108","176","29","6","108","7","7","0.0"
"206","17","1","29","17","18","78","177","29","6","7","7","7","17","13","29","17","18","78","177","29","6","7","7","7","21","1","20","21","22","78","177","20","6","78","7","7","21","13","20","21","22","78","177","20","6","78","7","7","0","1","20","0","3","78","177","20","6","78","7","7","0","13","20","0","3","78","177","20","6","78","7","7","94","1","99","94","95","78","177","99","11","7","7","7","94","13","99","94","95","78","177","99","11","7","7","7","94","1","99","94","95","78","177","99","6","4","7","7","94","13","99","94","95","78","177","99","6","4","7","7","59","1","29","59","18","78","177","29","6","7","7","7","59","13","29","59","18","78","177","29","6","7","7","7","59","1","29","59","18","78","177","29","6","4","7","7","59","13","29","59","18","78","177","29","6","4","7","7","1011000.0"
"207","75","1","86","75","76","178","179","86","11","7","7","7","75","1","43","75","76","178","179","43","11","12","7","7","75","13","86","75","76","178","179","86","11","7","7","7","75","13","43","75","76","178","179","43","11","12","7","7","75","1","86","75","76","178","179","86","11","7","7","7","75","1","43","75","76","178","179","43","6","34","7","7","75","13","86","75","76","178","179","86","11","7","7","7","75","13","43","75","76","178","179","43","6","34","7","7","75","1","43","75","76","178","179","43","6","44","7","7","75","13","43","75","76","178","179","43","6","44","7","7","75","1","32","75","76","178","179","32","11","12","7","7","75","13","32","75","76","178","179","32","11","12","7","7","75","1","43","75","76","178","179","43","11","7","7","7","75","1","86","75","76","178","179","86","11","7","7","7","1645200.0"
"208","70","1","71","70","72","63","5","71","11","7","7","7","70","13","71","70","72","63","5","71","11","7","7","7","70","1","28","70","72","63","5","28","11","7","7","7","70","13","28","70","72","63","5","28","11","7","7","7","70","1","71","70","72","63","5","71","11","7","7","7","70","13","71","70","72","63","5","71","11","7","7","7","70","1","71","70","72","63","5","71","6","67","7","7","70","13","71","70","72","63","5","71","6","67","7","7","70","1","24","70","72","63","5","24","11","67","7","7","70","13","24","70","72","63","5","24","11","67","7","7","70","1","28","70","72","63","5","28","6","12","7","7","70","13","28","70","72","63","5","28","6","12","7","7","70","1","71","70","72","63","5","71","6","103","7","7","70","13","71","70","72","63","5","71","6","103","7","7","3203460.0"
"209","75","1","32","75","76","180","38","32","11","7","7","7","75","13","32","75","76","180","38","32","11","7","7","7","75","1","45","75","76","180","38","45","11","7","7","7","75","13","45","75","76","180","38","45","11","7","7","7","75","1","45","75","76","180","38","45","6","181","7","7","75","13","45","75","76","180","38","45","6","181","7","7","75","1","86","75","76","180","38","86","49","7","7","7","75","13","86","75","76","180","38","86","49","7","7","7","75","1","32","75","76","180","38","32","6","113","7","7","75","13","32","75","76","180","38","32","6","113","7","7","75","1","43","75","76","180","38","43","6","117","7","7","75","13","43","75","76","180","38","43","6","117","7","7","17","1","29","17","18","180","38","29","6","180","7","7","17","13","29","17","18","180","38","29","6","180","7","7","492780.0"
"21","9","1","14","9","10","150","172","14","11","7","7","7","9","13","14","9","10","150","172","14","11","7","7","7","9","1","43","9","10","150","172","43","6","182","7","7","9","13","43","9","10","150","172","43","6","182","7","7","17","1","29","17","18","150","172","29","6","7","7","7","9","1","8","9","10","150","172","8","6","7","7","7","9","1","8","9","10","150","172","8","6","98","7","7","9","13","8","9","10","150","172","8","6","7","7","7","9","13","8","9","10","150","172","8","6","98","7","7","17","13","29","17","18","150","172","29","6","7","7","7","9","1","8","9","10","150","172","8","6","117","7","7","9","1","32","9","10","150","172","32","6","98","7","7","9","13","32","9","10","150","172","32","6","98","7","7","9","1","32","9","10","150","172","32","6","61","7","7","3293100.0"
"210","75","1","43","75","76","183","27","43","6","12","7","7","75","13","43","75","76","183","27","43","6","12","7","7","75","1","32","75","76","183","27","32","11","12","7","7","75","13","32","75","76","183","27","32","11","12","7","7","75","1","32","75","76","183","27","32","6","89","7","7","75","13","32","75","76","183","27","32","6","89","7","7","75","1","43","75","76","183","27","43","6","61","7","7","75","13","43","75","76","183","27","43","6","61","7","7","75","1","32","75","76","183","27","32","6","37","7","7","75","13","32","75","76","183","27","32","6","37","7","7","17","1","29","17","18","183","27","29","6","7","7","7","17","13","29","17","18","183","27","29","6","7","7","7","75","1","43","75","76","183","27","43","6","142","7","7","75","13","43","75","76","183","27","43","6","142","7","7","892800.0"
"211","17","1","29","17","18","184","27","29","6","7","7","7","17","13","29","17","18","184","27","29","6","7","7","7","21","1","120","21","22","184","27","120","6","98","7","7","21","13","120","21","22","184","27","120","6","98","7","7","21","1","154","21","22","184","27","154","6","186","7","7","21","13","154","21","22","184","27","154","6","186","7","7","0","1","2","0","3","184","27","2","6","7","7","7","0","13","2","0","3","184","27","2","6","7","7","7","0","1","20","0","3","184","27","20","6","187","7","7","0","13","20","0","3","184","27","20","6","187","7","7","59","1","29","59","18","184","27","29","6","7","7","7","59","13","29","59","18","184","27","29","6","7","7","7","59","1","29","59","18","184","27","29","6","185","7","7","59","13","29","59","18","184","27","29","6","185","7","7","128520.0"
"212","75","1","32","75","76","188","38","32","11","7","7","7","75","13","32","75","76","188","38","32","11","7","7","7","75","1","32","75","76","188","38","32","11","67","7","7","75","13","32","75","76","188","38","32","11","67","7","7","75","1","32","75","76","188","38","32","6","15","7","7","17","1","29","17","18","188","38","29","6","7","7","7","75","13","32","75","76","188","38","32","6","15","7","7","17","13","29","17","18","188","38","29","6","7","7","7","75","1","43","75","76","188","38","43","6","114","7","7","75","13","43","75","76","188","38","43","6","114","7","7","75","1","32","75","76","188","38","32","6","51","7","7","75","13","32","75","76","188","38","32","6","51","7","7","17","1","29","17","18","188","38","29","6","7","12","7","17","13","29","17","18","188","38","29","6","7","12","7","1038480.0"
"214","75","1","32","75","76","147","38","32","11","67","7","7","75","13","32","75","76","147","38","32","11","67","7","7","75","1","32","75","76","147","38","32","6","19","7","7","75","13","32","75","76","147","38","32","6","19","7","7","75","1","14","75","76","147","38","14","6","67","7","7","75","1","43","75","76","147","38","43","6","189","7","7","75","13","14","75","76","147","38","14","6","67","7","7","75","13","43","75","76","147","38","43","6","189","7","7","17","1","29","17","18","147","38","29","6","7","67","7","17","13","29","17","18","147","38","29","6","7","67","7","75","1","32","75","76","147","38","32","11","12","7","7","75","13","32","75","76","147","38","32","11","12","7","7","75","1","32","75","76","147","38","32","6","114","7","7","75","13","32","75","76","147","38","32","6","114","7","7","1415280.0"
"215","40","1","45","40","41","190","38","45","11","7","7","7","40","13","45","40","41","190","38","45","11","7","7","7","40","1","45","40","41","190","38","45","6","132","7","7","40","13","45","40","41","190","38","45","6","132","7","7","40","1","154","40","41","190","38","154","6","79","7","7","40","13","154","40","41","190","38","154","6","79","7","7","17","1","29","17","18","190","38","29","6","7","7","7","17","13","29","17","18","190","38","29","6","7","7","7","17","1","29","17","18","190","38","29","6","190","7","7","17","13","29","17","18","190","38","29","6","190","7","7","21","1","20","21","22","190","38","20","6","73","7","7","21","13","20","21","22","190","38","20","6","73","7","7","0","1","20","0","3","190","38","20","6","73","7","7","0","13","20","0","3","190","38","20","6","73","7","7","751320.0"
"218","194","1","193","194","195","191","179","193","6","196","7","7","194","13","193","194","195","191","179","193","6","196","7","7","194","1","197","194","195","191","179","197","6","117","7","7","194","13","197","194","195","191","179","197","6","117","7","7","194","1","197","194","195","191","179","197","6","196","7","7","194","13","197","194","195","191","179","197","6","196","7","7","194","1","193","194","195","191","179","193","6","188","7","7","194","13","193","194","195","191","179","193","6","188","7","7","59","1","52","59","18","191","179","52","6","7","7","7","59","13","52","59","18","191","179","52","6","7","7","7","56","1","57","56","56","191","179","57","6","192","7","7","56","13","57","56","56","191","179","57","6","192","7","7","21","1","20","21","22","191","179","20","6","192","7","7","59","1","52","59","18","191","179","52","6","192","7","7","3000.0"
