"Id","concept:name_1","lifecycle:transition_1","org:resource_1","Activity_1","Resource_1","Work_Order_Qty_1","Part_Desc__1","Worker_ID_1","Report_Type_1","Qty_Completed_1","Qty_Rejected_1","Qty_for_MRB_1","concept:name_2","lifecycle:transition_2","org:resource_2","Activity_2","Resource_2","Work_Order_Qty_2","Part_Desc__2","Worker_ID_2","Report_Type_2","Qty_Completed_2","Qty_Rejected_2","Qty_for_MRB_2","concept:name_3","lifecycle:transition_3","org:resource_3","Activity_3","Resource_3","Work_Order_Qty_3","Part_Desc__3","Worker_ID_3","Report_Type_3","Qty_Completed_3","Qty_Rejected_3","Qty_for_MRB_3","concept:name_4","lifecycle:transition_4","org:resource_4","Activity_4","Resource_4","Work_Order_Qty_4","Part_Desc__4","Worker_ID_4","Report_Type_4","Qty_Completed_4","Qty_Rejected_4","Qty_for_MRB_4","remainingTime"
"256","98","9","31","98","123","50","127","31","6","67","8","8","98","1","31","98","123","50","127","31","6","67","8","8","98","9","2","98","123","50","127","2","6","204","8","8","98","1","2","98","123","50","127","2","6","204","8","8","3048960.0"
"257","35","9","46","35","36","125","5","46","10","8","8","8","35","1","46","35","36","125","5","46","10","8","8","8","35","9","2","35","36","125","5","2","10","7","8","8","35","1","2","35","36","125","5","2","10","7","8","8","6799920.0"
"258","57","9","46","57","58","47","23","46","10","7","8","8","57","1","46","57","58","47","23","46","10","7","8","8","57","9","46","57","58","47","23","46","6","7","8","8","57","1","46","57","58","47","23","46","6","7","8","8","1638600.0"
"259","52","9","54","52","53","205","124","54","10","8","8","8","52","1","54","52","53","205","124","54","10","8","8","8","52","9","54","52","53","205","124","54","6","49","8","8","52","1","54","52","53","205","124","54","6","49","8","8","6167100.0"
"26","0","9","41","0","3","162","87","41","10","8","8","8","0","1","41","0","3","162","87","41","10","8","8","8","0","9","46","0","3","162","87","46","10","7","8","8","0","1","46","0","3","162","87","46","10","7","8","8","3637440.0"
"260","57","9","20","57","58","206","23","20","10","8","8","8","57","1","20","57","58","206","23","20","10","8","8","8","57","9","20","57","58","206","23","20","10","7","8","8","57","1","20","57","58","206","23","20","10","7","8","8","4745040.0"
"261","19","9","31","19","21","102","40","31","10","8","8","8","19","1","31","19","21","102","40","31","10","8","8","8","19","9","31","19","21","102","40","31","6","181","8","8","19","1","31","19","21","102","40","31","6","181","8","8","610080.0"
"262","57","9","41","57","58","158","15","41","10","49","8","8","57","1","41","57","58","158","15","41","10","49","8","8","57","9","20","57","58","158","15","20","10","8","8","8","57","1","20","57","58","158","15","20","10","8","8","8","220140.0"
"263","19","9","25","19","21","22","207","25","10","8","8","8","19","1","25","19","21","22","207","25","10","8","8","8","19","9","25","19","21","22","207","25","10","8","8","8","19","1","25","19","21","22","207","25","10","8","8","8","1666920.0"
"264","57","9","66","57","58","208","40","66","10","49","8","8","57","1","66","57","58","208","40","66","10","49","8","8","57","9","66","57","58","208","40","66","6","49","8","8","57","9","20","57","58","208","40","20","6","84","8","8","248460.0"
"265","98","9","31","98","123","173","164","31","10","8","8","8","98","1","31","98","123","173","164","31","10","8","8","8","98","9","31","98","123","173","164","31","6","173","8","8","98","1","31","98","123","173","164","31","6","173","8","8","1222500.0"
"266","43","9","55","43","13","209","5","55","6","8","8","8","43","1","55","43","13","209","5","55","6","8","8","8","35","9","78","35","36","209","5","78","10","8","8","8","35","1","78","35","36","209","5","78","10","8","8","8","7376760.0"
"267","0","9","41","0","3","149","150","41","10","8","8","8","0","1","41","0","3","149","150","41","10","8","8","8","0","9","46","0","3","149","150","46","10","49","8","8","0","1","46","0","3","149","150","46","10","49","8","8","7256760.0"
"268","19","9","31","19","21","99","210","31","10","7","8","8","19","1","31","19","21","99","210","31","10","7","8","8","19","9","31","19","21","99","210","31","10","8","8","8","43","9","12","43","13","99","210","12","6","8","8","8","1865820.0"
"269","19","9","31","19","21","86","23","31","10","8","8","8","19","1","31","19","21","86","23","31","10","8","8","8","19","9","31","19","21","86","23","31","10","211","8","8","43","9","44","43","13","86","23","44","6","8","8","8","1717860.0"
"27","19","9","31","19","21","86","23","31","10","8","8","8","19","1","31","19","21","86","23","31","10","8","8","8","19","9","31","19","21","86","23","31","10","7","8","8","19","1","31","19","21","86","23","31","10","7","8","8","518100.0"
"271","35","9","2","35","36","125","5","2","10","8","8","8","35","9","2","35","36","125","5","2","10","8","8","8","35","1","2","35","36","125","5","2","10","8","8","8","35","1","2","35","36","125","5","2","10","8","8","8","6660000.0"
"272","17","9","16","17","18","67","15","16","10","8","8","8","17","1","16","17","18","67","15","16","10","8","8","8","17","9","54","17","18","67","15","54","10","7","8","8","17","1","54","17","18","67","15","54","10","7","8","8","1421880.0"
"273","17","9","16","17","18","86","15","16","10","7","8","8","17","1","16","17","18","86","15","16","10","7","8","8","17","9","16","17","18","86","15","16","6","59","8","8","17","9","51","17","18","86","15","51","6","142","8","8","1907760.0"
"274","19","9","25","19","21","59","15","25","10","7","8","8","19","1","25","19","21","59","15","25","10","7","8","8","19","9","25","19","21","59","15","25","34","8","8","8","43","9","44","43","13","59","15","44","6","8","8","8","150900.0"
"277","197","9","198","197","199","59","5","198","6","59","8","8","197","1","198","197","199","59","5","198","6","59","8","8","43","9","96","43","13","59","5","96","6","59","8","8","43","1","96","43","13","59","5","96","6","59","8","8","562440.0"
"28","57","9","46","57","58","136","23","46","10","8","8","8","57","1","46","57","58","136","23","46","10","8","8","8","57","9","46","57","58","136","23","46","10","59","8","8","57","1","46","57","58","136","23","46","10","59","8","8","3521700.0"
"29","52","9","51","52","53","169","5","51","10","8","8","8","52","1","51","52","53","169","5","51","10","8","8","8","52","9","54","52","53","169","5","54","10","8","8","8","52","1","54","52","53","169","5","54","10","8","8","8","3616980.0"
"3","35","9","41","35","36","4","5","41","10","49","8","8","43","9","55","43","13","4","5","55","10","8","8","8","35","1","41","35","36","4","5","41","10","49","8","8","43","1","55","43","13","4","5","55","10","8","8","8","1580340.0"
"30","35","9","20","35","36","47","5","20","10","142","8","8","43","9","55","43","13","47","5","55","6","8","8","8","43","1","55","43","13","47","5","55","6","8","8","8","35","1","20","35","36","47","5","20","10","142","8","8","95220.0"
"31","0","9","2","0","3","181","5","2","10","8","8","8","0","1","2","0","3","181","5","2","10","8","8","8","0","9","2","0","3","181","5","2","10","7","8","8","0","1","2","0","3","181","5","2","10","7","8","8","3198480.0"
"32","35","9","46","35","36","145","28","46","10","8","8","8","35","1","46","35","36","145","28","46","10","8","8","8","35","9","78","35","36","145","28","78","10","8","8","8","35","1","78","35","36","145","28","78","10","8","8","8","2530800.0"
"33","57","9","46","57","58","181","23","46","10","7","8","8","57","1","46","57","58","181","23","46","10","7","8","8","43","9","12","43","13","181","23","12","6","8","8","8","57","9","46","57","58","181","23","46","10","7","8","8","1975920.0"
"34","52","9","51","52","53","67","28","51","10","7","8","8","52","1","51","52","53","67","28","51","10","7","8","8","52","9","16","52","53","67","28","16","10","7","8","8","52","1","16","52","53","67","28","16","10","7","8","8","2005560.0"
"35","35","9","78","35","36","39","5","78","10","8","8","8","35","1","78","35","36","39","5","78","10","8","8","8","35","9","46","35","36","39","5","46","10","8","8","8","35","1","46","35","36","39","5","46","10","8","8","8","2432040.0"
"36","35","9","20","35","36","67","5","20","10","8","8","8","35","1","20","35","36","67","5","20","10","8","8","8","35","9","78","35","36","67","5","78","10","7","8","8","35","1","78","35","36","67","5","78","10","7","8","8","1512540.0"
"37","19","9","31","19","21","158","23","31","10","7","8","8","81","9","54","81","18","158","23","54","6","8","8","8","81","1","54","81","18","158","23","54","6","8","8","8","19","1","31","19","21","158","23","31","10","7","8","8","1937640.0"
"38","0","9","41","0","3","126","5","41","10","8","8","8","0","1","41","0","3","126","5","41","10","8","8","8","35","9","78","35","36","126","5","78","10","7","8","8","35","1","78","35","36","126","5","78","10","7","8","8","4820880.0"
"39","52","9","54","52","53","4","15","54","10","7","8","8","52","1","54","52","53","4","15","54","10","7","8","8","52","9","54","52","53","4","15","54","10","7","8","8","43","9","44","43","13","4","15","44","6","8","8","8","457620.0"
"4","65","9","2","65","36","39","5","2","10","8","8","8","65","1","2","65","36","39","5","2","10","8","8","8","35","9","20","35","36","39","5","20","10","7","8","8","43","9","96","43","13","39","5","96","6","7","8","8","82560.0"
"40","81","9","16","81","18","158","15","16","10","8","8","8","81","1","16","81","18","158","15","16","10","8","8","8","81","9","54","81","18","158","15","54","10","7","8","8","81","1","54","81","18","158","15","54","10","7","8","8","1217940.0"
"41","17","9","16","17","18","67","15","16","10","7","8","8","17","1","16","17","18","67","15","16","10","7","8","8","17","9","16","17","18","67","15","16","10","8","8","8","43","9","12","43","13","67","15","12","6","8","8","8","1652460.0"
"42","57","9","46","57","58","50","15","46","10","7","8","8","57","1","46","57","58","50","15","46","10","7","8","8","57","9","46","57","58","50","15","46","6","67","8","8","57","1","46","57","58","50","15","46","6","67","8","8","496800.0"
"43","19","9","25","19","21","121","23","25","10","8","8","8","19","1","25","19","21","121","23","25","10","8","8","8","19","9","31","19","21","121","23","31","10","7","8","8","43","9","12","43","13","121","23","12","6","8","8","8","387600.0"
"44","212","9","51","212","53","213","214","51","10","8","8","8","212","1","51","212","53","213","214","51","10","8","8","8","212","9","54","212","53","213","214","54","10","7","8","8","212","1","54","212","53","213","214","54","10","7","8","8","2151900.0"
"45","57","9","46","57","58","39","15","46","10","7","8","8","57","1","46","57","58","39","15","46","10","7","8","8","57","9","20","57","58","39","15","20","10","7","8","8","57","1","20","57","58","39","15","20","10","7","8","8","636540.0"
"46","57","9","78","57","58","4","23","78","10","8","8","8","57","1","78","57","58","4","23","78","10","8","8","8","57","9","20","57","58","4","23","20","10","8","8","8","57","1","20","57","58","4","23","20","10","8","8","8","205380.0"
"47","19","9","25","19","21","4","23","25","10","7","8","8","19","1","25","19","21","4","23","25","10","7","8","8","19","9","25","19","21","4","23","25","34","8","8","8","43","9","12","43","13","4","23","12","6","8","8","8","1420200.0"
"48","0","9","41","0","3","181","5","41","10","8","8","8","0","1","41","0","3","181","5","41","10","8","8","8","0","9","2","0","3","181","5","2","10","49","8","8","0","1","2","0","3","181","5","2","10","49","8","8","3160020.0"
"49","19","9","31","19","21","26","23","31","10","8","8","8","43","9","55","43","13","26","23","55","10","8","8","8","19","1","31","19","21","26","23","31","10","8","8","8","43","1","55","43","13","26","23","55","10","8","8","8","1268580.0"
"5","19","9","31","19","21","39","40","31","10","8","8","8","19","1","31","19","21","39","40","31","10","8","8","8","19","9","31","19","21","39","40","31","6","142","8","8","19","1","31","19","21","39","40","31","6","142","8","8","0.0"
"50","57","9","31","57","58","173","23","31","10","8","8","8","57","1","31","57","58","173","23","31","10","8","8","8","57","9","31","57","58","173","23","31","10","8","8","8","57","1","31","57","58","173","23","31","10","8","8","8","1459620.0"
"52","19","9","31","19","21","215","23","31","6","162","8","8","19","1","31","19","21","215","23","31","6","162","8","8","19","9","25","19","21","215","23","25","10","8","8","8","19","1","25","19","21","215","23","25","10","8","8","8","638520.0"
"53","19","9","31","19","21","4","216","31","10","8","8","8","19","1","31","19","21","4","216","31","10","8","8","8","19","9","25","19","21","4","216","25","10","8","8","8","19","1","25","19","21","4","216","25","10","8","8","8","890880.0"
"54","0","9","78","0","3","30","23","78","10","8","8","8","0","1","78","0","3","30","23","78","10","8","8","8","0","9","41","0","3","30","23","41","10","8","8","8","0","1","41","0","3","30","23","41","10","8","8","8","294240.0"
"55","212","9","51","212","53","217","40","51","10","7","8","8","212","1","51","212","53","217","40","51","10","7","8","8","212","9","54","212","53","217","40","54","10","8","8","8","212","1","54","212","53","217","40","54","10","8","8","8","3297180.0"
"56","98","9","25","98","21","30","15","25","34","8","8","8","98","1","25","98","21","30","15","25","34","8","8","8","98","9","31","98","21","30","15","31","10","8","8","8","75","9","76","75","75","30","15","76","6","30","8","8","44340.0"
"58","69","9","70","69","71","64","33","70","10","8","8","8","69","1","70","69","71","64","33","70","10","8","8","8","69","9","70","69","71","64","33","70","10","8","8","8","69","1","70","69","71","64","33","70","10","8","8","8","904980.0"
"59","57","9","46","57","58","4","23","46","10","49","8","8","57","1","46","57","58","4","23","46","10","49","8","8","57","9","78","57","58","4","23","78","6","26","8","8","57","1","78","57","58","4","23","78","6","26","8","8","416040.0"
"6","19","9","31","19","21","218","40","31","10","7","8","8","19","9","31","19","21","218","40","31","10","8","8","8","19","1","31","19","21","218","40","31","10","7","8","8","19","1","31","19","21","218","40","31","10","8","8","8","1795140.0"
"60","98","9","25","98","21","39","219","25","10","8","8","8","98","1","25","98","21","39","219","25","10","8","8","8","133","9","132","133","134","39","219","132","6","39","8","8","133","1","132","133","134","39","219","132","6","39","8","8","409200.0"
"61","17","9","16","17","18","79","155","16","10","7","8","8","17","9","16","17","18","79","155","16","34","8","8","8","17","1","16","17","18","79","155","16","34","8","8","8","17","1","16","17","18","79","155","16","10","7","8","8","3623040.0"
"62","19","9","25","19","21","173","23","25","10","8","8","8","19","1","25","19","21","173","23","25","10","8","8","8","19","9","25","19","21","173","23","25","34","8","8","8","19","1","25","19","21","173","23","25","34","8","8","8","2434920.0"
"63","0","9","20","0","3","220","5","20","10","8","8","8","0","1","20","0","3","220","5","20","10","8","8","8","0","9","20","0","3","220","5","20","10","8","8","8","0","1","20","0","3","220","5","20","10","8","8","8","4246320.0"
"64","35","9","78","35","36","221","5","78","10","49","8","8","35","1","78","35","36","221","5","78","10","49","8","8","35","9","2","35","36","221","5","2","6","222","8","8","35","1","2","35","36","221","5","2","6","222","8","8","256200.0"
"65","17","9","16","17","18","56","40","16","6","83","8","8","17","1","16","17","18","56","40","16","6","83","8","8","43","9","12","43","13","56","40","12","6","8","8","8","43","1","12","43","13","56","40","12","6","8","8","8","691260.0"
"66","98","9","25","98","21","4","100","25","10","7","8","8","98","1","25","98","21","4","100","25","10","7","8","8","98","9","25","98","21","4","100","25","6","173","8","8","98","1","25","98","21","4","100","25","6","173","8","8","1800000.0"
"67","35","9","78","35","36","125","5","78","10","7","8","8","35","9","78","35","36","125","5","78","6","86","8","8","35","1","78","35","36","125","5","78","10","7","8","8","35","1","78","35","36","125","5","78","6","86","8","8","4638360.0"
"68","225","9","224","225","226","211","15","224","6","211","8","8","225","1","224","225","226","211","15","224","6","211","8","8","98","9","223","98","21","211","15","223","6","8","8","8","98","1","223","98","21","211","15","223","6","8","8","8","163800.0"
"69","227","9","31","227","21","83","23","31","10","83","8","8","227","1","31","227","21","83","23","31","10","83","8","8","75","9","76","75","75","83","23","76","6","83","8","8","75","1","76","75","75","83","23","76","6","83","8","8","35880.0"
"7","0","9","41","0","3","142","40","41","10","8","8","8","0","1","41","0","3","142","40","41","10","8","8","8","228","9","2","228","3","142","40","2","10","8","8","8","228","1","2","228","3","142","40","2","10","8","8","8","358200.0"
"70","17","9","16","17","18","37","229","16","10","8","8","8","17","9","16","17","18","37","229","16","34","8","8","8","17","1","16","17","18","37","229","16","34","8","8","8","17","1","16","17","18","37","229","16","10","8","8","8","3245640.0"
"71","52","9","54","52","53","42","15","54","10","7","8","8","52","1","54","52","53","42","15","54","10","7","8","8","52","9","54","52","53","42","15","54","6","24","8","8","52","1","54","52","53","42","15","54","6","24","8","8","606180.0"
"72","19","9","25","19","21","86","15","25","10","8","8","8","19","1","25","19","21","86","15","25","10","8","8","8","19","9","25","19","21","86","15","25","6","86","8","8","19","1","25","19","21","86","15","25","6","86","8","8","671400.0"
"73","0","9","2","0","3","47","191","2","10","8","8","8","0","1","2","0","3","47","191","2","10","8","8","8","0","9","78","0","3","47","191","78","10","8","8","8","0","1","78","0","3","47","191","78","10","8","8","8","941040.0"
"74","75","9","76","75","75","59","23","76","6","59","8","8","75","1","76","75","75","59","23","76","6","59","8","8","95","9","44","95","13","59","23","44","6","8","8","8","95","1","44","95","13","59","23","44","6","8","8","8","27960.0"
"75","19","9","31","19","21","4","23","31","10","8","8","8","19","1","31","19","21","4","23","31","10","8","8","8","19","9","31","19","21","4","23","31","10","8","8","8","19","1","31","19","21","4","23","31","10","8","8","8","1621200.0"
"76","230","9","70","230","144","84","23","70","6","84","8","8","230","1","70","230","144","84","23","70","6","84","8","8","75","9","76","75","75","84","23","76","6","84","8","8","75","1","76","75","75","84","23","76","6","84","8","8","33540.0"
"77","17","9","54","17","18","79","163","54","10","8","8","8","17","1","54","17","18","79","163","54","10","8","8","8","17","9","54","17","18","79","163","54","10","8","8","8","17","1","54","17","18","79","163","54","10","8","8","8","1787760.0"
"78","35","9","78","35","36","231","5","78","10","49","8","8","35","1","78","35","36","231","5","78","10","49","8","8","35","9","78","35","36","231","5","78","6","86","8","8","35","1","78","35","36","231","5","78","6","86","8","8","2552520.0"
"79","43","9","44","43","13","232","40","44","6","232","8","8","43","1","44","43","13","232","40","44","6","232","8","8","113","9","135","113","114","232","40","135","6","232","8","8","113","1","135","113","114","232","40","135","6","232","8","8","383040.0"
"80","35","9","20","35","36","22","5","20","10","7","8","8","35","1","20","35","36","22","5","20","10","7","8","8","35","9","20","35","36","22","5","20","6","146","8","8","35","1","20","35","36","22","5","20","6","146","8","8","2052480.0"
"81","43","9","12","43","13","183","40","12","6","8","8","8","43","1","12","43","13","183","40","12","6","8","8","8","43","9","12","43","13","183","40","12","6","8","8","8","43","1","12","43","13","183","40","12","6","8","8","8","79740.0"
"82","35","9","78","35","36","37","5","78","10","7","8","8","35","1","78","35","36","37","5","78","10","7","8","8","35","9","78","35","36","37","5","78","6","8","8","8","35","1","78","35","36","37","5","78","6","8","8","8","1594620.0"
"83","35","9","78","35","36","171","28","78","10","8","8","8","35","1","78","35","36","171","28","78","10","8","8","8","35","9","78","35","36","171","28","78","10","7","8","8","35","1","78","35","36","171","28","78","10","7","8","8","425640.0"
"84","19","9","25","19","21","39","103","25","10","7","8","8","19","1","25","19","21","39","103","25","10","7","8","8","19","9","25","19","21","39","103","25","6","86","8","8","19","1","25","19","21","39","103","25","6","86","8","8","1092480.0"
"85","57","9","46","57","58","74","23","46","10","49","8","8","57","1","46","57","58","74","23","46","10","49","8","8","57","9","46","57","58","74","23","46","6","84","8","8","57","1","46","57","58","74","23","46","6","84","8","8","48840.0"
"86","57","9","46","57","58","217","23","46","10","8","8","8","57","1","46","57","58","217","23","46","10","8","8","8","57","9","66","57","58","217","23","66","10","84","8","8","57","1","66","57","58","217","23","66","10","84","8","8","161340.0"
"87","0","9","41","0","3","233","234","41","10","8","8","8","0","1","41","0","3","233","234","41","10","8","8","8","0","9","2","0","3","233","234","2","10","7","8","8","0","1","2","0","3","233","234","2","10","7","8","8","3155280.0"
"89","65","9","2","65","36","147","235","2","10","8","8","8","65","1","2","65","36","147","235","2","10","8","8","8","35","9","41","35","36","147","235","41","10","8","8","8","35","1","41","35","36","147","235","41","10","8","8","8","317340.0"
"9","81","9","54","81","18","67","15","54","10","8","8","8","81","1","54","81","18","67","15","54","10","8","8","8","81","9","16","81","18","67","15","16","10","7","8","8","81","1","16","81","18","67","15","16","10","7","8","8","1841160.0"
"90","57","9","46","57","58","147","235","46","10","8","8","8","57","1","46","57","58","147","235","46","10","8","8","8","57","9","41","57","58","147","235","41","10","59","8","8","57","1","41","57","58","147","235","41","10","59","8","8","436620.0"
"91","35","9","78","35","36","149","236","78","10","8","8","8","35","1","78","35","36","149","236","78","10","8","8","8","35","9","41","35","36","149","236","41","10","59","8","8","35","1","41","35","36","149","236","41","10","59","8","8","530340.0"
"92","57","9","46","57","58","84","23","46","10","8","8","8","57","1","46","57","58","84","23","46","10","8","8","8","57","9","46","57","58","84","23","46","10","7","8","8","57","1","46","57","58","84","23","46","10","7","8","8","1905600.0"
"93","98","9","31","98","21","86","152","31","10","8","8","8","98","9","31","98","21","86","152","31","6","211","8","8","98","1","31","98","21","86","152","31","10","8","8","8","98","1","31","98","21","86","152","31","6","211","8","8","3770640.0"
"95","0","9","20","0","3","237","150","20","10","8","8","8","0","1","20","0","3","237","150","20","10","8","8","8","0","9","2","0","3","237","150","2","10","49","8","8","0","1","2","0","3","237","150","2","10","49","8","8","2659380.0"
"96","43","9","44","43","13","147","23","44","6","8","8","8","43","1","44","43","13","147","23","44","6","8","8","8","43","9","44","43","13","147","23","44","6","147","8","8","43","1","44","43","13","147","23","44","6","147","8","8","140340.0"
"97","43","9","44","43","13","50","23","44","6","50","8","8","43","1","44","43","13","50","23","44","6","50","8","8","113","9","137","113","114","50","23","137","6","238","8","8","113","1","137","113","114","50","23","137","6","238","8","8","924420.0"
"98","43","9","44","43","13","239","23","44","6","240","8","8","43","1","44","43","13","239","23","44","6","240","8","8","113","9","66","113","114","239","23","66","6","204","8","8","113","1","66","113","114","239","23","66","6","204","8","8","64800.0"
"99","43","9","12","43","13","241","124","12","6","8","8","8","43","1","12","43","13","241","124","12","6","8","8","8","43","9","12","43","13","241","124","12","6","8","8","8","43","1","12","43","13","241","124","12","6","8","8","8","567300.0"
