"Id","concept:name_1","lifecycle:transition_1","org:resource_1","Activity_1","Resource_1","Work_Order_Qty_1","Part_Desc__1","Worker_ID_1","Report_Type_1","Qty_Completed_1","Qty_Rejected_1","Qty_for_MRB_1","concept:name_2","lifecycle:transition_2","org:resource_2","Activity_2","Resource_2","Work_Order_Qty_2","Part_Desc__2","Worker_ID_2","Report_Type_2","Qty_Completed_2","Qty_Rejected_2","Qty_for_MRB_2","concept:name_3","lifecycle:transition_3","org:resource_3","Activity_3","Resource_3","Work_Order_Qty_3","Part_Desc__3","Worker_ID_3","Report_Type_3","Qty_Completed_3","Qty_Rejected_3","Qty_for_MRB_3","concept:name_4","lifecycle:transition_4","org:resource_4","Activity_4","Resource_4","Work_Order_Qty_4","Part_Desc__4","Worker_ID_4","Report_Type_4","Qty_Completed_4","Qty_Rejected_4","Qty_for_MRB_4","concept:name_5","lifecycle:transition_5","org:resource_5","Activity_5","Resource_5","Work_Order_Qty_5","Part_Desc__5","Worker_ID_5","Report_Type_5","Qty_Completed_5","Qty_Rejected_5","Qty_for_MRB_5","concept:name_6","lifecycle:transition_6","org:resource_6","Activity_6","Resource_6","Work_Order_Qty_6","Part_Desc__6","Worker_ID_6","Report_Type_6","Qty_Completed_6","Qty_Rejected_6","Qty_for_MRB_6","concept:name_7","lifecycle:transition_7","org:resource_7","Activity_7","Resource_7","Work_Order_Qty_7","Part_Desc__7","Worker_ID_7","Report_Type_7","Qty_Completed_7","Qty_Rejected_7","Qty_for_MRB_7","concept:name_8","lifecycle:transition_8","org:resource_8","Activity_8","Resource_8","Work_Order_Qty_8","Part_Desc__8","Worker_ID_8","Report_Type_8","Qty_Completed_8","Qty_Rejected_8","Qty_for_MRB_8","concept:name_9","lifecycle:transition_9","org:resource_9","Activity_9","Resource_9","Work_Order_Qty_9","Part_Desc__9","Worker_ID_9","Report_Type_9","Qty_Completed_9","Qty_Rejected_9","Qty_for_MRB_9","concept:name_10","lifecycle:transition_10","org:resource_10","Activity_10","Resource_10","Work_Order_Qty_10","Part_Desc__10","Worker_ID_10","Report_Type_10","Qty_Completed_10","Qty_Rejected_10","Qty_for_MRB_10","concept:name_11","lifecycle:transition_11","org:resource_11","Activity_11","Resource_11","Work_Order_Qty_11","Part_Desc__11","Worker_ID_11","Report_Type_11","Qty_Completed_11","Qty_Rejected_11","Qty_for_MRB_11","concept:name_12","lifecycle:transition_12","org:resource_12","Activity_12","Resource_12","Work_Order_Qty_12","Part_Desc__12","Worker_ID_12","Report_Type_12","Qty_Completed_12","Qty_Rejected_12","Qty_for_MRB_12","concept:name_13","lifecycle:transition_13","org:resource_13","Activity_13","Resource_13","Work_Order_Qty_13","Part_Desc__13","Worker_ID_13","Report_Type_13","Qty_Completed_13","Qty_Rejected_13","Qty_for_MRB_13","remainingTime"
"156","23","1","71","23","25","143","144","71","11","7","7","7","23","13","71","23","25","143","144","71","11","7","7","7","23","1","71","23","25","143","144","71","6","100","7","7","23","13","71","23","25","143","144","71","6","100","7","7","23","1","71","23","25","143","144","71","11","12","7","7","23","13","71","23","25","143","144","71","11","12","7","7","23","1","71","23","25","143","144","71","6","34","7","7","23","13","71","23","25","143","144","71","6","34","7","7","23","1","71","23","25","143","144","71","6","7","7","7","23","13","71","23","25","143","144","71","6","7","7","7","17","1","29","17","18","143","144","29","6","7","7","7","17","13","29","17","18","143","144","29","6","7","7","7","59","1","29","59","18","143","144","29","6","7","7","7","755460.0"
"163","56","1","145","56","56","146","96","145","6","126","7","7","56","13","145","56","56","146","96","145","6","126","7","7","59","1","52","59","18","146","96","52","6","126","7","7","59","13","52","59","18","146","96","52","6","126","7","7","30","1","52","30","18","146","96","52","6","4","7","7","30","13","52","30","18","146","96","52","6","4","7","7","30","1","52","30","18","146","96","52","6","102","7","7","30","13","52","30","18","146","96","52","6","102","7","7","122","1","28","122","142","146","96","28","49","7","7","7","122","13","28","122","142","146","96","28","49","7","7","7","59","1","52","59","18","146","96","52","6","7","12","7","59","1","52","59","18","146","96","52","6","66","7","7","56","1","145","56","56","146","96","145","6","15","7","7","5065440.0"
"17","122","1","39","122","142","73","96","39","11","7","7","7","122","13","39","122","142","73","96","39","11","7","7","7","122","1","39","122","142","73","96","39","11","7","7","7","122","13","39","122","142","73","96","39","11","7","7","7","122","1","39","122","142","73","96","39","49","7","7","7","122","13","39","122","142","73","96","39","49","7","7","7","122","1","39","122","142","73","96","39","6","7","7","7","122","1","148","122","142","73","96","148","6","88","7","7","122","13","39","122","142","73","96","39","6","7","7","7","122","1","39","122","142","73","96","39","6","107","7","7","122","13","39","122","142","73","96","39","6","107","7","7","122","13","148","122","142","73","96","148","6","88","7","7","122","1","147","122","142","73","96","147","6","51","7","7","2709300.0"
"174","75","1","43","75","76","83","38","43","11","7","7","7","75","13","43","75","76","83","38","43","11","7","7","7","75","1","32","75","76","83","38","32","11","12","7","7","17","1","52","17","18","83","38","52","11","7","7","7","75","13","32","75","76","83","38","32","11","12","7","7","75","1","32","75","76","83","38","32","6","42","7","7","17","13","52","17","18","83","38","52","11","7","7","7","75","13","32","75","76","83","38","32","6","42","7","7","75","1","89","75","76","83","38","89","6","34","7","7","75","13","89","75","76","83","38","89","6","34","7","7","75","1","45","75","76","83","38","45","6","61","7","7","75","13","45","75","76","83","38","45","6","61","7","7","75","1","43","75","76","83","38","43","6","61","7","7","890040.0"
"177","0","1","20","0","3","149","5","20","6","42","7","7","0","13","20","0","3","149","5","20","6","42","7","7","118","1","150","118","120","149","5","150","11","7","7","7","118","13","150","118","120","149","5","150","11","7","7","7","118","1","150","118","120","149","5","150","6","66","7","7","118","13","150","118","120","149","5","150","6","66","7","7","118","1","119","118","120","149","5","119","6","91","7","7","118","13","119","118","120","149","5","119","6","91","7","7","59","1","16","59","18","149","5","16","6","7","7","7","59","13","16","59","18","149","5","16","6","7","7","7","59","1","16","59","18","149","5","16","6","7","7","7","59","13","16","59","18","149","5","16","6","7","7","7","59","1","16","59","18","149","5","16","6","7","34","7","6200100.0"
"178","154","1","153","154","155","152","5","153","6","68","7","7","154","13","153","154","155","152","5","153","6","68","7","7","118","1","119","118","120","152","5","119","11","7","7","7","118","13","119","118","120","152","5","119","11","7","7","7","151","1","98","151","94","152","5","98","6","7","7","7","151","13","98","151","94","152","5","98","6","7","7","7","151","1","98","151","94","152","5","98","6","7","7","7","0","1","2","0","3","152","5","2","6","7","7","7","0","1","20","0","3","152","5","20","6","7","7","7","151","13","98","151","94","152","5","98","6","7","7","7","0","13","2","0","3","152","5","2","6","7","7","7","0","13","20","0","3","152","5","20","6","7","7","7","151","1","98","151","94","152","5","98","6","7","7","7","4990680.0"
"179","151","1","98","151","94","146","5","98","6","7","7","7","151","13","98","151","94","146","5","98","6","7","7","7","59","1","16","59","18","146","5","16","6","4","7","7","59","13","16","59","18","146","5","16","6","4","7","7","56","1","57","56","56","146","5","57","6","4","7","7","56","13","57","56","56","146","5","57","6","4","7","7","156","1","60","156","106","146","5","60","6","7","7","7","156","13","60","156","106","146","5","60","6","7","7","7","59","1","16","59","18","146","5","16","6","7","7","7","59","13","16","59","18","146","5","16","6","7","7","7","56","1","57","56","56","146","5","57","6","66","7","7","56","13","57","56","56","146","5","57","6","66","7","7","59","1","16","59","18","146","5","16","6","66","12","7","2400.0"
"18","108","1","8","108","109","157","5","8","11","66","7","7","108","13","8","108","109","157","5","8","11","66","7","7","108","1","8","108","109","157","5","8","6","15","7","7","108","13","8","108","109","157","5","8","6","15","7","7","108","1","85","108","109","157","5","85","49","7","7","7","108","13","85","108","109","157","5","85","49","7","7","7","108","1","8","108","109","157","5","8","11","7","7","7","108","13","8","108","109","157","5","8","11","7","7","7","108","1","8","108","109","157","5","8","6","112","7","7","9","1","8","9","10","157","5","8","11","7","7","7","9","13","8","9","10","157","5","8","11","7","7","7","108","13","8","108","109","157","5","8","6","112","7","7","108","1","85","108","109","157","5","85","6","15","7","7","6137400.0"
"182","17","1","29","17","18","158","38","29","6","7","7","7","17","13","29","17","18","158","38","29","6","7","7","7","156","1","60","156","106","158","38","60","6","7","7","7","156","13","60","156","106","158","38","60","6","7","7","7","59","1","29","59","18","158","38","29","6","107","12","7","59","13","29","59","18","158","38","29","6","107","12","7","17","1","29","17","18","158","38","29","6","7","50","7","17","13","29","17","18","158","38","29","6","7","50","7","56","1","57","56","56","158","38","57","6","107","7","7","56","13","57","56","56","158","38","57","6","107","7","7","17","1","29","17","18","158","38","29","6","66","7","7","17","13","29","17","18","158","38","29","6","66","7","7","75","1","111","75","76","158","38","111","6","107","7","7","754440.0"
"185","70","1","24","70","72","31","5","24","6","66","7","7","70","13","24","70","72","31","5","24","6","66","7","7","151","1","60","151","94","31","5","60","6","7","7","7","151","13","60","151","94","31","5","60","6","7","7","7","56","1","57","56","56","31","5","57","6","107","7","7","56","1","57","56","56","31","5","57","6","7","7","7","56","13","57","56","56","31","5","57","6","107","7","7","56","13","57","56","56","31","5","57","6","7","7","7","59","1","52","59","18","31","5","52","6","107","7","7","59","13","52","59","18","31","5","52","6","107","7","7","17","1","52","17","18","31","5","52","6","7","7","7","17","13","52","17","18","31","5","52","6","7","7","7","17","1","52","17","18","31","5","52","6","42","7","7","7083600.0"
"187","0","1","2","0","3","159","5","2","6","7","7","7","0","13","2","0","3","159","5","2","6","7","7","7","154","1","150","154","155","159","5","150","11","7","7","7","154","13","150","154","155","159","5","150","11","7","7","7","154","1","119","154","155","159","5","119","11","66","7","7","154","13","119","154","155","159","5","119","11","66","7","7","154","1","153","154","155","159","5","153","6","160","7","7","154","13","153","154","155","159","5","153","6","160","7","7","154","1","150","154","155","159","5","150","6","97","7","7","154","13","150","154","155","159","5","150","6","97","7","7","154","1","119","154","155","159","5","119","6","4","7","7","154","13","119","154","155","159","5","119","6","4","7","7","154","1","153","154","155","159","5","153","6","33","7","7","3993300.0"
"188","21","1","20","21","22","161","162","20","6","163","7","7","0","1","2","0","3","161","162","2","6","7","7","7","0","13","2","0","3","161","162","2","6","7","7","7","0","1","2","0","3","161","162","2","6","7","7","7","21","13","20","21","22","161","162","20","6","163","7","7","0","13","2","0","3","161","162","2","6","7","7","7","0","1","20","0","3","161","162","20","6","163","7","7","0","13","20","0","3","161","162","20","6","163","7","7","17","1","29","17","18","161","162","29","6","46","7","7","17","13","29","17","18","161","162","29","6","46","7","7","164","1","133","164","164","161","162","133","6","46","7","7","164","13","133","164","164","161","162","133","6","46","7","7","154","1","153","154","155","161","162","153","11","7","7","7","527940.0"
"19","108","1","14","108","109","160","5","14","11","12","7","7","108","13","14","108","109","160","5","14","11","12","7","7","17","1","16","17","18","160","5","16","11","7","7","7","17","13","16","17","18","160","5","16","11","7","7","7","9","1","8","9","10","160","5","8","6","113","7","7","9","13","8","9","10","160","5","8","6","113","7","7","17","1","16","17","18","160","5","16","6","160","7","7","17","13","16","17","18","160","5","16","6","160","7","7","21","1","20","21","22","160","5","20","6","160","7","7","21","13","20","21","22","160","5","20","6","160","7","7","0","1","2","0","3","160","5","2","6","7","7","7","0","13","2","0","3","160","5","2","6","7","7","7","0","1","2","0","3","160","5","2","6","68","7","7","243060.0"
"192","131","1","130","131","132","159","127","130","6","7","7","7","131","13","130","131","132","159","127","130","6","7","7","7","17","1","52","17","18","159","127","52","6","7","7","7","17","13","52","17","18","159","127","52","6","7","7","7","23","1","24","23","25","159","127","24","11","12","7","7","23","13","24","23","25","159","127","24","11","12","7","7","17","1","52","17","18","159","127","52","6","7","7","7","23","1","24","23","25","159","127","24","11","7","7","7","17","13","52","17","18","159","127","52","6","7","7","7","23","13","24","23","25","159","127","24","11","7","7","7","23","1","24","23","25","159","127","24","6","42","7","7","23","13","24","23","25","159","127","24","6","42","7","7","23","1","71","23","25","159","127","71","6","7","7","7","1533000.0"
"194","70","1","24","70","72","100","165","24","11","7","7","7","70","13","24","70","72","100","165","24","11","7","7","7","70","1","24","70","72","100","165","24","11","7","7","7","17","1","52","17","18","100","165","52","11","7","7","7","70","13","24","70","72","100","165","24","11","7","7","7","17","13","52","17","18","100","165","52","11","7","7","7","70","1","24","70","72","100","165","24","11","50","7","7","17","1","52","17","18","100","165","52","6","7","7","7","17","13","52","17","18","100","165","52","6","7","7","7","70","13","24","70","72","100","165","24","11","50","7","7","70","1","71","70","72","100","165","71","6","15","7","7","70","13","71","70","72","100","165","71","6","15","7","7","70","1","28","70","72","100","165","28","6","42","7","7","2138880.0"
"195","17","1","52","17","18","112","166","52","6","112","7","7","17","13","52","17","18","112","166","52","6","112","7","7","35","1","2","35","36","112","166","2","6","7","7","7","35","13","2","35","36","112","166","2","6","7","7","7","0","1","20","0","3","112","166","20","6","100","7","7","0","13","20","0","3","112","166","20","6","100","7","7","0","1","20","0","3","112","166","20","6","100","7","7","35","1","2","35","36","112","166","2","6","104","7","7","0","13","20","0","3","112","166","20","6","100","7","7","35","13","2","35","36","112","166","2","6","104","7","7","35","1","2","35","36","112","166","2","6","44","7","7","35","13","2","35","36","112","166","2","6","44","7","7","118","1","119","118","120","112","166","119","11","7","7","7","488040.0"
"198","108","1","85","108","109","73","5","85","11","7","7","7","108","13","85","108","109","73","5","85","11","7","7","7","108","1","43","108","109","73","5","43","11","12","7","7","108","13","43","108","109","73","5","43","11","12","7","7","108","1","43","108","109","73","5","43","6","167","7","7","108","13","43","108","109","73","5","43","6","167","7","7","17","1","52","17","18","73","5","52","6","7","12","7","108","1","85","108","109","73","5","85","11","12","7","7","108","13","85","108","109","73","5","85","11","12","7","7","17","13","52","17","18","73","5","52","6","7","12","7","108","1","8","108","109","73","5","8","6","44","7","7","108","13","8","108","109","73","5","8","6","44","7","7","108","1","85","108","109","73","5","85","6","66","7","7","6039240.0"
"199","0","1","2","0","3","168","5","2","6","7","7","7","0","13","2","0","3","168","5","2","6","7","7","7","0","1","20","0","3","168","5","20","6","78","7","7","0","1","2","0","3","168","5","2","6","7","7","7","0","13","2","0","3","168","5","2","6","7","7","7","0","1","2","0","3","168","5","2","6","7","7","7","0","13","20","0","3","168","5","20","6","78","7","7","0","1","20","0","3","168","5","20","6","7","7","7","0","13","20","0","3","168","5","20","6","7","7","7","118","1","153","118","120","168","5","153","11","7","7","7","0","13","2","0","3","168","5","2","6","7","7","7","118","13","153","118","120","168","5","153","11","7","7","7","118","1","153","118","120","168","5","153","11","7","7","7","7498080.0"
"20","9","1","14","9","10","169","170","14","11","12","7","7","9","13","14","9","10","169","170","14","11","12","7","7","17","1","29","17","18","169","170","29","6","7","7","7","9","1","14","9","10","169","170","14","6","15","7","7","9","13","14","9","10","169","170","14","6","15","7","7","17","13","29","17","18","169","170","29","6","7","7","7","9","1","32","9","10","169","170","32","6","88","7","7","9","13","32","9","10","169","170","32","6","88","7","7","9","1","32","9","10","169","170","32","11","66","7","7","9","13","32","9","10","169","170","32","11","66","7","7","9","1","32","9","10","169","170","32","6","141","7","7","9","13","32","9","10","169","170","32","6","141","7","7","9","1","85","9","10","169","170","85","6","58","7","7","3173460.0"
"200","171","1","111","171","72","64","5","111","6","12","7","7","171","13","111","171","72","64","5","111","6","12","7","7","151","1","98","151","94","64","5","98","6","7","7","7","151","13","98","151","94","64","5","98","6","7","7","7","59","1","80","59","18","64","5","80","6","12","7","7","59","13","80","59","18","64","5","80","6","12","7","7","59","1","80","59","18","64","5","80","6","7","12","7","59","13","80","59","18","64","5","80","6","7","12","7","56","1","57","56","56","64","5","57","6","12","7","7","56","13","57","56","56","64","5","57","6","12","7","7","0","1","119","0","3","64","5","119","6","12","7","7","154","1","119","154","155","64","5","119","6","12","7","7","0","13","119","0","3","64","5","119","6","12","7","7","0.0"
"201","173","1","80","173","18","88","172","80","6","63","7","7","17","1","80","17","18","88","172","80","6","63","7","7","173","13","80","173","18","88","172","80","6","63","7","7","17","13","80","17","18","88","172","80","6","63","7","7","122","1","39","122","142","88","172","39","6","7","7","7","122","13","39","122","142","88","172","39","6","7","7","7","122","1","39","122","142","88","172","39","11","12","7","7","122","13","39","122","142","88","172","39","11","12","7","7","122","1","39","122","142","88","172","39","6","66","7","7","122","13","39","122","142","88","172","39","6","66","7","7","122","1","39","122","142","88","172","39","11","7","7","7","122","13","39","122","142","88","172","39","11","7","7","7","122","1","39","122","142","88","172","39","6","12","7","7","3954240.0"
"203","17","1","29","17","18","107","174","29","6","107","7","7","17","13","29","17","18","107","174","29","6","107","7","7","21","1","20","21","22","107","174","20","6","107","7","7","21","13","20","21","22","107","174","20","6","107","7","7","0","1","2","0","3","107","174","2","6","7","7","7","0","13","2","0","3","107","174","2","6","7","7","7","35","1","20","35","36","107","174","20","6","107","7","7","35","13","20","35","36","107","174","20","6","107","7","7","0","1","2","0","3","107","174","2","6","107","7","7","0","13","2","0","3","107","174","2","6","107","7","7","56","1","57","56","56","107","174","57","6","107","7","7","56","13","57","56","56","107","174","57","6","107","7","7","59","1","29","59","18","107","174","29","6","107","7","7","780.0"
"206","17","1","29","17","18","175","176","29","6","7","7","7","17","13","29","17","18","175","176","29","6","7","7","7","21","1","20","21","22","175","176","20","6","175","7","7","21","13","20","21","22","175","176","20","6","175","7","7","0","1","20","0","3","175","176","20","6","175","7","7","0","13","20","0","3","175","176","20","6","175","7","7","93","1","98","93","94","175","176","98","11","7","7","7","93","13","98","93","94","175","176","98","11","7","7","7","93","1","98","93","94","175","176","98","6","4","7","7","93","13","98","93","94","175","176","98","6","4","7","7","59","1","29","59","18","175","176","29","6","7","7","7","59","13","29","59","18","175","176","29","6","7","7","7","59","1","29","59","18","175","176","29","6","4","7","7","1015500.0"
"207","75","1","85","75","76","177","178","85","11","7","7","7","75","1","43","75","76","177","178","43","11","12","7","7","75","13","85","75","76","177","178","85","11","7","7","7","75","13","43","75","76","177","178","43","11","12","7","7","75","1","85","75","76","177","178","85","11","7","7","7","75","1","43","75","76","177","178","43","6","34","7","7","75","13","85","75","76","177","178","85","11","7","7","7","75","13","43","75","76","177","178","43","6","34","7","7","75","1","43","75","76","177","178","43","6","44","7","7","75","13","43","75","76","177","178","43","6","44","7","7","75","1","32","75","76","177","178","32","11","12","7","7","75","13","32","75","76","177","178","32","11","12","7","7","75","1","43","75","76","177","178","43","11","7","7","7","1659600.0"
"208","70","1","71","70","72","63","5","71","11","7","7","7","70","13","71","70","72","63","5","71","11","7","7","7","70","1","28","70","72","63","5","28","11","7","7","7","70","13","28","70","72","63","5","28","11","7","7","7","70","1","71","70","72","63","5","71","11","7","7","7","70","13","71","70","72","63","5","71","11","7","7","7","70","1","71","70","72","63","5","71","6","66","7","7","70","13","71","70","72","63","5","71","6","66","7","7","70","1","24","70","72","63","5","24","11","66","7","7","70","13","24","70","72","63","5","24","11","66","7","7","70","1","28","70","72","63","5","28","6","12","7","7","70","13","28","70","72","63","5","28","6","12","7","7","70","1","71","70","72","63","5","71","6","102","7","7","3239220.0"
"209","75","1","32","75","76","179","38","32","11","7","7","7","75","13","32","75","76","179","38","32","11","7","7","7","75","1","45","75","76","179","38","45","11","7","7","7","75","13","45","75","76","179","38","45","11","7","7","7","75","1","45","75","76","179","38","45","6","180","7","7","75","13","45","75","76","179","38","45","6","180","7","7","75","1","85","75","76","179","38","85","49","7","7","7","75","13","85","75","76","179","38","85","49","7","7","7","75","1","32","75","76","179","38","32","6","112","7","7","75","13","32","75","76","179","38","32","6","112","7","7","75","1","43","75","76","179","38","43","6","115","7","7","75","13","43","75","76","179","38","43","6","115","7","7","17","1","29","17","18","179","38","29","6","179","7","7","493320.0"
"21","9","1","14","9","10","149","170","14","11","7","7","7","9","13","14","9","10","149","170","14","11","7","7","7","9","1","43","9","10","149","170","43","6","181","7","7","9","13","43","9","10","149","170","43","6","181","7","7","17","1","29","17","18","149","170","29","6","7","7","7","9","1","8","9","10","149","170","8","6","7","7","7","9","1","8","9","10","149","170","8","6","97","7","7","9","13","8","9","10","149","170","8","6","7","7","7","9","13","8","9","10","149","170","8","6","97","7","7","17","13","29","17","18","149","170","29","6","7","7","7","9","1","8","9","10","149","170","8","6","115","7","7","9","1","32","9","10","149","170","32","6","97","7","7","9","13","32","9","10","149","170","32","6","97","7","7","3294000.0"
"210","75","1","43","75","76","182","27","43","6","12","7","7","75","13","43","75","76","182","27","43","6","12","7","7","75","1","32","75","76","182","27","32","11","12","7","7","75","13","32","75","76","182","27","32","11","12","7","7","75","1","32","75","76","182","27","32","6","88","7","7","75","13","32","75","76","182","27","32","6","88","7","7","75","1","43","75","76","182","27","43","6","61","7","7","75","13","43","75","76","182","27","43","6","61","7","7","75","1","32","75","76","182","27","32","6","37","7","7","75","13","32","75","76","182","27","32","6","37","7","7","17","1","29","17","18","182","27","29","6","7","7","7","17","13","29","17","18","182","27","29","6","7","7","7","75","1","43","75","76","182","27","43","6","141","7","7","925200.0"
"211","17","1","29","17","18","183","27","29","6","7","7","7","17","13","29","17","18","183","27","29","6","7","7","7","21","1","119","21","22","183","27","119","6","97","7","7","21","13","119","21","22","183","27","119","6","97","7","7","21","1","153","21","22","183","27","153","6","185","7","7","21","13","153","21","22","183","27","153","6","185","7","7","0","1","2","0","3","183","27","2","6","7","7","7","0","13","2","0","3","183","27","2","6","7","7","7","0","1","20","0","3","183","27","20","6","186","7","7","0","13","20","0","3","183","27","20","6","186","7","7","59","1","29","59","18","183","27","29","6","7","7","7","59","13","29","59","18","183","27","29","6","7","7","7","59","1","29","59","18","183","27","29","6","184","7","7","133020.0"
"212","75","1","32","75","76","187","38","32","11","7","7","7","75","13","32","75","76","187","38","32","11","7","7","7","75","1","32","75","76","187","38","32","11","66","7","7","75","13","32","75","76","187","38","32","11","66","7","7","75","1","32","75","76","187","38","32","6","15","7","7","17","1","29","17","18","187","38","29","6","7","7","7","75","13","32","75","76","187","38","32","6","15","7","7","17","13","29","17","18","187","38","29","6","7","7","7","75","1","43","75","76","187","38","43","6","113","7","7","75","13","43","75","76","187","38","43","6","113","7","7","75","1","32","75","76","187","38","32","6","51","7","7","75","13","32","75","76","187","38","32","6","51","7","7","17","1","29","17","18","187","38","29","6","7","12","7","1041060.0"
"214","75","1","32","75","76","146","38","32","11","66","7","7","75","13","32","75","76","146","38","32","11","66","7","7","75","1","32","75","76","146","38","32","6","19","7","7","75","13","32","75","76","146","38","32","6","19","7","7","75","1","14","75","76","146","38","14","6","66","7","7","75","1","43","75","76","146","38","43","6","188","7","7","75","13","14","75","76","146","38","14","6","66","7","7","75","13","43","75","76","146","38","43","6","188","7","7","17","1","29","17","18","146","38","29","6","7","66","7","17","13","29","17","18","146","38","29","6","7","66","7","75","1","32","75","76","146","38","32","11","12","7","7","75","13","32","75","76","146","38","32","11","12","7","7","75","1","32","75","76","146","38","32","6","113","7","7","1439520.0"
"215","40","1","45","40","41","189","38","45","11","7","7","7","40","13","45","40","41","189","38","45","11","7","7","7","40","1","45","40","41","189","38","45","6","129","7","7","40","13","45","40","41","189","38","45","6","129","7","7","40","1","153","40","41","189","38","153","6","79","7","7","40","13","153","40","41","189","38","153","6","79","7","7","17","1","29","17","18","189","38","29","6","7","7","7","17","13","29","17","18","189","38","29","6","7","7","7","17","1","29","17","18","189","38","29","6","189","7","7","17","13","29","17","18","189","38","29","6","189","7","7","21","1","20","21","22","189","38","20","6","73","7","7","21","13","20","21","22","189","38","20","6","73","7","7","0","1","20","0","3","189","38","20","6","73","7","7","760140.0"
"218","193","1","192","193","194","190","178","192","6","195","7","7","193","13","192","193","194","190","178","192","6","195","7","7","193","1","196","193","194","190","178","196","6","115","7","7","193","13","196","193","194","190","178","196","6","115","7","7","193","1","196","193","194","190","178","196","6","195","7","7","193","13","196","193","194","190","178","196","6","195","7","7","193","1","192","193","194","190","178","192","6","187","7","7","193","13","192","193","194","190","178","192","6","187","7","7","59","1","52","59","18","190","178","52","6","7","7","7","59","13","52","59","18","190","178","52","6","7","7","7","56","1","57","56","56","190","178","57","6","191","7","7","56","13","57","56","56","190","178","57","6","191","7","7","21","1","20","21","22","190","178","20","6","191","7","7","5160.0"
"219","0","1","20","0","3","79","5","20","6","61","7","7","0","13","20","0","3","79","5","20","6","61","7","7","0","1","20","0","3","79","5","20","6","61","7","7","0","13","20","0","3","79","5","20","6","61","7","7","118","1","119","118","120","79","5","119","11","7","7","7","118","13","119","118","120","79","5","119","11","7","7","7","118","1","150","118","120","79","5","150","11","7","7","7","118","13","150","118","120","79","5","150","11","7","7","7","118","1","119","118","120","79","5","119","11","12","7","7","118","13","119","118","120","79","5","119","11","12","7","7","118","1","119","118","120","79","5","119","6","61","7","7","118","13","119","118","120","79","5","119","6","61","7","7","118","1","153","118","120","79","5","153","6","55","7","7","695700.0"
"22","23","1","71","23","25","107","38","71","6","34","7","7","23","13","71","23","25","107","38","71","6","34","7","7","23","1","28","23","25","107","38","28","11","66","7","7","23","13","28","23","25","107","38","28","11","66","7","7","23","1","28","23","25","107","38","28","6","50","7","7","23","13","28","23","25","107","38","28","6","50","7","7","23","1","28","23","25","107","38","28","11","7","7","7","23","13","28","23","25","107","38","28","11","7","7","7","23","1","71","23","25","107","38","71","11","12","7","7","23","13","71","23","25","107","38","71","11","12","7","7","17","1","80","17","18","107","38","80","6","34","12","7","17","13","80","17","18","107","38","80","6","34","12","7","21","1","20","21","22","107","38","20","6","34","7","7","349800.0"
"223","40","1","45","40","41","79","38","45","11","12","7","7","17","1","52","17","18","79","38","52","11","7","7","7","40","13","45","40","41","79","38","45","11","12","7","7","40","1","45","40","41","79","38","45","11","7","7","7","40","13","45","40","41","79","38","45","11","7","7","7","40","1","45","40","41","79","38","45","6","15","7","7","17","13","52","17","18","79","38","52","11","7","7","7","40","13","45","40","41","79","38","45","6","15","7","7","40","1","43","40","41","79","38","43","6","102","7","7","40","13","43","40","41","79","38","43","6","102","7","7","40","1","45","40","41","79","38","45","6","61","7","7","40","13","45","40","41","79","38","45","6","61","7","7","17","1","52","17","18","79","38","52","6","79","7","7","1965600.0"
"225","151","1","98","151","94","197","5","98","6","7","7","7","151","13","98","151","94","197","5","98","6","7","7","7","21","1","98","21","22","197","5","98","6","184","7","7","21","13","98","21","22","197","5","98","6","184","7","7","198","1","98","198","120","197","5","98","6","7","7","7","198","13","98","198","120","197","5","98","6","7","7","7","151","1","98","151","94","197","5","98","6","7","7","7","151","13","98","151","94","197","5","98","6","7","7","7","21","1","98","21","22","197","5","98","6","199","7","7","21","13","98","21","22","197","5","98","6","199","7","7","0","1","2","0","3","197","5","2","6","7","7","7","0","13","2","0","3","197","5","2","6","7","7","7","0","1","2","0","3","197","5","2","6","7","7","7","6026880.0"
"228","40","1","45","40","41","4","38","45","6","4","7","7","40","13","45","40","41","4","38","45","6","4","7","7","40","1","45","40","41","4","38","45","11","7","7","7","40","13","45","40","41","4","38","45","11","7","7","7","40","1","45","40","41","4","38","45","6","19","7","7","40","13","45","40","41","4","38","45","6","19","7","7","17","1","29","17","18","4","38","29","6","19","12","7","17","13","29","17","18","4","38","29","6","19","12","7","17","1","29","17","18","4","38","29","6","7","7","7","17","13","29","17","18","4","38","29","6","7","7","7","17","1","29","17","18","4","38","29","6","19","7","7","17","13","29","17","18","4","38","29","6","19","7","7","21","1","2","21","22","4","38","2","6","19","7","7","296940.0"
"229","40","1","45","40","41","51","38","45","11","7","7","7","30","1","52","30","18","51","38","52","11","7","7","7","30","13","52","30","18","51","38","52","11","7","7","7","40","13","45","40","41","51","38","45","11","7","7","7","40","1","43","40","41","51","38","43","6","88","7","7","40","13","43","40","41","51","38","43","6","88","7","7","40","1","45","40","41","51","38","45","6","34","7","7","40","13","45","40","41","51","38","45","6","34","7","7","30","1","52","30","18","51","38","52","6","51","7","7","30","13","52","30","18","51","38","52","6","51","7","7","21","1","20","21","22","51","38","20","6","51","7","7","21","13","20","21","22","51","38","20","6","51","7","7","35","1","20","35","36","51","38","20","6","51","7","7","390060.0"
