"Id","concept:name_1","lifecycle:transition_1","org:resource_1","Activity_1","Resource_1","Work_Order_Qty_1","Part_Desc__1","Worker_ID_1","Report_Type_1","Qty_Completed_1","Qty_Rejected_1","Qty_for_MRB_1","concept:name_2","lifecycle:transition_2","org:resource_2","Activity_2","Resource_2","Work_Order_Qty_2","Part_Desc__2","Worker_ID_2","Report_Type_2","Qty_Completed_2","Qty_Rejected_2","Qty_for_MRB_2","concept:name_3","lifecycle:transition_3","org:resource_3","Activity_3","Resource_3","Work_Order_Qty_3","Part_Desc__3","Worker_ID_3","Report_Type_3","Qty_Completed_3","Qty_Rejected_3","Qty_for_MRB_3","concept:name_4","lifecycle:transition_4","org:resource_4","Activity_4","Resource_4","Work_Order_Qty_4","Part_Desc__4","Worker_ID_4","Report_Type_4","Qty_Completed_4","Qty_Rejected_4","Qty_for_MRB_4","concept:name_5","lifecycle:transition_5","org:resource_5","Activity_5","Resource_5","Work_Order_Qty_5","Part_Desc__5","Worker_ID_5","Report_Type_5","Qty_Completed_5","Qty_Rejected_5","Qty_for_MRB_5","concept:name_6","lifecycle:transition_6","org:resource_6","Activity_6","Resource_6","Work_Order_Qty_6","Part_Desc__6","Worker_ID_6","Report_Type_6","Qty_Completed_6","Qty_Rejected_6","Qty_for_MRB_6","concept:name_7","lifecycle:transition_7","org:resource_7","Activity_7","Resource_7","Work_Order_Qty_7","Part_Desc__7","Worker_ID_7","Report_Type_7","Qty_Completed_7","Qty_Rejected_7","Qty_for_MRB_7","concept:name_8","lifecycle:transition_8","org:resource_8","Activity_8","Resource_8","Work_Order_Qty_8","Part_Desc__8","Worker_ID_8","Report_Type_8","Qty_Completed_8","Qty_Rejected_8","Qty_for_MRB_8","concept:name_9","lifecycle:transition_9","org:resource_9","Activity_9","Resource_9","Work_Order_Qty_9","Part_Desc__9","Worker_ID_9","Report_Type_9","Qty_Completed_9","Qty_Rejected_9","Qty_for_MRB_9","concept:name_10","lifecycle:transition_10","org:resource_10","Activity_10","Resource_10","Work_Order_Qty_10","Part_Desc__10","Worker_ID_10","Report_Type_10","Qty_Completed_10","Qty_Rejected_10","Qty_for_MRB_10","remainingTime"
"187","114","12","54","114","115","152","5","54","6","9","9","9","114","1","54","114","115","152","5","54","6","9","9","9","146","12","139","146","147","152","5","139","14","9","9","9","146","1","139","146","147","152","5","139","14","9","9","9","146","12","142","146","147","152","5","142","14","65","9","9","146","1","142","146","147","152","5","142","14","65","9","9","146","12","145","146","147","152","5","145","6","47","9","9","146","1","145","146","147","152","5","145","6","47","9","9","146","12","139","146","147","152","5","139","6","94","9","9","146","1","139","146","147","152","5","139","6","94","9","9","4008060.0"
"188","58","12","57","58","59","153","154","57","6","155","9","9","114","12","54","114","115","153","154","54","6","9","9","9","114","1","54","114","115","153","154","54","6","9","9","9","114","12","54","114","115","153","154","54","6","9","9","9","58","1","57","58","59","153","154","57","6","155","9","9","114","1","54","114","115","153","154","54","6","9","9","9","114","12","57","114","115","153","154","57","6","155","9","9","114","1","57","114","115","153","154","57","6","155","9","9","0","12","24","0","3","153","154","24","6","36","9","9","0","1","24","0","3","153","154","24","6","36","9","9","1827660.0"
"189","0","12","2","0","3","16","156","2","6","9","8","9","0","1","2","0","3","16","156","2","6","9","8","9","0","12","2","0","3","16","156","2","6","9","8","9","0","1","2","0","3","16","156","2","6","9","8","9","0","12","2","0","3","16","156","2","6","9","8","9","0","1","2","0","3","16","156","2","6","9","8","9","87","12","2","87","3","16","156","2","6","9","9","9","87","1","2","87","3","16","156","2","6","9","9","9","87","12","2","87","3","16","156","2","6","8","9","9","87","1","2","87","3","16","156","2","6","8","9","9","43800.0"
"19","48","12","15","48","49","47","5","15","14","8","9","9","48","1","15","48","49","47","5","15","14","8","9","9","0","12","2","0","3","47","5","2","14","9","9","9","0","1","2","0","3","47","5","2","14","9","9","9","11","12","10","11","13","47","5","10","6","107","9","9","11","1","10","11","13","47","5","10","6","107","9","9","0","12","2","0","3","47","5","2","6","47","9","9","0","1","2","0","3","47","5","2","6","47","9","9","58","12","57","58","59","47","5","57","6","47","9","9","58","1","57","58","59","47","5","57","6","47","9","9","1906380.0"
"190","97","12","96","97","97","113","157","96","6","33","9","9","97","1","96","97","97","113","157","96","6","33","9","9","87","12","46","87","3","113","157","46","6","33","9","9","87","1","46","87","3","113","157","46","6","33","9","9","0","12","46","0","3","113","157","46","6","9","9","9","0","1","46","0","3","113","157","46","6","9","9","9","87","12","46","87","3","113","157","46","6","9","9","9","87","1","46","87","3","113","157","46","6","9","9","9","0","12","46","0","3","113","157","46","6","9","9","9","0","1","46","0","3","113","157","46","6","9","9","9","0.0"
"192","125","12","124","125","126","152","120","124","6","9","9","9","125","1","124","125","126","152","120","124","6","9","9","9","0","12","42","0","3","152","120","42","6","9","9","9","0","1","42","0","3","152","120","42","6","9","9","9","17","12","26","17","19","152","120","26","14","8","9","9","17","1","26","17","19","152","120","26","14","8","9","9","0","12","42","0","3","152","120","42","6","9","9","9","17","12","26","17","19","152","120","26","14","9","9","9","0","1","42","0","3","152","120","42","6","9","9","9","17","1","26","17","19","152","120","26","14","9","9","9","1574580.0"
"194","67","12","26","67","68","98","158","26","14","9","9","9","67","1","26","67","68","98","158","26","14","9","9","9","67","12","26","67","68","98","158","26","14","9","9","9","0","12","42","0","3","98","158","42","14","9","9","9","67","1","26","67","68","98","158","26","14","9","9","9","0","1","42","0","3","98","158","42","14","9","9","9","67","12","26","67","68","98","158","26","14","75","9","9","0","12","42","0","3","98","158","42","6","9","9","9","0","1","42","0","3","98","158","42","6","9","9","9","67","1","26","67","68","98","158","26","14","75","9","9","2186280.0"
"195","0","12","42","0","3","106","159","42","6","106","9","9","0","1","42","0","3","106","159","42","6","106","9","9","53","12","54","53","55","106","159","54","6","9","9","9","53","1","54","53","55","106","159","54","6","9","9","9","114","12","57","114","115","106","159","57","6","98","9","9","114","1","57","114","115","106","159","57","6","98","9","9","114","12","57","114","115","106","159","57","6","98","9","9","53","12","54","53","55","106","159","54","6","101","9","9","114","1","57","114","115","106","159","57","6","98","9","9","53","1","54","53","55","106","159","54","6","101","9","9","850920.0"
"198","48","12","51","48","49","69","5","51","14","9","9","9","48","1","51","48","49","69","5","51","14","9","9","9","48","12","34","48","49","69","5","34","14","8","9","9","48","1","34","48","49","69","5","34","14","8","9","9","48","12","34","48","49","69","5","34","6","160","9","9","48","1","34","48","49","69","5","34","6","160","9","9","0","12","42","0","3","69","5","42","6","9","8","9","48","12","51","48","49","69","5","51","14","8","9","9","48","1","51","48","49","69","5","51","14","8","9","9","0","1","42","0","3","69","5","42","6","9","8","9","6067860.0"
"199","114","12","54","114","115","161","5","54","6","9","9","9","114","1","54","114","115","161","5","54","6","9","9","9","114","12","57","114","115","161","5","57","6","162","9","9","114","12","54","114","115","161","5","54","6","9","9","9","114","1","54","114","115","161","5","54","6","9","9","9","114","12","54","114","115","161","5","54","6","9","9","9","114","1","57","114","115","161","5","57","6","162","9","9","114","12","57","114","115","161","5","57","6","9","9","9","114","1","57","114","115","161","5","57","6","9","9","9","140","12","145","140","141","161","5","145","14","9","9","9","7498680.0"
"20","11","12","15","11","13","163","164","15","14","8","9","9","11","1","15","11","13","163","164","15","14","8","9","9","0","12","24","0","3","163","164","24","6","9","9","9","11","12","15","11","13","163","164","15","6","16","9","9","11","1","15","11","13","163","164","15","6","16","9","9","0","1","24","0","3","163","164","24","6","9","9","9","11","12","18","11","13","163","164","18","6","82","9","9","11","1","18","11","13","163","164","18","6","82","9","9","11","12","18","11","13","163","164","18","14","65","9","9","11","1","18","11","13","163","164","18","14","65","9","9","3191160.0"
"200","165","12","105","165","68","62","5","105","6","8","9","9","165","1","105","165","68","62","5","105","6","8","9","9","143","12","95","143","93","62","5","95","6","9","9","9","143","1","95","143","93","62","5","95","6","9","9","9","87","12","46","87","3","62","5","46","6","8","9","9","87","1","46","87","3","62","5","46","6","8","9","9","87","12","46","87","3","62","5","46","6","9","8","9","87","1","46","87","3","62","5","46","6","9","8","9","97","12","96","97","97","62","5","96","6","8","9","9","97","1","96","97","97","62","5","96","6","8","9","9","1296900.0"
"201","167","12","46","167","3","82","166","46","6","52","9","9","0","12","46","0","3","82","166","46","6","52","9","9","167","1","46","167","3","82","166","46","6","52","9","9","0","1","46","0","3","82","166","46","6","52","9","9","118","12","30","118","132","82","166","30","6","9","9","9","118","1","30","118","132","82","166","30","6","9","9","9","118","12","30","118","132","82","166","30","14","8","9","9","118","1","30","118","132","82","166","30","14","8","9","9","118","12","30","118","132","82","166","30","6","65","9","9","118","1","30","118","132","82","166","30","6","65","9","9","4001880.0"
"203","0","12","24","0","3","102","168","24","6","102","9","9","0","1","24","0","3","102","168","24","6","102","9","9","58","12","57","58","59","102","168","57","6","102","9","9","58","1","57","58","59","102","168","57","6","102","9","9","114","12","54","114","115","102","168","54","6","9","9","9","114","1","54","114","115","102","168","54","6","9","9","9","53","12","57","53","55","102","168","57","6","102","9","9","53","1","57","53","55","102","168","57","6","102","9","9","114","12","54","114","115","102","168","54","6","102","9","9","114","1","54","114","115","102","168","54","6","102","9","9","80700.0"
"206","0","12","24","0","3","169","170","24","6","9","9","9","0","1","24","0","3","169","170","24","6","9","9","9","58","12","57","58","59","169","170","57","6","169","9","9","58","1","57","58","59","169","170","57","6","169","9","9","114","12","57","114","115","169","170","57","6","169","9","9","114","1","57","114","115","169","170","57","6","169","9","9","92","12","95","92","93","169","170","95","14","9","9","9","92","1","95","92","93","169","170","95","14","9","9","9","92","12","95","92","93","169","170","95","6","4","9","9","92","1","95","92","93","169","170","95","6","4","9","9","1242720.0"
"207","71","12","51","71","72","171","172","51","14","9","9","9","71","12","34","71","72","171","172","34","14","8","9","9","71","1","51","71","72","171","172","51","14","9","9","9","71","1","34","71","72","171","172","34","14","8","9","9","71","12","51","71","72","171","172","51","14","9","9","9","71","12","34","71","72","171","172","34","6","103","9","9","71","1","51","71","72","171","172","51","14","9","9","9","71","1","34","71","72","171","172","34","6","103","9","9","71","12","34","71","72","171","172","34","6","35","9","9","71","1","34","71","72","171","172","34","6","35","9","9","1708200.0"
"208","67","12","70","67","68","52","5","70","14","9","9","9","67","1","70","67","68","52","5","70","14","9","9","9","67","12","23","67","68","52","5","23","14","9","9","9","67","1","23","67","68","52","5","23","14","9","9","9","67","12","70","67","68","52","5","70","14","9","9","9","67","1","70","67","68","52","5","70","14","9","9","9","67","12","70","67","68","52","5","70","6","65","9","9","67","1","70","67","68","52","5","70","6","65","9","9","67","12","26","67","68","52","5","26","14","65","9","9","67","1","26","67","68","52","5","26","14","65","9","9","3257400.0"
"209","71","12","18","71","72","173","29","18","14","9","9","9","71","1","18","71","72","173","29","18","14","9","9","9","71","12","40","71","72","173","29","40","14","9","9","9","71","1","40","71","72","173","29","40","14","9","9","9","71","12","40","71","72","173","29","40","6","174","9","9","71","1","40","71","72","173","29","40","6","174","9","9","71","12","51","71","72","173","29","51","39","9","9","9","71","1","51","71","72","173","29","51","39","9","9","9","71","12","18","71","72","173","29","18","6","106","9","9","71","1","18","71","72","173","29","18","6","106","9","9","670440.0"
"21","11","12","15","11","13","138","164","15","14","9","9","9","11","1","15","11","13","138","164","15","14","9","9","9","11","12","34","11","13","138","164","34","6","175","9","9","11","1","34","11","13","138","164","34","6","175","9","9","0","12","24","0","3","138","164","24","6","9","9","9","11","12","10","11","13","138","164","10","6","9","9","9","11","12","10","11","13","138","164","10","6","94","9","9","11","1","10","11","13","138","164","10","6","9","9","9","11","1","10","11","13","138","164","10","6","94","9","9","0","1","24","0","3","138","164","24","6","9","9","9","3413400.0"
"210","71","12","34","71","72","176","21","34","6","8","9","9","71","1","34","71","72","176","21","34","6","8","9","9","71","12","18","71","72","176","21","18","14","8","9","9","71","1","18","71","72","176","21","18","14","8","9","9","71","12","18","71","72","176","21","18","6","82","9","9","71","1","18","71","72","176","21","18","6","82","9","9","71","12","34","71","72","176","21","34","6","60","9","9","71","1","34","71","72","176","21","34","6","60","9","9","71","12","18","71","72","176","21","18","6","28","9","9","71","1","18","71","72","176","21","18","6","28","9","9","930780.0"
"211","0","12","24","0","3","177","21","24","6","9","9","9","0","1","24","0","3","177","21","24","6","9","9","9","58","12","142","58","59","177","21","142","6","94","9","9","58","1","142","58","59","177","21","142","6","94","9","9","58","12","145","58","59","177","21","145","6","179","9","9","58","1","145","58","59","177","21","145","6","179","9","9","114","12","54","114","115","177","21","54","6","9","9","9","114","1","54","114","115","177","21","54","6","9","9","9","114","12","57","114","115","177","21","57","6","178","9","9","114","1","57","114","115","177","21","57","6","178","9","9","458940.0"
"212","71","12","18","71","72","180","29","18","14","9","9","9","71","1","18","71","72","180","29","18","14","9","9","9","71","12","18","71","72","180","29","18","14","65","9","9","71","1","18","71","72","180","29","18","14","65","9","9","71","12","18","71","72","180","29","18","6","16","9","9","0","12","24","0","3","180","29","24","6","9","9","9","71","1","18","71","72","180","29","18","6","16","9","9","0","1","24","0","3","180","29","24","6","9","9","9","71","12","34","71","72","180","29","34","6","107","9","9","71","1","34","71","72","180","29","34","6","107","9","9","1093440.0"
"214","71","12","18","71","72","135","29","18","14","65","9","9","71","1","18","71","72","135","29","18","14","65","9","9","71","12","18","71","72","135","29","18","6","7","9","9","71","1","18","71","72","135","29","18","6","7","9","9","71","12","15","71","72","135","29","15","6","65","9","9","71","12","34","71","72","135","29","34","6","181","9","9","71","1","15","71","72","135","29","15","6","65","9","9","71","1","34","71","72","135","29","34","6","181","9","9","0","12","24","0","3","135","29","24","6","9","65","9","0","1","24","0","3","135","29","24","6","9","65","9","1443660.0"
"215","31","12","40","31","32","182","29","40","14","9","9","9","31","1","40","31","32","182","29","40","14","9","9","9","31","12","40","31","32","182","29","40","6","123","9","9","31","1","40","31","32","182","29","40","6","123","9","9","31","12","145","31","32","182","29","145","6","74","9","9","31","1","145","31","32","182","29","145","6","74","9","9","0","12","24","0","3","182","29","24","6","9","9","9","0","1","24","0","3","182","29","24","6","9","9","9","0","12","24","0","3","182","29","24","6","182","9","9","0","1","24","0","3","182","29","24","6","182","9","9","944880.0"
"218","185","12","184","185","186","183","172","184","6","187","9","9","185","1","184","185","186","183","172","184","6","187","9","9","185","12","188","185","186","183","172","188","6","116","9","9","185","1","188","185","186","183","172","188","6","116","9","9","185","12","188","185","186","183","172","188","6","187","9","9","185","1","188","185","186","183","172","188","6","187","9","9","185","12","184","185","186","183","172","184","6","180","9","9","185","1","184","185","186","183","172","184","6","180","9","9","87","12","42","87","3","183","172","42","6","9","9","9","87","1","42","87","3","183","172","42","6","9","9","9","350040.0"
"219","114","12","57","114","115","74","5","57","6","60","9","9","114","1","57","114","115","74","5","57","6","60","9","9","114","12","57","114","115","74","5","57","6","60","9","9","114","1","57","114","115","74","5","57","6","60","9","9","140","12","142","140","141","74","5","142","14","9","9","9","140","1","142","140","141","74","5","142","14","9","9","9","140","12","139","140","141","74","5","139","14","9","9","9","140","1","139","140","141","74","5","139","14","9","9","9","140","12","142","140","141","74","5","142","14","8","9","9","140","1","142","140","141","74","5","142","14","8","9","9","714780.0"
"22","17","12","70","17","19","102","29","70","6","103","9","9","17","1","70","17","19","102","29","70","6","103","9","9","17","12","23","17","19","102","29","23","14","65","9","9","17","1","23","17","19","102","29","23","14","65","9","9","17","12","23","17","19","102","29","23","6","75","9","9","17","1","23","17","19","102","29","23","6","75","9","9","17","12","23","17","19","102","29","23","14","9","9","9","17","1","23","17","19","102","29","23","14","9","9","9","17","12","70","17","19","102","29","70","14","8","9","9","17","1","70","17","19","102","29","70","14","8","9","9","448080.0"
"223","31","12","40","31","32","74","29","40","14","8","9","9","0","12","42","0","3","74","29","42","14","9","9","9","31","1","40","31","32","74","29","40","14","8","9","9","31","12","40","31","32","74","29","40","14","9","9","9","31","1","40","31","32","74","29","40","14","9","9","9","31","12","40","31","32","74","29","40","6","16","9","9","0","1","42","0","3","74","29","42","14","9","9","9","31","1","40","31","32","74","29","40","6","16","9","9","31","12","34","31","32","74","29","34","6","109","9","9","31","1","34","31","32","74","29","34","6","109","9","9","2053980.0"
"225","143","12","95","143","93","189","5","95","6","9","9","9","143","1","95","143","93","189","5","95","6","9","9","9","58","12","95","58","59","189","5","95","6","191","9","9","58","1","95","58","59","189","5","95","6","191","9","9","192","12","95","192","141","189","5","95","6","9","9","9","192","1","95","192","141","189","5","95","6","9","9","9","143","12","95","143","93","189","5","95","6","9","9","9","143","1","95","143","93","189","5","95","6","9","9","9","58","12","95","58","59","189","5","95","6","190","9","9","58","1","95","58","59","189","5","95","6","190","9","9","6912000.0"
"228","31","12","40","31","32","4","29","40","6","4","9","9","31","1","40","31","32","4","29","40","6","4","9","9","31","12","40","31","32","4","29","40","14","9","9","9","31","1","40","31","32","4","29","40","14","9","9","9","31","12","40","31","32","4","29","40","6","7","9","9","31","1","40","31","32","4","29","40","6","7","9","9","0","12","24","0","3","4","29","24","6","7","8","9","0","1","24","0","3","4","29","24","6","7","8","9","0","12","24","0","3","4","29","24","6","9","9","9","0","1","24","0","3","4","29","24","6","9","9","9","377760.0"
"229","31","12","40","31","32","41","29","40","14","9","9","9","25","12","42","25","3","41","29","42","14","9","9","9","25","1","42","25","3","41","29","42","14","9","9","9","31","1","40","31","32","41","29","40","14","9","9","9","31","12","34","31","32","41","29","34","6","82","9","9","31","1","34","31","32","41","29","34","6","82","9","9","31","12","40","31","32","41","29","40","6","103","9","9","31","1","40","31","32","41","29","40","6","103","9","9","25","12","42","25","3","41","29","42","6","41","9","9","25","1","42","25","3","41","29","42","6","41","9","9","566580.0"
"23","193","12","51","193","49","52","104","51","14","9","9","9","193","1","51","193","49","52","104","51","14","9","9","9","193","12","15","193","49","52","104","15","6","52","9","9","193","1","15","193","49","52","104","15","6","52","9","9","48","12","34","48","49","52","104","34","14","9","9","9","48","1","34","48","49","52","104","34","14","9","9","9","25","12","46","25","3","52","104","46","6","52","9","9","0","12","46","0","3","52","104","46","6","85","8","9","48","12","51","48","49","52","104","51","6","52","9","9","0","1","46","0","3","52","104","46","6","85","8","9","3110760.0"
"230","71","12","18","71","72","194","21","18","39","9","9","9","71","12","18","71","72","194","21","18","14","9","9","9","71","1","18","71","72","194","21","18","39","9","9","9","71","1","18","71","72","194","21","18","14","9","9","9","71","12","18","71","72","194","21","18","14","8","9","9","71","1","18","71","72","194","21","18","14","8","9","9","71","12","18","71","72","194","21","18","6","45","9","9","0","12","24","0","3","194","21","24","6","102","9","9","0","1","24","0","3","194","21","24","6","102","9","9","71","1","18","71","72","194","21","18","6","45","9","9","4483200.0"
"231","114","12","57","114","115","82","5","57","6","50","9","9","114","1","57","114","115","82","5","57","6","50","9","9","140","12","142","140","141","82","5","142","14","8","9","9","140","1","142","140","141","82","5","142","14","8","9","9","140","12","142","140","141","82","5","142","6","65","9","9","140","1","142","140","141","82","5","142","6","65","9","9","140","12","139","140","141","82","5","139","6","4","9","9","140","12","91","140","141","82","5","91","6","109","9","9","140","1","139","140","141","82","5","139","6","4","9","9","140","1","91","140","141","82","5","91","6","109","9","9","617820.0"
"232","0","12","46","0","3","102","5","46","6","103","8","9","48","12","51","48","49","102","5","51","6","75","9","9","0","1","46","0","3","102","5","46","6","103","8","9","58","12","95","58","59","102","5","95","6","103","9","9","48","1","51","48","49","102","5","51","6","75","9","9","58","1","95","58","59","102","5","95","6","103","9","9","114","12","91","114","115","102","5","91","6","103","9","9","114","1","91","114","115","102","5","91","6","103","9","9","195","12","91","195","149","102","5","91","14","9","9","9","195","1","91","195","149","102","5","91","14","9","9","9","594240.0"
"233","196","12","70","196","19","41","29","70","6","9","9","9","196","12","23","196","19","41","29","23","14","65","9","9","196","1","70","196","19","41","29","70","6","9","9","9","196","1","23","196","19","41","29","23","14","65","9","9","196","12","23","196","19","41","29","23","6","33","9","9","196","1","23","196","19","41","29","23","6","33","9","9","196","12","10","196","19","41","29","10","6","7","9","9","196","1","10","196","19","41","29","10","6","7","9","9","0","12","42","0","3","41","29","42","6","60","65","9","0","1","42","0","3","41","29","42","6","60","65","9","914940.0"
"234","25","12","42","25","3","119","199","42","6","9","9","9","25","1","42","25","3","119","199","42","6","9","9","9","25","12","42","25","3","119","199","42","6","121","8","9","25","1","42","25","3","119","199","42","6","121","8","9","197","12","127","197","198","119","199","127","6","9","9","9","197","1","127","197","198","119","199","127","6","9","9","9","197","12","200","197","198","119","199","200","6","9","9","9","197","1","200","197","198","119","199","200","6","9","9","9","197","12","127","197","198","119","199","127","6","9","9","9","197","1","127","197","198","119","199","127","6","9","9","9","4727160.0"
"235","0","12","2","0","3","52","201","2","14","9","9","9","0","1","2","0","3","52","201","2","14","9","9","9","0","12","2","0","3","52","201","2","14","9","9","9","67","12","26","67","68","52","201","26","14","9","9","9","0","1","2","0","3","52","201","2","14","9","9","9","67","1","26","67","68","52","201","26","14","9","9","9","67","12","26","67","68","52","201","26","14","9","9","9","67","1","26","67","68","52","201","26","14","9","9","9","67","12","26","67","68","52","201","26","14","9","9","9","67","1","26","67","68","52","201","26","14","9","9","9","2574420.0"
"236","92","12","91","92","93","82","21","91","14","9","9","9","92","1","91","92","93","82","21","91","14","9","9","9","92","12","91","92","93","82","21","91","6","9","9","9","92","1","91","92","93","82","21","91","6","9","9","9","0","12","24","0","3","82","21","24","6","9","9","9","92","12","95","92","93","82","21","95","6","9","9","9","0","1","24","0","3","82","21","24","6","9","9","9","92","1","95","92","93","82","21","95","6","9","9","9","92","12","91","92","93","82","21","91","6","113","9","9","92","1","91","92","93","82","21","91","6","113","9","9","177600.0"
"237","0","12","24","0","3","202","203","24","6","204","9","9","0","1","24","0","3","202","203","24","6","204","9","9","11","12","15","11","13","202","203","15","6","64","9","9","11","1","15","11","13","202","203","15","6","64","9","9","0","12","24","0","3","202","203","24","6","205","9","9","0","1","24","0","3","202","203","24","6","205","9","9","0","12","24","0","3","202","203","24","6","9","75","9","0","1","24","0","3","202","203","24","6","9","75","9","58","12","57","58","59","202","203","57","6","4","9","9","58","12","54","58","59","202","203","54","6","77","9","9","4849020.0"
"238","11","12","18","11","13","206","63","18","14","9","9","9","11","1","18","11","13","206","63","18","14","9","9","9","11","12","34","11","13","206","63","34","14","9","9","9","11","1","34","11","13","206","63","34","14","9","9","9","11","12","34","11","13","206","63","34","6","4","9","9","11","1","34","11","13","206","63","34","6","4","9","9","11","12","18","11","13","206","63","18","6","43","9","9","11","1","18","11","13","206","63","18","6","43","9","9","11","12","15","11","13","206","63","15","14","8","9","9","11","12","15","11","13","206","63","15","6","9","9","9","3864300.0"
"239","71","12","18","71","72","113","29","18","14","8","9","9","71","1","18","71","72","113","29","18","14","8","9","9","71","12","51","71","72","113","29","51","14","8","9","9","71","12","34","71","72","113","29","34","14","65","9","9","71","1","51","71","72","113","29","51","14","8","9","9","0","12","24","0","3","113","29","24","6","9","9","9","0","1","24","0","3","113","29","24","6","9","9","9","71","1","34","71","72","113","29","34","14","65","9","9","71","12","18","71","72","113","29","18","6","85","9","9","71","1","18","71","72","113","29","18","6","85","9","9","1203780.0"
"24","48","12","10","48","49","52","104","10","14","8","9","9","48","1","10","48","49","52","104","10","14","8","9","9","48","12","10","48","49","52","104","10","6","85","9","9","48","1","10","48","49","52","104","10","6","85","9","9","0","12","46","0","3","52","104","46","6","85","8","9","0","1","46","0","3","52","104","46","6","85","8","9","58","12","54","58","59","52","104","54","6","85","9","9","58","1","54","58","59","52","104","54","6","85","9","9","208","12","207","208","209","52","104","207","6","85","9","9","114","12","95","114","115","52","104","95","6","85","9","9","3134880.0"
"240","71","12","18","71","72","210","211","18","14","9","9","9","71","1","18","71","72","210","211","18","14","9","9","9","71","12","34","71","72","210","211","34","14","8","9","9","71","1","34","71","72","210","211","34","14","8","9","9","71","12","51","71","72","210","211","51","6","113","9","9","71","1","51","71","72","210","211","51","6","113","9","9","71","12","18","71","72","210","211","18","6","43","9","9","71","1","18","71","72","210","211","18","6","43","9","9","71","12","34","71","72","210","211","34","6","98","9","9","71","1","34","71","72","210","211","34","6","98","9","9","1070040.0"
"241","71","12","51","71","72","113","29","51","14","9","9","9","71","1","51","71","72","113","29","51","14","9","9","9","71","12","51","71","72","113","29","51","14","9","9","9","71","1","51","71","72","113","29","51","14","9","9","9","71","12","15","71","72","113","29","15","14","8","9","9","71","1","15","71","72","113","29","15","14","8","9","9","0","12","42","0","3","113","29","42","6","9","8","9","71","12","18","71","72","113","29","18","14","8","9","9","0","1","42","0","3","113","29","42","6","9","8","9","71","1","18","71","72","113","29","18","14","8","9","9","310740.0"
"242","71","12","18","71","72","98","21","18","14","65","9","9","71","1","18","71","72","98","21","18","14","65","9","9","71","12","18","71","72","98","21","18","6","75","9","9","71","1","18","71","72","98","21","18","6","75","9","9","71","12","15","71","72","98","21","15","6","103","9","9","71","1","15","71","72","98","21","15","6","103","9","9","71","12","34","71","72","98","21","34","6","27","9","9","71","1","34","71","72","98","21","34","6","27","9","9","71","12","18","71","72","98","21","18","6","8","9","9","71","1","18","71","72","98","21","18","6","8","9","9","668940.0"
"243","71","12","18","71","72","4","21","18","14","9","9","9","71","1","18","71","72","4","21","18","14","9","9","9","71","12","34","71","72","4","21","34","14","8","9","9","0","12","42","0","3","4","21","42","6","9","9","9","71","1","34","71","72","4","21","34","14","8","9","9","71","12","34","71","72","4","21","34","6","7","9","9","0","1","42","0","3","4","21","42","6","9","9","9","71","1","34","71","72","4","21","34","6","7","9","9","0","12","24","0","3","4","21","24","6","7","8","9","0","1","24","0","3","4","21","24","6","7","8","9","1029180.0"
"244","114","12","91","114","115","102","5","91","6","65","9","9","114","1","91","114","115","102","5","91","6","65","9","9","114","12","91","114","115","102","5","91","6","75","9","9","114","1","91","114","115","102","5","91","6","75","9","9","195","12","91","195","149","102","5","91","14","9","9","9","195","1","91","195","149","102","5","91","14","9","9","9","195","12","91","195","149","102","5","91","6","9","9","9","195","1","91","195","149","102","5","91","6","9","9","9","195","12","91","195","149","102","5","91","6","8","9","9","87","12","42","87","3","102","5","42","6","9","9","9","309600.0"
"245","17","12","23","17","19","102","5","23","14","9","9","9","17","12","23","17","19","102","5","23","39","9","9","9","17","1","23","17","19","102","5","23","39","9","9","9","0","12","2","0","3","102","5","2","14","9","9","9","0","1","2","0","3","102","5","2","14","9","9","9","17","1","23","17","19","102","5","23","14","9","9","9","17","12","23","17","19","102","5","23","14","8","9","9","17","1","23","17","19","102","5","23","14","8","9","9","17","12","23","17","19","102","5","23","6","103","9","9","17","1","23","17","19","102","5","23","6","103","9","9","2637120.0"
"246","17","12","70","17","19","162","212","70","6","4","9","9","17","1","70","17","19","162","212","70","6","4","9","9","17","12","23","17","19","162","212","23","6","33","9","9","17","1","23","17","19","162","212","23","6","33","9","9","17","12","70","17","19","162","212","70","6","45","9","9","17","1","70","17","19","162","212","70","6","45","9","9","0","12","42","0","3","162","212","42","6","64","65","9","0","1","42","0","3","162","212","42","6","64","65","9","58","12","54","58","59","162","212","54","6","64","9","9","58","1","54","58","59","162","212","54","6","64","9","9","398340.0"
"248","17","12","23","17","19","41","37","23","14","8","9","9","17","1","23","17","19","41","37","23","14","8","9","9","17","12","23","17","19","41","37","23","6","33","9","9","17","1","23","17","19","41","37","23","6","33","9","9","17","12","70","17","19","41","37","70","6","113","9","9","17","1","70","17","19","41","37","70","6","113","9","9","114","12","54","114","115","41","37","54","6","9","9","9","114","1","54","114","115","41","37","54","6","9","9","9","0","12","46","0","3","41","37","46","6","41","9","9","0","1","46","0","3","41","37","46","6","41","9","9","692040.0"
