id,remainingTime,prediction
Case178,4956120.0,4989962.93987
Case178,4930500.0,4983262.43903
Case178,4929780.0,4955627.72605
Case178,4905480.0,4952088.88805
Case178,4904520.0,4926385.13517
Case178,4871520.0,4910606.98928
Case178,4731840.0,4889626.40836
Case178,4717380.0,4737122.94489
Case178,4637040.0,4719194.35214
Case178,4623660.0,4641454.43481
Case178,4352760.0,4626104.85361
Case178,4352220.0,4373650.53906
Case178,4266540.0,4371134.30532
Case178,4259280.0,4284418.33811
Case178,4179900.0,4275643.04358
Case178,4160880.0,4183418.99317
Case178,3862440.0,4158047.32564
Case178,3858360.0,3878103.2861
Case178,3780180.0,3872869.5305
Case178,3779100.0,3793816.82087
Case178,2905980.0,3781676.88453
Case178,2903160.0,2927697.61774
Case178,2297040.0,2923590.88828
Case178,2279100.0,2317857.2289
Case178,554100.0,2298809.31135
Case178,544500.0,589563.467401
Case178,539100.0,578531.403275
Case178,524400.0,571772.353893
Case178,497280.0,555691.705443
Case178,465600.0,527180.120571
Case178,465420.0,465600.000033
Case178,440940.0,492856.193784
Case178,410700.0,467203.559438
Case178,392100.0,435838.626009
Case178,234780.0,416207.680618
Case178,207240.0,257700.7705
Case178,205620.0,229240.085101
Case178,193800.0,226791.822419
Case178,150840.0,214164.893746
Case178,144660.0,170407.322613
Case178,131760.0,163503.32458
Case178,120120.0,149908.213333
Case178,117480.0,137607.408122
Case178,117000.0,134339.221029
Case178,4500.0,133259.186836
Case178,4500.0,20234.4909369
Case178,4500.0,19688.7426841
Case178,4500.0,19166.4872211
Case178,0.0,18666.3575709
Case178,0.0,13690.1191486
Case178,0.0,13231.6703786
Case178,0.0,12792.6778682
Case179,3674460.0,3674460.0
Case179,3660540.0,3660540.0
Case179,3537600.0,3537600.0
Case179,3534000.0,3534000.0
Case179,3397200.0,3397200.0
Case179,3393600.0,3483256.9263
Case179,248100.0,3428934.69271
Case179,240600.0,2815093.39857
Case179,81600.0,1040445.9334
Case179,74400.0,622555.716894
Case179,27600.0,480209.97918
Case179,24000.0,353614.852129
Case179,2400.0,292183.43111
Case179,0.0,229801.243907
Case18,6236460.0,6236460.0
Case18,6230460.0,6230460.0
Case18,6230400.0,6230400.0
Case18,6226380.0,6226380.0
Case18,6225060.0,6225060.0
Case18,6218880.0,6227068.92057
Case18,6178560.0,6220801.13496
Case18,6177600.0,6178332.02146
Case18,6177600.0,6184492.88816
Case18,6154860.0,6182612.57545
Case18,6143940.0,6159512.23385
Case18,6139560.0,6143593.88198
Case18,6137400.0,6142447.89257
Case18,6135240.0,6139892.11056
Case18,6133500.0,6137465.16659
Case18,6107400.0,6135134.74488
Case18,6100980.0,6109393.72268
Case18,6099300.0,6102793.54646
Case18,6092040.0,6101107.78402
Case18,6092040.0,6091830.17404
Case18,6091980.0,6091800.07718
Case18,6091980.0,6091752.63743
Case18,6052680.0,6091765.62552
Case18,6052680.0,6052438.38002
Case18,6043800.0,6052450.2825
Case18,6024000.0,6043585.63801
Case18,5944740.0,6023910.99796
Case18,5944680.0,5946968.81424
Case18,5915820.0,5946763.571
Case18,5905080.0,5917750.06036
Case18,5904720.0,5906858.63536
Case18,5904600.0,5906394.04872
Case18,5903820.0,5906175.99252
Case18,5900220.0,5905301.98856
Case18,5881260.0,5901610.49554
Case18,5881200.0,5882580.55305
Case18,5879520.0,5882448.17464
Case18,5873520.0,5880698.70576
Case18,5872320.0,5873322.14205
Case18,5871840.0,5872177.60486
Case18,5870640.0,5871653.05106
Case18,5867040.0,5870458.06237
Case18,5862360.0,5866882.63634
Case18,5858520.0,5862200.71056
Case18,5856720.0,5858382.39099
Case18,5851920.0,5856584.47717
Case18,5847540.0,5851784.10749
Case18,5847360.0,5847397.61812
Case18,5847300.0,5847268.79473
Case18,5844360.0,5847190.21078
Case18,5833140.0,5844248.20336
Case18,5832900.0,5833006.07685
Case18,5832180.0,5832772.47386
Case18,5832120.0,5832057.62626
Case18,5795520.0,5832002.41283
Case18,5795400.0,5795394.44331
Case18,5793300.0,5795305.1764
Case18,5781960.0,5793181.28787
Case18,5777400.0,5781888.36556
Case18,5770320.0,5777286.92858
Case18,5762520.0,5770210.16029
Case18,5760360.0,5762431.48101
Case18,5760180.0,5760255.73521
Case18,5745540.0,5760122.80749
Case18,5745240.0,5745450.02208
Case18,5731920.0,5745144.09756
Case18,5731920.0,5731846.8402
Case18,5731920.0,5731827.07255
Case18,5727420.0,5731846.91001
Case18,5727420.0,5727329.52372
Case18,5727420.0,5727332.88661
Case18,5708640.0,5727342.86297
Case18,5706720.0,5708570.37594
Case18,5706720.0,5706656.0355
Case18,5700720.0,5706660.75644
Case18,5699520.0,5700675.56223
Case18,5692860.0,5699469.10147
Case18,5692860.0,5692810.41008
Case18,5692800.0,5692819.88379
Case18,5685720.0,5692734.30049
Case18,5683920.0,5685647.53318
Case18,5680020.0,5683857.55326
Case18,5678640.0,5679954.3055
Case18,5677920.0,5678590.21528
Case18,5677920.0,5677861.3378
Case18,5676720.0,5677902.48618
Case18,5674440.0,5676658.52131
Case18,5657040.0,5674383.08931
Case18,5645880.0,5657003.49979
Case18,5622300.0,5645823.60281
Case18,5620140.0,5622248.65475
Case18,5592180.0,5620113.74051
Case18,5592120.0,5592123.10529
Case18,5590260.0,5592069.11568
Case18,5588700.0,5590203.35145
Case18,5587920.0,5588642.6612
Case18,5587620.0,5587868.56239
Case18,5572200.0,5587574.42493
Case18,5572080.0,5572449.23761
Case18,5534940.0,5572042.08382
Case18,5534880.0,5535197.17276
Case18,5523120.0,5534855.68775
Case18,5512920.0,5523080.64022
Case18,5511120.0,5513172.51324
Case18,5508720.0,5511096.13333
Case18,5502840.0,5508962.5513
Case18,5501460.0,5502814.23927
Case18,5499300.0,5501456.00173
Case18,5499240.0,5499252.65788
Case18,5499240.0,5499224.60076
Case18,5499180.0,5499190.42778
Case18,5473680.0,5499155.69517
Case18,5466480.0,5473673.18875
Case18,5466420.0,5466698.83804
Case18,5466420.0,5466372.53924
Case18,5449860.0,5466392.99206
Case18,5440320.0,5449824.82633
Case18,5426880.0,5440274.31407
Case18,5261340.0,5426848.79195
Case18,5253480.0,5261831.07157
Case18,5251920.0,5253962.16796
Case18,5239200.0,5252394.21872
Case18,5186340.0,5239665.8314
Case18,5186100.0,5186814.82345
Case18,5183040.0,5186100.00155
Case18,5182620.0,5183500.27317
Case18,5179080.0,5183073.4068
Case18,5152500.0,5179526.12668
Case18,5152440.0,5152500.00087
Case18,5128440.0,5152874.53278
Case18,5101920.0,5128868.84531
Case18,5101080.0,5102343.69648
Case18,5015520.0,5101080.00027
Case18,5013720.0,5015973.0757
Case18,5013720.0,5014166.87968
Case18,5013720.0,5014161.16669
Case18,5012520.0,5014155.51672
Case18,5007180.0,5012949.643
Case18,3966120.0,5007180.00031
Case18,3957720.0,3972524.83298
Case18,3770940.0,3964007.80164
Case18,3768360.0,3776528.87923
Case18,3715980.0,3773886.89531
Case18,3695640.0,3721274.1763
Case18,3695580.0,3700817.08181
Case18,3695580.0,3700711.01418
Case18,3455460.0,3700663.95864
Case18,3433440.0,3460093.96886
Case18,3192180.0,3437983.44202
Case18,3165180.0,3196384.19021
Case18,3138300.0,3169303.51329
Case18,3115560.0,3142345.76584
Case18,3114960.0,3115560.01515
Case18,3114900.0,3118909.12685
Case18,3112440.0,3114900.00375
Case18,3106980.0,3116329.35145
Case18,3095160.0,3110831.89589
Case18,3094020.0,3098965.21838
Case18,3051540.0,3097795.01003
Case18,3029820.0,3055227.18807
Case18,3028380.0,3033449.37084
Case18,3010800.0,3031980.25783
Case18,2887620.0,3014349.72255
Case18,2856900.0,2891025.40154
Case18,2846640.0,2856900.00081
Case18,2837520.0,2846640.00033
Case18,2834520.0,2840794.81948
Case18,2832720.0,2834520.0135
Case18,2823480.0,2835941.86233
Case18,2815800.0,2826668.06524
Case18,2807220.0,2818956.25941
Case18,2781480.0,2810343.84704
Case18,2781120.0,2784555.92193
Case18,2769960.0,2784172.22793
Case18,2769720.0,2769960.00465
Case18,2769120.0,2772715.58053
Case18,2763120.0,2769120.00117
Case18,2758320.0,2766063.76229
Case18,2745480.0,2761236.7265
Case18,2745420.0,2748363.39221
Case18,2742960.0,2748280.68877
Case18,2736000.0,2745795.92898
Case18,2707920.0,2738808.49898
Case18,2704320.0,2710686.64208
Case18,2682720.0,2707062.13676
Case18,2676720.0,2685426.15058
Case18,2675520.0,2679400.34125
Case18,2665320.0,2678178.17048
Case18,2663040.0,2667950.56037
Case18,2659920.0,2665647.82969
Case18,2658240.0,2662504.89133
Case18,2657040.0,2658240.01359
Case18,2656860.0,2659581.50888
Case18,2652360.0,2659380.60862
Case18,2647980.0,2654857.75276
Case18,2647920.0,2647980.00025
Case18,2647860.0,2650374.43099
Case18,2643420.0,2650294.33337
Case18,2643000.0,2645832.33175
Case18,2640060.0,2645391.93036
Case18,2634720.0,2642430.63513
Case18,2621520.0,2637068.5592
Case18,2621520.0,2623843.82632
Case18,2617920.0,2623824.60662
Case18,2617620.0,2620203.98639
Case18,2617020.0,2619884.78409
Case18,2616240.0,2619265.61863
Case18,2597940.0,2618466.21186
Case18,2596320.0,2600142.2386
Case18,2590920.0,2598503.36301
Case18,2588280.0,2590920.01859
Case18,2585520.0,2590424.35725
Case18,2580120.0,2587645.67367
Case18,2573520.0,2582226.4181
Case18,2569920.0,2575607.15379
Case18,2569920.0,2569920.00082
Case18,2567520.0,2571971.4346
Case18,2567520.0,2569553.70141
Case18,2564820.0,2569536.54143
Case18,2564820.0,2566819.05533
Case18,2564340.0,2566802.16697
Case18,2563680.0,2566305.66028
Case18,2563200.0,2565628.99051
Case18,2555880.0,2565132.38768
Case18,2547300.0,2557795.24195
Case18,2535120.0,2549197.84496
Case18,2535120.0,2537000.39627
Case18,2530620.0,2536984.77281
Case18,2530620.0,2532468.60226
Case18,2520300.0,2532453.14236
Case18,2519520.0,2522116.80831
Case18,2510760.0,2521321.58955
Case18,2509800.0,2512545.7696
Case18,2501280.0,2511570.88137
Case18,2487120.0,2503035.43094
Case18,2483220.0,2488859.96516
Case18,2477700.0,2484945.27707
Case18,2474760.0,2479410.78573
Case18,2460060.0,2476456.47326
Case18,2448720.0,2461741.77621
Case18,2448720.0,2450387.35121
Case18,2445120.0,2450373.76497
Case18,2444220.0,2446760.13105
Case18,2425140.0,2445846.74903
Case18,2408220.0,2426752.98767
Case18,2403720.0,2409819.49322
Case18,2282400.0,2405306.47519
Case18,2251560.0,2283984.27991
Case18,2250720.0,2253130.21868
Case18,2248920.0,2252277.89526
Case18,2245740.0,2250465.67348
Case18,2238240.0,2247273.34495
Case18,2234280.0,2239760.93353
Case18,2224320.0,2235788.77562
Case18,2214960.0,2225816.72712
Case18,2212140.0,2216444.7145
Case18,2212140.0,2213613.15322
Case18,2212080.0,2213601.70589
Case18,2211840.0,2213530.45573
Case18,2211120.0,2213279.2552
Case18,2203380.0,2212548.12781
Case18,2189520.0,2204797.01938
Case18,2189520.0,2190925.95498
Case18,2185020.0,2190915.18618
Case18,2185020.0,2186404.51545
Case18,2164980.0,2186393.91291
Case18,2164320.0,2166343.55296
Case18,2164260.0,2165673.2451
Case18,2163300.0,2165602.9753
Case18,2160060.0,2164632.77867
Case18,2158320.0,2161382.70061
Case18,2157120.0,2159632.70556
Case18,2147580.0,2158422.84453
Case18,2143320.0,2148873.2274
Case18,2141400.0,2144603.53237
Case18,2136300.0,2142673.9454
Case18,2136120.0,2137564.53502
Case18,2132340.0,2137375.14558
Case18,2132100.0,2133585.85139
Case18,2127600.0,2133336.50548
Case18,2127600.0,2128827.42228
Case18,2124600.0,2128818.38198
Case18,2116920.0,2125809.39928
Case18,2107140.0,2118120.88836
Case18,2107080.0,2108332.49137
Case18,2087340.0,2108263.70978
Case18,2087280.0,2088516.28088
Case18,2080380.0,2088447.64794
Case18,2080320.0,2081539.58368
Case18,2078940.0,2081471.01822
Case18,2046120.0,2080082.641
Case18,2039400.0,2047257.15792
Case18,2030520.0,2040529.28077
Case18,1992240.0,2031641.6343
Case18,1991640.0,1993356.85398
Case18,1953360.0,1992748.68257
Case18,1944120.0,1954463.78227
Case18,1933500.0,1945216.3731
Case18,1933440.0,1934589.18415
Case18,1932420.0,1934521.44551
Case18,1521720.0,1933493.81096
Case18,1516440.0,1522927.29426
Case18,1018320.0,1517639.12963
Case18,1008600.0,1019671.12708
Case18,1008120.0,1008600.01962
Case18,1007760.0,1009453.71651
Case18,954720.0,1009085.69012
Case18,951120.0,956033.310356
Case18,893520.0,952425.144369
Case18,889920.0,894812.775864
Case18,856620.0,891204.834454
Case18,847320.0,857894.151865
Case18,807120.0,848585.610798
Case18,803520.0,808374.609039
Case18,753120.0,804766.828339
Case18,742260.0,754355.894117
Case18,693720.0,743487.506713
Case18,689520.0,694936.714957
Case18,688320.0,689520.000425
Case18,674520.0,689522.452181
Case18,672720.0,675714.020017
Case18,655680.0,673907.244052
Case18,609120.0,655680.015926
Case18,603120.0,610288.975642
Case18,601920.0,603120.00015
Case18,596520.0,603075.260174
Case18,429120.0,597668.125957
Case18,415320.0,430263.974016
Case18,413520.0,416456.322215
Case18,405720.0,413520.006448
Case18,382560.0,406843.100836
Case18,376260.0,382560.00242
Case18,309960.0,377368.351437
Case18,309060.0,311058.775334
Case18,304020.0,310152.727628
Case18,298140.0,304020.001439
Case18,256320.0,299220.254533
Case18,254520.0,257391.689227
Case18,251220.0,255585.669563
Case18,246720.0,252279.878683
Case18,237120.0,247774.086429
Case18,231720.0,238167.450059
Case18,202320.0,232761.423394
Case18,198720.0,203353.972121
Case18,54720.0,199748.363408
Case18,50820.0,54720.0057186
Case18,29520.0,51837.8977325
Case18,25920.0,30530.9713435
Case18,720.0,26925.5278165
Case18,0.0,1718.68796142
Case182,6848760.0,6848760.0
Case182,6848580.0,6848580.0
Case182,1906140.0,1906140.0
Case182,1900140.0,1900140.0
Case182,1820940.0,1820940.0
Case182,1816740.0,2877075.13037
Case182,1816560.0,2566754.97322
Case182,1812060.0,2260118.64491
Case182,1791240.0,2095539.71086
Case182,1787640.0,2167094.10657
Case182,1060380.0,2102673.18405
Case182,1060320.0,1488366.52035
Case182,754440.0,1413852.05363
Case182,749940.0,1099522.03969
Case182,265740.0,1040546.00275
Case182,261240.0,570918.779622
Case182,115260.0,519183.430511
Case182,115200.0,348800.384103
Case182,113400.0,316609.313407
Case182,84780.0,289221.178368
Case182,63240.0,241643.614567
Case182,59640.0,203815.658351
Case182,13080.0,185347.193425
Case182,12060.0,128869.764597
Case182,11700.0,116563.305436
Case182,0.0,106465.40285
Case185,7548000.0,7548000.0
Case185,7543500.0,7543500.0
Case185,7400460.0,7400460.0
Case185,7394940.0,7394940.0
Case185,7375200.0,7375200.0
Case185,7375200.0,7410106.16928
Case185,7371600.0,7400486.64257
Case185,7371600.0,7392208.5066
Case185,7341000.0,7388307.89157
Case185,7338420.0,7359551.76364
Case185,7333800.0,7352619.53727
Case185,7322400.0,7347289.48597
Case185,7083600.0,7334492.69354
Case185,7075560.0,7089031.8484
Case185,7070400.0,7091974.88622
Case185,7066980.0,7069552.37796
Case185,5532000.0,7067636.57262
Case185,5524800.0,5532000.00186
Case185,5175600.0,5717060.31334
Case185,5170920.0,5303970.33953
Case185,426300.0,5279713.31087
Case185,423000.0,886210.942196
Case185,409980.0,423000.045829
Case185,408060.0,731221.176396
Case185,361200.0,691623.864544
Case185,351480.0,614243.606695
Case185,351360.0,580538.207761
Case185,342420.0,560410.133855
Case185,342360.0,534320.386226
Case185,335460.0,519399.065599
Case185,335460.0,499483.525035
Case185,325440.0,487939.716706
Case185,325440.0,467706.80754
Case185,318360.0,458471.48683
Case185,171600.0,443138.250267
Case185,139080.0,290413.241235
Case185,74400.0,251201.256293
Case185,60600.0,180764.128626
Case185,31200.0,161164.483493
Case185,27600.0,126618.857641
Case185,2400.0,118006.397747
Case185,0.0,88432.3414438
Case187,4817700.0,4817700.0
Case187,4808700.0,4808700.0
Case187,4103400.0,4103400.0
Case187,4094760.0,4094760.0
Case187,4087860.0,4087860.0
Case187,4079460.0,4256805.72463
Case187,4079400.0,4074076.2203
Case187,4040580.0,4170655.46411
Case187,4040280.0,4132903.75525
Case187,4008060.0,4043319.97632
Case187,4008060.0,4020110.08361
Case187,3993360.0,4011078.63656
Case187,3993300.0,3998706.44144
Case187,3954660.0,3997275.47296
Case187,3953760.0,3962775.49284
Case187,3921840.0,3960670.82132
Case187,3921060.0,3930068.49085
Case187,3893580.0,3927733.84097
Case187,3891240.0,3899912.62939
Case187,3880620.0,3898494.17643
Case187,3675240.0,3886137.79066
Case187,3664860.0,3691357.6072
Case187,3662280.0,3676420.66458
Case187,3661560.0,3671278.71095
Case187,3660960.0,3671064.12928
Case187,3634920.0,3680294.99291
Case187,3634560.0,3643553.90199
Case187,3614280.0,3640177.09208
Case187,3563220.0,3629469.95788
Case187,3556500.0,3578214.37374
Case187,3556440.0,3561239.47699
Case187,3548100.0,3561062.64012
Case187,3337440.0,3559730.58646
Case187,3316380.0,3344255.55906
Case187,3078060.0,3330034.73649
Case187,3057240.0,3083815.04338
Case187,2992200.0,3062858.47367
Case187,2970840.0,2999417.08254
Case187,2906640.0,2976341.62318
Case187,2884980.0,2917822.65106
Case187,2855700.0,2895450.31623
Case187,2852100.0,2865546.85952
Case187,2819640.0,2861350.49363
Case187,2812440.0,2828402.9756
Case187,2658360.0,2820710.18429
Case187,2654100.0,2666676.14742
Case187,2510100.0,2661972.78665
Case187,2505600.0,2517882.45346
Case187,2485500.0,2512993.96405
Case187,2484600.0,2492542.42895
Case187,2484600.0,2491304.30929
Case187,2484060.0,2490987.15402
Case187,2475600.0,2490150.43343
Case187,2472660.0,2481422.52305
Case187,2471940.0,2478224.81402
Case187,2465760.0,2477259.74587
Case187,2460780.0,2470858.41454
Case187,2460660.0,2465668.70264
Case187,2423700.0,2465343.21365
Case187,2420100.0,2428263.40815
Case187,2337300.0,2424484.14571
Case187,2333700.0,2341685.01841
Case187,1559700.0,2337918.47351
Case187,1556100.0,1568254.75857
Case187,1535100.0,1564354.68288
Case187,1524240.0,1543051.76457
Case187,4500.0,1531913.89814
Case187,0.0,4500.00095179
Case188,3120480.0,3120480.0
Case188,3120180.0,3120180.0
Case188,3118380.0,3118380.0
Case188,3116580.0,3116580.0
Case188,3114180.0,3114180.0
Case188,3106980.0,3114169.42518
Case188,3106980.0,3108687.73279
Case188,3103380.0,3108070.37676
Case188,1827900.0,3104258.84233
Case188,1827660.0,3001875.67293
Case188,806580.0,2143176.67035
Case188,784980.0,1060678.12217
Case188,527940.0,971070.856423
Case188,520140.0,673041.128658
Case188,520140.0,641099.415507
Case188,507840.0,623250.565413
Case188,499140.0,597123.782943
Case188,461760.0,577349.79779
Case188,460860.0,531353.504399
Case188,452640.0,522742.960145
Case188,452400.0,508165.223026
Case188,450360.0,502378.828728
Case188,448020.0,495615.060771
Case188,447900.0,489196.511774
Case188,447780.0,485481.86197
Case188,437640.0,482211.176105
Case188,437580.0,469496.762622
Case188,437520.0,466955.149958
Case188,437460.0,464687.782567
Case188,436080.0,462655.346025
Case188,414300.0,459532.001901
Case188,396480.0,436565.951799
Case188,361620.0,417591.251049
Case188,353340.0,381975.12017
Case188,231480.0,372541.857005
Case188,226980.0,251469.740158
Case188,222480.0,245794.782722
Case188,202200.0,240222.7207
Case188,200100.0,219175.30756
Case188,185460.0,216126.824633
Case188,176340.0,200777.201904
Case188,176160.0,190931.102023
Case188,175680.0,189970.721002
Case188,175620.0,188773.292124
Case188,175560.0,188044.337561
Case188,175500.0,187364.000912
Case188,174240.0,186728.066284
Case188,174000.0,184945.4085
Case188,174000.0,184207.142697
Case188,173940.0,183739.79773
Case188,140580.0,183243.521041
Case188,136980.0,149829.416744
Case188,114540.0,145863.878917
Case188,75720.0,123268.900607
Case188,54180.0,84456.3906358
Case188,50580.0,62750.1029312
Case188,4500.0,58829.3850444
Case188,0.0,12819.2035602
Case189,262800.0,262800.0
Case189,258300.0,258300.0
Case189,216000.0,216000.0
Case189,212400.0,212400.0
Case189,212400.0,212400.0
Case189,204600.0,221576.077647
Case189,151200.0,212637.729029
Case189,129600.0,166047.656654
Case189,54000.0,138453.981863
Case189,43800.0,64486.023226
Case189,3600.0,42792.4732822
Case189,0.0,10753.5407471
Case19,2073180.0,2073180.0
Case19,2054520.0,2054520.0
Case19,2051520.0,2051520.0
Case19,2047620.0,2047620.0
Case19,2041320.0,2041320.0
Case19,2002320.0,2047091.93406
Case19,1972920.0,2016469.57562
Case19,1968120.0,1972415.7731
Case19,1909500.0,1973401.16164
Case19,1906380.0,1916539.37333
Case19,298320.0,1905692.11903
Case19,293820.0,1360366.7717
Case19,243060.0,623097.603919
Case19,240780.0,471807.759028
Case19,170520.0,420148.84453
Case19,165120.0,320079.137394
Case19,153000.0,291855.869124
Case19,139320.0,262894.150058
Case19,139320.0,236127.714689
Case19,112020.0,225094.623837
Case19,61380.0,189806.018864
Case19,56880.0,133317.613991
Case19,39120.0,122072.003977
Case19,39120.0,99036.1004175
Case19,35520.0,93845.5018543
Case19,35520.0,85867.0703399
Case19,8160.0,81906.0877376
Case19,4560.0,52014.380967
Case19,4500.0,45330.1904819
Case19,0.0,42406.2923595
Case190,3064200.0,3064200.0
Case190,3060600.0,3060600.0
Case190,3012000.0,3012000.0
Case190,3007500.0,3007500.0
Case190,1381860.0,1381860.0
Case190,1373280.0,2829672.41875
Case190,126600.0,1849290.00068
Case190,122100.0,605023.478215
Case190,6720.0,429773.384437
Case190,0.0,236215.759952
Case192,3996240.0,3996240.0
Case192,3989040.0,3989040.0
Case192,3988560.0,3988560.0
Case192,3984900.0,3984900.0
Case192,1656600.0,1656600.0
Case192,1633620.0,3779538.71916
Case192,1580340.0,2328698.87048
Case192,1579620.0,2035652.56764
Case192,1574640.0,1912791.80432
Case192,1574580.0,1835215.25722
Case192,1574460.0,1785770.86416
Case192,1549080.0,1750297.7679
Case192,1533000.0,1701772.76032
Case192,1532820.0,1666504.68415
Case192,1494240.0,1649175.04783
Case192,1493520.0,1601236.52216
Case192,1488240.0,1588493.13878
Case192,1482660.0,1573726.62911
Case192,1482480.0,1560197.51501
Case192,1462080.0,1552716.4668
Case192,1446600.0,1528021.47446
Case192,1408740.0,1508323.61564
Case192,1408200.0,1468761.57451
Case192,1398420.0,1463436.92357
Case192,1394640.0,1450219.41282
Case192,1386660.0,1442904.31612
Case192,1266840.0,1432108.35332
Case192,1236420.0,1318094.45465
Case192,1235580.0,1286072.94661
Case192,1234680.0,1281805.25963
Case192,1227840.0,1277838.89362
Case192,1202700.0,1268607.13006
Case192,1202220.0,1242387.42223
Case192,1196520.0,1221114.45611
Case192,1195260.0,1231847.00031
Case192,1176000.0,1228589.541
Case192,1174560.0,1208458.38761
Case192,1149780.0,1205281.2403
Case192,1147680.0,1180069.4546
Case192,1146840.0,1176446.46895
Case192,1139040.0,1174144.45742
Case192,1138500.0,1165313.73598
Case192,1137720.0,1163489.72816
Case192,1121400.0,1161530.72058
Case192,1121220.0,1144780.80086
Case192,1119840.0,1143515.35415
Case192,1116360.0,1141173.78888
Case192,1116120.0,1136880.37439
Case192,1115100.0,1135751.98639
Case192,1109160.0,1133931.19101
Case192,1108980.0,1127425.25828
Case192,1089660.0,1126500.05619
Case192,1088280.0,1107168.74157
Case192,1063080.0,1105135.4644
Case192,1062120.0,1080136.40971
Case192,1048800.0,1078539.75421
Case192,1038780.0,1065022.15666
Case192,1038720.0,1054702.60972
Case192,1038660.0,1049203.11791
Case192,1038540.0,1053422.07333
Case192,1034220.0,1052771.2263
Case192,1024980.0,1048072.02146
Case192,1022580.0,1038613.68517
Case192,1015560.0,1035808.97688
Case192,1015500.0,1028532.8147
Case192,977040.0,1028037.0109
Case192,976200.0,990188.158462
Case192,947160.0,988929.645055
Case192,946500.0,960203.841785
Case192,943440.0,953663.309558
Case192,942480.0,955732.343775
Case192,916500.0,954401.166306
Case192,916260.0,928648.556417
Case192,890400.0,928030.014058
Case192,888840.0,902376.475204
Case192,881940.0,900477.047587
Case192,881880.0,893365.944361
Case192,876840.0,892960.106117
Case192,876780.0,887691.869217
Case192,872280.0,887312.415318
Case192,872280.0,882594.750675
Case192,871440.0,882298.036141
Case192,868440.0,881189.960358
Case192,850200.0,877973.899123
Case192,804480.0,859810.331594
Case192,794040.0,814652.722981
Case192,790440.0,804109.477285
Case192,782880.0,800291.101727
Case192,627540.0,792587.528244
Case192,587880.0,639488.397124
Case192,587760.0,600042.135816
Case192,579840.0,599566.274703
Case192,516720.0,591410.665168
Case192,511080.0,528782.778512
Case192,489420.0,522861.269506
Case192,459300.0,501122.910649
Case192,453240.0,471018.218659
Case192,440640.0,464692.118049
Case192,434040.0,451908.820268
Case192,425040.0,445066.148546
Case192,420540.0,435858.433091
Case192,420480.0,431111.350716
Case192,416040.0,430768.961347
Case192,411240.0,426101.936174
Case192,411120.0,421087.705461
Case192,410520.0,420715.439128
Case192,407040.0,419877.574822
Case192,374280.0,416196.757687
Case192,371940.0,383520.559549
Case192,366840.0,380973.233834
Case192,359640.0,375698.449208
Case192,338640.0,368348.141527
Case192,323880.0,347323.722797
Case192,286380.0,332482.40139
Case192,285540.0,295090.113344
Case192,273840.0,294050.359009
Case192,270240.0,282243.876158
Case192,266640.0,278476.721754
Case192,257640.0,274715.545106
Case192,252240.0,265600.516356
Case192,237480.0,260061.731961
Case192,200040.0,245236.334042
Case192,50640.0,207892.720934
Case192,47040.0,59332.5195316
Case192,12840.0,55554.9673709
Case192,0.0,21360.4223423
Case194,2385960.0,2385960.0
Case194,2383560.0,2383560.0
Case194,2310240.0,2310240.0
Case194,2277600.0,2277600.0
Case194,2277120.0,2277120.0
Case194,2272080.0,2294086.13844
Case194,2224500.0,2284581.84535
Case194,2204280.0,2238418.34803
Case194,2192940.0,2214596.5852
Case194,2186280.0,2200740.32287
Case194,2175060.0,2192796.11761
Case194,2140320.0,2179598.28871
Case194,2138880.0,2139541.70243
Case194,2124000.0,2139051.14653
Case194,2118600.0,2123442.8615
Case194,2117520.0,2118098.58488
Case194,2117520.0,2120221.85724
Case194,2044800.0,2120746.89974
Case194,2044800.0,2044252.1391
Case194,2030400.0,2044494.17713
Case194,1991100.0,2029896.99492
Case194,1978980.0,1990686.23616
Case194,1958400.0,1978557.11893
Case194,1957320.0,1958036.8076
Case194,1931700.0,1956938.60209
Case194,1931640.0,1931396.58523
Case194,1926480.0,1931303.68765
Case194,1926120.0,1926171.3306
Case194,1879020.0,1925839.15414
Case194,1868400.0,1878738.82422
Case194,1866600.0,1868158.4298
Case194,1846920.0,1866366.38795
Case194,1845480.0,1846737.60243
Case194,1840320.0,1845222.99041
Case194,1840260.0,1840162.68501
Case194,1840200.0,1840043.90754
Case194,1792800.0,1839981.58952
Case194,1786800.0,1792605.91845
Case194,1243800.0,1786642.89273
Case194,1242240.0,1257967.2606
Case194,1213200.0,1255536.80154
Case194,1208700.0,1225291.98262
Case194,1183560.0,1220088.93713
Case194,1180800.0,1194104.95536
Case194,1172220.0,1190799.82446
Case194,1167000.0,1181672.13146
Case194,1164000.0,1175972.91626
Case194,1148280.0,1172541.33146
Case194,1094400.0,1156370.6669
Case194,1069140.0,1101999.36316
Case194,1014840.0,1076340.04786
Case194,1003980.0,1021630.40949
Case194,981480.0,1010470.57875
Case194,974640.0,987667.783808
Case194,921600.0,980576.339872
Case194,918000.0,927255.092003
Case194,324000.0,923442.215433
Case194,306000.0,333118.106246
Case194,90000.0,314760.604853
Case194,90000.0,98136.0967896
Case194,86400.0,90000.0014434
Case194,86400.0,94109.415538
Case194,3600.0,93907.3038903
Case194,3600.0,10715.3623368
Case194,0.0,10533.7056457
Case194,0.0,6745.01938164
Case195,1303500.0,1303500.0
Case195,1292400.0,1292400.0
Case195,914700.0,914700.0
