,id,startTime,event,resource,datetime,eventString,resourceString
1874,63,1329999960.0,3,3,2012-02-23T12:26:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1875,63,1330001100.0,3,3,2012-02-23T12:45:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1876,63,1330043580.0,18,13,2012-02-24T00:33:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1877,63,1330065300.0,18,13,2012-02-24T06:35:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1878,63,1330066740.0,18,13,2012-02-24T06:59:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1879,63,1330084320.0,18,13,2012-02-24T11:52:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1880,63,1330207500.0,18,13,2012-02-25T22:05:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1881,63,1330238220.0,18,13,2012-02-26T06:37:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1882,63,1330248480.0,18,13,2012-02-26T09:28:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1883,63,1330257600.0,5,1,2012-02-26T12:00:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1884,63,1330260600.0,5,1,2012-02-26T12:50:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1885,63,1330262400.0,5,1,2012-02-26T13:20:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1886,63,1330271640.0,18,13,2012-02-26T15:54:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1887,63,1330279320.0,5,1,2012-02-26T18:02:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1888,63,1330287900.0,18,13,2012-02-26T20:25:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1889,63,1330313640.0,18,13,2012-02-27T03:34:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1890,63,1330314000.0,18,13,2012-02-27T03:40:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1891,63,1330325160.0,18,13,2012-02-27T06:46:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1892,63,1330325400.0,18,13,2012-02-27T06:50:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1893,63,1330326000.0,5,1,2012-02-27T07:00:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1894,63,1330332000.0,5,1,2012-02-27T08:40:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1895,63,1330336800.0,5,1,2012-02-27T10:00:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1896,63,1330349640.0,18,13,2012-02-27T13:34:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1897,63,1330349700.0,18,13,2012-02-27T13:35:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1898,63,1330352160.0,18,13,2012-02-27T14:16:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1899,63,1330359120.0,5,1,2012-02-27T16:12:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1900,63,1330387200.0,6,5,2012-02-28T00:00:00.000+02:00,Packing,Packing
1901,63,1330390800.0,6,5,2012-02-28T01:00:00.000+02:00,Packing,Packing
1902,63,1330412400.0,5,1,2012-02-28T07:00:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1903,63,1330418400.0,5,1,2012-02-28T08:40:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1904,63,1330419600.0,5,1,2012-02-28T09:00:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1905,63,1330429800.0,5,1,2012-02-28T11:50:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1906,63,1330432080.0,3,3,2012-02-28T12:28:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1907,63,1330435200.0,5,1,2012-02-28T13:20:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1908,63,1330436880.0,18,13,2012-02-28T13:48:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1909,63,1330438080.0,3,3,2012-02-28T14:08:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1910,63,1330438260.0,3,3,2012-02-28T14:11:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1911,63,1330442760.0,3,3,2012-02-28T15:26:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1912,63,1330447140.0,18,13,2012-02-28T16:39:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1913,63,1330447200.0,16,11,2012-02-28T16:40:00.000+02:00,Turning & Milling - Machine 5,Machine 5 - Turning & Milling
1914,63,1330447260.0,18,13,2012-02-28T16:41:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1915,63,1330451700.0,16,11,2012-02-28T17:55:00.000+02:00,Turning & Milling - Machine 5,Machine 5 - Turning & Milling
1916,63,1330452120.0,5,1,2012-02-28T18:02:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1917,63,1330455060.0,18,13,2012-02-28T18:51:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1918,63,1330460400.0,18,13,2012-02-28T20:20:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1919,63,1330473600.0,6,5,2012-02-29T00:00:00.000+02:00,Packing,Packing
1920,63,1330473600.0,3,3,2012-02-29T00:00:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1921,63,1330477200.0,6,5,2012-02-29T01:00:00.000+02:00,Packing,Packing
1922,63,1330477500.0,18,13,2012-02-29T01:05:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1923,63,1330478100.0,3,3,2012-02-29T01:15:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1924,63,1330478880.0,18,13,2012-02-29T01:28:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1925,63,1330497180.0,18,13,2012-02-29T06:33:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1926,63,1330498800.0,5,1,2012-02-29T07:00:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1927,63,1330504200.0,5,1,2012-02-29T08:30:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1928,63,1330506840.0,18,13,2012-02-29T09:14:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1929,63,1330509600.0,5,1,2012-02-29T10:00:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1930,63,1330515000.0,5,1,2012-02-29T11:30:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1931,63,1330521600.0,5,1,2012-02-29T13:20:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1932,63,1330525200.0,5,1,2012-02-29T14:20:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1933,63,1330525200.0,5,1,2012-02-29T14:20:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1934,63,1330527600.0,5,1,2012-02-29T15:00:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1935,63,1330527600.0,5,1,2012-02-29T15:00:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1936,63,1330530300.0,5,1,2012-02-29T15:45:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1937,63,1330530300.0,5,1,2012-02-29T15:45:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1938,63,1330530780.0,18,13,2012-02-29T15:53:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1939,63,1330531440.0,3,3,2012-02-29T16:04:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1940,63,1330531920.0,5,1,2012-02-29T16:12:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1941,63,1330539240.0,3,3,2012-02-29T18:14:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1942,63,1330547820.0,18,13,2012-02-29T20:37:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1943,63,1330560000.0,3,3,2012-03-01T00:00:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1944,63,1330560000.0,3,3,2012-03-01T00:00:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1945,63,1330564500.0,3,3,2012-03-01T01:15:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1946,63,1330564500.0,3,3,2012-03-01T01:15:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1947,63,1330574820.0,18,13,2012-03-01T04:07:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1948,63,1330575600.0,18,13,2012-03-01T04:20:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1949,63,1330584360.0,18,13,2012-03-01T06:46:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1950,63,1330585320.0,18,13,2012-03-01T07:02:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1951,63,1330593840.0,3,3,2012-03-01T09:24:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1952,63,1330608000.0,5,1,2012-03-01T13:20:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1953,63,1330611900.0,5,1,2012-03-01T14:25:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1954,63,1330617420.0,18,13,2012-03-01T15:57:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1955,63,1330620360.0,3,3,2012-03-01T16:46:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1956,63,1330635060.0,18,13,2012-03-01T20:51:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1957,63,1330646400.0,6,5,2012-03-02T00:00:00.000+02:00,Packing,Packing
1958,63,1330646400.0,3,3,2012-03-02T00:00:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1959,63,1330650000.0,6,5,2012-03-02T01:00:00.000+02:00,Packing,Packing
1960,63,1330650900.0,3,3,2012-03-02T01:15:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1961,63,1330669980.0,18,13,2012-03-02T06:33:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1962,63,1330686900.0,3,3,2012-03-02T11:15:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1963,63,1330691400.0,3,3,2012-03-02T12:30:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1964,63,1330812720.0,18,13,2012-03-03T22:12:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1965,63,1330843560.0,18,13,2012-03-04T06:46:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1966,63,1330844400.0,5,1,2012-03-04T07:00:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1967,63,1330846200.0,5,1,2012-03-04T07:30:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1968,63,1330849380.0,3,3,2012-03-04T08:23:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1969,63,1330856880.0,18,13,2012-03-04T10:28:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1970,63,1330860840.0,3,3,2012-03-04T11:34:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1971,63,1330870800.0,5,1,2012-03-04T14:20:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1972,63,1330880160.0,34,10,2012-03-04T16:56:00.000+02:00,Grinding Rework - Machine 27,Machine 27 - Grinding
1973,63,1330882980.0,34,10,2012-03-04T17:43:00.000+02:00,Grinding Rework - Machine 27,Machine 27 - Grinding
1974,63,1330882980.0,3,3,2012-03-04T17:43:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1975,63,1330883040.0,3,3,2012-03-04T17:44:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1976,63,1330883280.0,18,13,2012-03-04T17:48:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1977,63,1330884000.0,5,1,2012-03-04T18:00:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1978,63,1330891740.0,18,13,2012-03-04T20:09:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1979,63,1330905600.0,3,3,2012-03-05T00:00:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1980,63,1330905600.0,2,2,2012-03-05T00:00:00.000+02:00,Laser Marking - Machine 7,Machine 7- Laser Marking
1981,63,1330910100.0,3,3,2012-03-05T01:15:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1982,63,1330910100.0,2,2,2012-03-05T01:15:00.000+02:00,Laser Marking - Machine 7,Machine 7- Laser Marking
1983,63,1330930140.0,18,13,2012-03-05T06:49:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1984,63,1330930800.0,5,1,2012-03-05T07:00:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1985,63,1330930860.0,34,10,2012-03-05T07:01:00.000+02:00,Grinding Rework - Machine 27,Machine 27 - Grinding
1986,63,1330931820.0,18,13,2012-03-05T07:17:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1987,63,1330935060.0,3,3,2012-03-05T08:11:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1988,63,1330936800.0,5,1,2012-03-05T08:40:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1989,63,1330938000.0,5,1,2012-03-05T09:00:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1990,63,1330947540.0,3,3,2012-03-05T11:39:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1991,63,1330951800.0,5,1,2012-03-05T12:50:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1992,63,1330953720.0,3,3,2012-03-05T13:22:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1993,63,1330958820.0,3,3,2012-03-05T14:47:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1994,63,1330959000.0,5,1,2012-03-05T14:50:00.000+02:00,Final Inspection Q.C.,Quality Check 1
1995,63,1330962780.0,18,13,2012-03-05T15:53:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
1996,63,1330963020.0,3,3,2012-03-05T15:57:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1997,63,1330967520.0,34,10,2012-03-05T17:12:00.000+02:00,Grinding Rework - Machine 27,Machine 27 - Grinding
1998,63,1330967520.0,3,3,2012-03-05T17:12:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
1999,63,1330970520.0,5,1,2012-03-05T18:02:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2000,63,1330978200.0,18,13,2012-03-05T20:10:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
2001,63,1330987980.0,18,13,2012-03-05T22:53:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
2002,63,1330988040.0,18,13,2012-03-05T22:54:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
2003,63,1331007780.0,18,13,2012-03-06T04:23:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
2004,63,1331007840.0,18,13,2012-03-06T04:24:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
2005,63,1331014740.0,18,13,2012-03-06T06:19:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
2006,63,1331014800.0,18,13,2012-03-06T06:20:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
2007,63,1331016180.0,18,13,2012-03-06T06:43:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
2008,63,1331049000.0,18,13,2012-03-06T15:50:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
2009,63,1331055720.0,18,13,2012-03-06T17:42:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
2010,63,1331064600.0,18,13,2012-03-06T20:10:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
2011,63,1331102880.0,18,13,2012-03-07T06:48:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
2012,63,1331103480.0,18,13,2012-03-07T06:58:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
2013,63,1331141760.0,18,13,2012-03-07T17:36:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
2014,63,1331151000.0,18,13,2012-03-07T20:10:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
2015,63,1331161620.0,18,13,2012-03-07T23:07:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
2016,63,1331161680.0,18,13,2012-03-07T23:08:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
2017,63,1331162700.0,18,13,2012-03-07T23:25:00.000+02:00,Round Grinding - Machine 2,Machine 2 - Round Grinding
2018,63,1331573400.0,34,10,2012-03-12T17:30:00.000+02:00,Grinding Rework - Machine 27,Machine 27 - Grinding
2019,63,1331578680.0,34,10,2012-03-12T18:58:00.000+02:00,Grinding Rework - Machine 27,Machine 27 - Grinding
2020,63,1332076800.0,5,1,2012-03-18T13:20:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2021,63,1332086520.0,34,10,2012-03-18T16:02:00.000+02:00,Grinding Rework - Machine 27,Machine 27 - Grinding
2022,63,1332087000.0,5,1,2012-03-18T16:10:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2023,63,1332087360.0,34,10,2012-03-18T16:16:00.000+02:00,Grinding Rework - Machine 27,Machine 27 - Grinding
2024,63,1332140400.0,5,1,2012-03-19T07:00:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2025,63,1332144000.0,5,1,2012-03-19T08:00:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2026,63,1332201600.0,6,5,2012-03-20T00:00:00.000+02:00,Packing,Packing
2027,63,1332205200.0,6,5,2012-03-20T01:00:00.000+02:00,Packing,Packing
2028,63,1332238500.0,5,1,2012-03-20T10:15:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2029,63,1332247800.0,5,1,2012-03-20T12:50:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2030,63,1332288000.0,6,5,2012-03-21T00:00:00.000+02:00,Packing,Packing
2031,63,1332291600.0,6,5,2012-03-21T01:00:00.000+02:00,Packing,Packing
2032,63,1332342000.0,5,1,2012-03-21T15:00:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2033,63,1332352860.0,5,1,2012-03-21T18:01:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2034,63,1332401400.0,5,1,2012-03-22T07:30:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2035,63,1332405600.0,5,1,2012-03-22T08:40:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2036,63,1332406800.0,5,1,2012-03-22T09:00:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2037,63,1332420600.0,5,1,2012-03-22T12:50:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2038,63,1332422400.0,5,1,2012-03-22T13:20:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2039,63,1332439440.0,5,1,2012-03-22T18:04:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2040,63,1332486000.0,5,1,2012-03-23T07:00:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2041,63,1332492000.0,5,1,2012-03-23T08:40:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2042,63,1332493200.0,5,1,2012-03-23T09:00:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2043,63,1332498600.0,5,1,2012-03-23T10:30:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2044,63,1332666000.0,5,1,2012-03-25T09:00:00.000+03:00,Final Inspection Q.C.,Quality Check 1
2045,63,1332679800.0,5,1,2012-03-25T12:50:00.000+03:00,Final Inspection Q.C.,Quality Check 1
2046,63,1332681600.0,5,1,2012-03-25T13:20:00.000+03:00,Final Inspection Q.C.,Quality Check 1
2047,63,1332689400.0,5,1,2012-03-25T15:30:00.000+03:00,Final Inspection Q.C.,Quality Check 1
2048,63,1332712560.0,34,10,2012-03-25T21:56:00.000+03:00,Grinding Rework - Machine 27,Machine 27 - Grinding
2049,63,1332718860.0,34,10,2012-03-25T23:41:00.000+03:00,Grinding Rework - Machine 27,Machine 27 - Grinding
2050,63,1332785160.0,34,10,2012-03-26T18:06:00.000+03:00,Grinding Rework - Machine 27,Machine 27 - Grinding
2051,63,1332786060.0,34,10,2012-03-26T18:21:00.000+03:00,Grinding Rework - Machine 27,Machine 27 - Grinding
2052,63,1332791100.0,34,10,2012-03-26T19:45:00.000+03:00,Grinding Rework - Machine 27,Machine 27 - Grinding
2053,63,1332796980.0,34,10,2012-03-26T21:23:00.000+03:00,Grinding Rework - Machine 27,Machine 27 - Grinding
2054,63,1332838800.0,5,1,2012-03-27T09:00:00.000+03:00,Final Inspection Q.C.,Quality Check 1
2055,63,1332840600.0,5,1,2012-03-27T09:30:00.000+03:00,Final Inspection Q.C.,Quality Check 1
2056,63,1332843900.0,34,10,2012-03-27T10:25:00.000+03:00,Grinding Rework - Machine 27,Machine 27 - Grinding
2057,63,1332848400.0,34,10,2012-03-27T11:40:00.000+03:00,Grinding Rework - Machine 27,Machine 27 - Grinding
2058,63,1332858000.0,11,9,2012-03-27T14:20:00.000+03:00,Grinding Rework - Machine 12,Machine 12 - Grinding
2059,63,1332863400.0,11,9,2012-03-27T15:50:00.000+03:00,Grinding Rework - Machine 12,Machine 12 - Grinding
2060,63,1332892800.0,6,5,2012-03-28T00:00:00.000+03:00,Packing,Packing
2061,63,1332896400.0,6,5,2012-03-28T01:00:00.000+03:00,Packing,Packing
2062,63,1333040400.0,5,1,2012-03-29T17:00:00.000+03:00,Final Inspection Q.C.,Quality Check 1
2063,63,1333044300.0,5,1,2012-03-29T18:05:00.000+03:00,Final Inspection Q.C.,Quality Check 1
2064,63,1333065600.0,6,5,2012-03-30T00:00:00.000+03:00,Packing,Packing
2065,63,1333069200.0,6,5,2012-03-30T01:00:00.000+03:00,Packing,Packing
2066,63,1333094400.0,5,1,2012-03-30T08:00:00.000+03:00,Final Inspection Q.C.,Quality Check 1
2067,63,1333095120.0,5,1,2012-03-30T08:12:00.000+03:00,Final Inspection Q.C.,Quality Check 1
2068,64,1326107280.0,1,1,2012-01-09T11:08:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
2069,64,1326107460.0,1,1,2012-01-09T11:11:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
2070,64,1331049900.0,11,9,2012-03-06T16:05:00.000+02:00,Grinding Rework - Machine 12,Machine 12 - Grinding
2071,64,1331055900.0,11,9,2012-03-06T17:45:00.000+02:00,Grinding Rework - Machine 12,Machine 12 - Grinding
2072,64,1331135100.0,5,1,2012-03-07T15:45:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2073,64,1331139300.0,5,1,2012-03-07T16:55:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2074,64,1331139480.0,1,1,2012-03-07T16:58:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
2075,64,1331143980.0,1,1,2012-03-07T18:13:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
2076,64,1331164800.0,6,5,2012-03-08T00:00:00.000+02:00,Packing,Packing
2077,64,1331168400.0,6,5,2012-03-08T01:00:00.000+02:00,Packing,Packing
2078,64,1331895660.0,1,1,2012-03-16T11:01:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
2079,64,1331895720.0,1,1,2012-03-16T11:02:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
2080,64,1332201600.0,19,14,2012-03-20T00:00:00.000+02:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling
2081,64,1332206100.0,19,14,2012-03-20T01:15:00.000+02:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling
2082,64,1332690300.0,2,2,2012-03-25T15:45:00.000+03:00,Laser Marking - Machine 7,Machine 7- Laser Marking
2083,64,1332694800.0,2,2,2012-03-25T17:00:00.000+03:00,Laser Marking - Machine 7,Machine 7- Laser Marking
2084,64,1332840780.0,3,3,2012-03-27T09:33:00.000+03:00,Lapping - Machine 1,Machine 1 - Lapping
2085,64,1332840840.0,3,3,2012-03-27T09:34:00.000+03:00,Lapping - Machine 1,Machine 1 - Lapping
2086,64,1332842640.0,1,1,2012-03-27T10:04:00.000+03:00,Turning & Milling Q.C.,Quality Check 1
2087,64,1332871260.0,1,1,2012-03-27T18:01:00.000+03:00,Turning & Milling Q.C.,Quality Check 1
2088,64,1332892800.0,6,5,2012-03-28T00:00:00.000+03:00,Packing,Packing
2089,64,1332896400.0,6,5,2012-03-28T01:00:00.000+03:00,Packing,Packing
2090,64,1332942960.0,4,4,2012-03-28T13:56:00.000+03:00,Round Grinding - Machine 3,Machine 3 - Round Grinding
2091,64,1332943980.0,4,4,2012-03-28T14:13:00.000+03:00,Round Grinding - Machine 3,Machine 3 - Round Grinding
2092,64,1332944340.0,5,1,2012-03-28T14:19:00.000+03:00,Final Inspection Q.C.,Quality Check 1
2093,64,1332956040.0,5,1,2012-03-28T17:34:00.000+03:00,Final Inspection Q.C.,Quality Check 1
2094,65,1325548800.0,17,12,2012-01-03T00:00:00.000+02:00,Turning & Milling - Machine 10,Machine 10 - Grinding
2095,65,1325553300.0,17,12,2012-01-03T01:15:00.000+02:00,Turning & Milling - Machine 10,Machine 10 - Grinding
2096,65,1325696340.0,34,10,2012-01-04T16:59:00.000+02:00,Grinding Rework - Machine 27,Machine 27 - Grinding
2097,65,1325701860.0,34,10,2012-01-04T18:31:00.000+02:00,Grinding Rework - Machine 27,Machine 27 - Grinding
2098,65,1325721600.0,6,5,2012-01-05T00:00:00.000+02:00,Packing,Packing
2099,65,1325721600.0,6,5,2012-01-05T00:00:00.000+02:00,Packing,Packing
2100,65,1325725200.0,6,5,2012-01-05T01:00:00.000+02:00,Packing,Packing
2101,65,1325725200.0,6,5,2012-01-05T01:00:00.000+02:00,Packing,Packing
2102,65,1325755800.0,5,1,2012-01-05T09:30:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2103,65,1325758380.0,5,1,2012-01-05T10:13:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2104,65,1325763000.0,1,1,2012-01-05T11:30:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
2105,65,1325774400.0,1,1,2012-01-05T14:40:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
2106,65,1326013200.0,1,1,2012-01-08T09:00:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
2107,65,1326021240.0,1,1,2012-01-08T11:14:00.000+02:00,Turning & Milling Q.C.,Quality Check 1
2108,65,1326026400.0,2,2,2012-01-08T12:40:00.000+02:00,Laser Marking - Machine 7,Machine 7- Laser Marking
2109,65,1326029820.0,2,2,2012-01-08T13:37:00.000+02:00,Laser Marking - Machine 7,Machine 7- Laser Marking
2110,65,1327564800.0,3,3,2012-01-26T08:00:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
2111,65,1327572000.0,3,3,2012-01-26T10:00:00.000+02:00,Lapping - Machine 1,Machine 1 - Lapping
2112,65,1327921200.0,5,1,2012-01-30T11:00:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2113,65,1327925880.0,5,1,2012-01-30T12:18:00.000+02:00,Final Inspection Q.C.,Quality Check 1
2114,65,1332670500.0,5,1,2012-03-25T10:15:00.000+03:00,Final Inspection Q.C.,Quality Check 1
2115,65,1332673800.0,5,1,2012-03-25T11:10:00.000+03:00,Final Inspection Q.C.,Quality Check 1
2116,65,1332686820.0,3,3,2012-03-25T14:47:00.000+03:00,Lapping - Machine 1,Machine 1 - Lapping
2117,65,1332688740.0,3,3,2012-03-25T15:19:00.000+03:00,Lapping - Machine 1,Machine 1 - Lapping
