,id,timestamp,state,resource,next_state,next_time,next_dur,elapsed_time,total_time,remaining_time,history,total_q,queue_1,queue_4,queue_0,queue_3,queue_26,queue_41,queue_7,queue_10,queue_18,queue_2,queue_9,queue_14,queue_16,queue_17,queue_5,queue_19,queue_46,queue_15,queue_6,queue_34,queue_8,queue_33,queue_21,queue_35,queue_40,queue_39,queue_13,queue_29,queue_38,queue_24,queue_47,queue_36,queue_30,queue_27,queue_43,queue_48,queue_25,queue_42,queue_28,queue_50,queue_32,queue_11,queue_44,queue_37,queue_23,queue_22,queue_31,queue_52,queue_45,queue_54,queue_20,queue_53,queue_49,queue_12,queue_51
1796,63,1327236600.0,1,1,1,1327238400,1800,377940,6236460,5858520,16_16_16_16_16_16_16_16_16_0_0_16_16_0_16_16_0_16_16_0_0_16_16_16_0_0_16_0_0_16_0_16_0_0_0_16_1_1_1_16_16_16_0_1,51,15,1,1,2,1,0,2,1,1,5,1,1,2,3,5,1,0,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,101,1327236600.0,8,1,10,1327255200,18600,6420,655020,648600,10_8_8,52,15,1,1,2,1,0,2,1,1,5,1,1,2,3,5,1,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,63,1327238400.0,1,1,1,1327243200,4800,379740,6236460,5856720,16_16_16_16_16_16_16_16_16_0_0_16_16_0_16_16_0_16_16_0_0_16_16_16_0_0_16_0_0_16_0_16_0_0_0_16_1_1_1_16_16_16_0_1_1,52,15,1,1,2,1,0,2,1,1,5,1,1,2,3,5,1,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,98,1327238580.0,3,3,3,1327240620,2040,1491960,7323480,5831520,34_34_2_2_35_35_34_34_2_2_3_3_3_3_3_3_18_18_3_3_3_18_3_3,52,15,1,1,2,1,0,2,1,1,5,1,1,2,3,5,1,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,79,1327239480.0,14,10,14,1327239540,60,1604280,4151700,2547420,15_1_15_1_26_26_26_26_26_26_26_26_26_26_26_26_26_26_26_26_8_8_1_1_10_10_10_10_10_10_41_1_1_41_6_6_41_41_41_41_18_14_15_18_15_14_1_1_14_14,52,15,1,1,2,1,0,2,1,1,5,1,1,2,3,5,1,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,79,1327239540.0,14,10,14,1327247040,7500,1604340,4151700,2547360,15_1_15_1_26_26_26_26_26_26_26_26_26_26_26_26_26_26_26_26_8_8_1_1_10_10_10_10_10_10_41_1_1_41_6_6_41_41_41_41_18_14_15_18_15_14_1_1_14_14_14,52,15,1,1,2,1,0,2,1,1,5,1,1,2,3,5,1,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,145,1327240200.0,1,1,1,1327240260,60,337980,586680,248700,10_10_10_10_10_10_10_10_10_10_10_10_10_10_1,52,16,1,1,2,1,0,2,0,1,5,1,1,2,3,5,1,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,145,1327240260.0,1,1,3,1327249140,8880,338040,586680,248640,10_10_10_10_10_10_10_10_10_10_10_10_10_10_1_1,52,16,1,1,2,1,0,2,0,1,5,1,1,2,3,5,1,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,98,1327240620.0,3,3,18,1327243200,2580,1494000,7323480,5829480,34_34_2_2_35_35_34_34_2_2_3_3_3_3_3_3_18_18_3_3_3_18_3_3_3,52,16,1,1,2,1,0,2,0,1,5,1,1,2,3,5,1,0,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,104,1327240800.0,5,1,5,1327243200,2400,869700,935100,65400,3_3_18_18_18_18_18_18_18_18_15_15_15_15_15_15_5_5_15_15_5,52,16,1,1,2,1,0,2,0,1,5,1,1,2,3,6,1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,98,1327243200.0,18,13,18,1327243260,60,1496580,7323480,5826900,34_34_2_2_35_35_34_34_2_2_3_3_3_3_3_3_18_18_3_3_3_18_3_3_3_18,50,15,1,1,1,1,0,2,0,2,5,1,1,2,3,5,1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,63,1327243200.0,1,1,16,1327247580,4380,384540,6236460,5851920,16_16_16_16_16_16_16_16_16_0_0_16_16_0_16_16_0_16_16_0_0_16_16_16_0_0_16_0_0_16_0_16_0_0_0_16_1_1_1_16_16_16_0_1_1_1,51,16,1,1,1,1,0,2,0,2,5,1,1,2,3,5,1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,104,1327243200.0,5,1,5,1327245000,1800,872100,935100,63000,3_3_18_18_18_18_18_18_18_18_15_15_15_15_15_15_5_5_15_15_5_5,52,16,1,1,1,1,0,2,0,2,5,1,1,2,3,6,1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,98,1327243260.0,18,13,18,1327249980,6720,1496640,7323480,5826840,34_34_2_2_35_35_34_34_2_2_3_3_3_3_3_3_18_18_3_3_3_18_3_3_3_18_18,52,16,1,1,1,1,0,2,0,2,5,1,1,2,3,6,1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,142,1327244400.0,27,16,27,1327395600,151200,1478760,7303560,5824800,0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_0_1_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_1_1_0_0_0_0_0_0_0_1_0_1_0_0_0_1_1_1_1_27_27_27_27_1_27_27_1_27_27,52,16,1,1,1,1,0,2,0,2,5,1,1,2,3,6,1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,12,1327244460.0,2,2,2,1327246380,1920,593820,850020,256200,17_17_17_1_17_17_1_17_17_17_17_17_17_17_1_17_17_1_17_17_17_1_1_17_7_7_17_17_17_17_2,52,16,1,1,1,1,0,2,0,2,6,1,1,2,2,6,1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,104,1327245000.0,5,1,5,1327247340,2340,873900,935100,61200,3_3_18_18_18_18_18_18_18_18_15_15_15_15_15_15_5_5_15_15_5_5_5,52,16,1,1,1,1,0,2,0,2,6,1,1,2,2,6,1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,12,1327246380.0,2,2,1,1327310640,64260,595740,850020,254280,17_17_17_1_17_17_1_17_17_17_17_17_17_17_1_17_17_1_17_17_17_1_1_17_7_7_17_17_17_17_2_2,52,16,1,1,1,1,0,2,0,2,6,1,1,2,2,6,1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,79,1327247040.0,14,10,1,1328054400,807360,1611840,4151700,2539860,15_1_15_1_26_26_26_26_26_26_26_26_26_26_26_26_26_26_26_26_8_8_1_1_10_10_10_10_10_10_41_1_1_41_6_6_41_41_41_41_18_14_15_18_15_14_1_1_14_14_14_14,52,16,1,1,1,1,0,2,0,2,6,1,1,2,2,6,1,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,135,1327247280.0,19,14,19,1327248000,720,1165680,5649480,4483800,19_19_19_19_19_19_19_19_19_19_19_19_1_19_1_19,52,15,1,1,1,1,0,2,0,2,6,1,1,2,2,6,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,104,1327247340.0,5,1,6,1327276800,29460,876240,935100,58860,3_3_18_18_18_18_18_18_18_18_15_15_15_15_15_15_5_5_15_15_5_5_5_5,52,15,1,1,1,1,0,2,0,2,6,1,1,2,2,6,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,63,1327247580.0,16,11,0,1327247760,180,388920,6236460,5847540,16_16_16_16_16_16_16_16_16_0_0_16_16_0_16_16_0_16_16_0_0_16_16_16_0_0_16_0_0_16_0_16_0_0_0_16_1_1_1_16_16_16_0_1_1_1_16,52,14,1,1,1,1,0,2,0,2,6,1,1,3,2,6,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,63,1327247760.0,0,0,0,1327247820,60,389100,6236460,5847360,16_16_16_16_16_16_16_16_16_0_0_16_16_0_16_16_0_16_16_0_0_16_16_16_0_0_16_0_0_16_0_16_0_0_0_16_1_1_1_16_16_16_0_1_1_1_16_0,52,14,1,2,1,1,0,2,0,2,6,1,1,2,2,6,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,63,1327247820.0,0,0,16,1327250760,2940,389160,6236460,5847300,16_16_16_16_16_16_16_16_16_0_0_16_16_0_16_16_0_16_16_0_0_16_16_16_0_0_16_0_0_16_0_16_0_0_0_16_1_1_1_16_16_16_0_1_1_1_16_0_0,52,14,1,2,1,1,0,2,0,2,6,1,1,2,2,6,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,111,1327247880.0,4,4,4,1327248420,540,1781880,3974400,2192520,0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_1_0_1_0_0_0_0_0_0_1_1_0_1_1_2_2_4_4_4_4_4_1_4_4_1_4,52,13,2,2,1,1,0,2,0,2,6,1,1,2,2,6,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,135,1327248000.0,19,14,19,1327253400,5400,1166400,5649480,4483080,19_19_19_19_19_19_19_19_19_19_19_19_1_19_1_19_19,52,13,2,2,1,1,0,2,0,2,6,1,1,2,2,6,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,66,1327248060.0,5,1,5,1327313100,65040,1760460,4817700,3057240,3_3_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_4_3_3_4_4_4_4_4_4_4_4_4_5_5_5_5,52,13,2,2,1,1,0,2,0,2,6,1,1,2,2,6,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,111,1327248420.0,4,4,4,1327258740,10320,1782420,3974400,2191980,0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_1_0_1_0_0_0_0_0_0_1_1_0_1_1_2_2_4_4_4_4_4_1_4_4_1_4_4,52,13,2,2,1,1,0,2,0,2,6,1,1,2,2,6,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,145,1327249140.0,3,3,3,1327253160,4020,346920,586680,239760,10_10_10_10_10_10_10_10_10_10_10_10_10_10_1_1_3,52,12,2,2,2,1,0,2,0,2,6,1,1,2,2,6,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,98,1327249980.0,18,13,3,1327253280,3300,1503360,7323480,5820120,34_34_2_2_35_35_34_34_2_2_3_3_3_3_3_3_18_18_3_3_3_18_3_3_3_18_18_18_18,52,12,2,2,2,1,0,2,0,2,6,1,1,2,2,6,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,98,1327249980.0,18,13,18,1327249980,0,1503360,7323480,5820120,34_34_2_2_35_35_34_34_2_2_3_3_3_3_3_3_18_18_3_3_3_18_3_3_3_18_18_18,52,12,2,2,2,1,0,2,0,2,6,1,1,2,2,6,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,63,1327250760.0,16,11,16,1327261980,11220,392100,6236460,5844360,16_16_16_16_16_16_16_16_16_0_0_16_16_0_16_16_0_16_16_0_0_16_16_16_0_0_16_0_0_16_0_16_0_0_0_16_1_1_1_16_16_16_0_1_1_1_16_0_0_16,52,12,2,1,2,1,0,2,0,2,6,1,1,3,2,6,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,145,1327253160.0,3,3,14,1327253220,60,350940,586680,235740,10_10_10_10_10_10_10_10_10_10_10_10_10_10_1_1_3_3,52,12,2,1,2,1,0,2,0,2,6,1,1,3,2,6,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,145,1327253220.0,14,10,14,1327256820,3600,351000,586680,235680,10_10_10_10_10_10_10_10_10_10_10_10_10_10_1_1_3_3_14,51,12,2,1,1,1,0,2,0,2,6,0,2,3,2,6,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,103,1327253220.0,9,7,9,1327306440,53220,1445040,4719960,3274920,19_19_19_19_19_19_19_1_1_19_19_19_19_1_1_19_19_19_19_19_1_1_2_2_9_2_2_9_9_9,52,12,2,1,1,1,0,2,0,2,6,1,2,3,2,6,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,98,1327253280.0,3,3,3,1327255560,2280,1506660,7323480,5816820,34_34_2_2_35_35_34_34_2_2_3_3_3_3_3_3_18_18_3_3_3_18_3_3_3_18_18_18_18_3,52,12,2,1,2,1,0,2,0,1,6,1,2,3,2,6,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,135,1327253400.0,19,14,1,1327331160,77760,1171800,5649480,4477680,19_19_19_19_19_19_19_19_19_19_19_19_1_19_1_19_19_19,52,12,2,1,2,1,0,2,0,1,6,1,2,3,2,6,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,1,1327254420.0,7,6,8,1327305240,50820,470760,1447140,976380,7_8_7_8_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7_7,51,12,2,1,2,1,0,2,0,1,6,1,2,3,1,6,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,133,1327254420.0,17,12,17,1327263540,9120,456420,6184800,5728380,17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17,52,12,2,1,2,1,0,2,0,1,6,1,2,3,2,6,2,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,101,1327255200.0,10,8,10,1327275360,20160,25020,655020,630000,10_8_8_10,52,12,2,1,2,1,0,2,1,1,6,1,2,3,2,6,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,98,1327255560.0,3,3,18,1327258680,3120,1508940,7323480,5814540,34_34_2_2_35_35_34_34_2_2_3_3_3_3_3_3_18_18_3_3_3_18_3_3_3_18_18_18_18_3_3,52,12,2,1,2,1,0,2,1,1,6,1,2,3,2,6,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,145,1327256820.0,14,10,14,1327256820,0,354600,586680,232080,10_10_10_10_10_10_10_10_10_10_10_10_10_10_1_1_3_3_14_14,51,12,2,1,2,1,0,2,1,1,6,1,1,3,2,6,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,145,1327256820.0,14,10,14,1327270260,13440,354600,586680,232080,10_10_10_10_10_10_10_10_10_10_10_10_10_10_1_1_3_3_14_14_14,52,12,2,1,2,1,0,2,1,1,6,1,2,3,2,6,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,98,1327258680.0,18,13,18,1327258740,60,1512060,7323480,5811420,34_34_2_2_35_35_34_34_2_2_3_3_3_3_3_3_18_18_3_3_3_18_3_3_3_18_18_18_18_3_3_18,52,12,2,1,1,1,0,2,1,2,6,1,2,3,2,6,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,111,1327258740.0,4,4,4,1327262400,3660,1792740,3974400,2181660,0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_1_0_1_0_0_0_0_0_0_1_1_0_1_1_2_2_4_4_4_4_4_1_4_4_1_4_4_4,51,12,2,1,1,1,0,2,1,1,6,1,2,3,2,6,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,98,1327258740.0,18,13,18,1327276260,17520,1512120,7323480,5811360,34_34_2_2_35_35_34_34_2_2_3_3_3_3_3_3_18_18_3_3_3_18_3_3_3_18_18_18_18_3_3_18_18,52,12,2,1,1,1,0,2,1,2,6,1,2,3,2,6,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,63,1327261980.0,16,11,0,1327262220,240,403320,6236460,5833140,16_16_16_16_16_16_16_16_16_0_0_16_16_0_16_16_0_16_16_0_0_16_16_16_0_0_16_0_0_16_0_16_0_0_0_16_1_1_1_16_16_16_0_1_1_1_16_0_0_16_16,52,12,2,1,1,1,0,2,1,2,6,1,2,3,2,6,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,63,1327262220.0,0,0,16,1327262940,720,403560,6236460,5832900,16_16_16_16_16_16_16_16_16_0_0_16_16_0_16_16_0_16_16_0_0_16_16_16_0_0_16_0_0_16_0_16_0_0_0_16_1_1_1_16_16_16_0_1_1_1_16_0_0_16_16_0,52,12,2,2,1,1,0,2,1,2,6,1,2,2,2,6,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,111,1327262400.0,4,4,4,1327301220,38820,1796400,3974400,2178000,0_0_0_0_0_0_0_0_0_0_0_1_0_1_0_0_0_0_1_0_1_0_0_0_0_0_0_1_1_0_1_1_2_2_4_4_4_4_4_1_4_4_1_4_4_4_4,52,12,2,2,1,1,0,2,1,2,6,1,2,2,2,6,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,115,1327262580.0,19,14,19,1327275240,12660,590580,954000,363420,19_19_19_19_19,52,12,2,2,1,1,0,2,1,2,6,1,2,2,2,6,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,63,1327262940.0,16,11,0,1327263000,60,404280,6236460,5832180,16_16_16_16_16_16_16_16_16_0_0_16_16_0_16_16_0_16_16_0_0_16_16_16_0_0_16_0_0_16_0_16_0_0_0_16_1_1_1_16_16_16_0_1_1_1_16_0_0_16_16_0_16,52,12,2,1,1,1,0,2,1,2,6,1,2,3,2,6,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,63,1327263000.0,0,0,16,1327299600,36600,404340,6236460,5832120,16_16_16_16_16_16_16_16_16_0_0_16_16_0_16_16_0_16_16_0_0_16_16_16_0_0_16_0_0_16_0_16_0_0_0_16_1_1_1_16_16_16_0_1_1_1_16_0_0_16_16_0_16_0,52,12,2,2,1,1,0,2,1,2,6,1,2,2,2,6,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,133,1327263540.0,17,12,17,1327301040,37500,465540,6184800,5719260,17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17_17,52,12,2,2,1,1,0,2,1,2,6,1,2,2,2,6,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,119,1327263720.0,7,6,7,1327289400,25680,306900,2742780,2435880,7_7_7_1_1_7_7_7_7_7_7,52,12,2,2,1,1,0,2,1,2,6,1,2,2,2,6,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,145,1327270260.0,14,10,2,1327337820,67560,368040,586680,218640,10_10_10_10_10_10_10_10_10_10_10_10_10_10_1_1_3_3_14_14_14_14,52,12,2,2,1,1,0,2,1,2,6,1,2,2,2,6,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,115,1327275240.0,19,14,1,1327302000,26760,603240,954000,350760,19_19_19_19_19_19,52,12,2,2,1,1,0,2,1,2,6,1,2,2,2,6,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,101,1327275360.0,10,8,10,1327300020,24660,45180,655020,609840,10_8_8_10_10,52,12,2,2,1,1,0,2,1,2,6,1,2,2,2,6,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,98,1327276260.0,18,13,18,1327276620,360,1529640,7323480,5793840,34_34_2_2_35_35_34_34_2_2_3_3_3_3_3_3_18_18_3_3_3_18_3_3_3_18_18_18_18_3_3_18_18_18,52,12,2,2,1,1,0,2,1,2,6,1,2,2,2,6,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,98,1327276620.0,18,13,18,1327301340,24720,1530000,7323480,5793480,34_34_2_2_35_35_34_34_2_2_3_3_3_3_3_3_18_18_3_3_3_18_3_3_3_18_18_18_18_3_3_18_18_18_18,52,12,2,2,1,1,0,2,1,2,6,1,2,2,2,6,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,83,1327276800.0,3,3,3,1327281300,4500,1209600,1818000,608400,19_19_19_19_19_19_19_19_19_19_19_19_19_19_19_19_19_19_19_19_19_19_19_19_19_19_19_19_7_19_7_19_1_1_1_1_1_1_1_1_7_7_1_1_3,49,11,2,2,2,1,0,2,1,2,6,1,2,2,2,3,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,138,1327276800.0,6,5,6,1327276800,0,1782000,1785600,3600,10_10_10_10_10_1_10_10_1_10_10_10_10_10_10_1_10_1_9_9_47_47_2_2_3_3_14_14_5_5_5_14_14_14_5_14_5_5_5_5_6,49,11,2,2,2,1,0,2,1,2,6,1,2,2,2,3,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,104,1327276800.0,6,5,6,1327280400,3600,905700,935100,29400,3_3_18_18_18_18_18_18_18_18_15_15_15_15_15_15_5_5_15_15_5_5_5_5_6,50,11,2,2,2,1,0,2,1,2,6,1,2,2,2,3,2,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,82,1327276800.0,6,5,6,1327280400,3600,1241880,2195880,954000,1_1_2_2_3_3_14_14_14_14_5_5_5_5_6,51,11,2,2,2,1,0,2,1,2,6,1,2,2,2,3,2,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,138,1327276800.0,6,5,6,1327280400,3600,1782000,1785600,3600,10_10_10_10_10_1_10_10_1_10_10_10_10_10_10_1_10_1_9_9_47_47_2_2_3_3_14_14_5_5_5_14_14_14_5_14_5_5_5_5_6_6,52,11,2,2,2,1,0,2,1,2,6,1,2,2,2,3,2,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
