"caseId","concept:name_1","lifecycle:transition_1","org:resource_1","Activity_1","Resource_1","Work_Order_Qty_1","Part_Desc__1","Worker_ID_1","Report_Type_1","Qty_Completed_1","Qty_Rejected_1","Qty_for_MRB_1","concept:name_2","lifecycle:transition_2","org:resource_2","Activity_2","Resource_2","Work_Order_Qty_2","Part_Desc__2","Worker_ID_2","Report_Type_2","Qty_Completed_2","Qty_Rejected_2","Qty_for_MRB_2","concept:name_3","lifecycle:transition_3","org:resource_3","Activity_3","Resource_3","Work_Order_Qty_3","Part_Desc__3","Worker_ID_3","Report_Type_3","Qty_Completed_3","Qty_Rejected_3","Qty_for_MRB_3","concept:name_4","lifecycle:transition_4","org:resource_4","Activity_4","Resource_4","Work_Order_Qty_4","Part_Desc__4","Worker_ID_4","Report_Type_4","Qty_Completed_4","Qty_Rejected_4","Qty_for_MRB_4","concept:name_5","lifecycle:transition_5","org:resource_5","Activity_5","Resource_5","Work_Order_Qty_5","Part_Desc__5","Worker_ID_5","Report_Type_5","Qty_Completed_5","Qty_Rejected_5","Qty_for_MRB_5","remainingTime"
"238","0","1","48","0","3","201","50","48","6","7","7","7","0","10","48","0","3","201","50","48","6","7","7","7","0","1","27","0","3","201","50","27","6","7","7","7","0","10","27","0","3","201","50","27","6","7","7","7","0","1","27","0","3","201","50","27","11","4","7","7","3927600.0"
"239","59","1","48","59","60","103","25","48","6","9","7","7","59","10","48","59","60","103","25","48","6","9","7","7","59","1","38","59","60","103","25","38","6","9","7","7","59","1","27","59","60","103","25","27","6","52","7","7","59","10","38","59","60","103","25","38","6","9","7","7","1261560.0"
"24","37","1","8","37","39","41","93","8","6","9","7","7","37","10","8","37","39","41","93","8","6","9","7","7","37","1","8","37","39","41","93","8","11","73","7","7","37","10","8","37","39","41","93","8","11","73","7","7","43","1","67","43","20","41","93","67","11","73","9","7","3601440.0"
"240","59","1","48","59","60","202","203","48","6","7","7","7","59","10","48","59","60","202","203","48","6","7","7","7","59","1","27","59","60","202","203","27","6","9","7","7","59","10","27","59","60","202","203","27","6","9","7","7","59","1","38","59","60","202","203","38","11","103","7","7","1152960.0"
"241","59","1","38","59","60","103","25","38","6","7","7","7","59","10","38","59","60","103","25","38","6","7","7","7","59","1","38","59","60","103","25","38","6","7","7","7","59","10","38","59","60","103","25","38","6","7","7","7","59","1","2","59","60","103","25","2","6","9","7","7","363420.0"
"242","59","1","48","59","60","86","16","48","6","52","7","7","59","10","48","59","60","86","16","48","6","52","7","7","59","1","48","59","60","86","16","48","11","61","7","7","59","10","48","59","60","86","16","48","11","61","7","7","59","1","2","59","60","86","16","2","11","91","7","7","752400.0"
"243","59","1","48","59","60","4","16","48","6","7","7","7","59","10","48","59","60","4","16","48","6","7","7","7","59","1","27","59","60","4","16","27","6","9","7","7","43","1","45","43","20","4","16","45","11","7","7","7","59","10","27","59","60","4","16","27","6","9","7","7","1114620.0"
"244","138","1","79","138","139","90","5","79","11","52","7","7","138","10","79","138","139","90","5","79","11","52","7","7","138","1","79","138","139","90","5","79","11","61","7","7","138","10","79","138","139","90","5","79","11","61","7","7","204","1","79","204","149","90","5","79","6","7","7","7","406080.0"
"245","12","1","17","12","14","90","5","17","6","7","7","7","12","1","17","12","14","90","5","17","31","7","7","7","12","10","17","12","14","90","5","17","31","7","7","7","43","1","57","43","20","90","5","57","6","7","7","7","43","10","57","43","20","90","5","57","6","7","7","7","2703360.0"
"246","12","1","54","12","14","161","205","54","11","4","7","7","12","10","54","12","14","161","205","54","11","4","7","7","12","1","17","12","14","161","205","17","11","26","7","7","12","10","17","12","14","161","205","17","11","26","7","7","12","1","54","12","14","161","205","54","11","101","7","7","470760.0"
"248","12","1","17","12","14","34","30","17","6","9","7","7","12","10","17","12","14","34","30","17","6","9","7","7","12","1","17","12","14","34","30","17","11","26","7","7","12","10","17","12","14","34","30","17","11","26","7","7","12","1","54","12","14","34","30","54","11","103","7","7","821340.0"
"249","21","1","33","21","23","206","25","33","6","9","7","7","21","10","33","21","23","206","25","33","6","9","7","7","21","1","33","21","23","206","25","33","6","7","7","7","21","10","33","21","23","206","25","33","6","7","7","7","43","1","45","43","20","206","25","45","11","7","7","7","779520.0"
"25","37","1","38","37","39","41","93","38","6","91","7","7","37","10","38","37","39","41","93","38","6","91","7","7","37","1","38","37","39","41","93","38","11","85","7","7","37","10","38","37","39","41","93","38","11","85","7","7","37","1","38","37","39","41","93","38","6","7","7","7","3100080.0"
"250","209","1","208","209","210","95","207","208","6","7","7","7","209","10","208","209","210","95","207","208","6","7","7","7","209","1","208","209","210","95","207","208","6","7","7","7","209","10","208","209","210","95","207","208","6","7","7","7","109","1","57","109","20","95","207","57","11","7","7","7","583200.0"
"251","37","1","38","37","39","90","5","38","6","7","7","7","37","10","38","37","39","90","5","38","6","7","7","7","37","1","8","37","39","90","5","8","6","9","7","7","37","10","8","37","39","90","5","8","6","9","7","7","37","1","8","37","39","90","5","8","11","91","7","7","3895620.0"
"252","59","1","48","59","60","73","25","48","6","52","7","7","59","10","48","59","60","73","25","48","6","52","7","7","59","1","48","59","60","73","25","48","6","7","7","7","59","1","18","59","60","73","25","18","11","7","7","7","59","10","48","59","60","73","25","48","6","7","7","7","487500.0"
"253","12","1","54","12","14","103","211","54","6","9","7","7","12","10","54","12","14","103","211","54","6","9","7","7","12","1","54","12","14","103","211","54","11","52","7","7","12","10","54","12","14","103","211","54","11","52","7","7","43","1","18","43","20","103","211","18","11","7","7","7","582960.0"
"254","121","1","137","121","122","212","16","137","11","212","7","7","121","10","137","121","122","212","16","137","11","212","7","7","119","1","137","119","120","212","16","137","11","56","7","7","119","10","137","119","120","212","16","137","11","56","7","7","119","1","137","119","120","212","16","137","11","49","7","7","235260.0"
"255","104","1","33","104","129","86","47","33","11","86","7","7","104","10","33","104","129","86","47","33","11","86","7","7","19","1","18","19","20","86","47","18","11","86","7","7","19","10","18","19","20","86","47","18","11","86","7","7","121","1","137","121","122","86","47","137","11","86","7","7","488280.0"
"256","104","1","33","104","129","56","213","33","11","71","7","7","104","10","33","104","129","56","213","33","11","71","7","7","104","1","8","104","129","56","213","8","11","214","7","7","104","10","8","104","129","56","213","8","11","214","7","7","104","1","48","104","129","56","213","48","11","105","7","7","3048960.0"
"257","37","1","48","37","39","131","5","48","6","7","7","7","37","10","48","37","39","131","5","48","6","7","7","7","37","1","8","37","39","131","5","8","6","9","7","7","37","10","8","37","39","131","5","8","6","9","7","7","37","1","38","37","39","131","5","38","11","4","7","7","6799860.0"
"258","59","1","48","59","60","49","25","48","6","9","7","7","59","10","48","59","60","49","25","48","6","9","7","7","59","1","48","59","60","49","25","48","11","9","7","7","59","10","48","59","60","49","25","48","11","9","7","7","59","1","27","59","60","49","25","27","11","61","7","7","1604040.0"
"259","53","1","54","53","55","215","130","54","6","7","7","7","53","10","54","53","55","215","130","54","6","7","7","7","53","1","54","53","55","215","130","54","11","52","7","7","53","10","54","53","55","215","130","54","11","52","7","7","53","1","13","53","55","215","130","13","11","24","7","7","6164880.0"
"26","0","1","2","0","3","41","93","2","6","7","7","7","0","10","2","0","3","41","93","2","6","7","7","7","0","1","48","0","3","41","93","48","6","9","7","7","0","10","48","0","3","41","93","48","6","9","7","7","0","1","48","0","3","41","93","48","31","7","7","7","3637380.0"
"260","59","1","27","59","60","216","25","27","6","7","7","7","59","10","27","59","60","216","25","27","6","7","7","7","59","1","27","59","60","216","25","27","6","9","7","7","59","10","27","59","60","216","25","27","6","9","7","7","59","1","27","59","60","216","25","27","11","61","7","7","4744980.0"
"261","21","1","33","21","23","107","203","33","6","7","7","7","21","10","33","21","23","107","203","33","6","7","7","7","21","1","33","21","23","107","203","33","11","179","7","7","21","10","33","21","23","107","203","33","11","179","7","7","43","1","18","43","20","107","203","18","11","7","7","7","609660.0"
"262","59","1","2","59","60","161","16","2","6","52","7","7","59","10","2","59","60","161","16","2","6","52","7","7","59","1","27","59","60","161","16","27","6","7","7","7","59","10","27","59","60","161","16","27","6","7","7","7","59","1","27","59","60","161","16","27","11","217","7","7","220140.0"
"263","21","1","22","21","23","24","218","22","6","7","7","7","21","10","22","21","23","24","218","22","6","7","7","7","21","1","22","21","23","24","218","22","6","7","7","7","21","10","22","21","23","24","218","22","6","7","7","7","21","1","22","21","23","24","218","22","6","9","7","7","1620060.0"
"264","59","1","70","59","60","219","203","70","6","52","7","7","59","10","70","59","60","219","203","70","6","52","7","7","59","1","70","59","60","219","203","70","11","52","7","7","59","1","27","59","60","219","203","27","11","91","7","7","59","10","70","59","60","219","203","70","11","52","7","7","247320.0"
"265","104","1","33","104","129","85","166","33","6","7","7","7","104","10","33","104","129","85","166","33","6","7","7","7","104","1","33","104","129","85","166","33","11","85","7","7","104","10","33","104","129","85","166","33","11","85","7","7","21","1","33","21","23","85","166","33","6","7","7","7","881820.0"
"266","43","1","57","43","20","220","5","57","11","7","7","7","43","10","57","43","20","220","5","57","11","7","7","7","37","1","38","37","39","220","5","38","6","7","7","7","37","10","38","37","39","220","5","38","6","7","7","7","37","1","8","37","39","220","5","8","11","221","7","7","7363260.0"
"267","0","1","2","0","3","153","154","2","6","7","7","7","0","10","2","0","3","153","154","2","6","7","7","7","0","1","48","0","3","153","154","48","6","52","7","7","0","10","48","0","3","153","154","48","6","52","7","7","0","1","48","0","3","153","154","48","11","46","7","7","7256700.0"
"268","21","1","33","21","23","105","222","33","6","9","7","7","21","10","33","21","23","105","222","33","6","9","7","7","21","1","33","21","23","105","222","33","6","7","7","7","43","1","18","43","20","105","222","18","11","7","7","7","21","10","33","21","23","105","222","33","6","7","7","7","1862340.0"
"269","21","1","33","21","23","73","25","33","6","7","7","7","21","10","33","21","23","73","25","33","6","7","7","7","21","1","33","21","23","73","25","33","6","223","7","7","43","1","45","43","20","73","25","45","11","7","7","7","21","1","33","21","23","73","25","33","6","9","7","7","1717140.0"
"27","21","1","33","21","23","73","25","33","6","7","7","7","21","10","33","21","23","73","25","33","6","7","7","7","21","1","33","21","23","73","25","33","6","9","7","7","21","10","33","21","23","73","25","33","6","9","7","7","21","1","33","21","23","73","25","33","6","7","7","7","517860.0"
"271","37","1","8","37","39","131","5","8","6","7","7","7","37","1","8","37","39","131","5","8","6","7","7","7","37","10","8","37","39","131","5","8","6","7","7","7","37","10","8","37","39","131","5","8","6","7","7","7","37","1","8","37","39","131","5","8","11","68","7","7","6660000.0"
"272","12","1","17","12","14","71","16","17","6","7","7","7","12","10","17","12","14","71","16","17","6","7","7","7","12","1","54","12","14","71","16","54","6","9","7","7","12","10","54","12","14","71","16","54","6","9","7","7","12","1","54","12","14","71","16","54","11","103","7","7","1421820.0"
"273","12","1","17","12","14","73","16","17","6","9","7","7","12","10","17","12","14","73","16","17","6","9","7","7","12","1","17","12","14","73","16","17","11","61","7","7","12","1","13","12","14","73","16","13","11","146","7","7","12","10","13","12","14","73","16","13","11","146","7","7","1907520.0"
"274","21","1","22","21","23","61","16","22","6","9","7","7","21","10","22","21","23","61","16","22","6","9","7","7","21","1","22","21","23","61","16","22","31","7","7","7","43","1","45","43","20","61","16","45","11","7","7","7","43","10","45","43","20","61","16","45","11","7","7","7","145200.0"
"277","209","1","208","209","210","61","5","208","11","61","7","7","209","10","208","209","210","61","5","208","11","61","7","7","43","1","67","43","20","61","5","67","11","61","7","7","43","10","67","43","20","61","5","67","11","61","7","7","138","1","79","138","139","61","5","79","11","61","7","7","336540.0"
"28","59","1","48","59","60","141","25","48","6","7","7","7","59","10","48","59","60","141","25","48","6","7","7","7","59","1","48","59","60","141","25","48","6","61","7","7","59","10","48","59","60","141","25","48","6","61","7","7","59","1","2","59","60","141","25","2","6","52","7","7","3519420.0"
"29","53","1","13","53","55","173","5","13","6","7","7","7","53","10","13","53","55","173","5","13","6","7","7","7","53","1","54","53","55","173","5","54","6","7","7","7","53","10","54","53","55","173","5","54","6","7","7","7","53","1","17","53","55","173","5","17","6","7","7","7","3550020.0"
"3","37","1","2","37","39","4","5","2","6","52","7","7","43","1","57","43","20","4","5","57","6","7","7","7","37","10","2","37","39","4","5","2","6","52","7","7","43","10","57","43","20","4","5","57","6","7","7","7","0","1","8","0","3","4","5","8","11","146","7","7","1572660.0"
"30","37","1","27","37","39","49","5","27","6","146","7","7","43","1","57","43","20","49","5","57","11","7","7","7","43","10","57","43","20","49","5","57","11","7","7","7","37","10","27","37","39","49","5","27","6","146","7","7","37","1","70","37","39","49","5","70","11","7","7","7","94980.0"
"31","0","1","8","0","3","179","5","8","6","7","7","7","0","10","8","0","3","179","5","8","6","7","7","7","0","1","8","0","3","179","5","8","6","9","7","7","0","10","8","0","3","179","5","8","6","9","7","7","0","1","8","0","3","179","5","8","11","61","7","7","3198300.0"
"32","37","1","48","37","39","147","30","48","6","7","7","7","37","10","48","37","39","147","30","48","6","7","7","7","37","1","38","37","39","147","30","38","6","7","7","7","37","10","38","37","39","147","30","38","6","7","7","7","37","1","27","37","39","147","30","27","6","7","7","7","2523720.0"
"33","59","1","48","59","60","179","25","48","6","9","7","7","59","10","48","59","60","179","25","48","6","9","7","7","43","1","18","43","20","179","25","18","11","7","7","7","59","1","48","59","60","179","25","48","6","9","7","7","43","10","18","43","20","179","25","18","11","7","7","7","1974180.0"
"34","53","1","13","53","55","71","30","13","6","9","7","7","53","10","13","53","55","71","30","13","6","9","7","7","53","1","17","53","55","71","30","17","6","9","7","7","53","10","17","53","55","71","30","17","6","9","7","7","53","1","17","53","55","71","30","17","11","223","7","7","2005560.0"
"35","37","1","38","37","39","46","5","38","6","7","7","7","37","10","38","37","39","46","5","38","6","7","7","7","37","1","48","37","39","46","5","48","6","7","7","7","37","10","48","37","39","46","5","48","6","7","7","7","37","1","27","37","39","46","5","27","6","52","7","7","2431740.0"
"36","37","1","27","37","39","71","5","27","6","7","7","7","37","10","27","37","39","71","5","27","6","7","7","7","37","1","38","37","39","71","5","38","6","9","7","7","37","10","38","37","39","71","5","38","6","9","7","7","0","1","8","0","3","71","5","8","6","7","7","7","1510200.0"
"37","21","1","33","21","23","161","25","33","6","9","7","7","89","1","54","89","14","161","25","54","11","7","7","7","89","10","54","89","14","161","25","54","11","7","7","7","21","10","33","21","23","161","25","33","6","9","7","7","21","1","33","21","23","161","25","33","6","9","7","7","1937580.0"
"38","0","1","2","0","3","172","5","2","6","7","7","7","0","10","2","0","3","172","5","2","6","7","7","7","37","1","38","37","39","172","5","38","6","9","7","7","37","10","38","37","39","172","5","38","6","9","7","7","0","1","8","0","3","172","5","8","6","7","7","7","4809900.0"
"39","53","1","54","53","55","4","16","54","6","9","7","7","53","10","54","53","55","4","16","54","6","9","7","7","53","1","54","53","55","4","16","54","6","9","7","7","43","1","45","43","20","4","16","45","11","7","7","7","43","10","45","43","20","4","16","45","11","7","7","7","453240.0"
"4","69","1","8","69","39","46","5","8","6","7","7","7","69","10","8","69","39","46","5","8","6","7","7","7","37","1","27","37","39","46","5","27","6","9","7","7","43","1","67","43","20","46","5","67","11","9","7","7","37","10","27","37","39","46","5","27","6","9","7","7","75660.0"
"40","89","1","17","89","14","161","16","17","6","7","7","7","89","10","17","89","14","161","16","17","6","7","7","7","89","1","54","89","14","161","16","54","6","9","7","7","89","10","54","89","14","161","16","54","6","9","7","7","89","1","17","89","14","161","16","17","6","9","7","7","1194000.0"
"41","12","1","17","12","14","71","16","17","6","9","7","7","12","10","17","12","14","71","16","17","6","9","7","7","12","1","17","12","14","71","16","17","6","7","7","7","43","1","18","43","20","71","16","18","11","7","7","7","12","10","17","12","14","71","16","17","6","7","7","7","1648680.0"
"42","59","1","48","59","60","56","16","48","6","9","7","7","59","10","48","59","60","56","16","48","6","9","7","7","59","1","48","59","60","56","16","48","11","71","7","7","59","10","48","59","60","56","16","48","11","71","7","7","43","1","18","43","20","56","16","18","11","7","7","7","495960.0"
"43","21","1","22","21","23","125","25","22","6","7","7","7","21","10","22","21","23","125","25","22","6","7","7","7","21","1","33","21","23","125","25","33","6","9","7","7","43","1","18","43","20","125","25","18","11","7","7","7","21","10","33","21","23","125","25","33","6","9","7","7","386040.0"
"44","224","1","13","224","55","225","226","13","6","7","7","7","224","10","13","224","55","225","226","13","6","7","7","7","224","1","54","224","55","225","226","54","6","9","7","7","224","10","54","224","55","225","226","54","6","9","7","7","224","1","54","224","55","225","226","54","11","73","7","7","2151900.0"
"45","59","1","48","59","60","46","16","48","6","9","7","7","59","10","48","59","60","46","16","48","6","9","7","7","59","1","27","59","60","46","16","27","6","9","7","7","59","10","27","59","60","46","16","27","6","9","7","7","59","1","27","59","60","46","16","27","11","41","7","7","636420.0"
"46","59","1","38","59","60","4","25","38","6","7","7","7","59","10","38","59","60","4","25","38","6","7","7","7","59","1","27","59","60","4","25","27","6","7","7","7","59","10","27","59","60","4","25","27","6","7","7","7","59","1","38","59","60","4","25","38","6","7","7","7","201540.0"
"47","21","1","22","21","23","4","25","22","6","9","7","7","21","10","22","21","23","4","25","22","6","9","7","7","21","1","22","21","23","4","25","22","31","7","7","7","43","1","18","43","20","4","25","18","11","7","7","7","21","10","22","21","23","4","25","22","31","7","7","7","1419480.0"
"48","0","1","2","0","3","179","5","2","6","7","7","7","0","10","2","0","3","179","5","2","6","7","7","7","0","1","8","0","3","179","5","8","6","52","7","7","0","10","8","0","3","179","5","8","6","52","7","7","0","1","8","0","3","179","5","8","11","184","7","7","3159960.0"
"49","21","1","33","21","23","26","25","33","6","7","7","7","43","1","57","43","20","26","25","57","6","7","7","7","21","10","33","21","23","26","25","33","6","7","7","7","43","10","57","43","20","26","25","57","6","7","7","7","21","1","33","21","23","26","25","33","11","223","7","7","1209660.0"
"50","59","1","33","59","60","85","25","33","6","7","7","7","59","10","33","59","60","85","25","33","6","7","7","7","59","1","33","59","60","85","25","33","6","7","7","7","59","10","33","59","60","85","25","33","6","7","7","7","59","1","33","59","60","85","25","33","6","7","7","7","1258560.0"
"52","21","1","33","21","23","227","25","33","11","41","7","7","21","10","33","21","23","227","25","33","11","41","7","7","21","1","22","21","23","227","25","22","6","7","7","7","21","10","22","21","23","227","25","22","6","7","7","7","21","1","22","21","23","227","25","22","31","7","7","7","638460.0"
"53","21","1","33","21","23","4","228","33","6","7","7","7","21","10","33","21","23","4","228","33","6","7","7","7","21","1","22","21","23","4","228","22","6","7","7","7","21","10","22","21","23","4","228","22","6","7","7","7","21","1","22","21","23","4","228","22","31","7","7","7","890820.0"
"54","0","1","38","0","3","34","25","38","6","7","7","7","0","10","38","0","3","34","25","38","6","7","7","7","0","1","2","0","3","34","25","2","6","7","7","7","0","10","2","0","3","34","25","2","6","7","7","7","0","1","8","0","3","34","25","8","6","7","7","7","266280.0"
"55","224","1","13","224","55","229","203","13","6","9","7","7","224","10","13","224","55","229","203","13","6","9","7","7","224","1","54","224","55","229","203","54","6","7","7","7","224","10","54","224","55","229","203","54","6","7","7","7","224","1","54","224","55","229","203","54","11","28","7","7","3297180.0"
"56","104","1","22","104","23","34","16","22","31","7","7","7","104","10","22","104","23","34","16","22","31","7","7","7","104","1","33","104","23","34","16","33","6","7","7","7","84","1","83","84","84","34","16","83","11","34","7","7","84","10","83","84","84","34","16","83","11","34","7","7","40740.0"
"58","74","1","79","74","76","68","36","79","6","7","7","7","74","10","79","74","76","68","36","79","6","7","7","7","74","1","79","74","76","68","36","79","6","7","7","7","74","10","79","74","76","68","36","79","6","7","7","7","74","1","75","74","76","68","36","75","11","4","7","7","896280.0"
"59","59","1","48","59","60","4","25","48","6","52","7","7","59","10","48","59","60","4","25","48","6","52","7","7","59","1","38","59","60","4","25","38","11","26","7","7","59","10","38","59","60","4","25","38","11","26","7","7","59","1","27","59","60","4","25","27","11","9","7","7","407520.0"
"6","21","1","33","21","23","230","203","33","6","9","7","7","21","1","33","21","23","230","203","33","6","7","7","7","21","10","33","21","23","230","203","33","6","9","7","7","21","10","33","21","23","230","203","33","6","7","7","7","21","1","22","21","23","230","203","22","6","7","7","7","1686900.0"
"60","104","1","22","104","23","46","231","22","6","7","7","7","104","10","22","104","23","46","231","22","6","7","7","7","138","1","137","138","139","46","231","137","11","46","7","7","138","10","137","138","139","46","231","137","11","46","7","7","104","1","33","104","23","46","231","33","6","7","7","7","400020.0"
"61","12","1","17","12","14","86","158","17","6","9","7","7","12","1","17","12","14","86","158","17","31","7","7","7","12","10","17","12","14","86","158","17","31","7","7","7","12","10","17","12","14","86","158","17","6","9","7","7","12","1","17","12","14","86","158","17","11","61","7","7","3622980.0"
"62","21","1","22","21","23","85","25","22","6","7","7","7","21","10","22","21","23","85","25","22","6","7","7","7","21","1","22","21","23","85","25","22","31","7","7","7","21","10","22","21","23","85","25","22","31","7","7","7","21","1","22","21","23","85","25","22","6","9","7","7","2434860.0"
"63","0","1","27","0","3","232","5","27","6","7","7","7","0","10","27","0","3","232","5","27","6","7","7","7","0","1","27","0","3","232","5","27","6","7","7","7","0","10","27","0","3","232","5","27","6","7","7","7","0","1","38","0","3","232","5","38","11","85","7","7","4144020.0"
"64","37","1","38","37","39","233","5","38","6","52","7","7","37","10","38","37","39","233","5","38","6","52","7","7","37","1","8","37","39","233","5","8","11","234","7","7","37","10","8","37","39","233","5","8","11","234","7","7","37","1","27","37","39","233","5","27","11","179","7","7","255600.0"
"65","12","1","17","12","14","58","203","17","11","90","7","7","12","10","17","12","14","58","203","17","11","90","7","7","43","1","18","43","20","58","203","18","11","7","7","7","43","10","18","43","20","58","203","18","11","7","7","7","12","1","54","12","14","58","203","54","11","71","7","7","90120.0"
"66","104","1","22","104","23","4","106","22","6","9","7","7","104","10","22","104","23","4","106","22","6","9","7","7","104","1","22","104","23","4","106","22","11","85","7","7","104","10","22","104","23","4","106","22","11","85","7","7","19","1","18","19","20","4","106","18","11","4","7","7","1791240.0"
"67","37","1","38","37","39","131","5","38","6","9","7","7","37","1","38","37","39","131","5","38","11","73","7","7","37","10","38","37","39","131","5","38","6","9","7","7","37","10","38","37","39","131","5","38","11","73","7","7","37","1","8","37","39","131","5","8","11","96","7","7","4637940.0"
"68","236","1","235","236","237","223","16","235","11","223","7","7","236","10","235","236","237","223","16","235","11","223","7","7","104","1","238","104","23","223","16","238","11","7","7","7","104","10","238","104","23","223","16","238","11","7","7","7","109","1","45","109","20","223","16","45","11","7","7","7","112860.0"
"69","239","1","33","239","23","90","25","33","6","90","7","7","239","10","33","239","23","90","25","33","6","90","7","7","84","1","83","84","84","90","25","83","11","90","7","7","84","10","83","84","84","90","25","83","11","90","7","7","109","1","18","109","20","90","25","18","11","90","7","7","4500.0"
"7","0","1","2","0","3","146","203","2","6","7","7","7","0","10","2","0","3","146","203","2","6","7","7","7","240","1","8","240","3","146","203","8","6","7","7","7","240","10","8","240","3","146","203","8","6","7","7","7","0","1","2","0","3","146","203","2","6","9","7","7","320820.0"
"70","12","1","17","12","14","40","241","17","6","7","7","7","12","1","17","12","14","40","241","17","31","7","7","7","12","10","17","12","14","40","241","17","31","7","7","7","12","10","17","12","14","40","241","17","6","7","7","7","12","1","17","12","14","40","241","17","6","9","7","7","3195360.0"
"71","53","1","54","53","55","44","16","54","6","9","7","7","53","10","54","53","55","44","16","54","6","9","7","7","53","1","54","53","55","44","16","54","11","28","7","7","53","10","54","53","55","44","16","54","11","28","7","7","84","1","83","84","84","44","16","83","11","73","7","7","57960.0"
"72","21","1","22","21","23","73","16","22","6","7","7","7","21","10","22","21","23","73","16","22","6","7","7","7","21","1","22","21","23","73","16","22","11","73","7","7","21","10","22","21","23","73","16","22","11","73","7","7","43","1","18","43","20","73","16","18","11","73","7","7","620100.0"
"73","0","1","8","0","3","49","198","8","6","7","7","7","0","10","8","0","3","49","198","8","6","7","7","7","0","1","38","0","3","49","198","38","6","7","7","7","0","10","38","0","3","49","198","38","6","7","7","7","0","1","2","0","3","49","198","2","6","7","7","7","927720.0"
"74","84","1","83","84","84","61","25","83","11","61","7","7","84","10","83","84","84","61","25","83","11","61","7","7","109","1","45","109","20","61","25","45","11","7","7","7","109","10","45","109","20","61","25","45","11","7","7","7","109","1","45","109","20","61","25","45","11","61","7","7","4500.0"
"75","21","1","33","21","23","4","25","33","6","7","7","7","21","10","33","21","23","4","25","33","6","7","7","7","21","1","33","21","23","4","25","33","6","7","7","7","21","10","33","21","23","4","25","33","6","7","7","7","21","1","22","21","23","4","25","22","11","4","7","7","1620420.0"
"76","204","1","79","204","149","91","25","79","11","91","7","7","204","10","79","204","149","91","25","79","11","91","7","7","84","1","83","84","84","91","25","83","11","91","7","7","84","10","83","84","84","91","25","83","11","91","7","7","109","1","67","109","20","91","25","67","11","91","7","7","3660.0"
"77","12","1","54","12","14","86","165","54","6","7","7","7","12","10","54","12","14","86","165","54","6","7","7","7","12","1","54","12","14","86","165","54","6","7","7","7","12","10","54","12","14","86","165","54","6","7","7","7","12","1","17","12","14","86","165","17","6","7","7","7","1787640.0"
"78","37","1","38","37","39","242","5","38","6","52","7","7","37","10","38","37","39","242","5","38","6","52","7","7","37","1","38","37","39","242","5","38","11","73","7","7","37","10","38","37","39","242","5","38","11","73","7","7","37","1","8","37","39","242","5","8","11","206","7","7","2551020.0"
"79","43","1","45","43","20","243","203","45","11","243","7","7","43","10","45","43","20","243","203","45","11","243","7","7","121","1","144","121","122","243","203","144","11","243","7","7","121","10","144","121","122","243","203","144","11","243","7","7","138","1","152","138","139","243","203","152","11","7","7","7","349200.0"
"80","37","1","27","37","39","24","5","27","6","9","7","7","37","10","27","37","39","24","5","27","6","9","7","7","37","1","27","37","39","24","5","27","11","150","7","7","37","10","27","37","39","24","5","27","11","150","7","7","43","1","45","43","20","24","5","45","11","150","9","7","2029200.0"
"81","43","1","18","43","20","188","203","18","11","7","7","7","43","10","18","43","20","188","203","18","11","7","7","7","43","1","18","43","20","188","203","18","11","7","7","7","43","10","18","43","20","188","203","18","11","7","7","7","43","1","18","43","20","188","203","18","11","7","7","7","33600.0"
"82","37","1","38","37","39","40","5","38","6","9","7","7","37","10","38","37","39","40","5","38","6","9","7","7","37","1","38","37","39","40","5","38","11","7","7","7","37","10","38","37","39","40","5","38","11","7","7","7","37","1","27","37","39","40","5","27","6","9","7","7","1584060.0"
"83","37","1","38","37","39","175","30","38","6","7","7","7","37","10","38","37","39","175","30","38","6","7","7","7","37","1","38","37","39","175","30","38","6","9","7","7","37","10","38","37","39","175","30","38","6","9","7","7","37","1","2","37","39","175","30","2","6","9","7","7","408960.0"
"84","21","1","22","21","23","46","108","22","6","9","7","7","21","10","22","21","23","46","108","22","6","9","7","7","21","1","22","21","23","46","108","22","11","73","7","7","21","10","22","21","23","46","108","22","11","73","7","7","21","1","22","21","23","46","108","22","11","7","7","7","1044600.0"
"85","59","1","48","59","60","80","25","48","6","52","7","7","59","10","48","59","60","80","25","48","6","52","7","7","59","1","48","59","60","80","25","48","11","91","7","7","59","10","48","59","60","80","25","48","11","91","7","7","59","1","27","59","60","80","25","27","11","91","7","7","40320.0"
"86","59","1","48","59","60","229","25","48","6","7","7","7","59","10","48","59","60","229","25","48","6","7","7","7","59","1","70","59","60","229","25","70","6","91","7","7","59","10","70","59","60","229","25","70","6","91","7","7","59","1","27","59","60","229","25","27","11","91","7","7","160020.0"
"87","0","1","2","0","3","244","245","2","6","7","7","7","0","10","2","0","3","244","245","2","6","7","7","7","0","1","8","0","3","244","245","8","6","9","7","7","0","10","8","0","3","244","245","8","6","9","7","7","0","1","8","0","3","244","245","8","11","41","7","7","3155220.0"
"89","69","1","8","69","39","151","246","8","6","7","7","7","69","10","8","69","39","151","246","8","6","7","7","7","37","1","2","37","39","151","246","2","6","7","7","7","37","10","2","37","39","151","246","2","6","7","7","7","37","1","27","37","39","151","246","27","6","4","7","7","317280.0"
