,elapsed_time,total_time,remaining_time,XG_2000,RF_50,LM_pred,Lasso
4244,3215280,5649480,2434200,2433893.0,2436667.2,0.0,2541287.48868
2942,4500,35220,30720,25356.4550781,124256.4,42731.7426147,298082.697362
8099,111420,604800,493380,429518.9375,470071.2,1523132.271,1100506.26888
6453,2475300,3225180,749880,725053.4375,733676.4,659053.654297,844064.094675
4161,116040,548880,432840,706187.3125,513477.6,357212.348816,342764.99472
8251,1929000,2525940,596940,583910.6875,571266.0,177474.321472,277294.497067
7078,124080,534900,410820,466847.9375,445418.4,339567.353882,622977.677316
4485,742740,975720,232980,237678.515625,218649.6,0.0,22052.3345001
3771,865260,1897500,1032240,1045070.75,1025392.8,0.0,1073096.44892
524,279360,7299960,7020600,7390705.0,6863083.2,6375999.42328,5864253.44247
2013,86640,3198240,3111600,3260426.0,3053281.2,4603021.4906,3694023.96538
7960,1451340,1777560,326220,321419.03125,320070.0,401229.085083,731772.592341
9036,946680,953340,6660,54607.5585938,12861.6,265313.877869,371292.114952
3322,34500,708660,674160,694100.625,650826.0,688780.793762,1136406.21911
8001,1386960,1779540,392580,393759.75,377008.8,22473406711.2,275657.999285
5794,808260,2190660,1382400,1273718.75,1325161.2,951202.406067,1454543.30932
8373,49860,204240,154380,134165.96875,164065.2,0.0,-343597.274035
4998,3585120,3996240,411120,421226.59375,408729.6,0.0,301139.305765
7865,1674120,2525940,851820,845717.25,828349.2,982840.571716,850280.199021
7094,129840,534900,405060,385307.625,413556.0,0.0,179008.940879
8335,1075080,1091400,16320,33958.6484375,23191.2,1249699.96143,848911.782808
6148,9840,2036760,2026920,2225818.5,1960208.4,2542322.00128,2003278.8018
3559,159540,243720,84180,0.0,209863.2,0.0,-395441.645523
3334,1840140,3083940,1243800,1200665.375,1243399.2,296243.375,742758.862528
3807,3258180,7319880,4061700,4054319.0,4047964.8,18993833802.4,4168819.8072
8809,1422240,1564260,142020,136583.828125,134172.0,337427.36322,317367.508011
5720,168780,2756640,2587860,2607456.25,2224185.6,3015644.81726,2468413.12146
4229,1355400,4991760,3636360,3687327.75,3697299.6,4351248.69006,3920124.49137
2909,2612640,3120480,507840,519196.4375,514351.2,135051.24939,925187.672453
8363,42900,204240,161340,378198.21875,213421.2,0.0,-207143.942272
923,754920,7552500,6797580,6782925.0,6795399.6,7348467.98364,7038043.0722
4411,3123960,3996240,872280,987300.8125,868096.8,0.0,1228526.75537
4657,2803020,6232860,3429840,3370777.75,3524785.2,2576908.04193,3451867.38455
1763,1149240,6361440,5212200,5132151.0,4256659.2,4607955.12085,4092155.45438
5658,1368780,3206820,1838040,1886203.0,1857192.0,1543437.93469,1967059.53161
433,423000,1090800,667800,853586.1875,851298.0,1838001.81891,2394768.7116
1343,14340,1447140,1432800,2286521.0,2430372.0,0.0,1725016.91349
3963,1121640,1897500,775860,781282.75,813001.2,0.0,594873.639121
4890,1871880,4991760,3119880,3094094.5,3165519.6,3692898.31805,3269165.90966
5295,3188460,3646740,458280,484964.0,324180.0,722372.814331,939248.458999
5556,4590180,7319880,2729700,2738660.5,2752531.2,2448279.63892,2763279.93489
5454,602880,2190660,1587780,1509603.75,1596632.4,0.0,1457622.61674
6490,169200,1443960,1274760,1353033.25,1110778.8,716511.019043,745338.434796
4114,1897500,2123400,225900,298561.59375,379273.2,544952.301514,288714.163736
3347,2385960,2385960,0,0.0,5691.6,0.0,-60429.6460554
6310,5330820,7406100,2075280,1927023.5,2000077.2,8818228374.1,2448997.4005
1577,921360,2195880,1274520,1210700.5,1394163.6,722915.666382,1609823.68677
6260,93660,2036760,1943100,1969012.25,1944726.0,2604371.75439,2445335.1091
7509,1993260,1993260,0,132483.53125,96990.0,574442.541321,-69112.9950821
4299,2530500,6181200,3650700,3600127.0,3640376.4,3693479.02246,3849520.03599
5119,4264200,7406100,3141900,3141629.25,3142164.0,2903097.17572,3069301.42734
9078,18660,18660,0,737493.9375,1535697.6,2452144.93201,1958505.5117
5795,4669020,4719960,50940,57344.21875,45614.4,0.0,184479.264301
5492,406860,608940,202080,403426.5,371622.0,1555589.84747,695841.227085
4477,739020,975720,236700,220959.015625,231813.6,173437.851074,17831.5955339
2777,127320,613860,486540,496404.40625,726614.4,1414847712.11,519956.708316
8310,1805160,2036760,231600,231023.34375,219168.0,778870.246765,214018.571678
1970,551760,6181200,5629440,5627915.0,5509809.6,6038725.81238,5164252.81575
6729,242700,748200,505500,559149.3125,503989.2,415176.586792,375847.826473
3128,295980,3643800,3347820,3293475.75,2806484.4,1448419.04022,1531744.9244
7965,123120,133560,10440,304785.6875,205352.4,1711479.39294,1414944.42232
5167,59160,1993260,1934100,1852282.875,1766694.0,860749.652832,834071.667062
6553,5032200,6845160,1812960,1794801.5,1709703.6,1799075.13641,1750735.70648
8999,1998360,2086740,88380,18718.1601562,67615.2,0.0,33165.2358247
1619,68580,586680,518100,524292.0625,844971.6,1361850.73553,1556737.59995
3409,64320,243720,179400,180039.359375,179120.4,306245.494995,455802.775405
8867,4321560,4327560,6000,69636.453125,31753.2,0.0,19425.4753685
7649,5228700,6232860,1004160,988914.5,984085.2,317646977.449,546917.738792
1679,1466700,5579400,4112700,4125257.5,4111580.4,3893514.92114,3545990.61656
1235,30180,1144740,1114560,1512357.5,1247726.4,3105021.92999,1916177.43638
7623,887340,1822860,935520,917507.5,930448.8,1166522.44263,978887.404293
2315,1527060,1818000,290940,307985.78125,271560.0,0.0,285038.040579
4899,4041360,7299960,3258600,3249220.0,3238053.6,3262614.96094,3278778.10204
9022,42960,129360,86400,127842.0,611139.6,929720.59436,1187141.22602
5798,3618840,6232860,2614020,2663113.75,2615577.6,0.0,2858915.29514
2832,260280,2044680,1784400,2129798.5,1959220.8,1648866.22571,2125437.11626
3012,2683020,3120480,437460,344304.625,397264.8,167934.311035,709165.001637
954,239400,1807260,1567860,1515958.0,1274803.2,2539655.75238,2202284.80739
5814,3638520,6232860,2594340,2587655.75,2609782.8,0.0,2813043.08851
8613,570420,604800,34380,87912.8828125,69421.2,548956.636963,-254272.405057
8619,3052500,3281700,229200,227871.875,229573.2,0.0,260974.591806
8300,1067700,1327560,259860,276340.46875,256742.4,668955.406799,380444.652059
8759,3680160,3766500,86340,72420.125,122164.8,0.0,250151.96089
7523,1206240,1462860,256620,190939.609375,240310.8,309886.665527,-414833.713622
3598,3266400,3974400,708000,688224.8125,711226.8,0.0,389175.988926
2256,844140,3191940,2347800,2377835.25,2348050.8,2372327.84747,2629099.04765
1143,571380,1818000,1246620,1197223.0,1025457.6,1779319.05328,1281137.59757
902,182040,1807260,1625220,1633073.875,1558706.4,1705432.20856,1657730.79184
4027,1153500,1897500,744000,731655.375,738116.4,865078.982727,665242.942285
3661,3322140,6225300,2903160,2888786.25,2689111.2,3327620.8689,2963503.85291
2230,808500,3191940,2383440,2369648.5,2451154.8,2665565.52869,2467190.0074
5446,2336520,4991760,2655240,2663607.5,2311582.8,2758555.86005,2673158.65893
8661,6030540,6232860,202320,198435.296875,204028.8,97735795.1946,290955.250249
5359,94920,1118160,1023240,1217538.375,1003293.6,262864.787598,513017.396131
6297,125100,1374660,1249560,1241399.625,1200105.6,1449948.72638,1626593.03084
8716,7372800,7544400,171600,127039.609375,81870.0,85674.7922974,42602.0160074
3158,445680,3215700,2770020,2782426.5,2757339.6,3131039.53986,2517353.27272
5236,1194840,3322080,2127240,2159451.0,2131677.6,1477697.08148,2037027.52142
4737,328380,3636240,3307860,3439691.5,3221568.0,3811617.05426,2930502.34365
2943,828300,2123400,1295100,1297345.875,1294506.0,1328339.99963,1232812.38552
5232,35160,39660,4500,867049.6875,694566.0,3333642965.88,1196614.70359
5827,147660,2714040,2566380,2472936.5,2441990.4,2400475.00781,2501995.02054
7019,631500,1779540,1148040,1146229.375,1150524.0,1237854.00354,1193912.50515
8192,852000,1327560,475560,619881.5625,435103.2,0.0,593929.06352
6066,129300,2567700,2438400,2413221.5,2433858.0,3005762.52051,3147088.69021
850,459540,4719960,4260420,3761173.75,3812079.6,4914533.34845,3958429.38437
3197,465660,3215700,2750040,2746609.5,2749452.0,2095722.21576,2649761.56146
1593,1194360,7299960,6105600,6041372.5,6105762.0,4888401.6767,5904038.09154
2733,44940,1262880,1217940,1271379.125,1089088.8,0.0,804033.285356
7617,884820,1822860,938040,936660.75,911299.2,79466.005249,575991.861177
4577,563280,3206820,2643540,2668005.75,2642516.4,3166824.7594,2963826.36211
3540,3033540,3714840,681300,686932.0,686941.2,180100.85675,672117.081456
1316,1118400,7401300,6282900,5530608.5,4026020.4,5370626.71063,4664098.86466
4796,3985980,7299960,3313980,3241890.75,3302592.0,2676902.34308,3286370.50938
905,182400,1807260,1624860,1710409.25,1508433.6,1375293.32013,1554212.35216
2457,423780,2639280,2215500,2415459.5,2220646.8,2825190.21997,3218723.46422
6830,923040,2567700,1644660,1563255.125,1633652.4,2206931.04431,1984487.79106
2495,1740300,1807260,66960,78982.6640625,104594.4,0.0,355546.458386
1711,1028880,2195880,1167000,1051931.5,1283996.4,1323591.6225,1648278.27154
7744,361680,615060,253380,249569.328125,273386.4,0.0,-528151.112827
6609,73140,1620480,1547340,1941297.25,1584703.2,2560945.06873,2061371.12015
8150,1843320,2525940,682620,671234.5625,680356.8,0.0,917817.470902
1526,547200,861720,314520,310309.78125,311056.8,0.0,261587.502866
5422,4510980,7319880,2808900,2855766.0,2765616.0,3042171.81641,3028839.07156
8725,557220,736020,178800,147342.328125,399466.8,0.0,126119.716942
7043,120120,393120,273000,342908.3125,399580.8,0.0,303981.833886
8863,2426460,2525940,99480,106768.117188,102330.0,0.0,33683.259907
4699,3408480,3996240,587760,588079.3125,594258.0,29349819739.8,617464.555982
6014,31680,2525940,2494260,2422908.0,2358045.6,1574245.66168,1074902.63806
2629,2181180,7319880,5138700,5143564.0,5124420.0,5426992.94354,5261369.85522
3621,76500,4327560,4251060,3731736.5,3108344.4,1924825.8692,1968415.91465
3690,117660,786600,668940,768287.5625,830456.4,1457188.00641,1352416.54456
7731,1586400,2525940,939540,900235.4375,958578.0,564718.279663,1040382.98041
3893,2800980,3996240,1195260,1175477.75,1185762.0,2810381.67059,1071119.13222
3391,11580,3225180,3213600,2556255.5,2882386.8,1219281.64264,1581120.31665
3595,47760,786600,738840,813109.8125,661002.0,704947.991638,872169.574429
25,46800,3974400,3927600,3857550.5,3717030.0,2636081.80994,3205939.36015
1501,1351020,6670800,5319780,5285457.0,5318348.4,4635317.72455,4942713.40481
5629,4852800,6670800,1818000,1741976.625,1847044.8,18992051472.8,1922193.44796
1160,1095840,7552500,6456660,6458599.0,6452998.8,7328946.73541,6231970.10966
6421,2451660,3225180,773520,782695.6875,764516.4,886711.716431,423868.101241
5395,4708680,6670800,1962120,1960834.625,1981977.6,1764120.21521,1984272.7237
938,13920,3674460,3660540,3767829.5,3439662.0,5791130.79413,5202730.45908
3256,597300,1955580,1358280,1339745.125,1128627.6,815169.496033,1524435.76596
7367,276600,534900,258300,276203.28125,257928.0,404274.087219,172496.85081
5661,137760,2756640,2618880,2685582.25,2572258.8,2931549.78998,2519225.24978
3167,904920,1894920,990000,971383.875,971895.6,1978288.33038,1261454.46074
3370,600060,3215700,2615640,2588383.0,2607006.0,1762561.78992,1678937.32403
8577,2476980,2480580,3600,0.0,61190.4,0.0,-1282772.38593
2783,2306040,7319880,5013840,4958199.5,4898779.2,4890873.3175,4975445.29353
4578,0,31200,31200,144353.671875,794608.8,1443657.11432,1329018.57166
3052,53040,1645440,1592400,1596351.5,1818615.6,2745003.56177,2098724.94581
5457,17340,1547520,1530180,1756939.375,1712108.4,2096436.13403,1430625.5286
6390,1922100,1974480,52380,89362.78125,175927.2,0.0,-561825.441534
1604,592500,935100,342600,375025.40625,440418.0,1904962746.68,419533.828524
7692,1788840,2714040,925200,902335.1875,919282.8,1503686.47571,711851.31619
6174,4024620,6232860,2208240,2205650.0,2207354.4,29901808.9086,2258338.62918
263,251280,1785600,1534320,1435736.75,1419463.2,2174197.43408,2293940.03976
5570,4575780,7299960,2724180,2682285.5,2628273.6,0.0,2953884.4026
111,105240,576000,470760,512076.28125,1095897.6,2421850.79889,1937624.64942
7514,1201740,1462860,261120,237288.40625,235064.4,11081.9017944,-425520.422048
5832,3198240,3198240,0,0.0,236293.2,83029.2600098,307564.372603
4336,4140,438000,433860,2056853.625,2717701.2,1413724.12036,1603405.52476
2869,2600340,3120480,520140,473423.34375,530314.8,30642.2492065,788170.865797
3461,78120,243720,165600,241421.578125,261351.6,460535.095154,311110.8101
641,449640,919500,469860,461297.71875,565123.2,1841701.04584,1570021.91963
49,3180,6670800,6667620,7140908.5,6585697.2,3588086.7821,3645981.91055
6622,616920,2525940,1909020,1805442.5,1825273.2,1977066.51752,1686317.02317
7554,3343200,4327560,984360,1027147.625,1021578.0,170975.78772,762938.965841
5300,3203400,3656580,453180,446396.4375,389737.2,705966.285583,306433.078307
3140,1028100,2639280,1611180,1534850.5,1627087.2,1369108.71442,1515001.8263
7130,2601360,3206820,605460,618959.5625,628878.0,0.0,618456.267135
8020,5483340,6232860,749520,735069.3125,744538.8,0.0,769097.303045
506,373020,7401300,7028280,6948217.5,5864384.4,932100.549988,4417285.5529
1100,1023180,1023180,0,48406.6835938,207306.0,333935.77771,-148878.713169
67,39600,6670800,6631200,6299224.5,6302520.0,5003775.78033,4389969.76311
7401,118260,402780,284520,417307.71875,283450.8,1142273.27747,1277661.00295
8567,84360,273900,189540,198709.6875,146512.8,0.0,-135303.366302
5671,79800,187200,107400,894726.25,1102924.8,0.0,-212044.497593
1140,266520,935100,668580,708820.5625,1159950.0,3426897.66064,4067687.36656
2253,950700,3257040,2306340,2369156.0,2453979.6,3094766.20477,2586870.9749
7980,1333860,1951380,617520,617899.75,636693.6,0.0,530684.439879
5179,0,39660,39660,0.0,617350.8,1413732.21942,1122347.47222
6710,663360,1300440,637080,633526.5,647708.4,603091.536743,266408.960052
2854,1373460,3191940,1818480,1815092.75,1816508.4,0.0,1851512.4414
7348,31740,904200,872460,862768.4375,875320.8,250100.069946,419819.578609
4898,1873200,4991760,3118560,3130481.25,3183553.2,3880616.54138,3156300.82839
7152,2609340,3206820,597480,589559.625,596641.2,867572.604858,662643.123502
4295,2468100,6232860,3764760,3814138.25,3722468.4,0.0,3812948.73284
6539,5671200,6225300,554100,669102.9375,695125.2,9874050257.94,813286.885729
2823,1361340,3191940,1830600,1858052.375,1824690.0,1626870.2287,1840915.17012
3237,298200,4648740,4350540,4363495.0,4359183.6,4314072.5769,3780129.74052
6165,4611060,6825900,2214840,2248515.0,2198470.8,2076592.86029,2167880.04145
4164,1413360,1618560,205200,210723.59375,209325.6,488930.804626,1277647.46249
4666,271620,3636240,3364620,3491051.25,3366430.8,3503354.68695,2989804.01721
7139,1297440,2714040,1416600,1415399.5,1417188.0,1968029.18555,1647121.1526
7113,134220,534900,400680,418697.1875,398916.0,52657.3001099,287498.434938
5607,0,2480580,2480580,1485989.125,1254043.2,1412390.04126,1395685.2529
7823,5966700,6825900,859200,854802.5,857628.0,1052385.94562,1056067.24204
1980,1296000,6361440,5065440,4468108.5,4785915.6,4429312.87714,3609375.33843
6687,681900,2567700,1885800,1786203.0,1865160.0,1846675.04486,2080435.35263
387,346140,346200,60,400824.9375,196760.4,0.0,-479476.962317
6768,1869420,2027040,157620,164911.078125,134092.8,439095.46637,-21084.8960634
7169,68400,1327560,1259160,1245504.5,1205892.0,2320921755.38,1136858.54764
2088,121980,3198240,3076260,3086929.75,3052288.8,3383506.78625,3174209.51349
7237,121680,1327560,1205880,1203196.5,1124152.8,0.0,1171239.67689
2824,205380,1560960,1355580,2583667.25,2846052.0,2264019.69177,2263300.28568
642,543720,754200,210480,262597.5625,370197.6,0.0,-1243301.64326
1169,1083660,1314480,230820,428415.03125,240154.8,67047.6262207,-329148.42262
8447,2944080,3281700,337620,358894.9375,343374.0,1457774.27472,308052.672748
8042,285000,445560,160560,45972.2890625,163861.2,0.0,-279431.537657
4509,3191760,3996240,804480,821210.9375,772048.8,0.0,985710.828497
8257,841980,1055580,213600,284323.28125,169884.0,0.0,-285301.210453
3439,26700,3225180,3198480,3048901.0,3149684.4,2562976.27515,3009872.0913
5507,47940,1547520,1499580,1420381.0,1229865.6,2668394.03406,2864641.78386
3037,145380,1201080,1055700,1070726.75,1579191.6,2993690.01886,2313985.08027
4835,4003080,7299960,3296880,3296174.5,3297594.0,12744110749.4,3241112.13731
2589,1179900,3083940,1904040,2324963.0,2287617.6,552163.717896,1534543.70708
70,111600,262800,151200,394452.59375,217137.6,3006635.80835,2650210.37939
7908,1914420,2714040,799620,846773.875,803686.8,241747.603394,438172.197942
6842,441540,748200,306660,308206.875,336733.2,0.0,278190.480722
1328,599160,2385960,1786800,1669809.5,1784244.0,3210674.78693,2418323.952
4862,434400,438000,3600,3025.30175781,13189.2,389231.766907,512622.654681
3853,358200,786600,428400,380776.5625,458269.2,682675.039673,739173.329473
3912,2821680,3996240,1174560,1277606.375,1240689.6,0.0,1394772.86806
2181,201000,534480,333480,330534.34375,374130.0,630205.85321,1519991.89793
4483,742260,975720,233460,241022.578125,223024.8,195393.052734,22257.8913886
2397,281280,2639280,2358000,2232738.0,2330048.4,2027845.4024,3099445.8114
7192,2383320,3797940,1414620,1379590.125,1351408.8,1991160.77124,1561165.38893
3048,13980,4648740,4634760,4751439.0,4623036.0,4018688.3797,3639095.97889
3449,1310940,2123400,812460,777827.75,782925.6,815658.618469,871991.480273
2831,1229280,6232860,5003580,5031856.0,4938853.2,0.0,4834067.20159
8051,38340,87180,48840,273031.96875,251638.8,0.0,161428.616177
2499,549840,3198240,2648400,2669319.0,2073450.0,2834740.69604,2495438.61784
6107,2727960,4836120,2108160,2060329.75,2114313.6,2114764.36829,2535937.39616
5517,0,979740,979740,1676529.625,1455324.0,2641998.10571,1754128.47774
3036,116100,4836120,4720020,4666197.0,4718086.8,4677607.58276,3959636.90869
5320,3184920,6232860,3047940,3000713.5,3070112.4,2273744.66235,2960424.65777
6903,569340,1779540,1210200,1207846.375,1210070.4,1705595.82111,1278269.99685
1161,454260,2385960,1931700,1922661.25,1859953.2,15346033220.6,2454391.4696
7384,61800,904200,842400,743192.0625,825218.4,0.0,-443039.277483
3454,563100,1201080,637980,561030.625,720678.0,1674211.98029,765193.044928
701,603000,754200,151200,204992.296875,251337.6,905657.398376,754749.339657
4854,4233600,5579400,1345800,1273441.375,1416903.6,1452054.02362,1475628.62851
456,430440,1023180,592740,390468.1875,1797070.8,2319845.11145,976850.558565
3296,613680,613860,180,10506.5742188,95026.8,0.0,152386.129407
2731,1920540,5649480,3728940,3581629.5,3737832.0,3757359.70563,3567493.56996
8769,2365560,2525940,160380,343181.8125,255296.4,1373518.02399,307129.195815
2646,533160,2639280,2106120,1991713.375,2105730.0,1630486.5069,1842407.85954
8763,1951380,1951380,0,1258922.875,354630.0,1397735.2052,1231630.02316
3869,541440,708660,167220,122029.492188,351536.4,0.0,30015.1172352
4909,89280,1532940,1443660,1418382.625,1275290.4,1359611.33124,1165668.67413
5975,267000,979740,712740,660690.9375,800492.4,907854.82373,464027.168517
9030,2020140,2086740,66600,20675.9277344,58450.8,321880.346375,441479.769638
157,90900,5579400,5488500,5571525.0,5338945.2,4775682.96234,4135349.12282
5948,12420,2567700,2555280,1732958.625,2082349.2,2162922.29199,1530388.89687
7595,379140,402780,23640,20531.078125,26353.2,19271.4415894,430781.296294
1623,1425420,5579400,4153980,4119679.0,4157158.8,3031687.81903,3160781.55985
202,178740,346200,167460,165087.8125,289323.6,0.0,247070.369051
8347,260880,648060,387180,472678.90625,298072.8,0.0,-333764.291692
4467,16800,3636240,3619440,3769527.5,3228699.6,1361512.4281,1395410.06248
4373,1445460,1851720,406260,433235.40625,385424.4,1167155.76654,4378.87644784
144,45660,1023180,977520,1050565.25,974960.4,1826650047.13,1757625.23968
94,119820,3974400,3854580,3632358.25,3856533.6,4318139.67993,3835595.39445
6176,889860,1118160,228300,251536.359375,228094.8,235810.582214,-56487.7991604
4339,1351500,1897500,546000,378183.21875,461416.8,4039556506.95,380744.688185
5281,8460,341760,333300,639958.6875,938954.4,0.0,-460848.107241
3364,1866780,3083940,1217160,1213569.625,1221522.0,654298.536682,890048.280396
8617,493200,736020,242820,217537.40625,242859.6,314728.345459,390072.263825
2921,2467980,3714840,1246860,1234155.125,1210521.6,2059244.42413,1829364.04494
8923,3737340,3797940,60600,31352.1484375,67070.4,458788.971375,158284.11872
2805,13080,1201080,1188000,1184809.625,1545403.2,2085444.31494,1908071.24483
1321,1110600,1300140,189540,202288.46875,306805.2,1099006.04004,1192730.44765
7283,1187700,2567700,1380000,1190543.75,1099874.4,1058610.37311,1360368.75039
8765,2362680,2525940,163260,331616.28125,261278.4,765123.329895,384364.499528
7946,441420,441420,0,0.0,57703.2,48740.0666504,-68439.4800451
1044,190980,6825900,6634920,6759449.0,6517747.2,3719471.03699,4026380.77647
1340,115560,1144740,1029180,959877.375,1225536.0,3641806.75452,2252392.39416
622,73800,555360,481560,754208.6875,2588067.6,1963974.08704,1899430.40789
6005,22260,2525940,2503680,2185176.0,2013280.8,1224468.09357,980117.287454
5962,20280,2567700,2547420,2260976.25,2353179.6,2874959.97211,2787215.97818
967,245400,1807260,1561860,1165083.375,1278799.2,2431999.46454,2060553.69078
1165,459840,2385960,1926120,1763060.375,1898815.2,943430.090942,1693893.55269
6678,946740,2756640,1809900,1907386.75,1833356.4,0.0,1712324.1486
515,278940,1030200,751260,749121.8125,712954.8,738316.967407,1293470.05707
1958,1593660,7319880,5726220,5650923.0,5455374.0,4980111.26605,5199110.25769
6712,5134320,6135000,1000680,998724.625,994284.0,1003758.04028,994114.399086
7862,397440,441420,43980,38887.9453125,105322.8,103395.742126,-9031.81420063
7890,32400,493260,460860,491744.59375,464246.4,522484.693542,1072344.15972
1419,12180,3646740,3634560,4635468.5,4373386.8,3543668.26477,2968603.80227
4826,2354280,2639280,285000,287429.5,280983.6,0.0,295988.997873
2897,197520,1955580,1758060,1759058.125,1794274.8,1692578.71057,1960771.85169
8971,1515960,1564260,48300,65316.6484375,39685.2,0.0,66673.6309456
591,20520,599940,579420,568857.9375,670078.8,1102976.46277,1636483.33871
679,86400,1818000,1731600,2065686.375,1537041.6,1301331.64227,1893454.73744
1918,507120,3656580,3149460,3074696.75,3178782.0,2885363.8988,2327132.351
5383,418560,3281700,2863140,2864769.0,2788797.6,1639674.41571,2133658.32532
328,124500,7406100,7281600,7230524.5,7257740.4,5123896.92676,5255186.68066
5149,3666420,6825900,3159480,3040228.0,3093188.4,2739817.22516,3025193.06078
8738,2575800,2714040,138240,131387.546875,137460.0,178436.416809,101324.118373
4253,185820,548880,363060,410162.375,361898.4,749357.99939,495709.882006
544,395160,3714840,3319680,3579913.25,3158961.6,4859463.13623,4561951.77654
7168,5573280,5649480,76200,72346.96875,81453.6,0.0,364558.341635
6263,4095060,6232860,2137800,2135552.5,2134591.2,201767907.999,2240064.16295
4944,3792060,3969060,177000,336616.03125,158695.2,15494363366.4,746644.141487
8028,748800,1091400,342600,325478.0,344372.4,1273009.67358,1460219.65902
9061,7550700,7552500,1800,0.0,1598.4,92997.5668335,122835.585509
7788,5342940,6232860,889920,884023.3125,861301.2,146790988.292,839662.11881
6894,558000,1779540,1221540,1242598.5,1224452.4,1445160.52911,1043218.81111
5990,86400,115500,29100,419070.25,576529.2,1739567.48846,1992874.68703
3899,3416580,7406100,3989520,3985381.0,3993547.2,3951652.00977,3894073.41091
5421,3398940,6232860,2833920,2810773.0,2779821.6,3502418.47614,2984989.29822
1081,555360,555360,0,27752.7714844,40098.0,1366194.97046,1515272.66949
606,68040,2195880,2127840,2126414.0,1890309.6,2507583.00562,2000478.74411
1440,0,6232860,6232860,5599762.0,5413760.4,3721314.22516,3382606.05794
6970,59040,156420,97380,108880.875,179187.6,1329194.41895,854621.460055
41,0,280800,280800,312475.53125,805623.6,1165532.78149,1447884.49816
2893,1381560,3083940,1702380,1717939.0,1707824.4,0.0,2479305.73478
3340,1027320,1894920,867600,864872.4375,810661.2,8011813221.47,533808.53516
4269,1303500,1303500,0,263427.25,202572.0,0.0,-251402.858925
5753,642900,1736340,1093440,918756.75,629200.8,251114.760681,470276.949133
7838,2429820,3281700,851880,814240.6875,844434.0,650263.340393,899978.891087
6455,2475600,3225180,749580,720921.5,751111.2,780668.295715,995921.192442
3182,245160,4648740,4403580,4347962.0,4281230.4,4402573.66327,4145069.59246
1061,225180,3519180,3294000,3096947.5,3313874.4,3556431.39484,3422306.86696
7156,156420,534900,378480,367236.125,377922.0,0.0,193675.900437
1722,1106880,5649480,4542600,4067230.25,3303500.4,1344452.95612,1556923.73804
6520,813480,979740,166260,153359.65625,225207.6,192171.140259,-64639.7738671
4839,101400,2190660,2089260,1930644.125,2116084.8,1910423.81848,2023256.40756
231,166200,280800,114600,862556.4375,811731.6,564861.751892,1114979.18609
8264,1962600,2525940,563340,545405.6875,530611.2,21062562453.5,382705.316893
1594,1194360,7299960,6105600,6030207.5,6118664.4,5080411.18018,5848761.71445
3028,103500,4836120,4732620,4677318.5,4721511.6,4229828.76379,3941597.39333
158,4500,4151700,4147200,4144450.5,3624159.6,2733264.1441,2877086.22207
5503,2999400,3198240,198840,180334.90625,561715.2,0.0,627047.546638
1948,1589160,7319880,5730720,5638368.5,5457243.6,5546781.9129,5489195.07591
2807,160860,613860,453000,386133.75,647218.8,2064382758.22,256777.656097
8532,27120,163800,136680,143071.421875,154826.4,905677.969238,1065313.43844
1348,1292580,3120480,1827900,1651880.25,1246088.4,3919963.12744,2970183.66163
3129,1694880,3083940,1389060,1321290.875,1386823.2,1739158.31647,1697799.18466
2488,2098560,7319880,5221320,5221940.5,5242328.4,1738721815.11,5156118.35477
7492,52260,308460,256200,465661.8125,295494.0,1279664.06818,1062925.09361
739,123060,6361440,6238380,5648151.0,3903447.6,4161822.81622,3664893.18462
6309,54360,1443960,1389600,1305685.5,1365339.6,1749674.34692,1191525.71244
8030,1994100,2714040,719940,718622.0625,718586.4,1169983.14551,553706.455112
210,26100,7406100,7380000,5829049.5,3751678.8,4712062.82953,4647001.38194
3496,2319780,3519180,1199400,1234471.625,1188600.0,2464031.29388,1786768.60577
1371,225420,1303440,1078020,884205.9375,1103473.2,670839.35437,1216479.34479
5073,2493420,2639280,145860,122428.5,183319.2,10359938489.6,-54379.6560117
8568,53580,163800,110220,130052.867188,147015.6,687866.72522,984153.129703
5592,523620,557700,34080,109432.617188,32296.8,0.0,431207.354129
7715,416940,904200,487260,244792.234375,276606.0,0.0,69095.5245328
7745,2776200,3636240,860040,886118.9375,867291.6,0.0,1296517.21916
5015,33660,557700,524040,615295.3125,554862.0,1941934.56604,2554629.33731
1674,1473060,6670800,5197740,5198133.0,5118844.8,5954731.69849,5636500.32269
1822,1760460,4817700,3057240,3082995.5,3052399.2,3607912.91357,3295815.61295
5469,283620,1118160,834540,951019.5625,847623.6,88950.1130981,240542.416546
8817,1432380,1564260,131880,120842.984375,132402.0,204175.818909,302834.057512
8934,3223620,3281700,58080,74871.125,76034.4,0.0,114191.801704
8488,1187520,1327560,140040,109120.976562,141097.2,283285.898743,185821.632626
255,3600,28560,24960,0.0,1052594.4,1759019.81049,2513161.57751
404,194400,7406100,7211700,7045245.0,6928501.2,7927473.06781,6016278.01199
4520,418380,3206820,2788440,2781335.75,2797286.4,3101305.26678,3558189.29365
135,86460,6670800,6584340,6477104.0,6479136.0,5008211.67963,4753475.1081
1735,1559700,4151700,2592000,2592322.0,2600796.0,2881850.59094,2620293.35083
8510,2513460,2756640,243180,251592.484375,274090.8,14751392078.6,138608.558905
5292,3184260,3646740,462480,426066.0,329104.8,667036.681824,484612.988317
7685,939540,1822860,883320,875370.875,851490.0,0.0,651156.047346
